,data,produto,submercado,expiracao,volume,VWAP,M,H,h,h_cresc,missing,ok,result
0,2016-08-05,SE CON MEN NOV/16,SE,2016-12-01,1.0,0.0,3.0,24.0,23.0,0.0,,7,
1,2016-08-06,,,,,,,,,,6.75,,
2,2016-08-07,,,,,,,,,,6.75,,
3,2016-08-08,,,,,,,,,,6.75,,
4,2016-08-09,,,,,,,,,,6.75,,
5,2016-08-10,,,,,,,,,,6.75,,
6,2016-08-11,,,,,,,,,,6.75,,
7,2016-08-12,,,,,,,,,,6.75,,
8,2016-08-13,,,,,,,,,,6.75,,
9,2016-08-14,,,,,,,,,,6.75,,
10,2016-08-15,,,,,,,,,,6.75,,
11,2016-08-16,,,,,,,,,,6.75,,
12,2016-08-17,,,,,,,,,,6.75,,
13,2016-08-18,,,,,,,,,,6.75,,
14,2016-08-19,,,,,,,,,,6.75,,
15,2016-08-20,,,,,,,,,,6.75,,
16,2016-08-21,,,,,,,,,,6.75,,
17,2016-08-22,,,,,,,,,,6.75,,
18,2016-08-23,,,,,,,,,,6.75,,
19,2016-08-24,,,,,,,,,,6.75,,
20,2016-08-25,,,,,,,,,,6.75,,
21,2016-08-26,,,,,,,,,,6.75,,
22,2016-08-27,,,,,,,,,,6.75,,
23,2016-08-28,,,,,,,,,,6.75,,
24,2016-08-29,,,,,,,,,,6.75,,
25,2016-08-30,,,,,,,,,,6.75,,
26,2016-08-31,,,,,,,,,,6.75,,
27,2016-09-01,,,,,,,,,,6.75,,
28,2016-09-02,,,,,,,,,,6.75,,
29,2016-09-03,,,,,,,,,,6.75,,
30,2016-09-04,,,,,,,,,,6.75,,
31,2016-09-05,,,,,,,,,,6.75,,
32,2016-09-06,,,,,,,,,,6.75,,
33,2016-09-07,,,,,,,,,,6.75,,
34,2016-09-08,,,,,,,,,,6.75,,
35,2016-09-09,,,,,,,,,,6.75,,
36,2016-09-10,,,,,,,,,,6.75,,
37,2016-09-11,,,,,,,,,,6.75,,
38,2016-09-12,,,,,,,,,,6.75,,
39,2016-09-13,,,,,,,,,,6.75,,
40,2016-09-14,,,,,,,,,,6.75,,
41,2016-09-15,,,,,,,,,,6.75,,
42,2016-09-16,,,,,,,,,,6.75,,
43,2016-09-17,,,,,,,,,,6.75,,
44,2016-09-18,,,,,,,,,,6.75,,
45,2016-09-19,,,,,,,,,,6.75,,
46,2016-09-20,,,,,,,,,,6.75,,
47,2016-09-21,,,,,,,,,,6.75,,
48,2016-09-22,,,,,,,,,,6.75,,
49,2016-09-23,,,,,,,,,,6.75,,
50,2016-09-24,,,,,,,,,,6.75,,
51,2016-09-25,,,,,,,,,,6.75,,
52,2016-09-26,,,,,,,,,,6.75,,
53,2016-09-27,,,,,,,,,,6.75,,
54,2016-09-28,,,,,,,,,,6.75,,
55,2016-09-29,,,,,,,,,,6.75,,
56,2016-09-30,,,,,,,,,,6.75,,
57,2016-10-01,,,,,,,,,,6.75,,
58,2016-10-02,,,,,,,,,,6.75,,
59,2016-10-03,,,,,,,,,,6.75,,
60,2016-10-04,,,,,,,,,,6.75,,
61,2016-10-05,,,,,,,,,,6.75,,
62,2016-10-06,,,,,,,,,,6.75,,
63,2016-10-07,,,,,,,,,,6.75,,
64,2016-10-08,,,,,,,,,,6.75,,
65,2016-10-09,,,,,,,,,,6.75,,
66,2016-10-10,,,,,,,,,,6.75,,
