id_subsistema,idhistorico_carga,subsistema,data,valor
1,206280.0,Sudeste,21/04/2007,29137.73
5,206281.0,SIN,21/04/2007,46656.08
2,206282.0,Sul,21/04/2007,7587.63
2,206283.0,Sul,22/04/2007,6741.37
3,206284.0,Nordeste,22/04/2007,6295.53
1,206285.0,Sudeste,22/04/2007,27127.42
4,206286.0,Norte,22/04/2007,3298.59
5,206287.0,SIN,22/04/2007,43462.909999999996
5,206288.0,SIN,23/04/2007,51527.4
4,206289.0,Norte,23/04/2007,3528.92
3,206290.0,Nordeste,23/04/2007,7137.82
2,206291.0,Sul,23/04/2007,9011.37
1,206292.0,Sudeste,23/04/2007,31849.29
3,206293.0,Nordeste,24/04/2007,7215.48
4,206294.0,Norte,24/04/2007,3581.34
5,206295.0,SIN,24/04/2007,53572.619999999995
