,model,accuracy_train,log_return_train,std_dev_train,sharpe_train,mse_train,rmse_train,mae_train,r2_train,mape_train,precision_train,f1_train,roc_auc_train
0,linear_regression,0.2534637326813366,1.3567659335426685,0.0187908400657249,0.0588456238878151,0.4005415027665632,0.632883482772748,0.4260436463503326,0.0343257906507663,114851444341013.23,,,
0,ridge_regression,0.2477587612061939,1.2477893567417662,0.0187622889396905,0.0542014486770347,0.4017682053802384,0.6338518796850242,0.4260554763362947,0.0313683066737369,99852896863589.23,,,
0,logistic_regression,0.8084759576202118,0.0184060209764683,0.0138499227491587,0.0010830986109704,,,,,,0.631578947368421,0.2345276872964169,0.5612528147389969
0,svc,0.6487367563162184,0.9488101892640828,0.0351062992769877,0.022026714686356,,,,,,0.358814352574103,0.5162738496071829,0.7496622313203685
0,xgboost_classifier,0.2575387123064385,2.351867327836972,0.0263252281929265,,,,,,,0.1560874089490114,0.2477291494632535,0.3849539406345957
0,lgbm_classifier,0.4702526487367563,6.345532162777129,0.023111479900798,0.2237668412817869,,,,,,0.2722095671981777,0.4237588652482269,0.6509785056294779
0,random_forest,0.993480032599837,5.837027991229196,0.0220716920296845,0.2155319139413372,,,,,,1.0,0.983739837398374,0.984
