,log_return_train,log_return_test,std_dev_train,std_dev_test,accuracy_train,accuracy_test,precision_train,precision_test,f1_train,f1_test,roc_auc_train,roc_auc_test
0,2.3518673278369713,0.33811427815938155,0.026325228192926514,0.02603517647799226,0.2575387123064385,0.5063624396665204,0.15608740894901144,0.494240263302249,0.2477291494632535,0.6156474205671336,0.38495394063459576,0.5157211686709837
