,strat_id,init_cash,buy_prop,sell_prop,fractional,slippage,single_position,commission,stop_loss,stop_trail,take_profit,execution_type,channel,symbol,allow_short,short_max,add_cash_amount,add_cash_freq,invest_div,period,devfactor,rtot,ravg,rnorm,rnorm100,len,drawdown,moneydown,max,maxdrawdown,maxdrawdownperiod,sharperatio,pnl,final_value,total,win_rate,won,lost,won_avg,won_avg_prcnt,lost_avg,lost_avg_prcnt,won_max,won_max_prcnt,lost_max,lost_max_prcnt
0,29,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,5,2,0.2483434468370198,6.867905056333512e-05,0.01745775672640161,1.745775672640161,60,87.3359392350238,884044.6454186288,"AutoOrderedDict([('len', 1151), ('drawdown', 91.31979921572365), ('moneydown', 886992.9804854677)])",91.31979921572365,1151,0.26036113294321683,28190.01,128190.01211409247,2,0.5,1.0,0.0,105421.0,105.421,0.0,0.0,105421.0,105.421,0.0,0.0
1,48,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,7,7,0.0,0.0,0.0,0.0,0,0.0,0.0,"AutoOrderedDict([('len', 81), ('drawdown', 0.0), ('moneydown', 0.0)])",0.0,97,,0.0,100000.0,0,,,,,,,,,,,
2,12,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,2,6,0.0,0.0,0.0,0.0,0,0.0,0.0,"AutoOrderedDict([('len', 81), ('drawdown', 0.0), ('moneydown', 0.0)])",0.0,97,,0.0,100000.0,0,,,,,,,,,,,
3,22,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,4,2,0.0,0.0,0.0,0.0,0,0.0,0.0,"AutoOrderedDict([('len', 81), ('drawdown', 0.0), ('moneydown', 0.0)])",0.0,97,,0.0,100000.0,0,,,,,,,,,,,
4,20,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,3,7,0.0,0.0,0.0,0.0,0,0.0,0.0,"AutoOrderedDict([('len', 81), ('drawdown', 0.0), ('moneydown', 0.0)])",0.0,97,,0.0,100000.0,0,,,,,,,,,,,
5,19,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,3,6,0.0,0.0,0.0,0.0,0,0.0,0.0,"AutoOrderedDict([('len', 81), ('drawdown', 0.0), ('moneydown', 0.0)])",0.0,97,,0.0,100000.0,0,,,,,,,,,,,
6,18,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,3,5,0.0,0.0,0.0,0.0,0,0.0,0.0,"AutoOrderedDict([('len', 81), ('drawdown', 0.0), ('moneydown', 0.0)])",0.0,97,,0.0,100000.0,0,,,,,,,,,,,
7,17,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,3,4,0.0,0.0,0.0,0.0,0,0.0,0.0,"AutoOrderedDict([('len', 81), ('drawdown', 0.0), ('moneydown', 0.0)])",0.0,97,,0.0,100000.0,0,,,,,,,,,,,
8,16,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,3,3,0.0,0.0,0.0,0.0,0,0.0,0.0,"AutoOrderedDict([('len', 81), ('drawdown', 0.0), ('moneydown', 0.0)])",0.0,97,,0.0,100000.0,0,,,,,,,,,,,
9,15,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,3,2,0.0,0.0,0.0,0.0,0,0.0,0.0,"AutoOrderedDict([('len', 81), ('drawdown', 0.0), ('moneydown', 0.0)])",0.0,97,,0.0,100000.0,0,,,,,,,,,,,
10,13,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,2,7,0.0,0.0,0.0,0.0,0,0.0,0.0,"AutoOrderedDict([('len', 81), ('drawdown', 0.0), ('moneydown', 0.0)])",0.0,97,,0.0,100000.0,0,,,,,,,,,,,
11,11,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,2,5,0.0,0.0,0.0,0.0,0,0.0,0.0,"AutoOrderedDict([('len', 81), ('drawdown', 0.0), ('moneydown', 0.0)])",0.0,97,,0.0,100000.0,0,,,,,,,,,,,
12,47,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,7,6,0.0,0.0,0.0,0.0,0,0.0,0.0,"AutoOrderedDict([('len', 81), ('drawdown', 0.0), ('moneydown', 0.0)])",0.0,97,,0.0,100000.0,0,,,,,,,,,,,
13,10,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,2,4,0.0,0.0,0.0,0.0,0,0.0,0.0,"AutoOrderedDict([('len', 81), ('drawdown', 0.0), ('moneydown', 0.0)])",0.0,97,,0.0,100000.0,0,,,,,,,,,,,
14,9,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,2,3,0.0,0.0,0.0,0.0,0,0.0,0.0,"AutoOrderedDict([('len', 81), ('drawdown', 0.0), ('moneydown', 0.0)])",0.0,97,,0.0,100000.0,0,,,,,,,,,,,
15,8,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,2,2,0.0,0.0,0.0,0.0,0,0.0,0.0,"AutoOrderedDict([('len', 81), ('drawdown', 0.0), ('moneydown', 0.0)])",0.0,97,,0.0,100000.0,0,,,,,,,,,,,
16,6,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,1,7,0.0,0.0,0.0,0.0,0,0.0,0.0,"AutoOrderedDict([('len', 81), ('drawdown', 0.0), ('moneydown', 0.0)])",0.0,97,,0.0,100000.0,0,,,,,,,,,,,
17,5,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,1,6,0.0,0.0,0.0,0.0,0,0.0,0.0,"AutoOrderedDict([('len', 81), ('drawdown', 0.0), ('moneydown', 0.0)])",0.0,97,,0.0,100000.0,0,,,,,,,,,,,
