init_cash,fast_period,slow_period,rtot,ravg,rnorm,rnorm100,drawdown,moneydown,maxdrawdown,maxdrawdownperiod,sharperatio,pnl,final_value,total,win_rate,won,lost,won_avg,won_avg_prcnt,lost_avg,lost_avg_prcnt,won_max,won_max_prcnt,lost_max,lost_max_prcnt,period,devfactor
100000,1.0,32.0,8.91676420717426,0.0026041951539644,0.9275642877145344,92.75642877145344,0.8262526891162516,6211802.712826729,46.691950115349385,397,1.1979268363041955,745492432.8,745592432.801467,65,0.4307692307692308,28.0,36.0,12290993.459806126,12290.993459806126,-1687882.272931043,-1687.8822729310432,159272048.49600282,159272.04849600283,-16041650.806095354,-16041.650806095353,,
100000,33.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,,0.0,100000.0,0,,,,,,,,,,,,,
100000,,,0.4631351383686312,0.0001352614305983,0.0346734611979631,3.467346119796312,34.352756988370764,83153.8076272636,89.98524238131733,1129,0.3040386910633024,58904.81,158904.80692705925,1,,,,,,,,,,,,4.0,4.0
