,log_return_train,log_return_test,std_dev_train,std_dev_test,sharpe_train,sharpe_test,accuracy_train,accuracy_test,precision_train,precision_test,f1_train,f1_test,roc_auc_train,roc_auc_test
0,10.364999904261037,9.05341045155191,0.024087521900513623,0.02210020089695115,0.35918679481694316,0.18419642878881523,0.7595993322203672,0.6339928057553957,0.6269284712482468,0.6359360301034808,0.7563451776649747,0.6241920590951062,0.7941041412572645,0.6338232522930327
