,log_return_train,log_return_test,std_dev_train,std_dev_test,sharpe_train,sharpe_test,accuracy_train,accuracy_test,precision_train,precision_test,f1_train,f1_test,roc_auc_train,roc_auc_test
0,0.0,0.0001000900694156,0.0,7.792001336109813e-06,,0.07784989441615231,0.7475247524752475,0.8424242424242424,0.0,0.5,0.0,0.07142857142857142,0.5,0.515633646928611
