dt,close,Soma_Volumes,SMA_18,SMA_40,CrossOver_x,EMA_31,EMA_75,CrossOver_y,BBands_mid_5_1.0,BBands_top_5_1.0,BBands_bot_5_1.0,log_return,log_volume,BBands_distance_indicator,return_shifted,market_order_signal
2018-07-12,217.0,3.0,5.351464850192878,5.343383860149435,0.0,5.3416256222696425,5.280530072717905,0.0,5.389071729816501,5.397698189106034,5.380370206722698,-0.013730192811901354,1.0986122886681096,0.004331941400305374,0.013730192811901354,1
2018-07-17,220.0,7.0,5.353832645133277,5.346366700542727,0.0,5.344956180379502,5.283676199332139,0.0,5.391807709635375,5.399179413816068,5.384381259612243,0.013730192811901354,1.9459101490553132,0.0036995047953789968,-0.11042381761437259,-1
2018-07-19,197.0,3.0,5.351991511567013,5.3464858292924085,0.0,5.341206382545599,5.283663768754946,0.0,5.368775830196598,5.409267867782485,5.3265747411787645,-0.11042381761437259,1.0986122886681096,0.02066739404033821,0.11042381761437259,1
2018-08-01,220.0,2.0,5.356194846861769,5.34699196821256,0.0,5.344564455382872,5.28671798506631,0.0,5.36970736263471,5.410643416656306,5.327023755739627,0.11042381761437259,0.6931471805599453,0.02089882755238384,0.0,0
2018-08-03,220.0,10.0,5.361424291506663,5.3471110225026,0.0,5.347702440020755,5.289682890825248,0.0,5.36970736263471,5.410643416656306,5.327023755739627,0.0,2.3025850929940455,0.02089882755238384,0.00453515516539138,0
2018-08-06,221.0,2.0,5.366092830628549,5.34782505074391,0.0,5.3509319113695435,5.29269368031128,0.0,5.373424839034842,5.415691701020028,5.329292345040515,0.00453515516539138,0.6931471805599453,0.02159312402262546,0.08386414709908685,1
2018-08-07,240.3333333333333,15.0,5.375736978793221,5.3504783507789355,0.0,5.359648561492856,5.298164045817356,0.0,5.392111245834397,5.452749559997589,5.327557206477189,0.08386414709908685,2.70805020110221,0.031277670591749775,-0.09753178582775046,-1
2018-08-09,218.0,2.0,5.379841881785169,5.349053572185544,0.0,5.36121968588412,5.300534054400908,0.0,5.4110506365352755,5.447415984382748,5.373312781510196,-0.09753178582775046,0.6931471805599453,0.018521563500663394,0.0015278841780528296,0
2018-08-10,218.3333333333333,6.0,5.38395125202183,5.347428431332046,0.0,5.3627880441782745,5.302879970652461,0.0,5.409560545364019,5.4467565989260835,5.370927316045065,0.0015278841780528296,1.791759469228055,0.018952780539204104,0.007604599385219402,1
2018-08-13,220.0,5.0,5.3864978129960095,5.344488548347325,0.0,5.364743628650283,5.305376655750299,0.0,5.409560545364019,5.4467565989260835,5.370927316045065,0.007604599385219402,1.6094379124341003,0.018952780539204104,-0.027651531330509904,-1
2018-08-16,214.0,1.0,5.3870063479178905,5.343772132915276,0.0,5.364820697309899,5.307019336308495,0.0,5.403277802184523,5.444339061878799,5.3604580519765905,-0.027651531330509904,0.0,0.020964107557921142,0.010227890183256427,1
2018-08-17,216.2,10.0,5.387311344785565,5.347895704603031,0.0,5.365535956647307,5.308902666496699,0.0,5.381309566343854,5.390684566365084,5.371845843262563,0.010227890183256427,2.3025850929940455,0.0047096111333361675,-0.010227890183256427,-1
2018-08-21,214.0,2.0,5.387057187189544,5.351931977958056,0.0,5.365563465969824,5.310447090735315,0.0,5.377621339886081,5.3885308187685474,5.3665915303225,-0.010227890183256427,0.6931471805599453,0.005484712114042182,-0.06765864847381486,-1
2018-08-23,200.0,10.0,5.381909323732715,5.353116023332576,0.0,5.361490500110036,5.310129765244893,0.0,5.360540709728168,5.39191690737094,5.32814806807381,-0.06765864847381486,2.3025850929940455,0.01593950937148972,0.04879016416943216,1
2018-08-27,210.0,3.0,5.380119209795582,5.353116023332576,0.0,5.360597599805014,5.311120588650924,0.0,5.351099551987006,5.378134281473626,5.323313589496386,0.04879016416943216,1.0986122886681096,0.013703457160156779,0.0,0
2018-09-04,210.0,2.0,5.377042967901492,5.35394402171585,0.0,5.359759781064915,5.31208439535568,0.0,5.347297988769658,5.373413491190059,5.3204821360112415,0.0,0.6931471805599453,0.013231294299013098,0.004750602758598177,0
2018-09-05,211.0,2.0,5.374986869992279,5.353884901704925,0.0,5.359267753061865,5.313151596878509,0.0,5.342334251964811,5.364726935370302,5.319428628255239,0.004750602758598177,0.6931471805599453,0.011323608689779873,-0.019139340210697853,-1
2018-09-06,207.0,3.0,5.371636667994399,5.354712263966021,0.0,5.357628933780858,5.313671458798945,0.0,5.335613151291733,5.354838939233999,5.316010474607946,-0.019139340210697853,1.0986122886681096,0.009706506429011297,-0.013578078703766927,-1
2018-09-10,204.2083333333333,12.0,5.368329163198833,5.355327417050405,0.0,5.355266335081667,5.313815770476198,0.0,5.339659225915143,5.351610306115297,5.327563588035238,-0.013578078703766927,2.4849066497880004,0.006011534683015425,-0.017080361734731042,-1
2018-09-11,200.75,14.0,5.363331035201813,5.35432329197376,0.0,5.352022622626699,5.313508181262855,0.0,5.330744220279909,5.34882293986326,5.312332633550016,-0.017080361734731042,2.6390573296152584,0.009122070494144615,0.01605964101734525,1
2018-09-12,204.0,1.0,5.3651514279990575,5.350356011041285,0.0,5.349937050924652,5.3136298176373735,0.0,5.3249187254283195,5.34149425586391,5.308063809313221,0.01605964101734525,0.0,0.00835722248235822,-0.016646555242907368,-1
2018-09-13,200.63221153846152,20.8,5.360106594010322,5.353984285748084,0.0,5.346975921412531,5.3133117989495435,0.0,5.314771791799462,5.32647092779785,5.302934164187445,-0.016646555242907368,3.034952986707272,0.0058840550859902445,-0.010883218119388083,-1
2018-09-14,198.46052631578948,19.0,5.354466035327514,5.354393346209602,0.0,5.3435434441273015,5.312720429719252,0.0,5.306336200774441,5.317162059783138,5.295391858691577,-0.010883218119388083,2.9444389791664403,0.005442442799115538,-0.007386491743932133,-1
2018-09-17,197.0,5.0,5.3481434325716055,5.352737408131096,-1.0,5.3398770220096,5.311954733024085,0.0,5.299159749498122,5.310952211252101,5.287226564465824,-0.007386491743932133,1.6094379124341003,0.005931272583912867,0.01927164795871139,1
2018-09-18,200.8333333333333,7.2,5.337649648758843,5.352362470134909,0.0,5.337579958093785,5.311706424070081,0.0,5.29924300919625,5.31105577911956,5.287289027981495,0.01927164795871139,1.9740810260220096,0.005941547947577479,-0.0027304581574778553,0
2018-09-19,200.28571428571428,7.0,5.332907570974443,5.351922514015785,0.0,5.335256746748576,5.311393473761243,0.0,5.295525257710745,5.302931626816786,5.2880636247423,-0.0027304581574778553,1.9459101490553132,0.003716966282810409,-0.001427551991185716,0
2018-09-20,200.0,3.0,5.3279759800991595,5.351922514015785,0.0,5.332987583830518,5.311051547249358,0.0,5.294891077452448,5.301892752754545,5.287840032822198,-0.001427551991185716,1.0986122886681096,0.0035131510760536013,0.0,0
2018-10-01,200.0,5.0,5.322568179338822,5.351560314899495,0.0,5.330855556972446,5.310718506426618,0.0,5.296434642954762,5.303158354482172,5.289665416931678,0.0,1.6094379124341003,0.0033732087992970282,-0.0020020026706726313,0
2018-10-03,199.6,10.0,5.318656374695759,5.351157270093777,0.0,5.32873139694021,5.310342122089932,0.0,5.299036155776201,5.301073044146508,5.2969951100220936,-0.0020020026706726313,2.3025850929940455,0.0010194828246476342,-0.0030105391528714165,0
2018-10-04,199.0,2.0,5.313963797683103,5.350801507371381,0.0,5.326553627549411,5.309897471053875,0.0,5.29720245955586,5.299431031906774,5.29496890957515,-0.0030105391528714165,0.6931471805599453,0.0011155296575052758,0.005012541823544048,1
2018-10-05,200.0,2.0,5.310127934954652,5.350534602245283,0.0,5.324812027875296,5.309594443220284,0.0,5.296916385632408,5.298876801829194,5.294952118653587,0.005012541823544048,0.6931471805599453,0.0009811701641032592,-0.0011117288526900637,0
2018-10-08,199.77777777777777,9.0,5.310066929457892,5.349321098402468,0.0,5.323108777151135,5.309270380712294,0.0,5.296693827098595,5.298543174197044,5.2948410535778345,-0.0011117288526900637,2.197224577336219,0.0009255296259997368,0.0025689998506681633,0
2018-10-09,200.29166666666663,24.0,5.307398112395076,5.3479293631489675,0.0,5.321666236954028,5.3090216444915095,0.0,5.296985925017458,5.299154842722834,5.294812292881003,0.0025689998506681633,3.1780538303479453,0.001085636607347714,-0.005328390485521695,-1
2018-10-10,199.22727272727272,11.0,5.30442833315948,5.3460514378482555,0.0,5.319986522989057,5.3086407906463515,0.0,5.296612631484278,5.299013138511238,5.294206348154495,-0.005328390485521695,2.3978952727983707,0.0012016964323443451,-0.0070213216788799215,-1
2018-10-11,197.8333333333333,6.0,5.300786584771262,5.34400353210125,0.0,5.31798219214689,5.3080882066320685,0.0,5.295443290851484,5.299792982844213,5.2910745963531856,-0.0070213216788799215,1.791759469228055,0.002179589719798827,-0.019051435206648648,-1
2018-10-15,194.1,5.0,5.297205684778683,5.340881862348159,0.0,5.314952714881814,5.307063038581273,0.0,5.289508734718538,5.300692151077047,5.278198833694733,-0.019051435206648648,1.6094379124341003,0.005623210802851425,-0.02411640047687147,-1
2018-10-16,189.475,40.0,5.293100123701621,5.337579164912399,0.0,5.310677680481383,5.3054597986681395,0.0,5.279060408529111,5.299019182602715,5.258695155197271,-0.02411640047687147,3.6888794541139363,0.010080323925721973,0.00013193482438822457,0
2018-10-17,189.5,10.0,5.289953832826722,5.333665426706415,0.0,5.306660916797629,5.3038995467439864,0.0,5.26799794935469,5.288748275005885,5.246807907319098,0.00013193482438822457,2.3025850929940455,0.01048432354436968,-0.010087648987995301,-1
2018-10-18,187.598,5.0,5.285348870150397,5.3298693068950405,0.0,5.3022886468215855,5.302128731298339,0.0,5.2559382575762825,5.275267676959255,5.236227835074218,-0.010087648987995301,1.6094379124341003,0.009759340732310823,-0.016026716659985674,-1
2018-10-19,184.6153846153846,13.0,5.280831489411537,5.32557439803227,0.0,5.297239571367713,5.300009788878863,-1.0,5.242052137410252,5.258250569942927,5.225586989359855,-0.016026716659985674,2.5649493574615367,0.008165532160320194,-0.019696882887316747,-1
2018-10-22,181.01461538461533,52.0,5.275887719456812,5.321187567845291,0.0,5.29135033167583,5.297468209339679,0.0,5.228112689692883,5.245372786181268,5.210549442200053,-0.019696882887316747,3.951243718581427,0.008705396144831817,-0.006005115107210024,-1
2018-10-23,179.930859080633,106.16,5.271026946780757,5.316280152257869,0.0,5.285454491785652,5.294844205645464,0.0,5.217821653620464,5.237556051114471,5.197689956051146,-0.006005115107210024,4.6649473900239515,0.009965863841936675,0.01916104468153268,1
2018-10-24,183.41176470588235,17.0,5.2660413288065095,5.314610467626287,0.0,5.281002786883187,5.29274330171147,0.0,5.211201210018149,5.22588987601718,5.196293566628729,0.01916104468153268,2.833213344056216,0.007398807314600453,-0.026025283396124088,-1
2018-10-25,178.7,20.0,5.259829357474668,5.309518456925401,0.0,5.275305669494517,5.290068525932577,0.0,5.201445854664057,5.213415548228185,5.189331150045713,-0.026025283396124088,2.995732273553991,0.006020954026680709,0.01403538101366042,1
2018-10-26,181.2258064516129,7.75,5.254394934275041,5.304714146732123,0.0,5.270746690934307,5.287793161864524,0.0,5.197704502516366,5.206303692099988,5.1890307250119685,0.01403538101366042,2.0476928433652555,0.004318188091001564,0.04200321188060041,1
2018-10-29,189.0,2.0,5.2511970725857235,5.300731732895627,0.0,5.268958642035175,5.286608194042977,0.0,5.206496365734698,5.226174299684195,5.186423424777003,0.04200321188060041,0.6931471805599453,0.009937064507887299,-0.010816667213461528,-1
2018-10-30,186.96666666666667,6.0,5.247511715643613,5.294054744412888,0.0,5.266623774733658,5.285182014215771,0.0,5.214179208263079,5.234302077735659,5.193643078704717,-0.010816667213461528,1.791759469228055,0.010164049672441382,-0.006565040451005366,-1
2018-10-31,185.74324324324323,14.8,5.24362983598759,5.289997205148957,0.0,5.264034298436847,5.283628062775867,0.0,5.216712131489136,5.237102781334894,5.195897033251524,-0.006565040451005366,2.6946271807700692,0.010300708313708764,-0.011287369000027248,-1
2018-11-01,183.65847860538827,12.62,5.23882383705186,5.285617056458875,0.0,5.260924476797578,5.2818338496217665,0.0,5.222077795653916,5.236444540004853,5.207501635684609,-0.011287369000027248,2.535282857113067,0.0072354735396533455,-0.00907125131835329,-1
2018-11-05,182.0,3.0,5.233569072737331,5.280794736559785,0.0,5.257460467031206,5.27986149287958,0.0,5.222912972803969,5.236054470919964,5.209596473383871,-0.00907125131835329,1.0986122886681096,0.006614306463078193,-0.00527947972524867,-1
2018-11-06,181.04166666666663,24.0,5.227847837326805,5.276593305457971,0.0,5.253888988174127,5.277808594031645,0.0,5.214294307556452,5.226294188968168,5.202148678263379,-0.00527947972524867,3.1780538303479453,0.006036231046783102,-0.015203598805591412,-1
2018-11-07,178.31,10.0,5.221593742852185,5.271741287109549,0.0,5.249633270717757,5.275437980605331,0.0,5.204834244024426,5.218451377579458,5.191029121324933,-0.015203598805591412,2.3025850929940455,0.006855349272392783,-0.012359210564696355,-1
2018-11-08,176.11979166666669,19.2,5.215059927763912,5.26686687491361,0.0,5.2449052887548895,5.272828757741082,0.0,5.1942115489148035,5.209015942726488,5.17918468740335,-0.012359210564696355,2.9549102790337356,0.007457537316472531,-0.023615839341990075,-1
2018-11-09,172.0093023255814,21.5,5.2083685216670945,5.263249714818268,0.0,5.23909043466954,5.269725253755616,0.0,5.1811999650493545,5.201221831082124,5.160769019415429,-0.023615839341990075,3.068052935133617,0.010112513427394835,-0.00881326191569709,-1
2018-11-12,170.5,3.5,5.202584913530475,5.258122876762272,0.0,5.233104814847288,5.266489143835264,0.0,5.168186768271767,5.190165061151886,5.145714554159719,-0.00881326191569709,1.252762968495368,0.01111171199949724,-0.02064328553565975,-1
2018-11-13,167.0164,25.0,5.195688295926409,5.25251386363235,0.0,5.226291326364731,5.262853296973449,0.0,5.152083343460141,5.175074037474549,5.12855161426877,-0.02064328553565975,3.2188758248682006,0.011629557097027541,-0.021422941982072174,-1
2018-11-14,163.4764705882353,17.0,5.188235987474993,5.2462755841279645,0.0,5.218664011451826,5.258815952569533,0.0,5.13476492030929,5.159849050972505,5.109035351056093,-0.021422941982072174,2.833213344056216,0.012702058520505613,0.01381155986013205,1
2018-11-19,165.74999999999997,3.2,5.18236860551377,5.240829083216104,0.0,5.212234826111802,5.255181513093696,0.0,5.122477366505743,5.140874295141301,5.1037356377163325,0.01381155986013205,1.1631508098056809,0.009284130815693455,0.0045146803545268455,0
2018-11-21,166.5,1.0,5.177830820323225,5.235824123865657,0.0,5.206426657393258,5.251733374373841,0.0,5.115887248567412,5.129441808660041,5.102146434899403,0.0045146803545268455,0.0,0.00682363161658529,-0.010825246549964085,-1
2018-11-22,164.70731707317074,12.3,5.173049170592508,5.23101671464402,0.0,5.200332995500462,5.2481165206721565,0.0,5.108910996825685,5.116565311098982,5.1011976418185805,-0.010825246549964085,2.5095992623783716,0.00384187951539194,-0.006181569870536308,-1
2018-11-23,163.69230769230768,13.0,5.1668211874958985,5.225612916212206,0.0,5.194234343300589,5.244441296064528,0.0,5.104885634109614,5.111923949675254,5.097797429314422,-0.006181569870536308,2.5649493574615367,0.0035316007252772937,-0.020018590464170316,-1
2018-11-26,160.448,62.5,5.161021898984446,5.220196447406208,0.0,5.187350691267809,5.240397526727605,0.0,5.101204099529507,5.11397738282704,5.08826554614804,-0.020018590464170316,4.135166556742356,0.006427782114442704,-0.052938728155839776,-1
2018-11-27,152.175,20.0,5.151721526531909,5.21392100010286,0.0,5.177942164412098,5.2352856944934505,0.0,5.084533160555629,5.115399060383228,5.0526841312449795,-0.052938728155839776,2.995732273553991,0.01567616349980376,0.043873027840243495,1
2018-11-28,159.0,8.0,5.142025623673552,5.20873931294534,0.0,5.17146475473431,5.231243936377664,0.0,5.075202095790776,5.102526011838703,5.047110559875514,0.043873027840243495,2.0794415416798357,0.013852090710110624,0.04508960486317726,1
2018-11-29,166.33333333333334,13.5,5.1353020103197204,5.2040115185060785,0.0,5.167967980623563,5.22832818205427,0.0,5.077232495977754,5.106785843218393,5.046779080884114,0.04508960486317726,2.6026896854443837,0.014999440362856496,0.004855071653079079,0
2018-12-04,167.14285714285714,7.0,5.129201866360057,5.199448555735961,0.0,5.164967717449461,5.225595523178068,0.0,5.081527575376596,5.11479760278164,5.047112446433696,0.004855071653079079,1.9459101490553132,0.01691806002440309,-0.03310611215342707,-1
2018-12-05,161.7,10.0,5.121952184112993,5.194149516568788,0.0,5.1601958554693255,5.222155039181212,0.0,5.083081455367834,5.1162810808257735,5.048741653016383,-0.03310611215342707,2.3025850929940455,0.01688164869755128,-0.0016505058419875596,0
2018-12-06,161.43333333333334,30.0,5.115114014360825,5.188785056750964,0.0,5.1556053475831725,5.2187556891756275,0.0,5.094497803257273,5.11338073821407,5.075251429265439,-0.0016505058419875596,3.4011973816621555,0.009531749854856325,0.024878934076044246,1
2018-12-07,165.5,14.0,5.109915399186231,5.184017800960552,0.0,5.152753567100069,5.2160158131781635,0.0,5.102435714390523,5.116866672009986,5.087793451170342,0.024878934076044246,2.6390573296152584,0.0072680492430456265,0.12071037934078088,1
2018-12-10,186.7333333333333,15.0,5.11273631887689,5.1822973203140945,0.0,5.157738889938542,5.216377841435451,0.0,5.126947053953478,5.181093019016134,5.069700625007235,0.12071037934078088,2.70805020110221,0.027833712626177697,-0.061423374523635665,-1
2018-12-11,175.6086956521739,11.5,5.112565382719719,5.178867459661422,0.0,5.158399598631795,5.215140754433919,0.0,5.136945264273452,5.192565337332898,5.07804845184277,-0.061423374523635665,2.4423470353692043,0.028613591412406478,-0.0034722257107491217,0
2018-12-12,175.0,1.0,5.113565207615427,5.17537116689908,0.0,5.15879994421206,5.213847603060769,0.0,5.15245351198141,5.20224351500115,5.100053968242893,-0.0034722257107491217,0.0,0.02553627843119087,-0.010740705228521996,-1
2018-12-13,173.13043478260872,2.3,5.114443766935606,5.171524457603901,0.0,5.1585034383872435,5.2123188220827075,0.0,5.165896743953568,5.2040085531683555,5.126274676009419,-0.010740705228521996,0.8329091229351039,0.019428578434009407,0.2395822776573695,1
2018-12-14,220.0,10.0,5.131977776020294,5.174467724960871,0.0,5.174934319331015,5.217536376841759,0.0,5.22625457026902,5.31668536234297,5.126825598329926,0.2395822776573695,2.3025850929940455,0.04739382202395427,-0.2288415724288475,-1
2018-12-17,175.0,10.0,5.135750923615346,5.17123201950826,0.0,5.174303056082309,5.216183271146735,0.0,5.213564307203677,5.307738039616125,5.109591031181742,-0.2288415724288475,2.3025850929940455,0.049455925107905696,0.007401115480310416,1
2018-12-18,176.3,2.0,5.1391928695523115,5.168702303988148,0.0,5.174170939255319,5.215049934726098,0.0,5.214316473264414,5.308125550962265,5.110787583175713,0.007401115480310416,0.6931471805599453,0.04925464926933182,-0.05419327698706944,-1
2018-12-19,167.0,5.0,5.139355701281772,5.165499014270341,0.0,5.170750826730153,5.212612890529595,0.0,5.205577359279661,5.305345998928449,5.094740481329835,-0.05419327698706944,1.6094379124341003,0.052554360527875696,0.04679216150675902,1
2018-12-20,175.0,3.0,5.142701774765159,5.163426916872809,0.0,5.17037906398554,5.211383155056514,0.0,5.207626501263532,5.306382226285101,5.098038577444235,0.04679216150675902,1.0986122886681096,0.05199197987552739,0.028170876966696845,1
2018-12-21,180.0,3.0,5.147980465800393,5.162339421029851,0.0,5.171805208695509,5.210902577025077,0.0,5.162841226985587,5.186856502274027,5.138234997215432,0.028170876966696845,1.0986122886681096,0.012154179123058516,0.1028573854397079,1
2018-12-26,199.5,1.0,5.160509218637904,5.16446873471252,0.0,5.180022980777141,5.213231990594587,0.0,5.190509413913731,5.2491001767981045,5.1282709432790075,0.1028573854397079,0.0,0.030188950505708596,0.050102109017396756,1
2018-12-27,209.75,4.0,5.178698893624759,5.168566684072711,1.0,5.191237809928809,5.216958971225085,0.0,5.227089857259669,5.309008440465889,5.137856990119468,0.050102109017396756,1.3862943611198906,0.04273574030004319,-0.2101179082970539,-1
2019-01-04,170.0,20.0,5.182136792382154,5.167152343755343,0.0,5.187861452656325,5.214905434153121,0.0,5.230306155931492,5.308531470124078,5.14543835795012,-0.2101179082970539,2.995732273553991,0.040728168714458494,0.12689175185462442,1
2019-01-09,193.0,5.0,5.190422362231322,5.168517921330842,0.0,5.192705922005684,5.216192627748849,0.0,5.249389692924613,5.32061277015016,5.172702210735329,0.12689175185462442,1.6094379124341003,0.03694398145308013,-0.050554464659633425,-1
2019-01-11,183.4855144855145,10.01,5.195466449700986,5.1691987878430075,0.0,5.193931407624016,5.216086077720289,0.0,5.253043303852325,5.321788923798758,5.179220545993881,-0.050554464659633425,2.303584593327129,0.03561194978987766,-0.1001479358887094,-1
2019-01-14,166.0,10.0,5.196789408234529,5.16703090169948,0.0,5.189002022025594,5.2134810222687475,0.0,5.217362717208045,5.300028698483395,5.127242209501245,-0.1001479358887094,2.3025850929940455,0.04314299384959265,0.17627924233799241,1
2019-01-15,198.0,0.85,5.20796951402836,5.168312910761962,0.0,5.195503275845114,5.215522450751718,0.0,5.204540077200652,5.270845283691718,5.133524307478032,0.17627924233799241,-0.16251892949777494,0.0343033042834179,-0.16771020961289107,-1
2019-01-24,167.42857142857142,3.5,5.208555710910601,5.165527706108312,0.0,5.190980134591236,5.213135504008366,0.0,5.201711842653179,5.270923578488098,5.127351275176271,-0.16771020961289107,1.252762968495368,0.03586229045030701,0.27307072527071696,1
2019-01-30,220.0,5.0,5.21861353229614,5.170405981783512,0.0,5.204922523586502,5.218327439128424,0.0,5.23101672590984,5.333749383896802,5.116508830964429,0.27307072527071696,1.6094379124341003,0.05420367790222913,0.01290340483590846,1
2019-02-11,222.8571428571429,7.0,5.232726933397956,5.175958961886945,0.0,5.218786527408681,5.223762095790808,0.0,5.272266689348093,5.390884343217501,5.137661191588628,0.01290340483590846,1.9459101490553132,0.0631373702886746,-0.2148526951299452,-1
2019-02-12,179.77,5.0,5.234140754299864,5.175643880409467,0.0,5.21711362013512,5.222930839502227,0.0,5.2863011747013,5.390777132853028,5.169622736752721,-0.2148526951299452,1.6094379124341003,0.055176293178070414,0.2244221461460958,1
2019-02-15,225.0,3.0,5.24938713429447,5.181836611481904,0.0,5.230780170804431,5.228522766825543,1.0,5.313260868457221,5.426677816617626,5.185315151138461,0.2244221461460958,1.0986122886681096,0.060194765953188255,-0.08217460818901579,-1
2019-02-18,207.25,20.0,5.245660929694224,5.1858927652311895,0.0,5.23754801984285,5.231443716357721,0.0,5.351741674426863,5.428249399521278,5.268891957023952,-0.08217460818901579,2.995732273553991,0.039797277172059435,0.010600176047439902,1
2019-03-15,209.45857142857145,35.0,5.255699721517903,5.190545137470438,0.0,5.244580093926423,5.234589395900342,0.0,5.341698369725181,5.416217450449902,5.26117582167767,0.010600176047439902,3.5553480614894135,0.03872164766541786,-0.15693534348606697,-1
2019-03-19,179.0366666666667,30.0,5.256492689783771,5.191523038722341,0.0,5.24111183762881,5.233380469963872,0.0,5.298832471953703,5.384857737137468,5.204704344159427,-0.15693534348606697,3.4011973816621555,0.044977574258058726,0.004540486660518539,0
2019-03-22,179.85142857142858,35.0,5.260208094197594,5.192822866688235,0.0,5.2381198337802,5.232316478334318,0.0,5.298913855279922,5.384848037430074,5.204894779490051,0.004540486660518539,3.5553480614894135,0.04492774252753109,0.0757270458260324,1
2019-03-25,194.0,15.0,5.26567591011242,5.196564083990594,0.0,5.2400046142981775,5.23326815261184,0.0,5.267442265031256,5.3320899039418,5.198324672936687,0.0757270458260324,2.70805020110221,0.033416405372579075,0.16148746989111196,1
2019-03-29,228.0,1.5,5.279357620967975,5.205453786196836,0.0,5.252948787249405,5.238952522793316,0.0,5.288617137750075,5.378532353964507,5.189811183500163,0.16148746989111196,0.4054651081081644,0.047110443484446186,-0.013245226750020045,-1
2019-04-04,225.0,1.0,5.28655060208672,5.2135479074605895,0.0,5.263963845607623,5.244039761341306,0.0,5.304188194700375,5.405143364437551,5.191884689729621,-0.013245226750020045,0.0,0.05321394428207851,0.0,0
2019-04-05,225.0,0.15,5.29082769312389,5.221475806824157,0.0,5.274181419278389,5.248968381430904,0.0,5.3488692432963,5.438336315485466,5.250604246851439,0.0,-1.8971199848858813,0.04686425883287173,-0.004454350349380576,0
2019-04-09,224.0,3.0,5.305827399808747,5.22944750410782,0.0,5.283349335588466,5.2536064865908525,0.0,5.38998455507386,5.446182162605788,5.330439738049947,-0.004454350349380576,1.0986122886681096,0.02891946928561538,0.0,0
2019-04-10,224.0,3.0,5.314337767292711,5.237490997907581,0.0,5.291868586406253,5.258101959769513,0.0,5.4169888962655355,5.423493864614352,5.410441336093868,0.0,1.0986122886681096,0.003263108966510293,-0.12844232311705106,-1
2019-04-12,197.0,5.0,5.318025321866338,5.242334789775063,0.0,5.291329226854256,5.258770669583162,0.0,5.389071729816501,5.438118817514973,5.337494390498795,-0.12844232311705106,1.6094379124341003,0.02514550089142088,0.08743429938967395,1
2019-04-16,215.0,10.0,5.33128254521905,5.250605792636733,0.0,5.296474626536066,5.261880683979212,0.0,5.37989735354046,5.427763451931062,5.329624402540873,0.08743429938967395,2.3025850929940455,0.024524922790057243,-0.12889101306801987,-1
2019-04-24,189.0,5.0,5.328860684251995,5.254531332951834,0.0,5.293140511719872,5.2613560110984,0.0,5.346154695962197,5.412227968643164,5.27540493361474,-0.12889101306801987,1.6094379124341003,0.03417911074343581,0.01052641298698731,1
