,accuracy_train,accuracy_test,log_return_train,log_return_test,std_dev_train,std_dev_test,sharpe_train,sharpe_test,mse_train,mse_test,rmse_train,rmse_test,mae_train,mae_test,r2_train,r2_test,mape_train,mape_test
0,0.2524752475247525,0.15757575757575756,0.0035555004038888083,0.004788842003927007,0.0014363746190812182,0.003888460155406573,0.012254106215844475,0.007463953264875424,0.5163090261239711,0.24541881329865597,0.7185464676163756,0.49539763150287264,0.5294751149814317,0.26871508936764615,-0.003021836280822754,-0.005648493766784668,64541794389002.66,99977913782048.83
