,log_return_train,log_return_test,std_dev_train,std_dev_test,sharpe_train,sharpe_test,accuracy_train,accuracy_test,precision_train,precision_test,f1_train,f1_test,roc_auc_train,roc_auc_test
0,1.4838090491462934,-0.17029252728178343,0.0357863611433292,0.031407465967838194,0.03461016397765304,-0.0024379674899730644,0.5742904841402338,0.49595323741007197,0.47320261437908495,0.49595323741007197,0.586709886547812,0.6630598136459273,0.6095214696651956,0.5
