dt,close,Soma_Volumes,return,position_linear_regression,return_linear_regression,position_ridge_regression,return_ridge_regression,position_logistic_regression,return_logistic_regression,position_lgbm_regression,return_lgbm_regression,position_lgbm_classifier,return_lgbm_classifier,position_xgboost_regression,return_xgboost_regression,position_xgboost_classifier,return_xgboost_classifier,position_gnb,return_gnb,position_random_forest,return_random_forest,position_svc,return_svc,position_linear_svc,return_linear_svc
04/10/19,210,10,0.036367644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/10/19,207.2045455,22,-0.013401083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/10/19,201.75,12,-0.026677141,0,0,0,0,0,0,1,0.035304945,1,0.035304945,1,0.035304945,0,0,0,0,1,0.035304945,0,0,0,0
14/10/19,209,13,0.035304945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/10/19,207.25,20,-0.008408458,0,0,0,0,1,-0.091297333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16/10/19,189.1666667,6,-0.091297333,1,0.099905133,1,0.099905133,1,0.099905133,1,0.099905133,1,0.099905133,1,0.099905133,1,0.099905133,1,0.099905133,1,0.099905133,1,0.099905133,0,0
17/10/19,209.0416667,12,0.099905133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/10/19,207,13,-0.009814801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21/10/19,195,10,-0.059719235,0,0,1,0.05487661,1,0.05487661,1,0.05487661,1,0.05487661,1,0.05487661,1,0.05487661,0,0,1,0.05487661,0,0,0,0
22/10/19,206,2,0.05487661,0,0,0,0,0,0,0,0,1,0.004842624,0,0,0,0,0,0,1,0.004842624,0,0,0,0
23/10/19,207,3,0.004842624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/10/19,206,12,-0.004842624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25/10/19,202.7659091,44,-0.015824012,0,0,0,0,0,0,1,0.035055374,1,0.035055374,1,0.035055374,0,0,0,0,1,0.035055374,0,0,0,0
29/10/19,210,9,0.035055374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/10/19,206.0819672,12.2,-0.018833542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/10/19,197.0285714,52.5,-0.044925238,0,0,1,0.040460751,1,0.040460751,1,0.040460751,1,0.040460751,1,0.040460751,1,0.040460751,1,0.040460751,1,0.040460751,1,0.040460751,0,0
01/11/19,205.1639676,39.52,0.040460751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/11/19,194.7,20,-0.052349589,1,-0.00411735,1,-0.00411735,1,-0.00411735,1,-0.00411735,1,-0.00411735,1,-0.00411735,1,-0.00411735,0,0,0,0,1,-0.00411735,0,0
05/11/19,193.9,5,-0.00411735,1,0.038446819,1,0.038446819,1,0.038446819,1,0.038446819,1,0.038446819,1,0.038446819,1,0.038446819,0,0,1,0.038446819,1,0.038446819,0,0
07/11/19,201.5,4,0.038446819,0,0,0,0,0,0,1,0.006931945,1,0.006931945,1,0.006931945,0,0,0,0,1,0.006931945,0,0,0,0
08/11/19,202.9016393,6.1,0.006931945,0,0,0,0,0,0,1,0.037555779,1,0.037555779,1,0.037555779,1,0.037555779,0,0,1,0.037555779,0,0,0,0
11/11/19,210.6666667,3,0.037555779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001581028,0,0,0,0
12/11/19,211,5,0.001581028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.004902829,0,0,0,0
13/11/19,212.037037,13.5,0.004902829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/11/19,212,5,-0.000174688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/11/19,205,5.5,-0.033576296,0,0,1,-0.062677726,0,0,0,0,0,0,0,0,1,-0.062677726,0,0,0,0,1,-0.062677726,0,0
19/11/19,192.5454545,11,-0.062677726,1,0.1009599123464440,1,0.1009599123464440,1,0.1009599123464440,1,0.1009599123464440,1,0.1009599123464440,1,0.1009599123464440,1,0.1009599123464440,1,0.1009599123464440,1,0.1009599123464440,1,0.1009599123464440,0,0
25/11/19,213,4.5,0.1009599123464440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26/11/19,205.8680556,14.4,-0.034056709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27/11/19,192.9389913,69.99,-0.064861425,1,0.008438903,1,0.008438903,1,0.008438903,1,0.008438903,1,0.008438903,1,0.008438903,1,0.008438903,1,0.008438903,1,0.008438903,1,0.008438903,0,0
29/11/19,194.5740741,27,0.008438903,0,0,0,0,1,-0.060839,0,0,0,0,0,0,1,-0.060839,0,0,0,0,1,-0.060839,0,0
02/12/19,183.0892857,28,-0.060839,1,0.056307955,1,0.056307955,1,0.056307955,1,0.056307955,1,0.056307955,1,0.056307955,1,0.056307955,1,0.056307955,1,0.056307955,1,0.056307955,0,0
03/12/19,193.6944444,36,0.056307955,1,-0.004887876,1,-0.004887876,1,-0.004887876,0,0,0,0,0,0,0,0,1,-0.004887876,0,0,1,-0.004887876,0,0
04/12/19,192.75,46,-0.004887876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/12/19,190,14,-0.01436994,0,0,0,0,0,0,1,0.01825344,1,0.01825344,1,0.01825344,1,0.01825344,0,0,1,0.01825344,0,0,0,0
06/12/19,193.5,2,0.01825344,0,0,0,0,0,0,1,0.024111223,1,0.024111223,1,0.024111223,0,0,0,0,1,0.024111223,0,0,0,0
09/12/19,198.2222222,9,0.024111223,0,0,0,0,0,0,1,0.031713938,1,0.031713938,1,0.031713938,0,0,0,0,1,0.031713938,0,0,0,0
10/12/19,204.609375,32,0.031713938,0,0,0,0,0,0,1,0.018836368,1,0.018836368,1,0.018836368,0,0,0,0,1,0.018836368,0,0,0,0
12/12/19,208.5,5,0.018836368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16/12/19,200,15,-0.041621675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/12/19,191,8,-0.046043939,1,0.068072251,1,0.068072251,1,0.068072251,1,0.068072251,1,0.068072251,1,0.068072251,1,0.068072251,1,0.068072251,1,0.068072251,1,0.068072251,0,0
19/12/19,204.4545455,5.5,0.068072251,0,0,0,0,0,0,1,0.1465778214361270,1,0.1465778214361270,1,0.1465778214361270,0,0,0,0,1,0.1465778214361270,0,0,0,0
26/12/19,236.7307692,13,0.1465778214361270,0,0,0,0,0,0,1,0.061513031,1,0.061513031,1,0.061513031,0,0,0,0,1,0.061513031,0,0,0,0
27/12/19,251.75,4,0.061513031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/01/20,205,5,-0.205426552,1,0.1569342585209040,1,0.1569342585209040,1,0.1569342585209040,1,0.1569342585209040,1,0.1569342585209040,1,0.1569342585209040,1,0.1569342585209040,0,0,1,0.1569342585209040,0,0,0,0
03/01/20,239.8333333,6,0.1569342585209040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/01/20,227,4,-0.05499422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/01/20,200.5,3,-0.124135771,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
08/01/20,200.5,2,0,1,0.007453451,1,0.007453451,1,0.007453451,1,0.007453451,1,0.007453451,1,0.007453451,1,0.007453451,0,0,1,0.007453451,0,0,0,0
13/01/20,202,1,0.007453451,1,-0.009950331,1,-0.009950331,1,-0.009950331,0,0,0,0,0,0,1,-0.009950331,0,0,0,0,0,0,0,0
15/01/20,200,10,-0.009950331,1,0.1831545430978470,0,0,1,0.1831545430978470,1,0.1831545430978470,1,0.1831545430978470,1,0.1831545430978470,1,0.1831545430978470,0,0,1,0.1831545430978470,0,0,0,0
17/01/20,240.2,30,0.1831545430978470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/01/20,202,2,-0.173204212,1,-0.040409538,1,-0.040409538,1,-0.040409538,0,0,0,0,0,0,1,-0.040409538,0,0,0,0,0,0,0,0
21/01/20,194,5,-0.040409538,1,0.050261835,1,0.050261835,1,0.050261835,1,0.050261835,1,0.050261835,1,0.050261835,1,0.050261835,0,0,1,0.050261835,0,0,0,0
22/01/20,204,5,0.050261835,1,0.003974933,0,0,0,0,0,0,0,0,1,0.003974933,0,0,0,0,1,0.003974933,0,0,0,0
24/01/20,204.8125,8,0.003974933,1,0.025012604,0,0,1,0.025012604,1,0.025012604,1,0.025012604,1,0.025012604,0,0,0,0,1,0.025012604,0,0,0,0
28/01/20,210,1,0.025012604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/01/20,188.1176471,17,-0.110039981,1,0.090808619,1,0.090808619,1,0.090808619,1,0.090808619,1,0.090808619,1,0.090808619,1,0.090808619,1,0.090808619,1,0.090808619,1,0.090808619,0,0
31/01/20,206,1,0.090808619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/20,204.7777778,18,-0.005950788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/02/20,201.5,3,-0.016135999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/02/20,199.9,5,-0.00797214,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000500125,0,0,1,0.000500125,0,0,0,0
12/02/20,200,2,0.000500125,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.042994492,0,0,0,0,0,0,0,0
13/02/20,191.5833333,12,-0.042994492,1,0.062797119,1,0.062797119,1,0.062797119,1,0.062797119,1,0.062797119,1,0.062797119,1,0.062797119,1,0.062797119,1,0.062797119,1,0.062797119,0,0
14/02/20,204,1,0.062797119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/02/20,195,2.5,-0.045120435,1,0.023888215,0,0,0,0,1,0.023888215,1,0.023888215,1,0.023888215,1,0.023888215,0,0,1,0.023888215,0,0,0,0
18/02/20,199.7142857,3.5,0.023888215,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.005259395,0,0,0,0,0,0,0,0
19/02/20,198.6666667,12,-0.005259395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/02/20,197.7471264,43.5,-0.004639303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21/02/20,197,2,-0.003785347,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.012771566,0,0,0,0,0,0,0,0
26/02/20,194.5,5,-0.012771566,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.019031716,0,0,0,0,1,-0.019031716,0,0
27/02/20,190.8333333,9,-0.019031716,0,0,0,0,0,0,1,0.021599112,1,0.021599112,1,0.021599112,1,0.021599112,1,0.021599112,1,0.021599112,1,0.021599112,0,0
28/02/20,195,6,0.021599112,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.015504187,0,0,0,0,0,0,0,0
04/03/20,192,3,-0.015504187,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.007843177,0,0,0,0,0,0,0,0
05/03/20,190.5,15,-0.007843177,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.032680467,1,-0.032680467,0,0,1,-0.032680467,0,0
06/03/20,184.375,8,-0.032680467,0,0,0,0,0,0,1,0.003384098,1,0.003384098,1,0.003384098,1,0.003384098,1,0.003384098,1,0.003384098,1,0.003384098,0,0
10/03/20,185,6,0.003384098,0,0,0,0,0,0,1,0.020693231,1,0.020693231,1,0.020693231,1,0.020693231,1,0.020693231,1,0.020693231,1,0.020693231,0,0
11/03/20,188.8681319,13.65,0.020693231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/03/20,186.4896074,43.3,-0.012673543,0,0,0,0,0,0,1,0.012709908,1,0.012709908,0,0,0,0,0,0,1,0.012709908,0,0,0,0
13/03/20,188.875,4,0.012709908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16/03/20,182.9850746,33.5,-0.03168083,0,0,0,0,0,0,0,0,1,8.15627421850707E-05,0,0,0,0,1,8.15627421850707E-05,1,8.15627421850707E-05,1,8.15627421850707E-05,0,0
17/03/20,183,10,8.15627421850707E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.010003025,0,0,1,-0.010003025,0,0
18/03/20,181.1785714,28,-0.010003025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.022545373,0,0,1,-0.022545373,0,0
19/03/20,177.1395349,43,-0.022545373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.012151781,0,0,1,-0.012151781,0,0
20/03/20,175,2.5,-0.012151781,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.031933047,1,-0.031933047,0,0,1,-0.031933047,0,0
24/03/20,169.5,10,-0.031933047,1,-0.008888947,0,0,0,0,0,0,0,0,0,0,1,-0.008888947,1,-0.008888947,0,0,1,-0.008888947,0,0
25/03/20,168,10,-0.008888947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
26/03/20,168,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.003727175,0,0,1,-0.003727175,0,0
30/03/20,167.375,8,-0.003727175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000979729,1,0.000979729,1,0.000979729,0,0
31/03/20,167.5390625,12.8,0.000979729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.011238796,0,0,1,-0.011238796,0,0
01/04/20,165.6666667,3,-0.011238796,0,0,0,0,0,0,0,0,1,0.006143065,0,0,0,0,1,0.006143065,1,0.006143065,1,0.006143065,0,0
02/04/20,166.6875,8,0.006143065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.048565218,0,0,1,-0.048565218,0,0
03/04/20,158.7857143,28,-0.048565218,0,0,0,0,0,0,1,0.052574525,1,0.052574525,1,0.052574525,1,0.052574525,1,0.052574525,1,0.052574525,1,0.052574525,0,0
08/04/20,167.3571429,14,0.052574525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/04/20,162.25,6,-0.030991753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/04/20,160,10,-0.01396454,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002081166,1,0.002081166,1,0.002081166,0,0,0,0
14/04/20,160.3333333,6,0.002081166,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.00347102,1,-0.00347102,0,0,0,0,0,0
15/04/20,159.7777778,9,-0.00347102,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.011188928,1,-0.011188928,0,0,0,0,0,0
16/04/20,158,1.4,-0.011188928,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.021261152,1,-0.021261152,0,0,1,-0.021261152,0,0
17/04/20,154.6761972,7.1,-0.021261152,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.041310248,1,-0.041310248,0,0,1,-0.041310248,0,0
20/04/20,148.4166667,12,-0.041310248,1,0.008386966,1,0.008386966,1,0.008386966,1,0.008386966,1,0.008386966,1,0.008386966,1,0.008386966,1,0.008386966,1,0.008386966,1,0.008386966,0,0
22/04/20,149.6666667,12,0.008386966,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.017492222,1,-0.017492222,0,0,1,-0.017492222,0,0
23/04/20,147.0714286,14,-0.017492222,0,0,1,0.025491876,0,0,1,0.025491876,1,0.025491876,1,0.025491876,1,0.025491876,1,0.025491876,1,0.025491876,1,0.025491876,0,0
24/04/20,150.86875,16,0.025491876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.039676511,0,0,0,0,0,0
27/04/20,145,5,-0.039676511,0,0,1,0.013698844,0,0,1,0.013698844,1,0.013698844,1,0.013698844,1,0.013698844,1,0.013698844,1,0.013698844,1,0.013698844,0,0
28/04/20,147,5,0.013698844,0,0,0,0,0,0,1,0.000806777,1,0.000806777,1,0.000806777,1,0.000806777,1,0.000806777,1,0.000806777,0,0,0,0
29/04/20,147.1186441,29.5,0.000806777,0,0,0,0,0,0,0,0,1,0.009345594,0,0,0,0,1,0.009345594,1,0.009345594,0,0,0,0
30/04/20,148.5,2,0.009345594,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.021841742,1,-0.021841742,0,0,0,0,0,0
05/05/20,145.2916667,12,-0.021841742,0,0,1,-0.000286821,0,0,0,0,0,0,0,0,0,0,1,-0.000286821,0,0,1,-0.000286821,0,0
06/05/20,145.25,8,-0.000286821,0,0,1,-0.008643096,0,0,0,0,0,0,0,0,1,-0.008643096,1,-0.008643096,0,0,1,-0.008643096,0,0
07/05/20,144,5.38,-0.008643096,0,0,1,-0.004408176,0,0,0,0,0,0,0,0,1,-0.004408176,1,-0.004408176,0,0,1,-0.004408176,0,0
08/05/20,143.3666197,71,-0.004408176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.027248623,0,0,1,-0.027248623,0,0
11/05/20,139.5128205,39,-0.027248623,0,0,1,0.024446963,1,0.024446963,1,0.024446963,1,0.024446963,1,0.024446963,0,0,1,0.024446963,1,0.024446963,1,0.024446963,0,0
12/05/20,142.9655172,29,0.024446963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.001158413,0,0,0,0,0,0
13/05/20,142.8,20,-0.001158413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000374728,1,0.000374728,0,0,0,0
14/05/20,142.8535211,17.75,0.000374728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.579793143,0,0,0,0,0,0
15/05/20,80,3,-0.579793143,1,0.5808179955860260,1,0.5808179955860260,1,0.5808179955860260,1,0.5808179955860260,1,0.5808179955860260,1,0.5808179955860260,1,0.5808179955860260,1,0.5808179955860260,1,0.5808179955860260,1,0.5808179955860260,1,0.5808179955860260
18/05/20,143,3,0.5808179955860260,1,0.013889112,0,0,0,0,1,0.013889112,1,0.013889112,1,0.013889112,0,0,1,0.013889112,1,0.013889112,0,0,0,0
19/05/20,145,5,0.013889112,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
20/05/20,145,13.4,0,0,0,0,0,0,0,1,0.013698844,1,0.013698844,1,0.013698844,0,0,1,0.013698844,1,0.013698844,0,0,0,0
21/05/20,147,7,0.013698844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.013698844,0,0,0,0,0,0
22/05/20,145,15,-0.013698844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.03509132,0,0,0,0,0,0
25/05/20,140,5,-0.03509132,0,0,1,0.039678484,1,0.039678484,1,0.039678484,1,0.039678484,1,0.039678484,1,0.039678484,1,0.039678484,1,0.039678484,1,0.039678484,0,0
27/05/20,145.6666667,6,0.039678484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.032561016,0,0,0,0,0,0
28/05/20,141,0.2,-0.032561016,0,0,1,0.027973852,0,0,1,0.027973852,1,0.027973852,1,0.027973852,1,0.027973852,1,0.027973852,1,0.027973852,0,0,0,0
29/05/20,145,10,0.027973852,0,0,0,0,0,0,1,0.02452439,1,0.02452439,1,0.02452439,0,0,1,0.02452439,1,0.02452439,0,0,0,0
01/06/20,148.6,5,0.02452439,0,0,0,0,0,0,0,0,1,0.017515994,1,0.017515994,0,0,0,0,1,0.017515994,0,0,0,0
03/06/20,151.2258065,15.5,0.017515994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/06/20,147.4,5,-0.025624147,0,0,1,-0.008076724,0,0,0,0,0,0,0,0,1,-0.008076724,1,-0.008076724,0,0,0,0,0,0
05/06/20,146.2142857,35,-0.008076724,0,0,0,0,0,0,1,0.064782751,1,0.064782751,1,0.064782751,0,0,1,0.064782751,1,0.064782751,0,0,0,0
09/06/20,156,5,0.064782751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006389798,0,0,0,0
10/06/20,157,7,0.006389798,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.002125399,0,0,0,0,0,0,0,0
12/06/20,156.6666667,9,-0.002125399,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.027143181,1,-0.027143181,0,0,0,0,0,0
15/06/20,152.4714286,14,-0.027143181,1,0.013863911,1,0.013863911,0,0,1,0.013863911,1,0.013863911,1,0.013863911,1,0.013863911,1,0.013863911,1,0.013863911,0,0,0,0
16/06/20,154.6,5,0.013863911,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.005513229,1,-0.005513229,0,0,0,0,0,0
17/06/20,153.75,8,-0.005513229,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.005020713,0,0,0,0,0,0,0,0
19/06/20,152.98,20,-0.005020713,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.021896595,1,-0.021896595,0,0,0,0,0,0
22/06/20,149.6666667,3,-0.021896595,0,0,1,-0.006703936,1,-0.006703936,0,0,0,0,0,0,1,-0.006703936,1,-0.006703936,0,0,1,-0.006703936,0,0
23/06/20,148.6666667,9,-0.006703936,0,0,1,-0.011486684,1,-0.011486684,0,0,0,0,0,0,1,-0.011486684,1,-0.011486684,0,0,1,-0.011486684,0,0
24/06/20,146.96875,16,-0.011486684,1,0.005059927,1,0.005059927,1,0.005059927,0,0,1,0.005059927,1,0.005059927,1,0.005059927,1,0.005059927,1,0.005059927,1,0.005059927,0,0
25/06/20,147.7142857,7,0.005059927,0,0,1,0.005305052,0,0,0,0,1,0.005305052,1,0.005305052,1,0.005305052,1,0.005305052,1,0.005305052,0,0,0,0
26/06/20,148.5,10,0.005305052,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.002247192,1,-0.002247192,0,0,0,0,0,0
29/06/20,148.1666667,18,-0.002247192,0,0,0,0,0,0,1,-0.000817862,1,-0.000817862,1,-0.000817862,0,0,1,-0.000817862,0,0,0,0,0,0
30/06/20,148.0455362,33.38,-0.000817862,0,0,0,0,0,0,1,0.032918018,1,0.032918018,1,0.032918018,0,0,1,0.032918018,1,0.032918018,0,0,0,0
01/07/20,153,7,0.032918018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/07/20,146.826087,11.5,-0.041189117,0,0,1,-0.012859949,1,-0.012859949,0,0,0,0,0,0,1,-0.012859949,1,-0.012859949,0,0,0,0,0,0
03/07/20,144.95,20,-0.012859949,1,-0.006575556,1,-0.006575556,1,-0.006575556,1,-0.006575556,0,0,0,0,1,-0.006575556,1,-0.006575556,0,0,1,-0.006575556,0,0
06/07/20,144,2,-0.006575556,1,0.071458964,1,0.071458964,1,0.071458964,1,0.071458964,1,0.071458964,1,0.071458964,1,0.071458964,1,0.071458964,1,0.071458964,1,0.071458964,0,0
07/07/20,154.6666667,21,0.071458964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/07/20,152,2,-0.017391743,0,0,1,-0.026668247,0,0,0,0,0,0,0,0,1,-0.026668247,1,-0.026668247,0,0,0,0,0,0
09/07/20,148,2,-0.026668247,0,0,1,-0.013605652,1,-0.013605652,0,0,0,0,0,0,1,-0.013605652,1,-0.013605652,0,0,0,0,0,0
10/07/20,146,4.7,-0.013605652,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
14/07/20,146,1,0,1,0.011915035,1,0.011915035,1,0.011915035,1,0.011915035,1,0.011915035,1,0.011915035,1,0.011915035,1,0.011915035,1,0.011915035,0,0,0,0
15/07/20,147.75,4,0.011915035,0,0,1,-0.029186621,0,0,0,0,0,0,0,0,1,-0.029186621,1,-0.029186621,0,0,0,0,0,0
16/07/20,143.5,3,-0.029186621,1,0.02377356,1,0.02377356,1,0.02377356,1,0.02377356,1,0.02377356,1,0.02377356,1,0.02377356,1,0.02377356,1,0.02377356,1,0.02377356,0,0
17/07/20,146.952381,21,0.02377356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.034281538,0,0,0,0,0,0
20/07/20,142,3,-0.034281538,1,0.049739484,1,0.049739484,1,0.049739484,1,0.049739484,1,0.049739484,1,0.049739484,1,0.049739484,1,0.049739484,1,0.049739484,1,0.049739484,0,0
21/07/20,149.2416107,29.8,0.049739484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22/07/20,133.5714286,35,-0.110930161,1,0.062698594,1,0.062698594,1,0.062698594,1,0.062698594,1,0.062698594,1,0.062698594,1,0.062698594,1,0.062698594,1,0.062698594,1,0.062698594,0,0
24/07/20,142.2142857,7,0.062698594,1,-0.704766407,1,-0.704766407,0,0,0,0,0,0,0,0,0,0,1,-0.704766407,0,0,0,0,0,0
27/07/20,70.28571429,7,-0.704766407,1,0.7378640193417410,1,0.7378640193417410,1,0.7378640193417410,1,0.7378640193417410,1,0.7378640193417410,1,0.7378640193417410,1,0.7378640193417410,1,0.7378640193417410,1,0.7378640193417410,1,0.7378640193417410,1,0.7378640193417410
29/07/20,147,11,0.7378640193417410,1,0.023530497,0,0,0,0,0,0,1,0.023530497,0,0,0,0,1,0.023530497,1,0.023530497,0,0,0,0
30/07/20,150.5,8,0.023530497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.033786998,0,0,0,0,0,0
31/07/20,145.5,3,-0.033786998,0,0,1,-0.017331456,0,0,0,0,0,0,0,0,1,-0.017331456,1,-0.017331456,0,0,0,0,0,0
03/08/20,143,1,-0.017331456,0,0,1,0.006968669,0,0,0,0,1,0.006968669,0,0,1,0.006968669,1,0.006968669,1,0.006968669,0,0,0,0
04/08/20,144,2,0.006968669,0,0,1,0.026976588,0,0,1,0.026976588,1,0.026976588,1,0.026976588,1,0.026976588,1,0.026976588,1,0.026976588,0,0,0,0
05/08/20,147.9375,8,0.026976588,0,0,1,-0.065349707,0,0,0,0,0,0,0,0,0,0,1,-0.065349707,0,0,0,0,0,0
07/08/20,138.5789474,9.5,-0.065349707,1,-0.026613605,1,-0.026613605,1,-0.026613605,0,0,0,0,0,0,1,-0.026613605,1,-0.026613605,0,0,1,-0.026613605,0,0
10/08/20,134.9395062,8.1,-0.026613605,1,-0.009005755,1,-0.009005755,1,-0.009005755,1,-0.009005755,1,-0.009005755,1,-0.009005755,1,-0.009005755,1,-0.009005755,0,0,1,-0.009005755,0,0
12/08/20,133.7297297,18.5,-0.009005755,1,0.1054748456319690,1,0.1054748456319690,1,0.1054748456319690,1,0.1054748456319690,1,0.1054748456319690,1,0.1054748456319690,1,0.1054748456319690,1,0.1054748456319690,1,0.1054748456319690,1,0.1054748456319690,0,0
14/08/20,148.6055777,37.65,0.1054748456319690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/08/20,143.1428571,7,-0.037452534,1,-0.084123607,1,-0.084123607,0,0,0,0,0,0,0,0,1,-0.084123607,1,-0.084123607,0,0,0,0,0,0
18/08/20,131.59375,16,-0.084123607,1,0.043904392,1,0.043904392,1,0.043904392,1,0.043904392,1,0.043904392,1,0.043904392,1,0.043904392,1,0.043904392,1,0.043904392,1,0.043904392,0,0
