,accuracy_train,accuracy_test,log_return_train,log_return_test,std_dev_train,std_dev_test,sharpe_train,sharpe_test,mse_train,mse_test,rmse_train,rmse_test,mae_train,mae_test,r2_train,r2_test,mape_train,mape_test
0,0.48580968280467446,0.6551258992805755,4.109719236196269,10.165195796362992,0.026759337637517224,0.022705226430240453,0.12819762391496511,0.20130526234370838,0.6898059234869162,0.9163287489744523,0.8305455577431717,0.9572506197305135,0.720987485344226,0.9421173439301507,0.07283909029582081,0.07952049397558258,114436271441119.6,723202523307.7216
