data,close
2019-12-09,418.9494372610344
2019-12-10,425.90279546998966
2019-12-11,432.2648084570026
2019-12-12,433.5085647007589
2019-12-13,433.65279546998966
2019-12-14,434.93353317490767
2019-12-15,436.43465821508767
2019-12-16,432.9713438570864
2019-12-17,430.8194621366563
2019-12-18,426.9053816768862
2019-12-19,425.3195732477674
2019-12-20,424.9770506592448
2019-12-21,423.1233087150227
2019-12-22,423.1233087150227
2019-12-23,432.9792679276167
2019-12-24,435.8109809538605
2019-12-25,441.9065134187075
2019-12-26,480.5985045488497
2019-12-27,494.0913432282741
2019-12-28,510.3521962370078
2019-12-29,510.3521962370078
2019-12-30,515.9489158235117
2019-12-31,535.2293622649318
2020-01-01,541.3951305500468
2020-01-02,549.1596713529165
2020-01-03,516.8695236266532
2020-01-04,510.8979252330971
2020-01-05,510.8979252330971
2020-01-06,494.52247355142265
2020-01-07,477.4598235035048
2020-01-08,465.4400208379775
2020-01-09,465.6350696488989
2020-01-10,467.79031350358775
2020-01-11,466.5579325287037
2020-01-12,464.4751846200344
2020-01-13,505.0075963067271
2020-01-14,516.8762720183759
2020-01-15,518.2291476383311
2020-01-16,516.2211045526844
2020-01-17,514.5590316612213
2020-01-18,507.9292305364589
2020-01-19,499.89970426714393
2020-01-20,496.8607946105305
2020-01-21,494.5789383446917
2020-01-22,488.1416659290612
2020-01-23,487.8576383229243
2020-01-24,487.136613420156
2020-01-25,486.567856586249
2020-01-26,485.1589328446552
2020-01-27,477.82311916191566
2020-01-28,478.7044210260614
2020-01-29,480.6250289977074
2020-01-30,480.1387080594069
2020-01-31,477.18606460491935
2020-02-01,478.788747950985
2020-02-02,478.47257941632336
2020-02-03,477.4205562834976
2020-02-04,475.38589704189417
2020-02-05,468.3991199768412
2020-02-06,465.6213308616367
2020-02-07,457.7360629098648
2020-02-08,457.2626657809703
2020-02-09,456.9902010014134
2020-02-10,450.5025805112819
2020-02-11,446.85431978521694
2020-02-12,434.3690967234618
2020-02-13,428.39029217702927
2020-02-14,428.1324255722683
2020-02-15,428.101798372568
2020-02-16,425.8246409853752
2020-02-17,422.1356422895232
2020-02-18,422.0957890308951
2020-02-19,418.1202315258533
2020-02-20,414.28059890613576
2020-02-21,413.300766031118
2020-02-22,412.2803028128817
2020-02-23,410.617512664112
2020-02-24,407.446061875731
2020-02-25,408.15685226781056
2020-02-26,406.942625341606
2020-02-27,397.8327108249388
2020-02-28,398.1724649030692
2020-02-29,398.1724649030692
2020-03-01,398.1724649030692
2020-03-02,399.048130846734
2020-03-03,401.8484305048648
2020-03-04,396.9382847708174
2020-03-05,395.2242801930086
2020-03-06,394.7646183370211
2020-03-07,393.4275045690296
2020-03-08,391.90441020363744
2020-03-09,398.8651706844099
2020-03-10,405.066381762043
2020-03-11,405.7636733316598
2020-03-12,398.611798732233
2020-03-13,394.5892594614419
2020-03-14,390.708003929599
2020-03-15,384.2295755997415
2020-03-16,377.5619658305189
2020-03-17,375.2552248225643
2020-03-18,365.72082117390977
2020-03-19,361.8855858744444
2020-03-20,356.507805013371
2020-03-21,353.045774882982
2020-03-22,350.1119291316593
2020-03-23,344.1284797215236
2020-03-24,339.7619286867228
2020-03-25,329.9804051114866
2020-03-26,329.5572267024024
2020-03-27,329.6572206582709
2020-03-28,328.9871467184188
2020-03-29,328.3221518396675
2020-03-30,328.3334910224367
2020-03-31,325.4328885007503
2020-04-01,322.86857096203926
2020-04-02,323.88692789898266
2020-04-03,324.4437005109083
2020-04-04,326.1821487679126
2020-04-05,327.21857752621656
2020-04-06,327.4987966605155
2020-04-07,329.3484505167076
2020-04-08,328.52762419607967
2020-04-09,327.5014651527836
2020-04-10,327.5014651527836
2020-04-11,327.31167001389474
2020-04-12,326.2670214027836
2020-04-13,325.87255721894843
2020-04-14,331.00911830680843
2020-04-15,331.34506681987943
2020-04-16,330.7927529612757
2020-04-17,325.6626684741156
2020-04-18,325.69423705588025
2020-04-19,323.23587913184497
2020-04-20,319.31751735461944
2020-04-21,316.346856521258
2020-04-22,315.45251951344494
2020-04-23,316.3069448023422
2020-04-24,317.18946610969533
2020-04-25,320.0594631749356
2020-04-26,320.0594631749356
2020-04-27,323.2420594193126
2020-04-28,324.44852641194683
2020-04-29,323.2205226175033
2020-04-30,323.1110893204593
2020-05-01,323.1110893204593
2020-05-02,323.02875855148693
2020-05-03,320.60725827114345
2020-05-04,319.60307893983634
2020-05-05,316.2815103123854
2020-05-06,315.73388879899136
2020-05-07,315.5844650065999
2020-05-08,316.0452174013749
2020-05-09,315.8784623264179
2020-05-10,315.8068799287116
2020-05-11,317.9850126840583
2020-05-12,320.10884817060565
2020-05-13,322.9594101086676
2020-05-14,327.5297278244145
2020-05-15,332.1946004422861
2020-05-16,333.1955804305938
2020-05-17,334.6737093601167
2020-05-18,337.1534621403269
2020-05-19,344.9996671144669
2020-05-20,349.46125094281484
2020-05-21,349.8313568715077
2020-05-22,348.54665831294056
2020-05-23,349.76079185579806
2020-05-24,349.5978846602897
2020-05-25,345.4133926968758
2020-05-26,343.67837797683586
2020-05-27,340.4951453460864
2020-05-28,339.97865474903574
2020-05-29,341.09789199706967
2020-05-30,339.45039207561706
2020-05-31,339.289205127082
2020-06-01,338.26430316629774
2020-06-02,335.6596130490448
2020-06-03,332.37853430287845
2020-06-04,331.66476489937804
2020-06-05,334.6683950981524
2020-06-06,334.32665093116924
2020-06-07,334.4330104057568
2020-06-08,344.08152348983384
2020-06-09,349.097723759666
2020-06-10,353.4571447288597
2020-06-11,353.28525864946823
2020-06-12,353.3636640811985
2020-06-13,354.62015790255845
2020-06-14,353.70090110444204
2020-06-15,350.5085430547217
2020-06-16,349.22483157313127
2020-06-17,346.6897192706612
2020-06-18,345.7492992993217
2020-06-19,343.9190991982848
2020-06-20,341.75623452658675
2020-06-21,339.6818587218533
2020-06-22,334.79298014224275
2020-06-23,330.9365250713315
2020-06-24,327.37412469999776
2020-06-25,327.29245526073004
2020-06-26,327.29403411215606
2020-06-27,325.7520393148927
2020-06-28,324.7337493457689
2020-06-29,323.50299141868464
2020-06-30,320.9400579126408
2020-07-01,317.40762325841206
2020-07-02,316.7608402909464
2020-07-03,316.6235084257667
2020-07-04,315.1594549460376
2020-07-05,314.1773569460207
2020-07-06,315.91156700427143
2020-07-07,317.5984472074873
2020-07-08,317.9056059200289
2020-07-09,317.2742718485549
2020-07-10,317.3282265294238
2020-07-11,317.0512382859497
2020-07-12,316.4288002610565
2020-07-13,317.2660073225828
2020-07-14,318.1369590278443
2020-07-15,315.3841149474022
2020-07-16,314.87058293287816
2020-07-17,313.05833506936006
2020-07-18,312.4760635312302
2020-07-19,311.6669010518748
2020-07-20,311.48327398725587
2020-07-21,311.4707826326893
2020-07-22,312.9294741553231
2020-07-23,313.1273239164593
2020-07-24,314.210148386297
2020-07-25,314.44027369348856
2020-07-26,315.1883287877412
2020-07-27,321.91726675179143
2020-07-28,325.74491083468337
2020-07-29,327.3407396098686
2020-07-30,328.7286723600374
2020-07-31,329.1332082673813
2020-08-01,330.752426621259
2020-08-02,331.0223483793633
2020-08-03,326.6049600699326
2020-08-04,320.083221201851
2020-08-05,316.17897736010684
2020-08-06,315.79176091229124
2020-08-07,313.11933940474165
2020-08-08,311.56905285275894
2020-08-09,309.53226731513405
2020-08-10,305.0963173666478
2020-08-11,303.48371998602727
2020-08-12,300.4896339949984
2020-08-13,299.9467056359609
2020-08-14,300.06658063341604
2020-08-15,300.2038568534482
2020-08-16,299.73132287807846
2020-08-17,298.6188905849958
2020-08-18,296.0652496322222
2020-08-19,295.4681294744501
2020-08-20,296.6580789953262
2020-08-21,298.800853123325
2020-08-22,298.9429102173663
2020-08-23,300.4459896754169
2020-08-24,302.4715348877322
2020-08-25,303.8177307008184
2020-08-26,305.55978541671703
2020-08-27,305.4704901466803
2020-08-28,306.25107231483065
2020-08-29,306.36610187207907
2020-08-30,306.44949335431835
2020-08-31,310.4350332406644
2020-09-01,312.18965169079064
2020-09-02,313.4117464273158
2020-09-03,311.41161549824784
2020-09-04,310.2400056670747
2020-09-05,309.41823431875025
2020-09-06,308.73720800073335
2020-09-07,307.3927523765963
2020-09-08,306.7013386512197
2020-09-09,312.55539130457623
2020-09-10,314.30677960879507
2020-09-11,314.2458257766763
2020-09-12,314.2458257766763
2020-09-13,316.0583571738534
2020-09-14,319.107802675513
2020-09-15,320.7176813993608
2020-09-16,321.0764596877033
2020-09-17,321.08807846137444
2020-09-18,320.94093377370825
2020-09-19,319.85293840054806
2020-09-20,319.08842317436216
2020-09-21,334.5578231124869
2020-09-22,352.2270156639604
2020-09-23,362.5878038712627
2020-09-24,370.4987559776535
2020-09-25,375.5570068377773
2020-09-26,386.2460260627308
2020-09-27,394.2363765393761
2020-09-28,408.0837305857333
2020-09-29,410.8541817064454
2020-09-30,417.20502843407576
2020-10-01,420.3838100019384
2020-10-02,422.3971138532287
2020-10-03,421.1110416894658
2020-10-04,424.41675984915776
2020-10-05,437.8097511689555
2020-10-06,458.9124070138645
2020-10-07,474.0546841527074
2020-10-08,475.2490099172861
2020-10-09,472.0627477450719
2020-10-10,476.41042926690255
2020-10-11,477.2874525155357
2020-10-12,467.4872515312639
2020-10-13,446.57648912540594
2020-10-14,443.956662819794
2020-10-15,446.168654841084
2020-10-16,443.6502718232261
2020-10-17,443.6502718232261
2020-10-18,445.4974296569372
2020-10-19,438.3823596771298
2020-10-20,433.3437700087738
2020-10-21,455.6533419810908
2020-10-22,475.6451404945742
2020-10-23,485.1311430045244
2020-10-24,492.696519995991
2020-10-25,499.5438747808836
2020-10-26,504.3178320680957
2020-10-27,506.435342008969
2020-10-28,500.563640605523
2020-10-29,504.02753651932346
2020-10-30,509.8236810450264
2020-10-31,512.7453257969687
2020-11-01,512.7453257969687
2020-11-02,515.0611353207782
2020-11-03,522.8925710431901
2020-11-04,575.1047413813843
2020-11-05,558.663338219329
2020-11-06,558.4168458783109
2020-11-07,558.4168458783109
2020-11-08,557.285558085006
2020-11-09,546.4204580721012
2020-11-10,546.2046874041117
2020-11-11,548.4568862032796
2020-11-12,558.3102143983912
2020-11-13,566.2822683450847
2020-11-14,570.3489966865556
2020-11-15,588.944502003756
2020-11-16,613.3307684491867
2020-11-17,637.7292332650254
2020-11-18,644.3794611821315
2020-11-19,645.4679044000496
2020-11-20,646.7292562741757
2020-11-21,644.6286938196745
2020-11-22,644.3354759890749
2020-11-23,660.7976246174144
2020-11-24,651.8933800401253
2020-11-25,636.6585727353806
2020-11-26,636.480186479851
2020-11-27,629.4750564450468
2020-11-28,623.343148663475
