,log_return_train,log_return_test,std_dev_train,std_dev_test,accuracy_train,accuracy_test,precision_train,precision_test,f1_train,f1_test,roc_auc_train,roc_auc_test
0,6.8151511044533075,10.979378542839306,0.019778438509643777,0.019852594546144183,0.6719367588932806,0.7215836526181354,0.603494623655914,0.7264822134387352,0.683929931454684,0.7375601926163724,0.6826265579863846,0.7203016792402669
