,accuracy_train,accuracy_test,log_return_train,log_return_test,std_dev_train,std_dev_test,sharpe_train,sharpe_test,mse_train,mse_test,rmse_train,rmse_test,mae_train,mae_test,r2_train,r2_test,mape_train,mape_test
0,0.6355731225296443,0.691358024691358,6.107680653750953,9.312023248252649,0.021683048397087675,0.021354491972224176,0.22267192149257495,0.1856400987863554,0.7564877375738615,0.8984158639279681,0.8697630352997657,0.9478480173149956,0.797031317740289,0.9342428066802568,0.12575173552576002,0.09894734339934741,21539381990006.816,90091021576.65576
