dt,SMA_fast,SMA_slow,CrossOver_x,EMA_fast,EMA_slow,CrossOver_y,BBands_mid,BBands_top,BBands_bot,Soma_Volumes,close,BBANDS_signal,BBANDS_signal_2,SMA_signal,EMA_signal,return_shifted,return,ideal_signal_(d+1),real_position_linear_regression,position_linear_regression,return_linear_regression,real_position_ridge_regression,position_ridge_regression,return_ridge_regression,position_logistic_regression,return_logistic_regression,position_lgbm_classifier,return_lgbm_classifier,position_xgboost_classifier,return_xgboost_classifier,position_random_forest,return_random_forest,position_svc,return_svc
2015-01-06,5.934894195619588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.934894195619588,-inf,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,,,,,,,,,,
2015-01-07,5.934894195619588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.934894195619588,-inf,0.0,0.0,0.0,0.0,0.0,0,-0.49235505297917415,False,0.0,-0.37577193835165024,False,0.0,False,0.0,False,0.0,1.0,0.0,False,0.0,False,0.0
2015-01-08,5.934894195619588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.934894195619588,-inf,0.0,0.0,0.0,0.003960401216096,0.0,1,-0.49235505297917415,False,0.0,-0.37577193835165024,False,0.0,False,0.0,False,0.0,1.0,0.003960401216096,False,0.0,False,0.0
2015-01-09,5.938854596835684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,5.938854596835684,-inf,0.0,0.0,0.0,0.0,0.003960401216096,0,-0.4455864684180998,False,0.0,-0.3503643651077233,False,0.0,False,0.0,False,0.0,1.0,0.0,False,0.0,False,0.0
2015-01-10,5.938854596835684,0.0,0.0,0.0,0.0,0.0,5.936480238775222,5.940354640760768,5.932590767395116,1.3862943611198906,5.938854596835684,-inf,-inf,0.0,0.0,0.0013166558847474,0.0,1,-0.17051494998834743,False,0.0,-0.15420957299460517,False,0.0,False,0.0,True,0.0013166558847474,1.0,0.0013166558847474,True,0.0013166558847474,False,0.0
2015-01-11,5.940171252720432,0.0,0.0,0.0,0.0,0.0,5.937536205082426,5.941941579643129,5.93311133729005,1.0986122886681096,5.940171252720432,-inf,-inf,0.0,0.0,0.0012138378993933,0.0013166558847474,1,-0.1536248890724268,False,0.0,-0.14520595141591727,False,0.0,False,0.0,True,0.0012138378993933,1.0,0.0012138378993933,True,0.0012138378993933,False,0.0
2015-01-12,5.941385090619825,0.0,0.0,0.0,0.0,0.0,5.938834327044766,5.943186238563738,5.934463393579948,1.8718021769015916,5.941385090619825,-inf,-inf,0.0,0.0,0.0,0.0012138378993933,0,-0.15500839700296154,False,0.0,-0.1459554309895475,False,0.0,False,0.0,True,0.0,1.0,0.0,False,0.0,False,0.0
2015-01-13,5.941385090619825,0.0,0.0,0.0,0.0,0.0,5.940130766070898,5.942391888238375,5.937864519641194,1.8718021769015916,5.941385090619825,-inf,0.0,0.0,0.0,0.0010392610635152,0.0,1,-0.17444270951452412,False,0.0,-0.1558119327914274,False,0.0,False,0.0,True,0.0010392610635152,1.0,0.0010392610635152,True,0.0010392610635152,False,0.0
2015-01-14,5.94242435168334,0.0,0.0,0.0,0.0,0.0,5.940844825703534,5.943289603809019,5.9383940560069615,1.252762968495368,5.94242435168334,-inf,0.0,0.0,0.0,0.0029962569232351,0.0010392610635152,1,-0.16168669693689552,False,0.0,-0.14893953338389798,False,0.0,False,0.0,True,0.0029962569232351,1.0,0.0029962569232351,True,0.0029962569232351,False,0.0
2015-01-15,5.945420608606575,0.0,0.0,0.0,0.0,0.0,5.942158865466864,5.945717190104522,5.938587833926239,1.504077396776274,5.945420608606575,-inf,-inf,0.0,0.0,0.0,0.0029962569232351,0,-0.13589224335635092,False,0.0,-0.1353185006907509,False,0.0,False,0.0,True,0.0,1.0,0.0,False,0.0,False,0.0
