,accuracy_train,accuracy_test,log_return_train,log_return_test,std_dev_train,std_dev_test,sharpe_train,sharpe_test,mse_train,mse_test,rmse_train,rmse_test,mae_train,mae_test,r2_train,r2_test,mape_train,mape_test
0,0.24775876120619397,0.5432207108380869,1.2477893567417662,2.9389872424658896,0.018762288939690567,0.024249172014423146,0.054201448677034705,0.05318099535235138,0.4017682053802384,0.9747315749985971,0.6338518796850242,0.9872849512671593,0.4260554763362947,0.9786393797884528,0.03136830667373691,0.01320979877827777,99852896863589.23,2475853817627.5596
