dt,SMA_1,SMA_30,CrossOver_x,EMA_33,EMA_88,CrossOver_y,BBands_mid_7_7.0,BBands_top_7_7.0,BBands_bot_7_7.0
2024-02-11,71.31267094705701,67.24294047717243,0.0,,,0.0,70.61451209935963,80.45047693666166,60.7785472620576
2024-02-12,72.08244950167884,67.37553492793268,0.0,,,0.0,71.29913411705046,74.69047632689046,67.90779190721045
2024-02-13,71.72413793103448,67.49789138429898,0.0,,,0.0,71.47550857976458,74.0548393940434,68.89617776548576
2024-02-14,72.0344827586207,67.6405864464605,0.0,,,0.0,71.63534272947116,73.9578781675813,69.31280729136103
2024-02-15,72.30311457174639,67.80587295579913,0.0,,,0.0,71.80067142874978,74.1456211679116,69.45572168958796
2024-02-16,72.68398079441292,68.00304505061357,0.0,,,0.0,71.98232902610435,74.86122778509278,69.10343026711593
2024-02-17,72.99226788052628,68.23713903436413,0.0,,,0.0,72.16187205501095,75.82544368639125,68.49830042363064
2024-02-18,73.30055496663965,68.48839682410637,0.0,,,0.0,72.4458554863799,76.11985439537676,68.77185657738303
2024-02-19,73.56056338028169,68.75317653558564,0.0,,,0.0,72.6570146118946,77.02588354998892,68.28814567380027
2024-02-20,73.2837046123403,69.01644696760864,0.0,,,0.0,72.87980985208114,76.52839008960355,69.23122961455873
2024-02-21,73.10248242007627,69.27858930944514,0.0,,,0.0,73.03238123228907,75.77401408808437,70.29074837649377
2024-02-22,73.18709562988548,69.54396222795204,0.0,,,0.0,73.15866424059466,74.94188463732016,71.37544384386916
2024-02-23,73.53221386197802,69.81942668252645,0.0,,,0.0,73.27984039310397,74.64361466520245,71.91606612100549
2024-02-24,73.88064245506439,70.10796442425108,0.0,,,0.0,73.4067510466094,75.14414192211699,71.66936017110181
2024-02-25,72.7610471990829,70.36003680418447,0.0,,,0.0,73.329678508387,75.68913806137923,70.97021895539478
2024-02-26,70.11891700316649,70.52430879295943,-1.0,,,0.0,72.83801474022769,80.93195635926755,64.74407312118784
2024-02-27,78.58379725323584,70.97375478615712,1.0,,,0.0,73.5951708317842,89.93923854772068,57.25110311584773
2024-02-28,79.06832187998528,71.38453956827587,0.0,,,0.0,74.4474336117712,95.41230405543276,53.48256316810964
2024-02-29,79.86495302849875,71.82242877882466,0.0,,,0.0,75.40141324014452,99.67608042421917,51.12674605606989
2024-03-01,82.3021551724138,72.34117643292949,0.0,,,0.0,76.65426199877821,105.31140642407178,47.99711757348465
2024-03-02,82.48311655233806,72.87209513282225,0.0,,,0.0,77.88318686981731,108.3988783456938,47.36749539394083
2024-03-03,83.23899535070119,73.4357980786208,0.0,,,0.0,79.38003660576278,108.33791319443272,50.42216001709284
2024-03-04,83.17191577698695,73.99928004130199,0.0,,,0.0,81.24475071630854,94.2234994627941,68.266001969823
2024-03-05,82.57851966701354,74.53803381144084,0.0,,,0.0,81.81542534684822,92.55683939853776,71.07401129515868
2024-03-06,81.82759774044894,75.02261722352772,0.0,,,0.0,82.20960761262874,89.62171713166772,74.79749809358977
2024-03-07,86.49621071088305,75.55617369082262,0.0,,,0.0,83.15693013868365,93.21221313289256,73.10164714447474
2024-03-08,90.62524608253652,76.21316043655136,0.0,,,0.0,84.34594312584404,104.77020794382672,63.92167830786136
2024-03-09,91.05477271513854,76.87679240449611,0.0,,,0.0,85.57046543481553,110.7586611877577,60.38226968187337
2024-03-10,91.92554530890956,77.56056466102874,0.0,,,0.0,86.81140114313101,115.16008836640589,58.46271391985613
