,log_return_train,log_return_test,std_dev_train,std_dev_test,sharpe_train,sharpe_test,accuracy_train,accuracy_test,precision_train,precision_test,f1_train,f1_test,roc_auc_train,roc_auc_test
0,0.9488101892640829,-1.028094310836658,0.03510629927698775,0.029724700944086923,0.022026714686356086,-0.015176482895825252,0.6487367563162184,0.48442299254058796,0.358814352574103,0.48442299254058796,0.5162738496071829,0.652675140407922,0.7496622313203685,0.5
