,log_return_train,log_return_test,std_dev_train,std_dev_test,sharpe_train,sharpe_test,accuracy_train,accuracy_test,precision_train,precision_test,f1_train,f1_test,roc_auc_train,roc_auc_test
0,5.837027991229196,2.2613793028522204,0.02207169202968451,0.015756112409899006,0.2155319139413372,0.06297671704275716,0.993480032599837,0.5313734093900834,1.0,0.5387931034482759,0.983739837398374,0.31887755102040816,0.984,0.5221608078939254
