,accuracy_train,accuracy_test,log_return_train,log_return_test,std_dev_train,std_dev_test,sharpe_train,sharpe_test,mse_train,mse_test,rmse_train,rmse_test,mae_train,mae_test,r2_train,r2_test,mape_train,mape_test
0,0.2534637326813366,0.5563843791136464,1.3567659335426685,3.9000295886690663,0.018790840065724988,0.02320101234912264,0.05884562388781511,0.07375927538214741,0.40054150276656325,0.9631411551586098,0.632883482772748,0.9813975520443332,0.4260436463503326,0.9706991452840327,0.03432579065076635,0.02494360634079751,114851444341013.25,2952159283599.7827
