strat_id,strat_name,dt,type,price,size,order_value,portfolio_value,commission,pnl
0,fast_period1_slow_period30,2015-06-07,buy,367.7211649992751,271,99652.43571480356,100153.56042717175,0.0,0.0
0,fast_period1_slow_period30,2015-06-13,sell,362.67494084964255,-271,99652.43571480356,98632.47325544957,0.0,-1367.526744550425
0,fast_period1_slow_period30,2015-08-15,buy,158.2548387096774,622,98434.50967741934,100926.85067480443,0.0,0.0
0,fast_period1_slow_period30,2015-09-12,sell,195.62585034013603,-622,98434.50967741934,121877.24248959485,0.0,23244.769234145275
0,fast_period1_slow_period30,2015-10-22,buy,172.5,705,121612.5,121877.24248959485,0.0,0.0
0,fast_period1_slow_period30,2016-02-11,buy,46.48275862068965,5,232.41379310344826,32300.60455856037,0.0,0.0
0,fast_period1_slow_period30,2016-02-12,sell,45.44827586206897,-710,121844.91379310343,32300.604558560357,0.0,-89576.63793103448
0,fast_period1_slow_period30,2016-02-13,buy,46.91293103448276,687,32229.183620689655,32637.8860240776,0.0,0.0
0,fast_period1_slow_period30,2016-03-01,sell,46.35287356321837,-687,32229.183620689655,31915.845075801717,0.0,-384.7594827586382
0,fast_period1_slow_period30,2016-03-09,buy,49.064516129032256,649,31842.870967741936,31860.017118812473,0.0,0.0
0,fast_period1_slow_period30,2016-03-13,sell,47.36053130929791,-649,31842.870967741936,30809.958927794127,0.0,-1105.8861480075896
0,fast_period1_slow_period30,2016-03-29,buy,47.16129032258064,652,30749.161290322576,32124.47505682639,0.0,0.0
0,fast_period1_slow_period30,2016-05-09,sell,76.92776998597475,-652,30749.161290322576,50217.703668327085,0.0,19407.74474053296
0,fast_period1_slow_period30,2016-06-21,buy,60.64054916985951,827,50149.73416347382,50821.448275538845,0.0,0.0
0,fast_period1_slow_period30,2016-08-28,sell,141.6582795698925,-827,50149.73416347382,117219.36670915436,0.0,67001.66304082728
0,fast_period1_slow_period30,2016-09-23,buy,145.6,804,117062.4,117433.76670915437,0.0,0.0
0,fast_period1_slow_period30,2016-10-24,sell,171.4605529953917,-804,117062.4,138011.2513174493,0.0,20791.88460829494
0,fast_period1_slow_period30,2016-10-27,buy,179.989102005231,766,137871.65213600695,137875.99235032278,0.0,0.0
0,fast_period1_slow_period30,2016-10-31,sell,180.4407873154729,-766,137871.65213600695,138357.24226509457,0.0,345.9909476452839
0,fast_period1_slow_period30,2016-11-02,buy,188.23076923076925,734,138161.38461538462,138089.99098304327,0.0,0.0
0,fast_period1_slow_period30,2016-11-16,sell,183.7555555555556,-734,138161.38461538462,135072.43542748777,0.0,-3284.8068376068104
0,fast_period1_slow_period30,2017-01-07,buy,125.0,1079,134875.0,135072.43542748777,0.0,0.0
0,fast_period1_slow_period30,2017-01-25,sell,112.5032258064516,-1079,134875.0,121588.41607264904,0.0,-13484.019354838729
0,fast_period1_slow_period30,2017-02-09,buy,121.9375,996,121449.75,121131.013898736,0.0,0.0
0,fast_period1_slow_period30,2017-05-11,sell,380.2943456115746,-996,121449.75,378911.8343017774,0.0,257323.41822912832
0,fast_period1_slow_period30,2017-05-17,buy,386.2037586793695,980,378479.6835057821,380253.0189724507,0.0,0.0
0,fast_period1_slow_period30,2017-05-20,sell,378.96512913275046,-980,378479.6835057821,371817.9773460908,0.0,-7093.8569556866705
0,fast_period1_slow_period30,2017-06-21,buy,172.10880952380953,2158,371410.81095238094,379321.1378222813,0.0,0.0
0,fast_period1_slow_period30,2017-10-09,sell,429.6321639676404,-2158,371410.81095238094,927553.3762358776,0.0,555735.3988897869
0,fast_period1_slow_period30,2017-10-11,buy,431.82699226962296,2145,926268.8984183413,928004.8795005657,0.0,0.0
0,fast_period1_slow_period30,2017-10-13,sell,430.0262118694769,-2145,926268.8984183413,923690.7022775643,0.0,-3862.6739583132526
0,fast_period1_slow_period30,2017-10-17,buy,432.8035392141876,2132,922737.1456046479,915500.9368735899,0.0,0.0
0,fast_period1_slow_period30,2017-10-18,sell,428.9621858352127,-2132,922737.1456046479,915500.9368735899,0.0,-8189.765403974428
0,fast_period1_slow_period30,2017-12-27,buy,197.8991553882161,4621,914491.9970489466,935051.3281402362,0.0,0.0
0,fast_period1_slow_period30,2018-01-03,sell,185.70335045705212,-4621,914491.9970489466,859144.1222866812,0.0,-56356.81458690867
0,fast_period1_slow_period30,2018-02-01,buy,160.63593911424684,5343,858277.8226874209,937689.0549949438,0.0,0.0
0,fast_period1_slow_period30,2018-03-19,sell,225.774429354039,-5343,858277.8226874209,1207179.0756378907,0.0,348034.9533512095
0,fast_period1_slow_period30,2018-03-20,buy,227.516655394699,5300,1205838.2735919047,1203684.7465928283,0.0,0.0
0,fast_period1_slow_period30,2018-03-21,sell,226.85734802770608,-5300,1205838.2735919047,1203684.7465928283,0.0,-3494.3290450623235
0,fast_period1_slow_period30,2018-04-21,buy,141.7456488023507,8483,1202428.338790341,1232942.6440957235,0.0,0.0
0,fast_period1_slow_period30,2018-08-18,sell,473.902335360922,-8483,1202428.338790341,4021369.918669189,0.0,2817685.1720763603
0,fast_period1_slow_period30,2018-12-13,buy,82.23765170303395,48850,4017309.285693208,4078458.418792911,0.0,0.0
0,fast_period1_slow_period30,2019-02-22,sell,370.593266936458,-48850,4017309.285693208,18107541.722821955,0.0,14086171.804152764
0,fast_period1_slow_period30,2019-04-02,buy,223.15650865312267,81061,18089289.747930776,17245747.54464469,0.0,0.0
0,fast_period1_slow_period30,2019-04-03,sell,212.52508073862293,-81061,18089289.747930776,17245747.544644695,0.0,-861794.178177261
0,fast_period1_slow_period30,2019-06-13,buy,112.45069840030673,153209,17228459.051212594,17504777.88718874,0.0,0.0
0,fast_period1_slow_period30,2019-08-19,sell,220.42312917756462,-153209,17228459.051212594,33788095.69159761,0.0,16542348.14695291
0,fast_period1_slow_period30,2019-09-19,buy,208.56628748053197,161839,33754159.399561815,33707500.00380795,0.0,0.0
0,fast_period1_slow_period30,2019-11-06,sell,279.63732319133163,-161839,33754159.399561815,45290161.03999771,0.0,11502065.348400103
0,fast_period1_slow_period30,2019-11-14,buy,286.07040277041125,158160,45244894.902168244,45294438.153692186,0.0,0.0
0,fast_period1_slow_period30,2019-11-15,sell,286.09744572497925,-158160,45244894.902168244,45294438.153692186,0.0,4277.11369447537
0,fast_period1_slow_period30,2019-12-26,buy,218.3926738840005,207191,45248996.49469995,48929850.33709484,0.0,0.0
0,fast_period1_slow_period30,2020-01-21,sell,277.32073030369884,-207191,45248996.49469995,57503801.091345906,0.0,12209362.93765372
0,fast_period1_slow_period30,2020-04-28,buy,44.10199831461213,1302579,57446336.86264916,58909120.68371374,0.0,0.0
0,fast_period1_slow_period30,2020-06-22,sell,102.91759521659904,-1302579,57446336.86264916,134115762.48833911,0.0,76611961.3969932
