,datetime,Soma_Volumes,close,M,produto,submercado,expiracao,H,h,h_cresc
123,2018-11-30,6.0,84.83166666666666,2,SE CON MEN JAN/19,SE,2019-02-01,92,36,55
124,2018-12-03,60.69,95.6071016641951,1,SE CON MEN JAN/19,SE,2019-02-01,92,35,56
125,2018-12-04,149.5,99.16180602006688,1,SE CON MEN JAN/19,SE,2019-02-01,92,34,57
126,2018-12-05,143.2,90.606843575419,1,SE CON MEN JAN/19,SE,2019-02-01,92,33,58
127,2018-12-06,120.8,87.21870860927152,1,SE CON MEN JAN/19,SE,2019-02-01,92,32,59
128,2018-12-07,23.0,92.76739130434784,1,SE CON MEN JAN/19,SE,2019-02-01,92,31,60
129,2018-12-10,135.91,106.34721506879552,1,SE CON MEN JAN/19,SE,2019-02-01,92,30,61
130,2018-12-11,99.0,105.81969696969698,1,SE CON MEN JAN/19,SE,2019-02-01,92,29,62
131,2018-12-12,102.5,98.32126829268292,1,SE CON MEN JAN/19,SE,2019-02-01,92,28,63
132,2018-12-13,81.1,102.41590628853268,1,SE CON MEN JAN/19,SE,2019-02-01,92,27,64
133,2018-12-14,156.5,100.28210862619808,1,SE CON MEN JAN/19,SE,2019-02-01,92,26,65
134,2018-12-17,70.0,103.61571428571428,1,SE CON MEN JAN/19,SE,2019-02-01,92,25,66
135,2018-12-18,166.5,98.6869069069069,1,SE CON MEN JAN/19,SE,2019-02-01,92,24,67
136,2018-12-19,130.0,102.75038461538462,1,SE CON MEN JAN/19,SE,2019-02-01,92,23,68
137,2018-12-20,81.0,104.96975308641974,1,SE CON MEN JAN/19,SE,2019-02-01,92,22,69
138,2018-12-21,78.9,115.17300380228136,1,SE CON MEN JAN/19,SE,2019-02-01,92,21,70
139,2018-12-26,43.9,150.15717539863326,1,SE CON MEN JAN/19,SE,2019-02-01,92,20,71
140,2018-12-27,53.0,165.16792452830188,1,SE CON MEN JAN/19,SE,2019-02-01,92,19,72
141,2018-12-28,18.0,163.66666666666666,1,SE CON MEN JAN/19,SE,2019-02-01,92,18,73
142,2019-01-02,17.4,157.96551724137933,0,SE CON MEN JAN/19,SE,2019-02-01,92,17,74
143,2019-01-03,96.0,160.28864583333333,0,SE CON MEN JAN/19,SE,2019-02-01,92,16,75
144,2019-01-04,69.3,164.8008658008658,0,SE CON MEN JAN/19,SE,2019-02-01,92,15,76
145,2019-01-07,128.26,172.1673163885857,0,SE CON MEN JAN/19,SE,2019-02-01,92,14,77
146,2019-01-08,83.5,174.54730538922158,0,SE CON MEN JAN/19,SE,2019-02-01,92,13,78
147,2019-01-09,68.8,168.8388081395349,0,SE CON MEN JAN/19,SE,2019-02-01,92,12,79
148,2019-01-10,63.54,169.16918476550202,0,SE CON MEN JAN/19,SE,2019-02-01,92,11,80
149,2019-01-11,98.24,169.7760586319218,0,SE CON MEN JAN/19,SE,2019-02-01,92,10,81
150,2019-01-14,39.2,170.41326530612244,0,SE CON MEN JAN/19,SE,2019-02-01,92,9,82
151,2019-01-15,111.6,171.46236559139786,0,SE CON MEN JAN/19,SE,2019-02-01,92,8,83
152,2019-01-16,42.0,172.20238095238096,0,SE CON MEN JAN/19,SE,2019-02-01,92,7,84
153,2019-01-17,144.57,173.53707546517256,0,SE CON MEN JAN/19,SE,2019-02-01,92,6,85
154,2019-01-18,48.8,175.09631147540986,0,SE CON MEN JAN/19,SE,2019-02-01,92,5,86
155,2019-01-21,40.8,184.59803921568627,0,SE CON MEN JAN/19,SE,2019-02-01,92,4,87
156,2019-01-22,30.8,185.49353896103892,0,SE CON MEN JAN/19,SE,2019-02-01,92,3,88
157,2019-01-23,40.5,190.7074074074074,0,SE CON MEN JAN/19,SE,2019-02-01,92,2,89
158,2019-01-24,200.5,192.2718204488778,0,SE CON MEN JAN/19,SE,2019-02-01,92,1,90
159,2019-01-29,1.4,190.0,0,SE CON MEN JAN/19,SE,2019-02-01,92,0,91
160,2019-08-09,1.3,176.0,5,SE CON MEN JAN/20,SE,2020-02-01,75,74,0
161,2019-08-13,3.0,176.5,5,SE CON MEN JAN/20,SE,2020-02-01,75,73,1
162,2019-08-27,4.0,165.0,5,SE CON MEN JAN/20,SE,2020-02-01,75,72,2
163,2019-09-03,3.0,165.5,4,SE CON MEN JAN/20,SE,2020-02-01,75,71,3
164,2019-09-04,10.75,100.0,4,SE CON MEN JAN/20,SE,2020-02-01,75,70,4
165,2019-09-24,30.0,169.33333333333334,4,SE CON MEN JAN/20,SE,2020-02-01,75,69,5
166,2019-10-04,1.0,190.0,3,SE CON MEN JAN/20,SE,2020-02-01,75,68,6
167,2019-10-07,2.0,199.0,3,SE CON MEN JAN/20,SE,2020-02-01,75,67,7
168,2019-10-08,22.0,199.54545454545453,3,SE CON MEN JAN/20,SE,2020-02-01,75,66,8
169,2019-10-09,47.0,181.48936170212767,3,SE CON MEN JAN/20,SE,2020-02-01,75,65,9
170,2019-10-10,31.75,211.7007874015748,3,SE CON MEN JAN/20,SE,2020-02-01,75,64,10
171,2019-10-11,38.0,205.71052631578948,3,SE CON MEN JAN/20,SE,2020-02-01,75,63,11
172,2019-10-14,6.0,218.02166666666668,3,SE CON MEN JAN/20,SE,2020-02-01,75,62,12
173,2019-10-18,1.0,207.5,3,SE CON MEN JAN/20,SE,2020-02-01,75,61,13
174,2019-10-21,2.0,210.0,3,SE CON MEN JAN/20,SE,2020-02-01,75,60,14
175,2019-10-22,5.0,211.0,3,SE CON MEN JAN/20,SE,2020-02-01,75,59,15
176,2019-10-23,20.0,214.545,3,SE CON MEN JAN/20,SE,2020-02-01,75,58,16
177,2019-10-24,4.0,222.0,3,SE CON MEN JAN/20,SE,2020-02-01,75,57,17
178,2019-10-25,1.0,230.0,3,SE CON MEN JAN/20,SE,2020-02-01,75,56,18
179,2019-10-30,6.0,217.5,3,SE CON MEN JAN/20,SE,2020-02-01,75,55,19
180,2019-10-31,13.0,208.53846153846155,3,SE CON MEN JAN/20,SE,2020-02-01,75,54,20
181,2019-11-01,36.0,204.51388888888889,2,SE CON MEN JAN/20,SE,2020-02-01,75,53,21
182,2019-11-04,41.0,190.0,2,SE CON MEN JAN/20,SE,2020-02-01,75,52,22
183,2019-11-05,13.9,192.45323741007192,2,SE CON MEN JAN/20,SE,2020-02-01,75,51,23
184,2019-11-06,39.0,205.3846153846154,2,SE CON MEN JAN/20,SE,2020-02-01,75,50,24
185,2019-11-07,4.4,204.5909090909091,2,SE CON MEN JAN/20,SE,2020-02-01,75,49,25
186,2019-11-08,37.2,211.6989247311828,2,SE CON MEN JAN/20,SE,2020-02-01,75,48,26
187,2019-11-11,65.2,232.93558282208588,2,SE CON MEN JAN/20,SE,2020-02-01,75,47,27
188,2019-11-12,58.1,237.74956970740104,2,SE CON MEN JAN/20,SE,2020-02-01,75,46,28
189,2019-11-13,67.0,232.329104477612,2,SE CON MEN JAN/20,SE,2020-02-01,75,45,29
190,2019-11-14,22.0,234.63636363636363,2,SE CON MEN JAN/20,SE,2020-02-01,75,44,30
191,2019-11-18,54.3,221.4206261510129,2,SE CON MEN JAN/20,SE,2020-02-01,75,43,31
192,2019-11-19,49.5,212.22222222222223,2,SE CON MEN JAN/20,SE,2020-02-01,75,42,32
193,2019-11-20,3.0,218.66666666666663,2,SE CON MEN JAN/20,SE,2020-02-01,75,41,33
194,2019-11-21,14.7,219.31972789115648,2,SE CON MEN JAN/20,SE,2020-02-01,75,40,34
195,2019-11-22,23.7,224.8016877637131,2,SE CON MEN JAN/20,SE,2020-02-01,75,39,35
196,2019-11-25,51.8,212.7374517374517,2,SE CON MEN JAN/20,SE,2020-02-01,75,38,36
197,2019-11-26,70.68,200.9903791737408,2,SE CON MEN JAN/20,SE,2020-02-01,75,37,37
198,2019-11-27,184.9,190.8715521903732,2,SE CON MEN JAN/20,SE,2020-02-01,75,36,38
199,2019-11-28,120.6,187.3847429519072,2,SE CON MEN JAN/20,SE,2020-02-01,75,35,39
200,2019-11-29,35.0,194.75714285714287,2,SE CON MEN JAN/20,SE,2020-02-01,75,34,40
201,2019-12-02,92.5,180.09297297297294,1,SE CON MEN JAN/20,SE,2020-02-01,75,33,41
202,2019-12-03,71.05,180.78958479943705,1,SE CON MEN JAN/20,SE,2020-02-01,75,32,42
203,2019-12-04,123.4,175.73136142625606,1,SE CON MEN JAN/20,SE,2020-02-01,75,31,43
204,2019-12-05,51.0,173.0235294117647,1,SE CON MEN JAN/20,SE,2020-02-01,75,30,44
205,2019-12-06,22.07,178.53738106026282,1,SE CON MEN JAN/20,SE,2020-02-01,75,29,45
206,2019-12-09,135.5,203.96414022140223,1,SE CON MEN JAN/20,SE,2020-02-01,75,28,46
207,2019-12-10,24.3,197.06378600823044,1,SE CON MEN JAN/20,SE,2020-02-01,75,27,47
208,2019-12-11,85.4,207.3629976580796,1,SE CON MEN JAN/20,SE,2020-02-01,75,26,48
209,2019-12-12,88.5,214.85875706214688,1,SE CON MEN JAN/20,SE,2020-02-01,75,25,49
210,2019-12-13,126.3,210.55146476642915,1,SE CON MEN JAN/20,SE,2020-02-01,75,24,50
211,2019-12-16,129.4,199.2745749613601,1,SE CON MEN JAN/20,SE,2020-02-01,75,23,51
212,2019-12-17,81.6,189.97316176470588,1,SE CON MEN JAN/20,SE,2020-02-01,75,22,52
213,2019-12-18,98.0,192.46326530612245,1,SE CON MEN JAN/20,SE,2020-02-01,75,21,53
214,2019-12-19,89.4,191.5359060402685,1,SE CON MEN JAN/20,SE,2020-02-01,75,20,54
215,2019-12-20,124.8,194.57762019230768,1,SE CON MEN JAN/20,SE,2020-02-01,75,19,55
216,2019-12-23,321.9,219.46995961478723,1,SE CON MEN JAN/20,SE,2020-02-01,75,18,56
217,2019-12-26,228.3,271.0742006132282,1,SE CON MEN JAN/20,SE,2020-02-01,75,17,57
218,2019-12-27,255.78,299.80995386660413,1,SE CON MEN JAN/20,SE,2020-02-01,75,16,58
219,2019-12-30,67.9,315.0148748159057,1,SE CON MEN JAN/20,SE,2020-02-01,75,15,59
220,2020-01-02,211.5,350.07598108747044,0,SE CON MEN JAN/20,SE,2020-02-01,75,14,60
221,2020-01-03,193.3,328.4856182100362,0,SE CON MEN JAN/20,SE,2020-02-01,75,13,61
222,2020-01-06,165.6,294.1084541062802,0,SE CON MEN JAN/20,SE,2020-02-01,75,12,62
223,2020-01-07,234.4,297.2820819112628,0,SE CON MEN JAN/20,SE,2020-02-01,75,11,63
224,2020-01-08,114.2,288.1841155866901,0,SE CON MEN JAN/20,SE,2020-02-01,75,10,64
225,2020-01-09,63.0,291.85809523809525,0,SE CON MEN JAN/20,SE,2020-02-01,75,9,65
226,2020-01-10,7.1,294.9281690140845,0,SE CON MEN JAN/20,SE,2020-02-01,75,8,66
227,2020-01-13,108.0,317.5696296296297,0,SE CON MEN JAN/20,SE,2020-02-01,75,7,67
228,2020-01-14,47.9,324.2609603340292,0,SE CON MEN JAN/20,SE,2020-02-01,75,6,68
229,2020-01-15,71.8,321.16922005571035,0,SE CON MEN JAN/20,SE,2020-02-01,75,5,69
230,2020-01-17,39.4,319.5977157360406,0,SE CON MEN JAN/20,SE,2020-02-01,75,4,70
231,2020-01-20,92.41,321.7224326371605,0,SE CON MEN JAN/20,SE,2020-02-01,75,3,71
232,2020-01-21,77.4,323.24160206718346,0,SE CON MEN JAN/20,SE,2020-02-01,75,2,72
233,2020-01-22,79.0,322.77848101265823,0,SE CON MEN JAN/20,SE,2020-02-01,75,1,73
234,2020-01-23,43.0,321.4767441860465,0,SE CON MEN JAN/20,SE,2020-02-01,75,0,74
235,2020-08-18,5.0,110.0,5,SE CON MEN JAN/21,SE,2021-02-01,80,79,0
236,2020-08-20,0.3,109.5,5,SE CON MEN JAN/21,SE,2021-02-01,80,78,1
237,2020-08-27,20.0,114.0,5,SE CON MEN JAN/21,SE,2021-02-01,80,77,2
238,2020-09-10,5.5,115.0,4,SE CON MEN JAN/21,SE,2021-02-01,80,76,3
239,2020-09-18,4.0,118.0,4,SE CON MEN JAN/21,SE,2021-02-01,80,75,4
240,2020-09-21,4.0,129.5,4,SE CON MEN JAN/21,SE,2021-02-01,80,74,5
241,2020-10-05,3.0,185.0,3,SE CON MEN JAN/21,SE,2021-02-01,80,73,6
242,2020-10-06,2.0,200.0,3,SE CON MEN JAN/21,SE,2021-02-01,80,72,7
243,2020-10-07,9.0,210.66666666666663,3,SE CON MEN JAN/21,SE,2021-02-01,80,71,8
244,2020-10-08,15.0,195.36,3,SE CON MEN JAN/21,SE,2021-02-01,80,70,9
245,2020-10-09,19.0,179.42105263157896,3,SE CON MEN JAN/21,SE,2021-02-01,80,69,10
246,2020-10-13,13.0,160.26923076923077,3,SE CON MEN JAN/21,SE,2021-02-01,80,68,11
247,2020-10-14,5.0,180.0,3,SE CON MEN JAN/21,SE,2021-02-01,80,67,12
248,2020-10-15,9.0,180.3333333333333,3,SE CON MEN JAN/21,SE,2021-02-01,80,66,13
249,2020-10-19,3.0,158.0,3,SE CON MEN JAN/21,SE,2021-02-01,80,65,14
250,2020-10-21,11.0,205.0909090909091,3,SE CON MEN JAN/21,SE,2021-02-01,80,64,15
251,2020-10-22,4.6,212.3913043478261,3,SE CON MEN JAN/21,SE,2021-02-01,80,63,16
252,2020-10-23,3.0,257.0,3,SE CON MEN JAN/21,SE,2021-02-01,80,62,17
253,2020-10-26,3.0,209.3333333333333,3,SE CON MEN JAN/21,SE,2021-02-01,80,61,18
254,2020-10-28,11.0,205.3636363636364,3,SE CON MEN JAN/21,SE,2021-02-01,80,60,19
255,2020-10-29,21.0,227.3809523809524,3,SE CON MEN JAN/21,SE,2021-02-01,80,59,20
256,2020-10-30,129.0,241.1922480620155,3,SE CON MEN JAN/21,SE,2021-02-01,80,58,21
257,2020-11-03,17.5,290.56571428571425,2,SE CON MEN JAN/21,SE,2021-02-01,80,57,22
258,2020-11-04,26.5,305.0716981132076,2,SE CON MEN JAN/21,SE,2021-02-01,80,56,23
259,2020-11-05,48.0,267.7895833333334,2,SE CON MEN JAN/21,SE,2021-02-01,80,55,24
260,2020-11-06,48.5,282.1468041237113,2,SE CON MEN JAN/21,SE,2021-02-01,80,54,25
261,2020-11-09,73.6,264.8654891304348,2,SE CON MEN JAN/21,SE,2021-02-01,80,53,26
262,2020-11-10,197.9,269.5830722587165,2,SE CON MEN JAN/21,SE,2021-02-01,80,52,27
263,2020-11-11,59.0,292.6727966101695,2,SE CON MEN JAN/21,SE,2021-02-01,80,51,28
264,2020-11-12,120.07,309.62963271425,2,SE CON MEN JAN/21,SE,2021-02-01,80,50,29
265,2020-11-13,86.6,331.957494226328,2,SE CON MEN JAN/21,SE,2021-02-01,80,49,30
266,2020-11-16,91.0,379.6406593406594,2,SE CON MEN JAN/21,SE,2021-02-01,80,48,31
267,2020-11-17,132.1,369.37093111279336,2,SE CON MEN JAN/21,SE,2021-02-01,80,47,32
268,2020-11-18,98.1,357.2449541284403,2,SE CON MEN JAN/21,SE,2021-02-01,80,46,33
269,2020-11-19,85.0,373.7784705882353,2,SE CON MEN JAN/21,SE,2021-02-01,80,45,34
270,2020-11-20,62.3,379.15088282504007,2,SE CON MEN JAN/21,SE,2021-02-01,80,44,35
271,2020-11-23,125.2,395.51845047923314,2,SE CON MEN JAN/21,SE,2021-02-01,80,43,36
272,2020-11-24,208.6,363.5167785234899,2,SE CON MEN JAN/21,SE,2021-02-01,80,42,37
273,2020-11-25,227.3,339.32182138143423,2,SE CON MEN JAN/21,SE,2021-02-01,80,41,38
274,2020-11-26,189.5,360.149525065963,2,SE CON MEN JAN/21,SE,2021-02-01,80,40,39
275,2020-11-27,229.0,330.7116681222708,2,SE CON MEN JAN/21,SE,2021-02-01,80,39,40
276,2020-11-30,419.0,257.036799522673,2,SE CON MEN JAN/21,SE,2021-02-01,80,38,41
277,2020-12-01,261.8,211.4551527883881,1,SE CON MEN JAN/21,SE,2021-02-01,80,37,42
278,2020-12-02,288.5,198.67530329289428,1,SE CON MEN JAN/21,SE,2021-02-01,80,36,43
279,2020-12-03,202.7,205.01484953132712,1,SE CON MEN JAN/21,SE,2021-02-01,80,35,44
280,2020-12-04,374.0,179.32532352941178,1,SE CON MEN JAN/21,SE,2021-02-01,80,34,45
281,2020-12-07,305.2,229.83017693315853,1,SE CON MEN JAN/21,SE,2021-02-01,80,33,46
282,2020-12-08,386.02,269.5113828299052,1,SE CON MEN JAN/21,SE,2021-02-01,80,32,47
283,2020-12-09,360.6,282.4686827509706,1,SE CON MEN JAN/21,SE,2021-02-01,80,31,48
284,2020-12-10,301.8,254.9816070245196,1,SE CON MEN JAN/21,SE,2021-02-01,80,30,49
285,2020-12-11,236.9,229.7507809202195,1,SE CON MEN JAN/21,SE,2021-02-01,80,29,50
286,2020-12-14,296.3,194.34213634829564,1,SE CON MEN JAN/21,SE,2021-02-01,80,28,51
287,2020-12-15,115.98,198.5983790308674,1,SE CON MEN JAN/21,SE,2021-02-01,80,27,52
288,2020-12-16,229.2,199.3064572425829,1,SE CON MEN JAN/21,SE,2021-02-01,80,26,53
289,2020-12-17,92.4,190.67646103896104,1,SE CON MEN JAN/21,SE,2021-02-01,80,25,54
290,2020-12-18,166.2,199.7320697954272,1,SE CON MEN JAN/21,SE,2021-02-01,80,24,55
291,2020-12-21,102.0,204.77245098039216,1,SE CON MEN JAN/21,SE,2021-02-01,80,23,56
292,2020-12-22,296.4,234.5160222672065,1,SE CON MEN JAN/21,SE,2021-02-01,80,22,57
293,2020-12-23,379.5,288.8060052700922,1,SE CON MEN JAN/21,SE,2021-02-01,80,21,58
294,2020-12-28,155.5,317.3446237942122,1,SE CON MEN JAN/21,SE,2021-02-01,80,20,59
295,2020-12-29,78.7,280.3440914866582,1,SE CON MEN JAN/21,SE,2021-02-01,80,19,60
296,2020-12-30,159.6,262.1935839598997,1,SE CON MEN JAN/21,SE,2021-02-01,80,18,61
297,2021-01-04,132.2,296.106278366112,0,SE CON MEN JAN/21,SE,2021-02-01,80,17,62
298,2021-01-05,56.5,265.3150442477876,0,SE CON MEN JAN/21,SE,2021-02-01,80,16,63
299,2021-01-06,65.8,271.12686930091184,0,SE CON MEN JAN/21,SE,2021-02-01,80,15,64
300,2021-01-07,138.7,283.3120331651046,0,SE CON MEN JAN/21,SE,2021-02-01,80,14,65
301,2021-01-08,57.3,283.91623036649213,0,SE CON MEN JAN/21,SE,2021-02-01,80,13,66
302,2021-01-11,214.4,285.76875,0,SE CON MEN JAN/21,SE,2021-02-01,80,12,67
303,2021-01-12,90.9,280.0170517051705,0,SE CON MEN JAN/21,SE,2021-02-01,80,11,68
304,2021-01-13,95.3,274.85257082896123,0,SE CON MEN JAN/21,SE,2021-02-01,80,10,69
305,2021-01-14,50.0,270.454,0,SE CON MEN JAN/21,SE,2021-02-01,80,9,70
306,2021-01-15,36.6,265.8333333333333,0,SE CON MEN JAN/21,SE,2021-02-01,80,8,71
307,2021-01-18,74.7,266.1587014725569,0,SE CON MEN JAN/21,SE,2021-02-01,80,7,72
308,2021-01-19,19.4,265.7448453608248,0,SE CON MEN JAN/21,SE,2021-02-01,80,6,73
309,2021-01-20,70.4,257.7640767045454,0,SE CON MEN JAN/21,SE,2021-02-01,80,5,74
310,2021-01-21,64.2,252.6590342679128,0,SE CON MEN JAN/21,SE,2021-02-01,80,4,75
311,2021-01-22,5.3,247.00094339622643,0,SE CON MEN JAN/21,SE,2021-02-01,80,3,76
312,2021-01-25,6.800000000000001,247.00000000000003,0,SE CON MEN JAN/21,SE,2021-02-01,80,2,77
313,2021-01-26,8.3,246.6265060240964,0,SE CON MEN JAN/21,SE,2021-02-01,80,1,78
314,2021-01-28,23.0,243.4913043478261,0,SE CON MEN JAN/21,SE,2021-02-01,80,0,79
315,2021-05-28,1.0,330.0,8,SE CON MEN JAN/22,SE,2022-02-01,87,86,0
316,2021-06-29,2.0,470.0,7,SE CON MEN JAN/22,SE,2022-02-01,87,85,1
317,2021-07-05,2.0,413.0,6,SE CON MEN JAN/22,SE,2022-02-01,87,84,2
318,2021-08-13,1.0,526.5,5,SE CON MEN JAN/22,SE,2022-02-01,87,83,3
319,2021-08-17,6.5,518.0,5,SE CON MEN JAN/22,SE,2022-02-01,87,82,4
320,2021-08-18,33.0,510.45454545454544,5,SE CON MEN JAN/22,SE,2022-02-01,87,81,5
321,2021-08-27,11.0,505.0,5,SE CON MEN JAN/22,SE,2022-02-01,87,80,6
322,2021-08-30,5.5,508.0,5,SE CON MEN JAN/22,SE,2022-02-01,87,79,7
323,2021-08-31,15.0,505.5,5,SE CON MEN JAN/22,SE,2022-02-01,87,78,8
324,2021-09-03,3.0,506.5,4,SE CON MEN JAN/22,SE,2022-02-01,87,77,9
325,2021-09-08,15.0,505.0,4,SE CON MEN JAN/22,SE,2022-02-01,87,76,10
326,2021-09-09,13.0,512.0,4,SE CON MEN JAN/22,SE,2022-02-01,87,75,11
327,2021-09-13,3.0,500.0,4,SE CON MEN JAN/22,SE,2022-02-01,87,74,12
328,2021-09-14,8.0,501.0,4,SE CON MEN JAN/22,SE,2022-02-01,87,73,13
329,2021-09-16,46.16,499.025129982669,4,SE CON MEN JAN/22,SE,2022-02-01,87,72,14
330,2021-09-17,10.0,503.0,4,SE CON MEN JAN/22,SE,2022-02-01,87,71,15
331,2021-09-20,28.0,501.6428571428572,4,SE CON MEN JAN/22,SE,2022-02-01,87,70,16
332,2021-09-21,27.74,502.2790194664744,4,SE CON MEN JAN/22,SE,2022-02-01,87,69,17
333,2021-09-22,10.0,499.0,4,SE CON MEN JAN/22,SE,2022-02-01,87,68,18
334,2021-09-27,18.0,466.05555555555554,4,SE CON MEN JAN/22,SE,2022-02-01,87,67,19
335,2021-09-28,29.0,433.9655172413793,4,SE CON MEN JAN/22,SE,2022-02-01,87,66,20
336,2021-09-30,12.0,414.75,4,SE CON MEN JAN/22,SE,2022-02-01,87,65,21
337,2021-10-01,16.0,413.875,3,SE CON MEN JAN/22,SE,2022-02-01,87,64,22
338,2021-10-04,69.0,359.9173913043478,3,SE CON MEN JAN/22,SE,2022-02-01,87,63,23
339,2021-10-05,53.0,346.1320754716981,3,SE CON MEN JAN/22,SE,2022-02-01,87,62,24
340,2021-10-06,78.0,345.89102564102564,3,SE CON MEN JAN/22,SE,2022-02-01,87,61,25
