strat_id,strat_name,dt,portfolio_value,cash,size,return
0,fast_period1_slow_period30,2015-02-05,100000.0,100000.0,0,
0,fast_period1_slow_period30,2015-02-06,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-02-07,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-02-08,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-02-09,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-02-10,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-02-11,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-02-12,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-02-13,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-02-14,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-02-15,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-02-16,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-02-17,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-02-18,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-02-19,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-02-20,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-02-21,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-02-22,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-02-23,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-02-24,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-02-25,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-02-26,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-02-27,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-02-28,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-03-01,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-03-02,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-03-03,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-03-04,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-03-05,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-03-06,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-03-07,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-03-08,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-03-09,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-03-10,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-03-11,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-03-12,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-03-13,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-03-14,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-03-15,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-03-16,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-03-17,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-03-18,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-03-19,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-03-20,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-03-21,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-03-22,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-03-23,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-03-24,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-03-25,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-03-26,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-03-27,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-03-28,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-03-29,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-03-30,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-03-31,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-04-01,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-04-02,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-04-03,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-04-04,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-04-05,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-04-06,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-04-07,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-04-08,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-04-09,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-04-10,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-04-11,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-04-12,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-04-13,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-04-14,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-04-15,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-04-16,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-04-17,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-04-18,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-04-19,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-04-20,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-04-21,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-04-22,,100000.0,0,0.0
0,fast_period1_slow_period30,2015-04-23,100000.0,100000.0,0,0.0
0,fast_period1_slow_period30,2015-04-24,100000.0,100000.0,0,0.0
0,fast_period1_slow_period30,2015-04-25,100000.0,100000.0,0,0.0
0,fast_period1_slow_period30,2015-04-26,100000.0,100000.0,0,0.0
0,fast_period1_slow_period30,2015-04-27,100000.0,100000.0,0,0.0
0,fast_period1_slow_period30,2015-04-28,100000.0,100000.0,0,0.0
0,fast_period1_slow_period30,2015-04-29,100000.0,100000.0,0,0.0
0,fast_period1_slow_period30,2015-04-30,100000.0,100000.0,0,0.0
0,fast_period1_slow_period30,2015-05-01,100000.0,100000.0,0,0.0
0,fast_period1_slow_period30,2015-05-02,100000.0,100000.0,0,0.0
0,fast_period1_slow_period30,2015-05-03,100000.0,100000.0,0,0.0
0,fast_period1_slow_period30,2015-05-04,100000.0,100000.0,0,0.0
0,fast_period1_slow_period30,2015-05-05,100000.0,100000.0,0,0.0
0,fast_period1_slow_period30,2015-05-06,100000.0,100000.0,0,0.0
0,fast_period1_slow_period30,2015-05-07,100000.0,100000.0,0,0.0
0,fast_period1_slow_period30,2015-05-08,100000.0,100000.0,0,0.0
0,fast_period1_slow_period30,2015-05-09,100000.0,100000.0,0,0.0
0,fast_period1_slow_period30,2015-05-10,100000.0,100000.0,0,0.0
0,fast_period1_slow_period30,2015-05-11,100000.0,100000.0,0,0.0
0,fast_period1_slow_period30,2015-05-12,100000.0,100000.0,0,0.0
0,fast_period1_slow_period30,2015-05-13,100000.0,100000.0,0,0.0
0,fast_period1_slow_period30,2015-05-14,100000.0,100000.0,0,0.0
0,fast_period1_slow_period30,2015-05-15,100000.0,100000.0,0,0.0
0,fast_period1_slow_period30,2015-05-16,100000.0,100000.0,0,0.0
0,fast_period1_slow_period30,2015-05-17,100000.0,100000.0,0,0.0
0,fast_period1_slow_period30,2015-05-18,100000.0,100000.0,0,0.0
0,fast_period1_slow_period30,2015-05-19,100000.0,100000.0,0,0.0
0,fast_period1_slow_period30,2015-05-20,100000.0,100000.0,0,0.0
0,fast_period1_slow_period30,2015-05-21,100000.0,100000.0,0,0.0
0,fast_period1_slow_period30,2015-05-22,100000.0,100000.0,0,0.0
0,fast_period1_slow_period30,2015-05-23,100000.0,100000.0,0,0.0
0,fast_period1_slow_period30,2015-05-24,100000.0,100000.0,0,0.0
0,fast_period1_slow_period30,2015-05-25,100000.0,100000.0,0,0.0
0,fast_period1_slow_period30,2015-05-26,100000.0,100000.0,0,0.0
0,fast_period1_slow_period30,2015-05-27,100000.0,100000.0,0,0.0
0,fast_period1_slow_period30,2015-05-28,100000.0,100000.0,0,0.0
0,fast_period1_slow_period30,2015-05-29,100000.0,100000.0,0,0.0
0,fast_period1_slow_period30,2015-05-30,100000.0,100000.0,0,0.0
0,fast_period1_slow_period30,2015-05-31,100000.0,100000.0,0,0.0
0,fast_period1_slow_period30,2015-06-01,100000.0,100000.0,0,0.0
0,fast_period1_slow_period30,2015-06-02,100000.0,100000.0,0,0.0
0,fast_period1_slow_period30,2015-06-03,100000.0,100000.0,0,0.0
0,fast_period1_slow_period30,2015-06-04,100000.0,100000.0,0,0.0
0,fast_period1_slow_period30,2015-06-05,100000.0,100000.0,0,0.0
0,fast_period1_slow_period30,2015-06-06,100000.0,100000.0,0,0.0
0,fast_period1_slow_period30,2015-06-07,100153.56042717175,347.5642851964367,271,0.0015356042717173946
0,fast_period1_slow_period30,2015-06-08,100996.3997018631,347.5642851964367,271,0.008415469915363127
0,fast_period1_slow_period30,2015-06-09,102013.10674551391,347.5642851964367,271,0.01006676521788985
0,fast_period1_slow_period30,2015-06-10,101606.09500614913,347.5642851964367,271,-0.003989798491091268
0,fast_period1_slow_period30,2015-06-11,100310.60735149286,347.5642851964367,271,-0.012750097861529586
0,fast_period1_slow_period30,2015-06-12,98632.47325544957,347.5642851964367,271,-0.016729378281631013
0,fast_period1_slow_period30,2015-06-13,98632.47325544957,98632.47325544957,0,0.0
0,fast_period1_slow_period30,2015-06-14,98632.47325544957,98632.47325544957,0,0.0
0,fast_period1_slow_period30,2015-06-15,98632.47325544957,98632.47325544957,0,0.0
0,fast_period1_slow_period30,2015-06-16,98632.47325544957,98632.47325544957,0,0.0
0,fast_period1_slow_period30,2015-06-17,98632.47325544957,98632.47325544957,0,0.0
0,fast_period1_slow_period30,2015-06-18,98632.47325544957,98632.47325544957,0,0.0
0,fast_period1_slow_period30,2015-06-19,98632.47325544957,98632.47325544957,0,0.0
0,fast_period1_slow_period30,2015-06-20,98632.47325544957,98632.47325544957,0,0.0
0,fast_period1_slow_period30,2015-06-21,98632.47325544957,98632.47325544957,0,0.0
0,fast_period1_slow_period30,2015-06-22,98632.47325544957,98632.47325544957,0,0.0
0,fast_period1_slow_period30,2015-06-23,98632.47325544957,98632.47325544957,0,0.0
0,fast_period1_slow_period30,2015-06-24,98632.47325544957,98632.47325544957,0,0.0
0,fast_period1_slow_period30,2015-06-25,98632.47325544957,98632.47325544957,0,0.0
0,fast_period1_slow_period30,2015-06-26,98632.47325544957,98632.47325544957,0,0.0
0,fast_period1_slow_period30,2015-06-27,98632.47325544957,98632.47325544957,0,0.0
0,fast_period1_slow_period30,2015-06-28,98632.47325544957,98632.47325544957,0,0.0
0,fast_period1_slow_period30,2015-06-29,98632.47325544957,98632.47325544957,0,0.0
0,fast_period1_slow_period30,2015-06-30,98632.47325544957,98632.47325544957,0,0.0
0,fast_period1_slow_period30,2015-07-01,98632.47325544957,98632.47325544957,0,0.0
0,fast_period1_slow_period30,2015-07-02,98632.47325544957,98632.47325544957,0,0.0
0,fast_period1_slow_period30,2015-07-03,98632.47325544957,98632.47325544957,0,0.0
0,fast_period1_slow_period30,2015-07-04,98632.47325544957,98632.47325544957,0,0.0
0,fast_period1_slow_period30,2015-07-05,98632.47325544957,98632.47325544957,0,0.0
0,fast_period1_slow_period30,2015-07-06,98632.47325544957,98632.47325544957,0,0.0
0,fast_period1_slow_period30,2015-07-07,98632.47325544957,98632.47325544957,0,0.0
0,fast_period1_slow_period30,2015-07-08,98632.47325544957,98632.47325544957,0,0.0
0,fast_period1_slow_period30,2015-07-09,98632.47325544957,98632.47325544957,0,0.0
0,fast_period1_slow_period30,2015-07-10,98632.47325544957,98632.47325544957,0,0.0
0,fast_period1_slow_period30,2015-07-11,98632.47325544957,98632.47325544957,0,0.0
0,fast_period1_slow_period30,2015-07-12,98632.47325544957,98632.47325544957,0,0.0
0,fast_period1_slow_period30,2015-07-13,98632.47325544957,98632.47325544957,0,0.0
0,fast_period1_slow_period30,2015-07-14,98632.47325544957,98632.47325544957,0,0.0
0,fast_period1_slow_period30,2015-07-15,98632.47325544957,98632.47325544957,0,0.0
0,fast_period1_slow_period30,2015-07-16,98632.47325544957,98632.47325544957,0,0.0
0,fast_period1_slow_period30,2015-07-17,98632.47325544957,98632.47325544957,0,0.0
0,fast_period1_slow_period30,2015-07-18,98632.47325544957,98632.47325544957,0,0.0
0,fast_period1_slow_period30,2015-07-19,98632.47325544957,98632.47325544957,0,0.0
0,fast_period1_slow_period30,2015-07-20,98632.47325544957,98632.47325544957,0,0.0
0,fast_period1_slow_period30,2015-07-21,98632.47325544957,98632.47325544957,0,0.0
0,fast_period1_slow_period30,2015-07-22,98632.47325544957,98632.47325544957,0,0.0
