,strat_id,init_cash,buy_prop,sell_prop,fractional,slippage,single_position,commission,stop_loss,stop_trail,take_profit,execution_type,channel,symbol,allow_short,short_max,add_cash_amount,add_cash_freq,invest_div,period,devfactor,rtot,ravg,rnorm,rnorm100,len,drawdown,moneydown,max,maxdrawdown,maxdrawdownperiod,sharperatio,pnl,final_value,total,win_rate,won,lost,won_avg,won_avg_prcnt,lost_avg,lost_avg_prcnt,won_max,won_max_prcnt,lost_max,lost_max_prcnt
0,48,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,7,7,0.0,0.0,0.0,0.0,0,0.0,0.0,"AutoOrderedDict([('len', 31), ('drawdown', 0.0), ('moneydown', 0.0)])",0.0,99,,0.0,100000.0,0,,,,,,,,,,,
1,47,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,7,6,0.0,0.0,0.0,0.0,0,0.0,0.0,"AutoOrderedDict([('len', 31), ('drawdown', 0.0), ('moneydown', 0.0)])",0.0,99,,0.0,100000.0,0,,,,,,,,,,,
2,19,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,3,6,0.0,0.0,0.0,0.0,0,0.0,0.0,"AutoOrderedDict([('len', 31), ('drawdown', 0.0), ('moneydown', 0.0)])",0.0,99,,0.0,100000.0,0,,,,,,,,,,,
3,18,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,3,5,0.0,0.0,0.0,0.0,0,0.0,0.0,"AutoOrderedDict([('len', 31), ('drawdown', 0.0), ('moneydown', 0.0)])",0.0,99,,0.0,100000.0,0,,,,,,,,,,,
4,17,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,3,4,0.0,0.0,0.0,0.0,0,0.0,0.0,"AutoOrderedDict([('len', 31), ('drawdown', 0.0), ('moneydown', 0.0)])",0.0,99,,0.0,100000.0,0,,,,,,,,,,,
5,16,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,3,3,0.0,0.0,0.0,0.0,0,0.0,0.0,"AutoOrderedDict([('len', 31), ('drawdown', 0.0), ('moneydown', 0.0)])",0.0,99,,0.0,100000.0,0,,,,,,,,,,,
6,15,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,3,2,0.0,0.0,0.0,0.0,0,0.0,0.0,"AutoOrderedDict([('len', 31), ('drawdown', 0.0), ('moneydown', 0.0)])",0.0,99,,0.0,100000.0,0,,,,,,,,,,,
7,13,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,2,7,0.0,0.0,0.0,0.0,0,0.0,0.0,"AutoOrderedDict([('len', 31), ('drawdown', 0.0), ('moneydown', 0.0)])",0.0,99,,0.0,100000.0,0,,,,,,,,,,,
8,12,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,2,6,0.0,0.0,0.0,0.0,0,0.0,0.0,"AutoOrderedDict([('len', 31), ('drawdown', 0.0), ('moneydown', 0.0)])",0.0,99,,0.0,100000.0,0,,,,,,,,,,,
9,11,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,2,5,0.0,0.0,0.0,0.0,0,0.0,0.0,"AutoOrderedDict([('len', 31), ('drawdown', 0.0), ('moneydown', 0.0)])",0.0,99,,0.0,100000.0,0,,,,,,,,,,,
10,10,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,2,4,0.0,0.0,0.0,0.0,0,0.0,0.0,"AutoOrderedDict([('len', 31), ('drawdown', 0.0), ('moneydown', 0.0)])",0.0,99,,0.0,100000.0,0,,,,,,,,,,,
11,9,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,2,3,0.0,0.0,0.0,0.0,0,0.0,0.0,"AutoOrderedDict([('len', 31), ('drawdown', 0.0), ('moneydown', 0.0)])",0.0,99,,0.0,100000.0,0,,,,,,,,,,,
12,8,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,2,2,0.0,0.0,0.0,0.0,0,0.0,0.0,"AutoOrderedDict([('len', 31), ('drawdown', 0.0), ('moneydown', 0.0)])",0.0,99,,0.0,100000.0,0,,,,,,,,,,,
13,6,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,1,7,0.0,0.0,0.0,0.0,0,0.0,0.0,"AutoOrderedDict([('len', 31), ('drawdown', 0.0), ('moneydown', 0.0)])",0.0,99,,0.0,100000.0,0,,,,,,,,,,,
14,5,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,1,6,0.0,0.0,0.0,0.0,0,0.0,0.0,"AutoOrderedDict([('len', 31), ('drawdown', 0.0), ('moneydown', 0.0)])",0.0,99,,0.0,100000.0,0,,,,,,,,,,,
15,4,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,1,5,0.0,0.0,0.0,0.0,0,0.0,0.0,"AutoOrderedDict([('len', 31), ('drawdown', 0.0), ('moneydown', 0.0)])",0.0,99,,0.0,100000.0,0,,,,,,,,,,,
16,3,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,1,4,0.0,0.0,0.0,0.0,0,0.0,0.0,"AutoOrderedDict([('len', 31), ('drawdown', 0.0), ('moneydown', 0.0)])",0.0,99,,0.0,100000.0,0,,,,,,,,,,,
17,2,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,1,3,0.0,0.0,0.0,0.0,0,0.0,0.0,"AutoOrderedDict([('len', 31), ('drawdown', 0.0), ('moneydown', 0.0)])",0.0,99,,0.0,100000.0,0,,,,,,,,,,,
18,1,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,1,2,0.0,0.0,0.0,0.0,0,0.0,0.0,"AutoOrderedDict([('len', 31), ('drawdown', 0.0), ('moneydown', 0.0)])",0.0,99,,0.0,100000.0,0,,,,,,,,,,,
19,20,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,3,7,0.0,0.0,0.0,0.0,0,0.0,0.0,"AutoOrderedDict([('len', 31), ('drawdown', 0.0), ('moneydown', 0.0)])",0.0,99,,0.0,100000.0,0,,,,,,,,,,,
20,0,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,1,1,0.0,0.0,0.0,0.0,0,0.0,0.0,"AutoOrderedDict([('len', 31), ('drawdown', 0.0), ('moneydown', 0.0)])",0.0,99,,0.0,100000.0,0,,,,,,,,,,,
21,46,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,7,5,0.0,0.0,0.0,0.0,0,0.0,0.0,"AutoOrderedDict([('len', 31), ('drawdown', 0.0), ('moneydown', 0.0)])",0.0,99,,0.0,100000.0,0,,,,,,,,,,,
22,45,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,7,4,0.0,0.0,0.0,0.0,0,0.0,0.0,"AutoOrderedDict([('len', 31), ('drawdown', 0.0), ('moneydown', 0.0)])",0.0,99,,0.0,100000.0,0,,,,,,,,,,,
23,44,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,7,3,0.0,0.0,0.0,0.0,0,0.0,0.0,"AutoOrderedDict([('len', 31), ('drawdown', 0.0), ('moneydown', 0.0)])",0.0,99,,0.0,100000.0,0,,,,,,,,,,,
24,41,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,6,7,0.0,0.0,0.0,0.0,0,0.0,0.0,"AutoOrderedDict([('len', 31), ('drawdown', 0.0), ('moneydown', 0.0)])",0.0,99,,0.0,100000.0,0,,,,,,,,,,,
25,40,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,6,6,0.0,0.0,0.0,0.0,0,0.0,0.0,"AutoOrderedDict([('len', 31), ('drawdown', 0.0), ('moneydown', 0.0)])",0.0,99,,0.0,100000.0,0,,,,,,,,,,,
26,39,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,6,5,0.0,0.0,0.0,0.0,0,0.0,0.0,"AutoOrderedDict([('len', 31), ('drawdown', 0.0), ('moneydown', 0.0)])",0.0,99,,0.0,100000.0,0,,,,,,,,,,,
27,38,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,6,4,0.0,0.0,0.0,0.0,0,0.0,0.0,"AutoOrderedDict([('len', 31), ('drawdown', 0.0), ('moneydown', 0.0)])",0.0,99,,0.0,100000.0,0,,,,,,,,,,,
28,37,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,6,3,0.0,0.0,0.0,0.0,0,0.0,0.0,"AutoOrderedDict([('len', 31), ('drawdown', 0.0), ('moneydown', 0.0)])",0.0,99,,0.0,100000.0,0,,,,,,,,,,,
29,27,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,4,7,-0.7729333152327276,-0.00022033446842438073,-0.054010950939215395,-5.40109509392154,1213,80.92788823528251,195892.9250503957,"AutoOrderedDict([('len', 1213), ('drawdown', 89.98524238131733), ('moneydown', 217817.0310115661)])",89.98524238131733,1213,0.07968503735635414,-53834.31,46165.689503927155,1,,,,,,,,,,,
