,dt,SMA_18,SMA_40,CrossOver_x,EMA_31,EMA_75,CrossOver_y,BBands_mid_5_1.0,BBands_top_5_1.0,BBands_bot_5_1.0,MACD_macd_15_65_27,MACD_signal_15_65_27,CrossOver,SMA_30,indicator3,indicator4,RelativeStrengthIndex_5
0,2015-04-16,,,,,,,,,,,,,,,,
1,2015-05-28,,,,,,,,,,,,,,,,
2,2015-06-11,,,,,,,,,,,,,,,,
3,2015-06-16,,,,,,,,,,,,,,,,
4,2015-06-17,,,,,,,262.6,272.7508620323593,252.44913796764072,,,,,,,
5,2015-06-24,,,,,,,256.76666666666665,264.47928259412254,249.0540507392108,,,,,,,0.0
6,2015-07-06,,,,,,,246.76666666666665,260.7243805832714,232.8089527500619,,,,,,,0.0
7,2015-07-15,,,,,,,233.76666666666665,256.71772570783327,210.81560762550004,,,,,,,0.0
8,2015-07-16,,,,,,,215.76666666666665,248.2989753937017,183.2343579396316,,,,,,,0.0
9,2015-07-23,,,,,,,202.76666666666668,231.82323983771423,173.7100934956191,,,,,,,23.06556772050682
10,2015-08-10,,,,,,,191.4,209.11552991022296,173.68447008977705,,,,,,,30.117536961638123
11,2015-08-24,,,,,,,185.4,196.1070070514593,174.6929929485407,,,,,,,29.1628487284998
12,2015-08-31,,,,,,,186.0,197.29601699715428,174.70398300284572,,,,,,,38.85409248514426
13,2015-09-11,,,,,,,185.6,197.6432553738597,173.55674462614027,,,,,,,22.22544415802375
14,2015-09-22,,,,,,,184.8,196.988519188154,172.61148081184604,,,,,,,39.00646744031058
15,2015-10-09,,,,,,,181.1,193.3490815982261,168.85091840177392,,,,,,,35.06585189858427
16,2015-10-15,,,,,,,177.7,189.35160933090367,166.0483906690963,,,,,,,34.773106759291124
17,2015-10-26,209.35185185185185,,,,,,172.3,178.05847201955487,166.54152798044515,,,,,,,33.37976215307211
18,2015-10-27,203.2962962962963,,,,,,173.5,177.5743097574925,169.4256902425075,,,,,,,31.787615699696172
19,2015-10-29,197.57407407407408,,,,,,170.7,173.14131112314803,168.25868887685195,,,,,,,29.999001832645703
20,2015-10-30,192.4537037037037,,,,,,169.56666666666666,171.74637102990408,167.38696230342924,,,,,,,31.992046879175238
21,2015-11-03,187.62037037037035,,,,,,168.56666666666666,169.93941735213275,167.19391598120058,,,,,,,32.472700559759616
22,2015-11-06,183.00925925925924,,,,,,167.76666666666668,168.50903524837537,167.024298084958,,,,,,,30.838064967675223
23,2015-11-24,177.58796296296296,,,,,,164.21666666666667,170.7131614480425,157.72017188529082,,,,,,,15.488386338081654
24,2015-12-03,172.53240740740742,,,,,,156.61666666666667,171.8133037215475,141.42002961178585,,,,,,,8.24304092794712
25,2015-12-09,168.64351851851853,,,,,,148.05,166.2793719036065,129.82062809639353,,,,,,,7.4589431752157935
26,2016-02-01,165.47685185185185,,,,,,136.05,156.7746230363786,115.3253769636214,,,,,,,4.954996606104558
27,2016-02-02,161.03240740740742,,,,,,123.65,140.2930165534977,107.00698344650232,,,,,,,4.613372412604363
28,2016-03-23,156.47685185185185,,,,,,115.4,125.0871048306498,105.71289516935022,,,,,,,16.593559689864293
29,2016-03-30,152.14351851851853,,,,,,112.0,118.89927532426417,105.10072467573583,,,,181.5805555555556,,,21.52183495345857
30,2016-03-31,147.79907407407407,,,179.58763440860216,,,110.96,115.94862706563651,105.97137293436349,,,,176.30722222222224,,,39.07217907648965
31,2016-10-19,147.68796296296296,,,178.4259072580645,,,121.56,141.84729651777198,101.272703482228,,,,172.6738888888889,,,75.39814858436588
32,2016-12-20,145.07685185185184,,,175.6492880544355,,,127.36,146.17590816304124,108.54409183695871,,,,168.4738888888889,,,50.65708656569852
33,2017-01-10,143.7712962962963,,,174.04620755103326,,,135.36,153.58850514990195,117.131494850098,,,,164.9738888888889,,,60.30546995282501
34,2017-02-15,143.43796296296296,,,173.6058195790937,,,146.36,163.74845594065224,128.97154405934774,,,,162.20722222222224,,,68.4888537016169
35,2017-03-07,143.66018518518518,,,173.69295585540033,,,157.4,171.6632394637403,143.13676053625971,,,,159.7461111111111,,,71.89691451549982
36,2017-03-15,144.43796296296296,,,174.2746461144378,,,161.8,179.4793665044875,144.12063349551252,,,,158.5127777777778,,,75.24377472143385
37,2017-03-21,142.93796296296296,,,172.13248073228544,,,163.0,178.86190404711863,147.13809595288137,,,,156.67944444444444,,,41.798586453476005
38,2017-04-10,145.0027777777778,,,174.1867006865176,,,174.0,195.2037732491177,152.7962267508823,,,,158.0127777777778,,,68.36675871846212
