,dt,portfolio_value_x,cash_x,size_x,return_x,portfolio_value_y,cash_y,size_y,return_y,portfolio_value_x,cash_x,size_x,return_x,portfolio_value_y,cash_y,size_y,return_y,portfolio_value,cash,size,return
67,2018-09-17,98209.0,300.0,497.0,-0.0073369631353744,100000.0,100000.0,0.0,0.0,152154.2696969697,70.26969696971355,772,-0.0073559049092536,100000.0,100000.0,0.0,0.0,100389.28008449884,116.28008449883782,509.0,-0.0073508171254131
68,2018-09-18,98209.0,98209.0,0.0,0.0,100000.0,100000.0,0.0,0.0,155113.60303030303,70.26969696971355,772,0.0194495582623288,100000.0,100000.0,0.0,0.0,102340.4467511655,116.28008449883782,509.0,0.0194360061654426
69,2018-09-19,98209.0,98209.0,0.0,0.0,100000.0,100000.0,0.0,0.0,154690.84112554113,70.26969696971355,772,-0.0027254985797686,100000.0,100000.0,0.0,0.0,102340.4467511655,102340.4467511655,0.0,0.0
70,2018-09-20,98209.0,98209.0,0.0,0.0,100000.0,100000.0,0.0,0.0,154470.2696969697,70.26969696971355,772,-0.0014258855079365,100000.0,100000.0,0.0,0.0,102340.4467511655,102340.4467511655,0.0,0.0
71,2018-10-01,98209.0,98209.0,0.0,0.0,100000.0,100000.0,0.0,0.0,154470.2696969697,70.26969696971355,772,0.0,100000.0,100000.0,0.0,0.0,102340.4467511655,102340.4467511655,0.0,0.0
72,2018-10-03,98209.0,98209.0,0.0,0.0,100000.0,100000.0,0.0,0.0,154161.4696969697,70.26969696971355,772,-0.0019990901848349,100000.0,100000.0,0.0,0.0,102340.4467511655,102340.4467511655,0.0,0.0
73,2018-10-04,98209.0,98209.0,0.0,0.0,100000.0,100000.0,0.0,0.0,153698.2696969697,70.26969696971355,772,-0.0030046418272379,100000.0,100000.0,0.0,0.0,102340.4467511655,102340.4467511655,0.0,0.0
74,2018-10-05,98209.0,98209.0,0.0,0.0,100000.0,100000.0,0.0,0.0,154470.2696969697,70.26969696971355,772,0.0050228281783657,100000.0,100000.0,0.0,0.0,102340.4467511655,102340.4467511655,0.0,0.0
75,2018-10-08,98209.0,98209.0,0.0,0.0,100000.0,100000.0,0.0,0.0,154298.71414141415,70.26969696971355,772,-0.0011106056582416,100000.0,100000.0,0.0,0.0,102340.4467511655,102340.4467511655,0.0,0.0
76,2018-10-09,98209.0,98209.0,0.0,0.0,100000.0,100000.0,0.0,0.0,154695.43636363637,70.26969696971355,772,0.0025711310974285,100000.0,100000.0,0.0,0.0,102340.4467511655,102340.4467511655,0.0,0.0
77,2018-10-10,98209.0,98209.0,0.0,0.0,100000.0,100000.0,0.0,0.0,154695.43636363637,154695.43636363637,0,0.0,100000.0,100000.0,0.0,0.0,102340.4467511655,102340.4467511655,0.0,0.0
