,produto,submercado,expiracao,data,volume,VWAP,M,H,h,h_cresc
531,SE CON MEN ABR/19,SE,2019-05-01,2019-01-04,10.0,226.875,3,101,72,28
3717,SE CON MEN JAN/19,SE,2019-02-01,2019-01-07,128.26,172.1673163885857,0,92,14,77
5849,SE CON MEN MAI/19,SE,2019-06-01,2019-01-07,5.0,281.0,4,79,74,4
6526,SE CON MEN MAR/19,SE,2019-04-01,2019-01-07,150.8,271.52917771883284,2,107,56,50
3140,SE CON MEN FEV/19,SE,2019-03-01,2019-01-07,118.75,258.0084210526316,1,94,38,55
6527,SE CON MEN MAR/19,SE,2019-04-01,2019-01-08,120.11,268.6288402297894,2,107,55,51
3141,SE CON MEN FEV/19,SE,2019-03-01,2019-01-08,319.61,263.4604361565658,1,94,37,56
3718,SE CON MEN JAN/19,SE,2019-02-01,2019-01-08,83.5,174.54730538922158,0,92,13,78
532,SE CON MEN ABR/19,SE,2019-05-01,2019-01-09,32.0,236.96875,3,101,71,29
3719,SE CON MEN JAN/19,SE,2019-02-01,2019-01-09,68.8,168.8388081395349,0,92,12,79
5134,SE CON MEN JUN/19,SE,2019-07-01,2019-01-09,5.0,250.0,5,102,100,1
5850,SE CON MEN MAI/19,SE,2019-06-01,2019-01-09,5.0,235.0,4,79,73,5
3142,SE CON MEN FEV/19,SE,2019-03-01,2019-01-09,441.14,235.30042616856326,1,94,36,57
6528,SE CON MEN MAR/19,SE,2019-04-01,2019-01-09,121.7,235.83508627773213,2,107,54,52
3720,SE CON MEN JAN/19,SE,2019-02-01,2019-01-10,63.54,169.16918476550202,0,92,11,80
5135,SE CON MEN JUN/19,SE,2019-07-01,2019-01-10,0.96,260.0,5,102,99,2
6529,SE CON MEN MAR/19,SE,2019-04-01,2019-01-10,152.45,238.407018694654,2,107,53,53
5851,SE CON MEN MAI/19,SE,2019-06-01,2019-01-10,1.5,232.0,4,79,72,6
3143,SE CON MEN FEV/19,SE,2019-03-01,2019-01-10,174.25,234.70614060258248,1,94,35,58
7240,SE CON MEN NOV/19,SE,2019-12-01,2019-01-10,0.51,250.0,10,147,143,3
533,SE CON MEN ABR/19,SE,2019-05-01,2019-01-10,11.5,231.2173913043478,3,101,70,30
8209,SE CON MEN OUT/19,SE,2019-11-01,2019-01-10,1.78,250.0,9,142,141,0
3144,SE CON MEN FEV/19,SE,2019-03-01,2019-01-11,65.5,232.6030534351145,1,94,34,59
6530,SE CON MEN MAR/19,SE,2019-04-01,2019-01-11,59.0,233.9679661016949,2,107,52,54
3721,SE CON MEN JAN/19,SE,2019-02-01,2019-01-11,98.24,169.7760586319218,0,92,10,81
6531,SE CON MEN MAR/19,SE,2019-04-01,2019-01-14,38.0,232.9105263157895,2,107,51,55
3145,SE CON MEN FEV/19,SE,2019-03-01,2019-01-14,62.0,231.40806451612903,1,94,33,60
3722,SE CON MEN JAN/19,SE,2019-02-01,2019-01-14,39.2,170.41326530612244,0,92,9,82
3146,SE CON MEN FEV/19,SE,2019-03-01,2019-01-15,196.52,235.19020964787302,1,94,32,61
3723,SE CON MEN JAN/19,SE,2019-02-01,2019-01-15,111.6,171.46236559139786,0,92,8,83
534,SE CON MEN ABR/19,SE,2019-05-01,2019-01-15,25.0,234.92,3,101,69,31
6532,SE CON MEN MAR/19,SE,2019-04-01,2019-01-15,100.6,235.9905566600398,2,107,50,56
6533,SE CON MEN MAR/19,SE,2019-04-01,2019-01-16,276.9,254.620057782593,2,107,49,57
3147,SE CON MEN FEV/19,SE,2019-03-01,2019-01-16,227.8,249.99179104477614,1,94,31,62
535,SE CON MEN ABR/19,SE,2019-05-01,2019-01-16,20.0,245.625,3,101,68,32
3724,SE CON MEN JAN/19,SE,2019-02-01,2019-01-16,42.0,172.20238095238096,0,92,7,84
5852,SE CON MEN MAI/19,SE,2019-06-01,2019-01-16,11.0,248.1818181818182,4,79,71,7
6534,SE CON MEN MAR/19,SE,2019-04-01,2019-01-17,144.6,265.66640387275237,2,107,48,58
536,SE CON MEN ABR/19,SE,2019-05-01,2019-01-17,7.0,257.42857142857144,3,101,67,33
3725,SE CON MEN JAN/19,SE,2019-02-01,2019-01-17,144.57,173.53707546517256,0,92,6,85
3148,SE CON MEN FEV/19,SE,2019-03-01,2019-01-17,176.39,265.2265859742616,1,94,30,63
5136,SE CON MEN JUN/19,SE,2019-07-01,2019-01-17,4.0,265.0,5,102,98,3
537,SE CON MEN ABR/19,SE,2019-05-01,2019-01-18,31.9,269.13097178683387,3,101,66,34
6535,SE CON MEN MAR/19,SE,2019-04-01,2019-01-18,286.8,278.4878312412832,2,107,47,59
5853,SE CON MEN MAI/19,SE,2019-06-01,2019-01-18,10.0,272.1,4,79,70,8
3149,SE CON MEN FEV/19,SE,2019-03-01,2019-01-18,219.15,278.3441022130961,1,94,29,64
5137,SE CON MEN JUN/19,SE,2019-07-01,2019-01-18,3.0,272.3333333333333,5,102,97,4
3726,SE CON MEN JAN/19,SE,2019-02-01,2019-01-18,48.8,175.09631147540986,0,92,5,86
6536,SE CON MEN MAR/19,SE,2019-04-01,2019-01-21,311.51,319.17593335687457,2,107,46,60
3727,SE CON MEN JAN/19,SE,2019-02-01,2019-01-21,40.8,184.59803921568627,0,92,4,87
8210,SE CON MEN OUT/19,SE,2019-11-01,2019-01-21,48.0,234.0625,9,142,140,1
3150,SE CON MEN FEV/19,SE,2019-03-01,2019-01-21,364.5,313.404548696845,1,94,28,65
4358,SE CON MEN JUL/19,SE,2019-08-01,2019-01-21,15.0,300.0,6,86,85,0
2035,SE CON MEN DEZ/19,SE,2020-01-01,2019-01-21,33.0,215.0,11,180,179,0
7241,SE CON MEN NOV/19,SE,2019-12-01,2019-01-21,33.0,215.0,10,147,142,4
538,SE CON MEN ABR/19,SE,2019-05-01,2019-01-21,52.19,299.1542441080667,3,101,65,35
5138,SE CON MEN JUN/19,SE,2019-07-01,2019-01-21,17.0,306.1764705882353,5,102,96,5
5854,SE CON MEN MAI/19,SE,2019-06-01,2019-01-21,9.84,307.540650406504,4,79,69,9
2036,SE CON MEN DEZ/19,SE,2020-01-01,2019-01-22,19.5,208.02564102564102,11,180,178,1
7242,SE CON MEN NOV/19,SE,2019-12-01,2019-01-22,11.0,215.0,10,147,141,5
5855,SE CON MEN MAI/19,SE,2019-06-01,2019-01-22,5.0,315.0,4,79,68,10
3728,SE CON MEN JAN/19,SE,2019-02-01,2019-01-22,30.8,185.49353896103898,0,92,3,88
6537,SE CON MEN MAR/19,SE,2019-04-01,2019-01-22,337.9,333.1819325244155,2,107,45,61
539,SE CON MEN ABR/19,SE,2019-05-01,2019-01-22,47.4,309.3354430379747,3,101,64,36
3151,SE CON MEN FEV/19,SE,2019-03-01,2019-01-22,294.35,330.873280108714,1,94,27,66
8211,SE CON MEN OUT/19,SE,2019-11-01,2019-01-22,11.0,215.0,9,142,139,2
5856,SE CON MEN MAI/19,SE,2019-06-01,2019-01-23,18.5,315.8378378378378,4,79,67,11
4359,SE CON MEN JUL/19,SE,2019-08-01,2019-01-23,2.0,335.0,6,86,84,1
3152,SE CON MEN FEV/19,SE,2019-03-01,2019-01-23,467.5,339.28407058823524,1,94,26,67
6538,SE CON MEN MAR/19,SE,2019-04-01,2019-01-23,256.5,343.09333333333336,2,107,44,62
5139,SE CON MEN JUN/19,SE,2019-07-01,2019-01-23,33.5,316.4925373134328,5,102,95,6
540,SE CON MEN ABR/19,SE,2019-05-01,2019-01-23,54.4,314.8180147058823,3,101,63,37
3729,SE CON MEN JAN/19,SE,2019-02-01,2019-01-23,40.5,190.7074074074074,0,92,2,89
2037,SE CON MEN DEZ/19,SE,2020-01-01,2019-01-23,0.58,240.0,11,180,177,2
3730,SE CON MEN JAN/19,SE,2019-02-01,2019-01-24,200.5,192.2718204488778,0,92,1,90
3153,SE CON MEN FEV/19,SE,2019-03-01,2019-01-24,289.5,355.96279792746117,1,94,25,68
5140,SE CON MEN JUN/19,SE,2019-07-01,2019-01-24,1.0,321.0,5,102,94,7
5857,SE CON MEN MAI/19,SE,2019-06-01,2019-01-24,2.0,320.5,4,79,66,12
6539,SE CON MEN MAR/19,SE,2019-04-01,2019-01-24,203.8,353.5618253189402,2,107,43,63
541,SE CON MEN ABR/19,SE,2019-05-01,2019-01-24,14.0,320.42857142857144,3,101,62,38
3154,SE CON MEN FEV/19,SE,2019-03-01,2019-01-25,137.5,351.8289454545454,1,94,24,69
6540,SE CON MEN MAR/19,SE,2019-04-01,2019-01-25,51.68,349.91273219814235,2,107,42,64
542,SE CON MEN ABR/19,SE,2019-05-01,2019-01-25,20.9,314.71291866028713,3,101,61,39
543,SE CON MEN ABR/19,SE,2019-05-01,2019-01-28,113.5,329.37533039647576,3,101,60,40
5858,SE CON MEN MAI/19,SE,2019-06-01,2019-01-28,9.0,325.22222222222223,4,79,65,13
6541,SE CON MEN MAR/19,SE,2019-04-01,2019-01-28,432.9,368.85872025872027,2,107,41,65
3155,SE CON MEN FEV/19,SE,2019-03-01,2019-01-28,406.5,389.5277269372694,1,94,23,70
5141,SE CON MEN JUN/19,SE,2019-07-01,2019-01-28,30.6,331.0290849673202,5,102,93,8
5859,SE CON MEN MAI/19,SE,2019-06-01,2019-01-29,21.0,328.3333333333333,4,79,64,14
8212,SE CON MEN OUT/19,SE,2019-11-01,2019-01-29,5.04,275.0,9,142,138,3
9172,SE CON MEN SET/19,SE,2019-10-01,2019-01-29,5.21,365.0,8,111,110,0
3731,SE CON MEN JAN/19,SE,2019-02-01,2019-01-29,1.4,190.0,0,92,0,91
4360,SE CON MEN JUL/19,SE,2019-08-01,2019-01-29,5.04,365.0,6,86,83,2
2038,SE CON MEN DEZ/19,SE,2020-01-01,2019-01-29,5.04,275.0,11,180,176,3
544,SE CON MEN ABR/19,SE,2019-05-01,2019-01-29,32.8,333.1310975609756,3,101,59,41
7243,SE CON MEN NOV/19,SE,2019-12-01,2019-01-29,5.22,275.0,10,147,140,6
6542,SE CON MEN MAR/19,SE,2019-04-01,2019-01-29,305.04,372.51498164175194,2,107,40,66
1177,SE CON MEN AGO/19,SE,2019-09-01,2019-01-29,5.04,365.0,7,88,87,0
3156,SE CON MEN FEV/19,SE,2019-03-01,2019-01-29,256.1,409.33100351425225,1,94,22,71
5142,SE CON MEN JUN/19,SE,2019-07-01,2019-01-29,27.5,330.27272727272725,5,102,92,9
3157,SE CON MEN FEV/19,SE,2019-03-01,2019-01-30,179.26,399.4936963070401,1,94,21,72
1178,SE CON MEN AGO/19,SE,2019-09-01,2019-01-30,33.0,225.0,7,88,86,1
9173,SE CON MEN SET/19,SE,2019-10-01,2019-01-30,33.0,225.0,8,111,109,1
2039,SE CON MEN DEZ/19,SE,2020-01-01,2019-01-30,33.0,225.0,11,180,175,4
4361,SE CON MEN JUL/19,SE,2019-08-01,2019-01-30,33.0,225.0,6,86,82,3
5143,SE CON MEN JUN/19,SE,2019-07-01,2019-01-30,13.0,309.53846153846155,5,102,91,10
7244,SE CON MEN NOV/19,SE,2019-12-01,2019-01-30,33.0,225.0,10,147,139,7
8213,SE CON MEN OUT/19,SE,2019-11-01,2019-01-30,33.0,225.0,9,142,137,4
6543,SE CON MEN MAR/19,SE,2019-04-01,2019-01-30,267.6,351.15840807174885,2,107,39,67
545,SE CON MEN ABR/19,SE,2019-05-01,2019-01-30,6.8,324.8529411764706,3,101,58,42
5860,SE CON MEN MAI/19,SE,2019-06-01,2019-01-30,2.0,315.0,4,79,63,15
3158,SE CON MEN FEV/19,SE,2019-03-01,2019-01-31,220.6,400.07953762465996,1,94,20,73
2040,SE CON MEN DEZ/19,SE,2020-01-01,2019-01-31,10.0,233.0,11,180,174,5
7245,SE CON MEN NOV/19,SE,2019-12-01,2019-01-31,10.0,250.0,10,147,138,8
6544,SE CON MEN MAR/19,SE,2019-04-01,2019-01-31,241.0,322.44161825726144,2,107,38,68
6545,SE CON MEN MAR/19,SE,2019-04-01,2019-02-01,138.7,335.72242249459265,1,107,37,69
546,SE CON MEN ABR/19,SE,2019-05-01,2019-02-01,1.0,320.0,2,101,57,43
3159,SE CON MEN FEV/19,SE,2019-03-01,2019-02-01,206.2,405.2479631425801,0,94,19,74
5144,SE CON MEN JUN/19,SE,2019-07-01,2019-02-04,5.0,312.0,4,102,90,11
3160,SE CON MEN FEV/19,SE,2019-03-01,2019-02-04,281.65,419.60443813243387,0,94,18,75
6546,SE CON MEN MAR/19,SE,2019-04-01,2019-02-04,230.6,344.0631830008673,1,107,36,70
5861,SE CON MEN MAI/19,SE,2019-06-01,2019-02-05,1.8,335.0,3,79,62,16
5145,SE CON MEN JUN/19,SE,2019-07-01,2019-02-05,10.0,317.0,4,102,89,12
547,SE CON MEN ABR/19,SE,2019-05-01,2019-02-05,42.2,338.13507109004735,2,101,56,44
3161,SE CON MEN FEV/19,SE,2019-03-01,2019-02-05,306.5,445.8355628058726,0,94,17,76
6547,SE CON MEN MAR/19,SE,2019-04-01,2019-02-05,336.1,386.4725379351383,1,107,35,71
5862,SE CON MEN MAI/19,SE,2019-06-01,2019-02-06,1.0,330.0,3,79,61,17
2041,SE CON MEN DEZ/19,SE,2020-01-01,2019-02-06,10.9,246.65137614678898,10,180,173,6
6548,SE CON MEN MAR/19,SE,2019-04-01,2019-02-06,200.2,380.00579420579425,1,107,34,72
5146,SE CON MEN JUN/19,SE,2019-07-01,2019-02-06,4.0,322.5,4,102,88,13
548,SE CON MEN ABR/19,SE,2019-05-01,2019-02-06,26.0,331.6057692307692,2,101,55,45
3162,SE CON MEN FEV/19,SE,2019-03-01,2019-02-06,88.29,438.8434703816967,0,94,16,77
4362,SE CON MEN JUL/19,SE,2019-08-01,2019-02-06,3.0,350.0,5,86,81,4
5863,SE CON MEN MAI/19,SE,2019-06-01,2019-02-07,21.0,324.62714285714287,3,79,60,18
5147,SE CON MEN JUN/19,SE,2019-07-01,2019-02-07,9.0,322.8888888888889,4,102,87,14
3163,SE CON MEN FEV/19,SE,2019-03-01,2019-02-07,110.3,439.3699002719855,0,94,15,78
6549,SE CON MEN MAR/19,SE,2019-04-01,2019-02-07,247.6,356.6375201938612,1,107,33,73
7246,SE CON MEN NOV/19,SE,2019-12-01,2019-02-07,23.0,267.0,9,147,137,9
549,SE CON MEN ABR/19,SE,2019-05-01,2019-02-07,39.0,317.2338461538462,2,101,54,46
2042,SE CON MEN DEZ/19,SE,2020-01-01,2019-02-07,13.0,245.0,10,180,172,7
2043,SE CON MEN DEZ/19,SE,2020-01-01,2019-02-08,22.0,225.25,10,180,171,8
5148,SE CON MEN JUN/19,SE,2019-07-01,2019-02-08,5.0,301.0,4,102,86,15
3164,SE CON MEN FEV/19,SE,2019-03-01,2019-02-08,147.5,429.62793220338983,0,94,14,79
550,SE CON MEN ABR/19,SE,2019-05-01,2019-02-08,50.0,298.4402,2,101,53,47
6550,SE CON MEN MAR/19,SE,2019-04-01,2019-02-08,164.64000000000001,335.2397351797861,1,107,32,74
3165,SE CON MEN FEV/19,SE,2019-03-01,2019-02-11,126.45,418.22973507315146,0,94,13,80
8214,SE CON MEN OUT/19,SE,2019-11-01,2019-02-11,3.0,270.0,8,142,136,5
551,SE CON MEN ABR/19,SE,2019-05-01,2019-02-11,19.1,285.0523560209424,2,101,52,48
6551,SE CON MEN MAR/19,SE,2019-04-01,2019-02-11,190.87,315.33195368575474,1,107,31,75
6552,SE CON MEN MAR/19,SE,2019-04-01,2019-02-12,348.2,356.67907811602527,1,107,30,76
3166,SE CON MEN FEV/19,SE,2019-03-01,2019-02-12,133.7,438.2949887808527,0,94,12,81
552,SE CON MEN ABR/19,SE,2019-05-01,2019-02-12,109.0,319.1330275229358,2,101,51,49
5864,SE CON MEN MAI/19,SE,2019-06-01,2019-02-12,14.1,297.9078014184397,3,79,59,19
5149,SE CON MEN JUN/19,SE,2019-07-01,2019-02-12,4.0,300.0,4,102,85,16
3167,SE CON MEN FEV/19,SE,2019-03-01,2019-02-13,125.2,428.1649361022364,0,94,11,82
553,SE CON MEN ABR/19,SE,2019-05-01,2019-02-13,74.0,333.31756756756755,2,101,50,50
5150,SE CON MEN JUN/19,SE,2019-07-01,2019-02-13,5.0,335.0,4,102,84,17
6553,SE CON MEN MAR/19,SE,2019-04-01,2019-02-13,186.8,388.6980728051392,1,107,29,77
554,SE CON MEN ABR/19,SE,2019-05-01,2019-02-14,18.0,328.3333333333333,2,101,49,51
3168,SE CON MEN FEV/19,SE,2019-03-01,2019-02-14,105.2,434.9153992395437,0,94,10,83
6554,SE CON MEN MAR/19,SE,2019-04-01,2019-02-14,59.1,372.35702199661586,1,107,28,78
4363,SE CON MEN JUL/19,SE,2019-08-01,2019-02-14,3.0,358.0,5,86,80,5
3169,SE CON MEN FEV/19,SE,2019-03-01,2019-02-15,78.2,436.7333759590793,0,94,9,84
5865,SE CON MEN MAI/19,SE,2019-06-01,2019-02-15,1.0,318.0,3,79,58,20
555,SE CON MEN ABR/19,SE,2019-05-01,2019-02-15,19.0,325.42105263157896,2,101,48,52
8215,SE CON MEN OUT/19,SE,2019-11-01,2019-02-15,1.5,270.0,8,142,135,6
6555,SE CON MEN MAR/19,SE,2019-04-01,2019-02-15,160.9,375.21379738968307,1,107,27,79
6556,SE CON MEN MAR/19,SE,2019-04-01,2019-02-18,152.5,348.5954098360656,1,107,26,80
556,SE CON MEN ABR/19,SE,2019-05-01,2019-02-18,64.5,311.08527131782944,2,101,47,53
3170,SE CON MEN FEV/19,SE,2019-03-01,2019-02-18,31.9,437.6253918495298,0,94,8,85
557,SE CON MEN ABR/19,SE,2019-05-01,2019-02-19,54.25,313.4562211981567,2,101,46,54
3171,SE CON MEN FEV/19,SE,2019-03-01,2019-02-19,87.7,439.32622576966935,0,94,7,86
6557,SE CON MEN MAR/19,SE,2019-04-01,2019-02-19,145.4,371.5574896836314,1,107,25,81
5866,SE CON MEN MAI/19,SE,2019-06-01,2019-02-19,30.0,328.0,3,79,57,21
6558,SE CON MEN MAR/19,SE,2019-04-01,2019-02-20,109.0,346.3761467889908,1,107,24,82
2044,SE CON MEN DEZ/19,SE,2020-01-01,2019-02-20,13.0,240.0,10,180,170,9
558,SE CON MEN ABR/19,SE,2019-05-01,2019-02-20,43.6,293.23394495412845,2,101,45,55
3172,SE CON MEN FEV/19,SE,2019-03-01,2019-02-20,52.82,433.7796289284362,0,94,6,87
5151,SE CON MEN JUN/19,SE,2019-07-01,2019-02-20,15.0,312.6666666666667,4,102,83,18
6559,SE CON MEN MAR/19,SE,2019-04-01,2019-02-21,135.6,307.3956489675516,1,107,23,83
2045,SE CON MEN DEZ/19,SE,2020-01-01,2019-02-21,1.0,235.0,10,180,169,10
5152,SE CON MEN JUN/19,SE,2019-07-01,2019-02-21,15.0,304.3333333333333,4,102,82,19
559,SE CON MEN ABR/19,SE,2019-05-01,2019-02-21,149.5,263.10200668896323,2,101,44,56
3173,SE CON MEN FEV/19,SE,2019-03-01,2019-02-21,12.1,433.4958677685951,0,94,5,88
5867,SE CON MEN MAI/19,SE,2019-06-01,2019-02-21,3.0,284.0,3,79,56,22
6560,SE CON MEN MAR/19,SE,2019-04-01,2019-02-22,109.7,299.5013673655424,1,107,22,84
5868,SE CON MEN MAI/19,SE,2019-06-01,2019-02-22,15.0,267.8666666666667,3,79,55,23
5153,SE CON MEN JUN/19,SE,2019-07-01,2019-02-22,5.0,284.4,4,102,81,20
3174,SE CON MEN FEV/19,SE,2019-03-01,2019-02-22,10.8,426.787037037037,0,94,4,89
560,SE CON MEN ABR/19,SE,2019-05-01,2019-02-22,77.18,259.7267297227261,2,101,43,57
6561,SE CON MEN MAR/19,SE,2019-04-01,2019-02-25,76.5,279.1375163398693,1,107,21,85
5154,SE CON MEN JUN/19,SE,2019-07-01,2019-02-25,25.0,280.0,4,102,80,21
3175,SE CON MEN FEV/19,SE,2019-03-01,2019-02-25,50.65,425.68882527147093,0,94,3,90
7247,SE CON MEN NOV/19,SE,2019-12-01,2019-02-25,10.0,250.0,9,147,136,10
2046,SE CON MEN DEZ/19,SE,2020-01-01,2019-02-25,27.0,230.22222222222223,10,180,168,11
8216,SE CON MEN OUT/19,SE,2019-11-01,2019-02-25,10.0,295.0,8,142,134,7
561,SE CON MEN ABR/19,SE,2019-05-01,2019-02-25,62.2,253.0466237942122,2,101,42,58
6562,SE CON MEN MAR/19,SE,2019-04-01,2019-02-26,27.3,275.67765567765565,1,107,20,86
3176,SE CON MEN FEV/19,SE,2019-03-01,2019-02-26,3.0,434.0,0,94,2,91
562,SE CON MEN ABR/19,SE,2019-05-01,2019-02-26,46.0,249.9217391304348,2,101,41,59
5869,SE CON MEN MAI/19,SE,2019-06-01,2019-02-26,7.6,260.0,3,79,54,24
5155,SE CON MEN JUN/19,SE,2019-07-01,2019-02-26,2.7,260.0,4,102,79,22
3177,SE CON MEN FEV/19,SE,2019-03-01,2019-02-27,5.0,430.0,0,94,1,92
6563,SE CON MEN MAR/19,SE,2019-04-01,2019-02-27,17.5,265.52000000000004,1,107,19,87
7248,SE CON MEN NOV/19,SE,2019-12-01,2019-02-27,13.89,220.0,9,147,135,11
5870,SE CON MEN MAI/19,SE,2019-06-01,2019-02-27,13.85,256.8050541516246,3,79,53,25
563,SE CON MEN ABR/19,SE,2019-05-01,2019-02-27,9.0,246.72222222222223,2,101,40,60
5871,SE CON MEN MAI/19,SE,2019-06-01,2019-02-28,6.0,256.0,3,79,52,26
3178,SE CON MEN FEV/19,SE,2019-03-01,2019-02-28,108.0,429.95875000000007,0,94,0,93
564,SE CON MEN ABR/19,SE,2019-05-01,2019-02-28,76.1,231.1386333771354,2,101,39,61
6564,SE CON MEN MAR/19,SE,2019-04-01,2019-02-28,90.12,256.5580337328007,1,107,18,88
5156,SE CON MEN JUN/19,SE,2019-07-01,2019-03-01,30.0,279.8333333333333,3,102,78,23
565,SE CON MEN ABR/19,SE,2019-05-01,2019-03-01,54.0,228.08333333333334,1,101,38,62
2047,SE CON MEN DEZ/19,SE,2020-01-01,2019-03-01,2.0,235.0,9,180,167,12
6565,SE CON MEN MAR/19,SE,2019-04-01,2019-03-01,13.600000000000001,250.07352941176467,0,107,17,89
6566,SE CON MEN MAR/19,SE,2019-04-01,2019-03-06,18.2,249.9835164835165,0,107,16,90
5157,SE CON MEN JUN/19,SE,2019-07-01,2019-03-06,5.0,270.0,3,102,77,24
566,SE CON MEN ABR/19,SE,2019-05-01,2019-03-06,45.0,204.97755555555554,1,101,37,63
6567,SE CON MEN MAR/19,SE,2019-04-01,2019-03-07,49.0,254.99489795918367,0,107,15,91
5158,SE CON MEN JUN/19,SE,2019-07-01,2019-03-07,2.0,260.0,3,102,76,25
567,SE CON MEN ABR/19,SE,2019-05-01,2019-03-07,66.35,223.99623210248683,1,101,36,64
6568,SE CON MEN MAR/19,SE,2019-04-01,2019-03-08,16.7,252.91017964071858,0,107,14,92
5159,SE CON MEN JUN/19,SE,2019-07-01,2019-03-08,14.0,276.42857142857144,3,102,75,26
568,SE CON MEN ABR/19,SE,2019-05-01,2019-03-08,34.2,223.34502923976606,1,101,35,65
5160,SE CON MEN JUN/19,SE,2019-07-01,2019-03-11,58.4,273.7127910958904,3,102,74,27
5872,SE CON MEN MAI/19,SE,2019-06-01,2019-03-11,23.2,247.0086206896552,2,79,51,27
569,SE CON MEN ABR/19,SE,2019-05-01,2019-03-11,72.0,210.70000000000002,1,101,34,66
6569,SE CON MEN MAR/19,SE,2019-04-01,2019-03-11,66.2,245.65483383685805,0,107,13,93
5873,SE CON MEN MAI/19,SE,2019-06-01,2019-03-12,45.300000000000004,232.26313465783664,2,79,50,28
6570,SE CON MEN MAR/19,SE,2019-04-01,2019-03-12,60.3,231.9761194029851,0,107,12,94
5161,SE CON MEN JUN/19,SE,2019-07-01,2019-03-12,17.05,273.09090909090907,3,102,73,28
570,SE CON MEN ABR/19,SE,2019-05-01,2019-03-12,85.5,192.5,1,101,33,67
571,SE CON MEN ABR/19,SE,2019-05-01,2019-03-13,12.0,197.25,1,101,32,68
5874,SE CON MEN MAI/19,SE,2019-06-01,2019-03-13,16.5,232.4848484848485,2,79,49,29
6571,SE CON MEN MAR/19,SE,2019-04-01,2019-03-13,30.5,231.10327868852457,0,107,11,95
2048,SE CON MEN DEZ/19,SE,2020-01-01,2019-03-13,10.0,233.0,9,180,166,13
5162,SE CON MEN JUN/19,SE,2019-07-01,2019-03-13,8.0,264.375,3,102,72,29
8217,SE CON MEN OUT/19,SE,2019-11-01,2019-03-13,35.0,309.14285714285717,7,142,133,8
5875,SE CON MEN MAI/19,SE,2019-06-01,2019-03-14,105.5,217.69573459715642,2,79,48,30
1179,SE CON MEN AGO/19,SE,2019-09-01,2019-03-14,5.5,178.38,5,88,85,2
7249,SE CON MEN NOV/19,SE,2019-12-01,2019-03-14,15.0,223.79333333333335,8,147,134,12
5163,SE CON MEN JUN/19,SE,2019-07-01,2019-03-14,97.0,260.1701030927835,3,102,71,30
4364,SE CON MEN JUL/19,SE,2019-08-01,2019-03-14,5.5,178.38,4,86,79,6
2049,SE CON MEN DEZ/19,SE,2020-01-01,2019-03-14,30.0,230.0,9,180,165,14
8218,SE CON MEN OUT/19,SE,2019-11-01,2019-03-14,1.6,295.0,7,142,132,9
9174,SE CON MEN SET/19,SE,2019-10-01,2019-03-14,5.5,178.38,6,111,108,2
6572,SE CON MEN MAR/19,SE,2019-04-01,2019-03-14,82.5,226.03454545454542,0,107,10,96
572,SE CON MEN ABR/19,SE,2019-05-01,2019-03-14,87.9,185.53071672354946,1,101,31,69
5164,SE CON MEN JUN/19,SE,2019-07-01,2019-03-15,65.07,250.59612724757957,3,102,70,31
7250,SE CON MEN NOV/19,SE,2019-12-01,2019-03-15,10.0,240.0,8,147,133,13
8219,SE CON MEN OUT/19,SE,2019-11-01,2019-03-15,30.0,293.3333333333333,7,142,131,10
5876,SE CON MEN MAI/19,SE,2019-06-01,2019-03-15,79.1,201.28381795195955,2,79,47,31
573,SE CON MEN ABR/19,SE,2019-05-01,2019-03-15,150.2,171.27330226364845,1,101,30,70
2050,SE CON MEN DEZ/19,SE,2020-01-01,2019-03-15,11.0,226.36363636363637,9,180,164,15
6573,SE CON MEN MAR/19,SE,2019-04-01,2019-03-15,11.5,220.8608695652174,0,107,9,97
7251,SE CON MEN NOV/19,SE,2019-12-01,2019-03-18,3.0,265.0,8,147,132,14
6574,SE CON MEN MAR/19,SE,2019-04-01,2019-03-18,1.0,224.0,0,107,8,98
5165,SE CON MEN JUN/19,SE,2019-07-01,2019-03-18,3.0,255.0,3,102,69,32
2051,SE CON MEN DEZ/19,SE,2020-01-01,2019-03-18,5.0,221.6,9,180,163,16
574,SE CON MEN ABR/19,SE,2019-05-01,2019-03-18,87.5,177.47965714285712,1,101,29,71
5877,SE CON MEN MAI/19,SE,2019-06-01,2019-03-18,16.0,214.33875,2,79,46,32
5878,SE CON MEN MAI/19,SE,2019-06-01,2019-03-19,74.6,224.02010723860593,2,79,45,33
5166,SE CON MEN JUN/19,SE,2019-07-01,2019-03-19,11.0,260.0,3,102,68,33
575,SE CON MEN ABR/19,SE,2019-05-01,2019-03-19,84.0,182.2632142857143,1,101,28,72
8220,SE CON MEN OUT/19,SE,2019-11-01,2019-03-19,2.0,300.0,7,142,130,11
6575,SE CON MEN MAR/19,SE,2019-04-01,2019-03-19,11.2,225.0357142857143,0,107,7,99
5167,SE CON MEN JUN/19,SE,2019-07-01,2019-03-20,26.0,261.88461538461536,3,102,67,34
8221,SE CON MEN OUT/19,SE,2019-11-01,2019-03-20,5.0,294.8,7,142,129,12
2052,SE CON MEN DEZ/19,SE,2020-01-01,2019-03-20,10.0,227.5,9,180,162,17
576,SE CON MEN ABR/19,SE,2019-05-01,2019-03-20,90.67,183.59369140840408,1,101,27,73
