,produto,submercado,expiracao,data,volume,VWAP,M,H,h,h_cresc
9401,SE CON MEN SET/21,SE,2021-10-01,2021-04-08,9.0,279.3333333333333,5,143,118,24
4587,SE CON MEN JUL/21,SE,2021-08-01,2021-04-08,16.0,260.53125,3,99,68,30
6099,SE CON MEN MAI/21,SE,2021-06-01,2021-04-09,179.9,177.50639244024458,1,105,32,72
4588,SE CON MEN JUL/21,SE,2021-08-01,2021-04-09,21.5,265.0,3,99,67,31
766,SE CON MEN ABR/21,SE,2021-05-01,2021-04-09,135.3,132.4551367331855,0,90,13,76
9402,SE CON MEN SET/21,SE,2021-10-01,2021-04-09,6.0,283.0,5,143,117,25
1366,SE CON MEN AGO/21,SE,2021-09-01,2021-04-09,4.5,282.8888888888889,4,107,85,21
5422,SE CON MEN JUN/21,SE,2021-07-01,2021-04-09,114.3,238.6433070866142,2,121,52,68
9403,SE CON MEN SET/21,SE,2021-10-01,2021-04-12,1.0,296.0,5,143,116,26
8481,SE CON MEN OUT/21,SE,2021-11-01,2021-04-12,0.1,299.0,6,144,129,14
1367,SE CON MEN AGO/21,SE,2021-09-01,2021-04-12,5.4,296.75925925925924,4,107,84,22
4589,SE CON MEN JUL/21,SE,2021-08-01,2021-04-12,38.5,280.61038961038963,3,99,66,32
5423,SE CON MEN JUN/21,SE,2021-07-01,2021-04-12,110.9,244.79846708746618,2,121,51,69
767,SE CON MEN ABR/21,SE,2021-05-01,2021-04-12,43.4,135.06658986175117,0,90,12,77
6100,SE CON MEN MAI/21,SE,2021-06-01,2021-04-12,250.1,182.37748900439823,1,105,31,73
1368,SE CON MEN AGO/21,SE,2021-09-01,2021-04-13,3.9,310.3461538461538,4,107,83,23
9404,SE CON MEN SET/21,SE,2021-10-01,2021-04-13,4.3,311.3255813953489,5,143,115,27
4590,SE CON MEN JUL/21,SE,2021-08-01,2021-04-13,27.3,293.007326007326,3,99,65,33
768,SE CON MEN ABR/21,SE,2021-05-01,2021-04-13,66.6,137.2340840840841,0,90,11,78
5424,SE CON MEN JUN/21,SE,2021-07-01,2021-04-13,274.81,265.82793566464096,2,121,50,70
2441,SE CON MEN DEZ/21,SE,2022-01-01,2021-04-13,11.4,262.0,8,192,157,34
8482,SE CON MEN OUT/21,SE,2021-11-01,2021-04-13,16.5,309.2121212121212,6,144,128,15
7520,SE CON MEN NOV/21,SE,2021-12-01,2021-04-13,5.0,294.2,7,147,138,8
6101,SE CON MEN MAI/21,SE,2021-06-01,2021-04-13,398.9,197.0347355226874,1,105,30,74
5425,SE CON MEN JUN/21,SE,2021-07-01,2021-04-14,227.61,285.4000922630816,2,121,49,71
4591,SE CON MEN JUL/21,SE,2021-08-01,2021-04-14,50.5,312.35425742574256,3,99,64,34
6102,SE CON MEN MAI/21,SE,2021-06-01,2021-04-14,340.02,214.78195694370922,1,105,29,75
1369,SE CON MEN AGO/21,SE,2021-09-01,2021-04-14,15.0,315.4,4,107,82,24
8483,SE CON MEN OUT/21,SE,2021-11-01,2021-04-14,6.0,318.75,6,144,127,16
2442,SE CON MEN DEZ/21,SE,2022-01-01,2021-04-14,9.1,282.7692307692308,8,192,156,35
769,SE CON MEN ABR/21,SE,2021-05-01,2021-04-14,29.0,137.1544827586207,0,90,10,79
9405,SE CON MEN SET/21,SE,2021-10-01,2021-04-14,16.6,318.88554216867465,5,143,114,28
9406,SE CON MEN SET/21,SE,2021-10-01,2021-04-15,15.39,323.9087069525666,5,143,113,29
6103,SE CON MEN MAI/21,SE,2021-06-01,2021-04-15,248.2,207.9893553585818,1,105,28,76
770,SE CON MEN ABR/21,SE,2021-05-01,2021-04-15,6.6,136.35,0,90,9,80
8484,SE CON MEN OUT/21,SE,2021-11-01,2021-04-15,1.0,321.5,6,144,126,17
5426,SE CON MEN JUN/21,SE,2021-07-01,2021-04-15,339.4,280.31619033588686,2,121,48,72
2443,SE CON MEN DEZ/21,SE,2022-01-01,2021-04-15,2.0,275.0,8,192,155,36
1370,SE CON MEN AGO/21,SE,2021-09-01,2021-04-15,23.75,322.9023157894737,4,107,81,25
4592,SE CON MEN JUL/21,SE,2021-08-01,2021-04-15,107.1,315.38972922502336,3,99,63,35
2444,SE CON MEN DEZ/21,SE,2022-01-01,2021-04-16,10.0,277.5,8,192,154,37
6104,SE CON MEN MAI/21,SE,2021-06-01,2021-04-16,178.7,208.6217683268047,1,105,27,77
4593,SE CON MEN JUL/21,SE,2021-08-01,2021-04-16,117.5,313.58387234042556,3,99,62,36
771,SE CON MEN ABR/21,SE,2021-05-01,2021-04-16,49.4,137.22933198380568,0,90,8,81
8485,SE CON MEN OUT/21,SE,2021-11-01,2021-04-16,8.0,329.625,6,144,125,18
5427,SE CON MEN JUN/21,SE,2021-07-01,2021-04-16,320.2,280.89959400374767,2,121,47,73
9407,SE CON MEN SET/21,SE,2021-10-01,2021-04-16,12.1,333.54545454545456,5,143,112,30
7521,SE CON MEN NOV/21,SE,2021-12-01,2021-04-16,5.0,307.0,7,147,137,9
1371,SE CON MEN AGO/21,SE,2021-09-01,2021-04-16,18.9,336.8005291005291,4,107,80,26
4594,SE CON MEN JUL/21,SE,2021-08-01,2021-04-19,131.7,367.1753606681853,3,99,61,37
1372,SE CON MEN AGO/21,SE,2021-09-01,2021-04-19,26.1,376.1800766283525,4,107,79,27
5428,SE CON MEN JUN/21,SE,2021-07-01,2021-04-19,379.9,316.9778889181364,2,121,46,74
6105,SE CON MEN MAI/21,SE,2021-06-01,2021-04-19,258.1,215.94387059279347,1,105,26,78
9408,SE CON MEN SET/21,SE,2021-10-01,2021-04-19,0.6,370.1666666666667,5,143,111,31
772,SE CON MEN ABR/21,SE,2021-05-01,2021-04-19,24.5,136.9795918367347,0,90,7,82
6106,SE CON MEN MAI/21,SE,2021-06-01,2021-04-20,162.9,209.53831798649483,1,105,25,79
7522,SE CON MEN NOV/21,SE,2021-12-01,2021-04-20,8.0,310.0,7,147,136,10
4595,SE CON MEN JUL/21,SE,2021-08-01,2021-04-20,61.6,372.349025974026,3,99,60,38
5429,SE CON MEN JUN/21,SE,2021-07-01,2021-04-20,287.1,323.7491814698711,2,121,45,75
2445,SE CON MEN DEZ/21,SE,2022-01-01,2021-04-20,3.0,299.5,8,192,153,38
9409,SE CON MEN SET/21,SE,2021-10-01,2021-04-20,3.0,367.3333333333333,5,143,110,32
1373,SE CON MEN AGO/21,SE,2021-09-01,2021-04-20,13.5,373.94444444444446,4,107,78,28
773,SE CON MEN ABR/21,SE,2021-05-01,2021-04-20,17.1,137.85380116959064,0,90,6,83
5430,SE CON MEN JUN/21,SE,2021-07-01,2021-04-22,458.3,303.57872572550735,2,121,44,76
9410,SE CON MEN SET/21,SE,2021-10-01,2021-04-22,20.0,371.875,5,143,109,33
6107,SE CON MEN MAI/21,SE,2021-06-01,2021-04-22,220.5,206.5447981859411,1,105,24,80
4596,SE CON MEN JUL/21,SE,2021-08-01,2021-04-22,111.4,366.52244165170555,3,99,59,39
7523,SE CON MEN NOV/21,SE,2021-12-01,2021-04-22,1.0,310.0,7,147,135,11
774,SE CON MEN ABR/21,SE,2021-05-01,2021-04-22,28.0,136.29642857142855,0,90,5,84
2446,SE CON MEN DEZ/21,SE,2022-01-01,2021-04-22,14.2,294.16901408450707,8,192,152,39
1374,SE CON MEN AGO/21,SE,2021-09-01,2021-04-22,12.0,376.5,4,107,77,29
4597,SE CON MEN JUL/21,SE,2021-08-01,2021-04-23,55.6,357.3525179856115,3,99,58,40
5431,SE CON MEN JUN/21,SE,2021-07-01,2021-04-23,438.2,292.25777042446373,2,121,43,77
6108,SE CON MEN MAI/21,SE,2021-06-01,2021-04-23,235.7,196.2822274077217,1,105,23,81
2447,SE CON MEN DEZ/21,SE,2022-01-01,2021-04-23,10.5,276.8095238095238,8,192,151,40
775,SE CON MEN ABR/21,SE,2021-05-01,2021-04-23,7.1,134.943661971831,0,90,4,85
1375,SE CON MEN AGO/21,SE,2021-09-01,2021-04-23,16.7,370.4670658682635,4,107,76,30
9411,SE CON MEN SET/21,SE,2021-10-01,2021-04-23,37.4,368.0187165775401,5,143,108,34
9412,SE CON MEN SET/21,SE,2021-10-01,2021-04-26,25.57,380.3128666405944,5,143,107,35
6109,SE CON MEN MAI/21,SE,2021-06-01,2021-04-26,179.1,197.93886097152426,1,105,22,82
4598,SE CON MEN JUL/21,SE,2021-08-01,2021-04-26,17.6,365.2897727272728,3,99,57,41
2448,SE CON MEN DEZ/21,SE,2022-01-01,2021-04-26,4.0,285.75,8,192,150,41
1376,SE CON MEN AGO/21,SE,2021-09-01,2021-04-26,20.3,385.764039408867,4,107,75,31
776,SE CON MEN ABR/21,SE,2021-05-01,2021-04-26,5.0,134.5,0,90,3,86
8486,SE CON MEN OUT/21,SE,2021-11-01,2021-04-26,1.0,350.0,6,144,124,19
5432,SE CON MEN JUN/21,SE,2021-07-01,2021-04-26,267.2,287.4260254491018,2,121,42,78
5433,SE CON MEN JUN/21,SE,2021-07-01,2021-04-27,514.4,272.78281493001555,2,121,41,79
6110,SE CON MEN MAI/21,SE,2021-06-01,2021-04-27,157.0,193.57104458598727,1,105,21,83
2449,SE CON MEN DEZ/21,SE,2022-01-01,2021-04-27,2.0,285.5,8,192,149,42
1377,SE CON MEN AGO/21,SE,2021-09-01,2021-04-27,42.5,379.81882352941176,4,107,74,32
4599,SE CON MEN JUL/21,SE,2021-08-01,2021-04-27,81.3,362.9724477244773,3,99,56,42
9413,SE CON MEN SET/21,SE,2021-10-01,2021-04-27,30.3,379.06435643564356,5,143,106,36
8487,SE CON MEN OUT/21,SE,2021-11-01,2021-04-27,5.1,355.4117647058824,6,144,123,20
9414,SE CON MEN SET/21,SE,2021-10-01,2021-04-28,3.8,387.68421052631584,5,143,105,37
777,SE CON MEN ABR/21,SE,2021-05-01,2021-04-28,52.72,134.74006069802735,0,90,2,87
5434,SE CON MEN JUN/21,SE,2021-07-01,2021-04-28,237.02,281.6068053328833,2,121,40,80
6111,SE CON MEN MAI/21,SE,2021-06-01,2021-04-28,106.0,206.5221698113208,1,105,20,84
1378,SE CON MEN AGO/21,SE,2021-09-01,2021-04-28,4.1,384.26804878048785,4,107,73,33
4600,SE CON MEN JUL/21,SE,2021-08-01,2021-04-28,65.0,372.7307692307692,3,99,55,43
2450,SE CON MEN DEZ/21,SE,2022-01-01,2021-04-28,27.0,298.5925925925926,8,192,148,43
8488,SE CON MEN OUT/21,SE,2021-11-01,2021-04-28,27.0,364.31481481481484,6,144,122,21
7524,SE CON MEN NOV/21,SE,2021-12-01,2021-04-28,26.1,316.5134099616858,7,147,134,12
1379,SE CON MEN AGO/21,SE,2021-09-01,2021-04-29,24.2,389.6611570247934,4,107,72,34
9415,SE CON MEN SET/21,SE,2021-10-01,2021-04-29,21.6,392.98842592592587,5,143,104,38
5435,SE CON MEN JUN/21,SE,2021-07-01,2021-04-29,339.8,280.3542230723956,2,121,39,81
6112,SE CON MEN MAI/21,SE,2021-06-01,2021-04-29,85.4,202.90724824355974,1,105,19,85
8489,SE CON MEN OUT/21,SE,2021-11-01,2021-04-29,14.9,370.88590604026854,6,144,121,22
778,SE CON MEN ABR/21,SE,2021-05-01,2021-04-29,10.5,134.2,0,90,1,88
4601,SE CON MEN JUL/21,SE,2021-08-01,2021-04-29,59.1,375.3350253807107,3,99,54,44
2451,SE CON MEN DEZ/21,SE,2022-01-01,2021-04-29,1.0,280.0,8,192,147,44
5436,SE CON MEN JUN/21,SE,2021-07-01,2021-04-30,309.0,316.23438187702266,2,121,38,82
1380,SE CON MEN AGO/21,SE,2021-09-01,2021-04-30,38.0,415.06052631578956,4,107,71,35
2452,SE CON MEN DEZ/21,SE,2022-01-01,2021-04-30,21.8,296.62385321100913,8,192,146,45
6113,SE CON MEN MAI/21,SE,2021-06-01,2021-04-30,114.5,218.01877729257643,1,105,18,86
779,SE CON MEN ABR/21,SE,2021-05-01,2021-04-30,2.2,132.0,0,90,0,89
8490,SE CON MEN OUT/21,SE,2021-11-01,2021-04-30,8.1,393.5432098765432,6,144,120,23
7525,SE CON MEN NOV/21,SE,2021-12-01,2021-04-30,16.0,378.1875,7,147,133,13
4602,SE CON MEN JUL/21,SE,2021-08-01,2021-04-30,58.4,406.3662671232876,3,99,53,45
9416,SE CON MEN SET/21,SE,2021-10-01,2021-04-30,45.7,411.9323851203502,5,143,103,39
7526,SE CON MEN NOV/21,SE,2021-12-01,2021-05-03,57.2,407.18094405594405,6,147,132,14
1381,SE CON MEN AGO/21,SE,2021-09-01,2021-05-03,35.5,450.87464788732393,3,107,70,36
2453,SE CON MEN DEZ/21,SE,2022-01-01,2021-05-03,10.6,310.70754716981133,7,192,145,46
5437,SE CON MEN JUN/21,SE,2021-07-01,2021-05-03,223.7,339.74946356727764,1,121,37,83
9417,SE CON MEN SET/21,SE,2021-10-01,2021-05-03,80.9,454.27725587144624,4,143,102,40
4603,SE CON MEN JUL/21,SE,2021-08-01,2021-05-03,178.5,439.93305322128856,2,99,52,46
8491,SE CON MEN OUT/21,SE,2021-11-01,2021-05-03,39.6,416.580808080808,5,144,119,24
6114,SE CON MEN MAI/21,SE,2021-06-01,2021-05-03,93.6,225.4900641025641,0,105,17,87
6115,SE CON MEN MAI/21,SE,2021-06-01,2021-05-04,164.2,220.30146163215593,0,105,16,88
4604,SE CON MEN JUL/21,SE,2021-08-01,2021-05-04,89.49,456.35197787462283,2,99,51,47
8492,SE CON MEN OUT/21,SE,2021-11-01,2021-05-04,27.92,426.13703438395413,5,144,118,25
5438,SE CON MEN JUN/21,SE,2021-07-01,2021-05-04,349.2,328.18548109965633,1,121,36,84
1382,SE CON MEN AGO/21,SE,2021-09-01,2021-05-04,50.8,479.52992125984247,3,107,69,37
7527,SE CON MEN NOV/21,SE,2021-12-01,2021-05-04,26.43,414.2043208475218,6,147,131,15
2454,SE CON MEN DEZ/21,SE,2022-01-01,2021-05-04,13.0,306.3076923076923,7,192,144,47
9418,SE CON MEN SET/21,SE,2021-10-01,2021-05-04,88.7,464.7172040586246,4,143,101,41
8493,SE CON MEN OUT/21,SE,2021-11-01,2021-05-05,10.0,409.88,5,144,117,26
1383,SE CON MEN AGO/21,SE,2021-09-01,2021-05-05,70.8,456.6738700564972,3,107,68,38
2455,SE CON MEN DEZ/21,SE,2022-01-01,2021-05-05,7.5,300.0,7,192,143,48
4605,SE CON MEN JUL/21,SE,2021-08-01,2021-05-05,117.9,433.7033078880406,2,99,50,48
5439,SE CON MEN JUN/21,SE,2021-07-01,2021-05-05,272.5,301.6909504587156,1,121,35,85
9419,SE CON MEN SET/21,SE,2021-10-01,2021-05-05,30.2,452.09271523178813,4,143,100,42
6116,SE CON MEN MAI/21,SE,2021-06-01,2021-05-05,143.8,211.65334492350485,0,105,15,89
7528,SE CON MEN NOV/21,SE,2021-12-01,2021-05-05,0.7,388.0,6,147,130,16
7529,SE CON MEN NOV/21,SE,2021-12-01,2021-05-06,5.5,390.6363636363636,6,147,129,17
9420,SE CON MEN SET/21,SE,2021-10-01,2021-05-06,76.84,435.32639250390423,4,143,99,43
1384,SE CON MEN AGO/21,SE,2021-09-01,2021-05-06,43.4,443.06451612903226,3,107,67,39
8494,SE CON MEN OUT/21,SE,2021-11-01,2021-05-06,7.0,383.42857142857144,5,144,116,27
6117,SE CON MEN MAI/21,SE,2021-06-01,2021-05-06,94.7,209.599303062302,0,105,14,90
5440,SE CON MEN JUN/21,SE,2021-07-01,2021-05-06,210.1,293.28938600666345,1,121,34,86
4606,SE CON MEN JUL/21,SE,2021-08-01,2021-05-06,144.0,398.5164861111111,2,99,49,49
4607,SE CON MEN JUL/21,SE,2021-08-01,2021-05-07,160.95,432.5150046598323,2,99,48,50
9421,SE CON MEN SET/21,SE,2021-10-01,2021-05-07,41.4,462.5224154589372,4,143,98,44
1385,SE CON MEN AGO/21,SE,2021-09-01,2021-05-07,46.2,464.40800865800867,3,107,66,40
8495,SE CON MEN OUT/21,SE,2021-11-01,2021-05-07,7.4,414.908108108108,5,144,115,28
2456,SE CON MEN DEZ/21,SE,2022-01-01,2021-05-07,24.8,294.4112903225806,7,192,142,49
7530,SE CON MEN NOV/21,SE,2021-12-01,2021-05-07,12.0,402.0833333333333,6,147,128,18
6118,SE CON MEN MAI/21,SE,2021-06-01,2021-05-07,25.8,212.4263565891473,0,105,13,91
5441,SE CON MEN JUN/21,SE,2021-07-01,2021-05-07,144.9,310.42329882677706,1,121,33,87
5442,SE CON MEN JUN/21,SE,2021-07-01,2021-05-10,173.0,301.906936416185,1,121,32,88
6119,SE CON MEN MAI/21,SE,2021-06-01,2021-05-10,37.0,215.27027027027026,0,105,12,92
1386,SE CON MEN AGO/21,SE,2021-09-01,2021-05-10,77.4,483.2016795865632,3,107,65,41
4608,SE CON MEN JUL/21,SE,2021-08-01,2021-05-10,122.2,449.0097381342063,2,99,47,51
9422,SE CON MEN SET/21,SE,2021-10-01,2021-05-10,33.8,468.35059171597635,4,143,97,45
2457,SE CON MEN DEZ/21,SE,2022-01-01,2021-05-10,3.0,300.0,7,192,141,50
8496,SE CON MEN OUT/21,SE,2021-11-01,2021-05-10,43.4,420.0092165898618,5,144,114,29
7531,SE CON MEN NOV/21,SE,2021-12-01,2021-05-10,36.0,403.7638888888889,6,147,127,19
5443,SE CON MEN JUN/21,SE,2021-07-01,2021-05-11,135.2,292.77928254437876,1,121,31,89
4609,SE CON MEN JUL/21,SE,2021-08-01,2021-05-11,123.25,450.63123732251523,2,99,46,52
6120,SE CON MEN MAI/21,SE,2021-06-01,2021-05-11,20.9,213.92344497607658,0,105,11,93
2458,SE CON MEN DEZ/21,SE,2022-01-01,2021-05-11,50.0,300.555,7,192,140,51
9423,SE CON MEN SET/21,SE,2021-10-01,2021-05-11,34.8,465.19568965517243,4,143,96,46
8497,SE CON MEN OUT/21,SE,2021-11-01,2021-05-11,41.0,417.00268292682927,5,144,113,30
1387,SE CON MEN AGO/21,SE,2021-09-01,2021-05-11,37.2,483.8400537634408,3,107,64,42
7532,SE CON MEN NOV/21,SE,2021-12-01,2021-05-11,46.1,406.7106290672451,6,147,126,20
4610,SE CON MEN JUL/21,SE,2021-08-01,2021-05-12,199.5,438.46290726817045,2,99,45,53
1388,SE CON MEN AGO/21,SE,2021-09-01,2021-05-12,30.5,480.1967213114754,3,107,63,43
8498,SE CON MEN OUT/21,SE,2021-11-01,2021-05-12,53.1,413.9398305084746,5,144,112,31
5444,SE CON MEN JUN/21,SE,2021-07-01,2021-05-12,247.7,280.2017803794913,1,121,30,90
6121,SE CON MEN MAI/21,SE,2021-06-01,2021-05-12,60.8,212.59851973684206,0,105,10,94
7533,SE CON MEN NOV/21,SE,2021-12-01,2021-05-12,6.5,393.38461538461536,6,147,125,21
2459,SE CON MEN DEZ/21,SE,2022-01-01,2021-05-12,18.0,296.0,7,192,139,52
9424,SE CON MEN SET/21,SE,2021-10-01,2021-05-12,39.4,461.6510152284264,4,143,95,47
6122,SE CON MEN MAI/21,SE,2021-06-01,2021-05-13,61.5,211.0609756097561,0,105,9,95
2460,SE CON MEN DEZ/21,SE,2022-01-01,2021-05-13,12.0,289.4166666666667,7,192,138,53
1389,SE CON MEN AGO/21,SE,2021-09-01,2021-05-13,86.3,479.7741714947856,3,107,62,44
8499,SE CON MEN OUT/21,SE,2021-11-01,2021-05-13,21.8,410.11926605504595,5,144,111,32
4611,SE CON MEN JUL/21,SE,2021-08-01,2021-05-13,103.6,431.3957528957529,2,99,44,54
9425,SE CON MEN SET/21,SE,2021-10-01,2021-05-13,32.6,459.7285276073619,4,143,94,48
5445,SE CON MEN JUN/21,SE,2021-07-01,2021-05-13,226.4,269.8500485865724,1,121,29,91
7534,SE CON MEN NOV/21,SE,2021-12-01,2021-05-13,3.0,391.6666666666667,6,147,124,22
9426,SE CON MEN SET/21,SE,2021-10-01,2021-05-14,27.2,459.0202205882353,4,143,93,49
5446,SE CON MEN JUN/21,SE,2021-07-01,2021-05-14,136.7,272.43628383321146,1,121,28,92
7535,SE CON MEN NOV/21,SE,2021-12-01,2021-05-14,8.1,384.74074074074076,6,147,123,23
4612,SE CON MEN JUL/21,SE,2021-08-01,2021-05-14,121.0,436.2247933884297,2,99,43,55
6123,SE CON MEN MAI/21,SE,2021-06-01,2021-05-14,33.0,212.21212121212122,0,105,8,96
8500,SE CON MEN OUT/21,SE,2021-11-01,2021-05-14,14.4,405.43055555555554,5,144,110,33
1390,SE CON MEN AGO/21,SE,2021-09-01,2021-05-14,60.0,477.8075,3,107,61,45
9427,SE CON MEN SET/21,SE,2021-10-01,2021-05-17,45.6,461.0311403508772,4,143,92,50
8501,SE CON MEN OUT/21,SE,2021-11-01,2021-05-17,23.0,407.95652173913044,5,144,109,34
5447,SE CON MEN JUN/21,SE,2021-07-01,2021-05-17,129.8,269.53744992295844,1,121,27,93
1391,SE CON MEN AGO/21,SE,2021-09-01,2021-05-17,17.4,476.6091954022989,3,107,60,46
7536,SE CON MEN NOV/21,SE,2021-12-01,2021-05-17,10.3,394.4660194174757,6,147,122,24
6124,SE CON MEN MAI/21,SE,2021-06-01,2021-05-17,19.2,213.37500000000003,0,105,7,97
4613,SE CON MEN JUL/21,SE,2021-08-01,2021-05-17,134.4,422.74025297619045,2,99,42,56
2461,SE CON MEN DEZ/21,SE,2022-01-01,2021-05-17,22.0,293.0,7,192,137,54
5448,SE CON MEN JUN/21,SE,2021-07-01,2021-05-18,128.9,284.0095112490303,1,121,26,94
9428,SE CON MEN SET/21,SE,2021-10-01,2021-05-18,55.8,467.7350358422939,4,143,91,51
6125,SE CON MEN MAI/21,SE,2021-06-01,2021-05-18,25.0,216.1,0,105,6,98
8502,SE CON MEN OUT/21,SE,2021-11-01,2021-05-18,23.0,415.29956521739126,5,144,108,35
2462,SE CON MEN DEZ/21,SE,2022-01-01,2021-05-18,28.0,300.39285714285717,7,192,136,55
4614,SE CON MEN JUL/21,SE,2021-08-01,2021-05-18,156.4,444.8186125319693,2,99,41,57
1392,SE CON MEN AGO/21,SE,2021-09-01,2021-05-18,65.5,485.2290076335878,3,107,59,47
7537,SE CON MEN NOV/21,SE,2021-12-01,2021-05-18,2.0,400.5,6,147,121,25
1393,SE CON MEN AGO/21,SE,2021-09-01,2021-05-19,109.0,488.2559633027523,3,107,58,48
8503,SE CON MEN OUT/21,SE,2021-11-01,2021-05-19,55.4,420.0649819494585,5,144,107,36
7538,SE CON MEN NOV/21,SE,2021-12-01,2021-05-19,51.0,400.5735294117647,6,147,120,26
2463,SE CON MEN DEZ/21,SE,2022-01-01,2021-05-19,60.8,301.22861842105266,7,192,135,56
6126,SE CON MEN MAI/21,SE,2021-06-01,2021-05-19,46.5,215.8636559139785,0,105,5,99
4615,SE CON MEN JUL/21,SE,2021-08-01,2021-05-19,241.0,456.50839004149384,2,99,40,58
9429,SE CON MEN SET/21,SE,2021-10-01,2021-05-19,139.9,479.08906361686917,4,143,90,52
5449,SE CON MEN JUN/21,SE,2021-07-01,2021-05-19,131.44,291.1932592818016,1,121,25,95
7539,SE CON MEN NOV/21,SE,2021-12-01,2021-05-20,29.619999999999997,396.9372045914922,6,147,119,27
4616,SE CON MEN JUL/21,SE,2021-08-01,2021-05-20,107.3,433.7454799627213,2,99,39,59
6127,SE CON MEN MAI/21,SE,2021-06-01,2021-05-20,22.0,216.27272727272728,0,105,4,100
8504,SE CON MEN OUT/21,SE,2021-11-01,2021-05-20,48.87,414.9416820135052,5,144,106,37
9430,SE CON MEN SET/21,SE,2021-10-01,2021-05-20,89.89,466.1105239737457,4,143,89,53
1394,SE CON MEN AGO/21,SE,2021-09-01,2021-05-20,52.1,481.83109404990404,3,107,57,49
2464,SE CON MEN DEZ/21,SE,2022-01-01,2021-05-20,58.45,296.6535500427716,7,192,134,57
5450,SE CON MEN JUN/21,SE,2021-07-01,2021-05-20,191.7,268.44654147104853,1,121,24,96
7540,SE CON MEN NOV/21,SE,2021-12-01,2021-05-21,19.65,403.71119592875317,6,147,118,28
2465,SE CON MEN DEZ/21,SE,2022-01-01,2021-05-21,16.0,299.375,7,192,133,58
9431,SE CON MEN SET/21,SE,2021-10-01,2021-05-21,61.16,473.3951929365598,4,143,88,54
4617,SE CON MEN JUL/21,SE,2021-08-01,2021-05-21,142.74,444.70341179767405,2,99,38,60
6128,SE CON MEN MAI/21,SE,2021-06-01,2021-05-21,3.5,216.5,0,105,3,101
1395,SE CON MEN AGO/21,SE,2021-09-01,2021-05-21,40.5,489.63456790123456,3,107,56,50
5451,SE CON MEN JUN/21,SE,2021-07-01,2021-05-21,79.7,272.71227101631115,1,121,23,97
8505,SE CON MEN OUT/21,SE,2021-11-01,2021-05-21,47.35,425.55290390707495,5,144,105,38
1396,SE CON MEN AGO/21,SE,2021-09-01,2021-05-24,27.0,498.81481481481484,3,107,55,51
4618,SE CON MEN JUL/21,SE,2021-08-01,2021-05-24,173.7,466.9900402993667,2,99,37,61
2466,SE CON MEN DEZ/21,SE,2022-01-01,2021-05-24,3.0,303.3333333333333,7,192,132,59
6129,SE CON MEN MAI/21,SE,2021-06-01,2021-05-24,1.5,218.99,0,105,2,102
5452,SE CON MEN JUN/21,SE,2021-07-01,2021-05-24,147.3,300.29220638153424,1,121,22,98
8506,SE CON MEN OUT/21,SE,2021-11-01,2021-05-24,7.0,438.2857142857143,5,144,104,39
7541,SE CON MEN NOV/21,SE,2021-12-01,2021-05-24,4.0,420.125,6,147,117,29
9432,SE CON MEN SET/21,SE,2021-10-01,2021-05-24,29.3,480.3547781569966,4,143,87,55
5453,SE CON MEN JUN/21,SE,2021-07-01,2021-05-25,83.4,296.06342925659476,1,121,21,99
1397,SE CON MEN AGO/21,SE,2021-09-01,2021-05-25,20.5,494.80390243902434,3,107,54,52
4619,SE CON MEN JUL/21,SE,2021-08-01,2021-05-25,99.8,468.9722444889779,2,99,36,62
7542,SE CON MEN NOV/21,SE,2021-12-01,2021-05-25,12.9,410.7751937984496,6,147,116,30
9433,SE CON MEN SET/21,SE,2021-10-01,2021-05-25,22.0,479.5,4,143,86,56
8507,SE CON MEN OUT/21,SE,2021-11-01,2021-05-25,29.6,431.44932432432427,5,144,103,40
2467,SE CON MEN DEZ/21,SE,2022-01-01,2021-05-26,56.6,319.8938162544169,7,192,131,60
5454,SE CON MEN JUN/21,SE,2021-07-01,2021-05-26,114.7,318.6674803836095,1,121,20,100
8508,SE CON MEN OUT/21,SE,2021-11-01,2021-05-26,53.0,451.33962264150944,5,144,102,41
6130,SE CON MEN MAI/21,SE,2021-06-01,2021-05-26,1.0,210.0,0,105,1,103
9434,SE CON MEN SET/21,SE,2021-10-01,2021-05-26,69.3,498.38773448773446,4,143,85,57
4620,SE CON MEN JUL/21,SE,2021-08-01,2021-05-26,290.2,501.4118125430736,2,99,35,63
1398,SE CON MEN AGO/21,SE,2021-09-01,2021-05-26,107.14,513.2055814821729,3,107,53,53
7543,SE CON MEN NOV/21,SE,2021-12-01,2021-05-26,29.1,431.55670103092785,6,147,115,31
1399,SE CON MEN AGO/21,SE,2021-09-01,2021-05-27,44.0,526.9818181818182,3,107,52,54
7544,SE CON MEN NOV/21,SE,2021-12-01,2021-05-27,7.0,441.0,6,147,114,32
9435,SE CON MEN SET/21,SE,2021-10-01,2021-05-27,24.9,522.4166666666666,4,143,84,58
2468,SE CON MEN DEZ/21,SE,2022-01-01,2021-05-27,29.0,325.7241379310345,7,192,130,61
4621,SE CON MEN JUL/21,SE,2021-08-01,2021-05-27,128.1,526.1989851678376,2,99,34,64
8509,SE CON MEN OUT/21,SE,2021-11-01,2021-05-27,30.0,463.19,5,144,101,42
5455,SE CON MEN JUN/21,SE,2021-07-01,2021-05-27,75.1,329.7896138482024,1,121,19,101
8510,SE CON MEN OUT/21,SE,2021-11-01,2021-05-28,23.1,483.5108225108225,5,144,100,43
