,dt,type_x,price_x,size_x,order_value_x,portfolio_value_x,pnl_x,type_y,price_y,size_y,order_value_y,portfolio_value_y,pnl_y,type_x,price_x,size_x,order_value_x,portfolio_value_x,pnl_x,type_y,price_y,size_y,order_value_y,portfolio_value_y,pnl_y,type,price,size,order_value,portfolio_value,pnl
29,2022-04-12,sell,177.02127659574467,-1532.0,317383.6610169492,271699.8026274084,-46187.06527226827,,,,,,,buy,177.0212765957447,4911.0,869351.4893617022,697419707.6356912,0.0,sell,177.0212765957447,-448.0,114363.0832606257,79449.86620077371,-35057.551345732085,,,,,,
30,2022-04-13,buy,157.0,1728.0,271296.0,333975.5673332908,0.0,,,,,,,buy,157.0,5.0,785.0,857511778.1062794,0.0,,,,,,,buy,157.0,344017.0,54010669.0,66462912.54790159,0.0
31,2022-04-14,sell,193.0392156862745,-1728.0,271296.0,333975.5673332908,62275.76470588234,,,,,,,,,,,,,,,,,,,sell,193.0392156862745,-344017.0,54010669.0,66462912.54790159,12398102.862745097
32,2023-01-09,buy,105.66359447004608,3157.0,333579.96774193546,313085.2717532137,0.0,,,,,,,buy,105.66359447004606,55281919.0,5841286270.741935,5481319645.369529,0.0,,,,,,,,,,,,
33,2023-01-10,sell,99.04645934807046,-3157.0,333579.96774193546,313085.2717532137,-20890.29558007704,,,,,,,buy,99.04645934807046,58916.0,5835421.198950919,5905483964.163293,0.0,,,,,,,,,,,,
34,2019-02-18,,,,,,,buy,225.0,444.0,99900.0,92119.0,0.0,,,,,,,,,,,,,,,,,,
35,2019-08-28,,,,,,,sell,190.6,-444.0,99900.0,84726.4,-15273.600000000002,,,,,,,,,,,,,,,,,,
36,2019-10-14,,,,,,,buy,201.75,419.0,84533.25,87764.15,0.0,,,,,,,,,,,,,,,,,,
37,2020-03-04,,,,,,,sell,195.0,-419.0,84533.25,81898.15,-2828.25,,,,,,,,,,,,,sell,195.0,-954.0,182055.0,186323.93007383545,3974.999999999991
38,2020-10-07,,,,,,,buy,162.31034482758622,504.0,81804.41379310345,90805.9823607427,0.0,,,,,,,,,,,,,,,,,,
39,2021-10-19,,,,,,,sell,256.0,-504.0,81804.41379310345,129117.73620689654,47219.58620689654,sell,256.0,-833875.0,200573959.2535393,213472204.1344069,12898040.746460749,,,,,,,,,,,,
40,2015-06-24,,,,,,,,,,,,,buy,250.0,399.0,99750.0,99534.5,0.0,,,,,,,,,,,,
41,2015-07-06,,,,,,,,,,,,,buy,248.83333333333331,1.0,248.83333333333331,88001.16666666667,0.0,,,,,,,buy,248.83333333333331,401.0,99782.16666666669,88437.83333333333,0.0
42,2015-09-11,,,,,,,,,,,,,sell,198.00000000000003,-400.0,99998.83333333331,79201.16666666669,-20798.83333333331,,,,,,,,,,,,
43,2015-09-22,,,,,,,,,,,,,buy,163.0,485.0,79055.0,87931.16666666669,0.0,,,,,,,,,,,,
44,2015-12-09,,,,,,,,,,,,,buy,129.0,1.0,129.0,60767.166666666686,0.0,,,,,,,,,,,,
45,2016-10-19,,,,,,,,,,,,,sell,119.8,-486.0,79184.0,58239.966666666674,-20961.200000000008,,,,,,,,,,,,
46,2017-04-10,,,,,,,,,,,,,buy,140.0,415.0,58100.0,85214.96666666667,0.0,,,,,,,,,,,,
47,2017-05-04,,,,,,,,,,,,,sell,205.0,-415.0,58100.0,85214.96666666667,26975.0,,,,,,,,,,,,
48,2017-08-04,,,,,,,,,,,,,buy,192.0,443.0,85056.0,86543.96666666667,0.0,,,,,,,,,,,,
49,2017-09-15,,,,,,,,,,,,,sell,196.0,-443.0,85056.0,86986.96666666667,1772.0,,,,,,,,,,,,
50,2017-11-30,,,,,,,,,,,,,buy,181.60606060606065,478.0,86807.69696969698,86219.2696969697,0.0,,,,,,,buy,181.60606060606065,356.0,64651.75757575758,64173.07575757574,0.0
51,2017-12-19,,,,,,,,,,,,,sell,211.5,-478.0,86807.69696969698,101276.2696969697,14289.303030303025,,,,,,,,,,,,
52,2017-12-26,,,,,,,,,,,,,buy,199.0,508.0,101092.0,106483.2696969697,0.0,,,,,,,,,,,,
53,2018-01-11,,,,,,,,,,,,,sell,237.5,-508.0,101092.0,120834.2696969697,19558.0,,,,,,,,,,,,
54,2018-02-21,,,,,,,,,,,,,buy,170.0,710.0,120700.0,138584.2696969697,0.0,,,,,,,buy,170.0,439.0,74630.0,85828.07575757575,0.0
55,2018-06-04,,,,,,,,,,,,,sell,210.0,-710.0,120700.0,149234.2696969697,28400.0,,,,,,,,,,,,
56,2018-07-17,,,,,,,,,,,,,buy,217.0,687.0,149079.0,151295.2696969697,0.0,,,,,,,,,,,,
57,2018-08-09,,,,,,,,,,,,,sell,240.33333333333331,-687.0,149079.0,165264.2696969697,16030.000000000007,,,,,,,,,,,,
58,2018-08-23,,,,,,,,,,,,,buy,214.0,771.0,164994.0,154470.2696969697,0.0,,,,,,,,,,,,
59,2018-08-27,,,,,,,,,,,,,buy,200.0,1.0,200.0,162190.2696969697,0.0,,,,,,,buy,200.0,478.0,95600.0,100613.07575757576,0.0
60,2018-10-10,,,,,,,,,,,,,sell,200.29166666666663,-772.0,165194.0,154695.43636363637,-10568.83333333335,,,,,,,,,,,,
61,2018-10-15,,,,,,,,,,,,,buy,197.83333333333331,781.0,154507.83333333334,151779.70303030303,0.0,,,,,,,buy,197.83333333333331,516.0,102082.0,100414.04675116549,0.0
62,2018-10-22,,,,,,,,,,,,,buy,184.6153846153846,1.0,184.6153846153846,141556.41687645687,0.0,,,,,,,,,,,,
63,2018-10-30,,,,,,,,,,,,,sell,189.0,-782.0,154692.44871794872,147800.98764568765,-6894.448717948726,,,,,,,sell,189.0,-517.0,102276.1,97777.34675116547,-4563.100000000008
64,2018-11-06,,,,,,,,,,,,,buy,182.0,811.0,147602.0,147023.7793123543,0.0,,,,,,,,,,,,
65,2018-11-07,,,,,,,,,,,,,buy,181.04166666666663,1.0,181.04166666666663,144805.665979021,0.0,,,,,,,,,,,,
66,2018-12-04,,,,,,,,,,,,,sell,166.33333333333337,-812.0,147783.04166666666,135080.61264568768,-12720.374999999973,,,,,,,sell,166.33333333333334,-548.0,97711.68979166668,91216.32362616548,-6561.023125000012
67,2019-01-09,,,,,,,,,,,,,buy,170.0,793.0,134810.0,153319.61264568768,0.0,,,,,,,,,,,,
68,2019-01-15,,,,,,,,,,,,,buy,166.0,1.0,166.0,157316.61264568765,0.0,,,,,,,,,,,,
69,2019-01-24,,,,,,,,,,,,,sell,198.0,-794.0,134976.0,157316.61264568765,22235.999999999975,,,,,,,,,,,,
