,dt,type_x,price_x,size_x,order_value_x,portfolio_value_x,pnl_x,type_y,price_y,size_y,order_value_y,portfolio_value_y,pnl_y,type_x,price_x,size_x,order_value_x,portfolio_value_x,pnl_x,type_y,price_y,size_y,order_value_y,portfolio_value_y,pnl_y,type,price,size,order_value,portfolio_value,pnl
70,2019-01-30,,,,,,,,,,,,,buy,167.42857142857142,938.0,157048.0,206628.61264568765,0.0,,,,,,,,,,,,
71,2019-02-11,,,,,,,,,,,,,sell,220.0,-938.0,157048.0,206628.61264568765,49312.000000000015,,,,,,,,,,,,
72,2019-03-22,,,,,,,,,,,,,buy,179.0366666666667,1152.0,206250.24,207567.21835997337,0.0,,,,,,,,,,,,
73,2019-03-25,,,,,,,,,,,,,buy,179.85142857142858,2.0,359.7028571428572,223894.6697885448,0.0,,,,,,,,,,,,
74,2019-04-04,,,,,,,,,,,,,sell,228.0,-1154.0,206609.9428571429,263130.6697885448,56502.05714285713,,,,,,,,,,,,
75,2019-04-16,,,,,,,,,,,,,buy,197.0,1334.0,262798.0,287142.6697885448,0.0,,,,,,,,,,,,
76,2019-04-25,,,,,,,,,,,,,buy,189.0,1.0,189.0,255128.6697885448,0.0,,,,,,,,,,,,
77,2019-05-14,,,,,,,,,,,,,sell,213.0,-1335.0,262987.0,284498.6697885448,21368.0,,,,,,,,,,,,
78,2019-06-18,,,,,,,,,,,,,buy,200.0,1421.0,284200.0,295866.6697885448,0.0,sell,200.0,-570.0,99750.0,114250.0,14250.0,,,,,,
79,2019-06-19,,,,,,,,,,,,,sell,208.0,-1421.0,284200.0,295866.6697885448,11368.0,,,,,,,,,,,,
80,2019-06-25,,,,,,,,,,,,,buy,197.5,1496.0,295460.0,314566.6697885448,0.0,,,,,,,,,,,,
81,2019-06-27,,,,,,,,,,,,,sell,210.0,-1496.0,295460.0,314566.6697885448,18700.0,,,,,,,,,,,,
82,2019-07-31,,,,,,,,,,,,,sell,204.0,-1625.0,314166.6666666667,331900.0031218781,17333.333333333318,,,,,,,,,,,,
83,2019-08-08,,,,,,,,,,,,,buy,197.0,1683.0,331551.0,336107.5031218781,0.0,,,,,,,,,,,,
84,2019-08-14,,,,,,,,,,,,,buy,195.0,1.0,195.0,330049.6031218781,0.0,,,,,,,,,,,,
85,2019-09-09,,,,,,,,,,,,,sell,193.7142857142857,-1684.0,331746.0,326368.86026473524,-5531.142857142826,,,,,,,sell,193.7142857142857,-635.0,114935.0,123151.29141837328,8073.571428571434
86,2019-10-17,,,,,,,,,,,,,buy,189.16666666666663,1723.0,325934.1666666666,354319.7491536242,0.0,,,,,,,buy,189.16666666666663,650.0,122958.33333333331,133695.73586281773,0.0
87,2019-10-30,,,,,,,,,,,,,sell,210.0,-1723.0,325934.1666666666,362264.6935980686,35895.83333333335,,,,,,,,,,,,
88,2019-11-01,,,,,,,,,,,,,buy,197.02857142857144,1836.0,361744.45714285714,377201.2809896245,0.0,,,,,,,,,,,,
89,2019-11-05,,,,,,,,,,,,,buy,194.7,2.0,389.4,356519.03645521146,0.0,,,,,,,,,,,,
90,2019-11-12,,,,,,,,,,,,,sell,210.66666666666663,-1838.0,362133.8571428572,387336.1697885448,25071.476190476147,,,,,,,,,,,,
91,2019-11-19,,,,,,,,,,,,,buy,205.0,1887.0,386835.0,363834.4425158175,0.0,,,,,,,,,,,,
92,2019-11-25,,,,,,,,,,,,,buy,192.54545454545453,2.0,385.09090909090907,402473.0788794539,0.0,,,,,,,buy,192.54545454545453,693.0,133434.0,147870.73586281773,0.0
93,2019-12-10,,,,,,,,,,,,,sell,198.22222222222223,-1889.0,387220.0909090909,374557.8566572316,-12778.313131313103,,,,,,,,,,,,
94,2019-12-19,,,,,,,,,,,,,buy,191.0,1959.0,374169.0,400915.3112026862,0.0,,,,,,,,,,,,
95,2019-12-27,,,,,,,,,,,,,sell,236.73076923076923,-1959.0,374169.0,464144.4335803085,89586.57692307691,buy,236.73076923076923,483.0,114340.96153846152,121841.84401709404,0.0,,,,,,
