,produto,submercado,expiracao,data,volume,VWAP,M,H,h,h_cresc
2398,SE CON MEN DEZ/20,SE,2021-01-01,2020-09-25,237.3,133.59445006321116,3,192,60,131
8772,SE CON MEN OUT/20,SE,2020-11-01,2020-09-25,192.09,189.25160081211934,1,116,22,93
7713,SE CON MEN NOV/20,SE,2020-12-01,2020-09-25,274.98,186.76016073896284,2,128,39,88
7714,SE CON MEN NOV/20,SE,2020-12-01,2020-09-28,300.0,211.79603333333333,2,128,38,89
2399,SE CON MEN DEZ/20,SE,2021-01-01,2020-09-28,153.6,151.08203125,3,192,59,132
8773,SE CON MEN OUT/20,SE,2020-11-01,2020-09-28,175.6,217.64558086560365,1,116,21,94
2400,SE CON MEN DEZ/20,SE,2021-01-01,2020-09-29,152.0,130.6916447368421,3,192,58,133
7715,SE CON MEN NOV/20,SE,2020-12-01,2020-09-29,187.15,193.6823136521507,2,128,37,90
8774,SE CON MEN OUT/20,SE,2020-11-01,2020-09-29,45.0,215.94888888888892,1,116,20,95
2401,SE CON MEN DEZ/20,SE,2021-01-01,2020-09-30,222.7,137.9044903457566,3,192,57,134
8775,SE CON MEN OUT/20,SE,2020-11-01,2020-09-30,92.6,221.4389308855292,1,116,19,96
7716,SE CON MEN NOV/20,SE,2020-12-01,2020-09-30,257.0,204.34081322957198,2,128,36,91
2402,SE CON MEN DEZ/20,SE,2021-01-01,2020-10-01,216.32,150.6025841346154,2,192,56,135
8776,SE CON MEN OUT/20,SE,2020-11-01,2020-10-01,258.2,237.63704492641364,0,116,18,97
7717,SE CON MEN NOV/20,SE,2020-12-01,2020-10-01,386.3,227.98151177841052,1,128,35,92
2403,SE CON MEN DEZ/20,SE,2021-01-01,2020-10-02,152.98,154.65224212315334,2,192,55,136
8777,SE CON MEN OUT/20,SE,2020-11-01,2020-10-02,75.39,254.1660697705266,0,116,17,98
7718,SE CON MEN NOV/20,SE,2020-12-01,2020-10-02,235.02,242.93738830737811,1,128,34,93
2404,SE CON MEN DEZ/20,SE,2021-01-01,2020-10-05,201.8,174.87828047571853,2,192,54,137
7719,SE CON MEN NOV/20,SE,2020-12-01,2020-10-05,198.4,273.0266129032258,1,128,33,94
3975,SE CON MEN JAN/21,SE,2021-02-01,2020-10-05,3.0,185.0,3,80,73,6
8778,SE CON MEN OUT/20,SE,2020-11-01,2020-10-05,23.1,265.8311688311688,0,116,16,99
3976,SE CON MEN JAN/21,SE,2021-02-01,2020-10-06,2.0,200.0,3,80,72,7
7720,SE CON MEN NOV/20,SE,2020-12-01,2020-10-06,288.8,297.51134002770084,1,128,32,95
3391,SE CON MEN FEV/21,SE,2021-03-01,2020-10-06,2.0,200.0,4,68,67,0
2405,SE CON MEN DEZ/20,SE,2021-01-01,2020-10-06,337.2,197.37197805456705,2,192,53,138
8779,SE CON MEN OUT/20,SE,2020-11-01,2020-10-06,94.1,271.2985122210414,0,116,15,100
7721,SE CON MEN NOV/20,SE,2020-12-01,2020-10-07,372.45,316.875516176668,1,128,31,96
3977,SE CON MEN JAN/21,SE,2021-02-01,2020-10-07,9.0,210.66666666666666,3,80,71,8
2406,SE CON MEN DEZ/20,SE,2021-01-01,2020-10-07,236.7,213.72490916772287,2,192,52,139
8780,SE CON MEN OUT/20,SE,2020-11-01,2020-10-07,26.2,273.66374045801524,0,116,14,101
7722,SE CON MEN NOV/20,SE,2020-12-01,2020-10-08,339.0,313.86766961651915,1,128,30,97
2407,SE CON MEN DEZ/20,SE,2021-01-01,2020-10-08,164.0,203.35353048780487,2,192,51,140
8781,SE CON MEN OUT/20,SE,2020-11-01,2020-10-08,49.5,274.4191919191919,0,116,13,102
3978,SE CON MEN JAN/21,SE,2021-02-01,2020-10-08,15.0,195.36,3,80,70,9
8782,SE CON MEN OUT/20,SE,2020-11-01,2020-10-09,60.1,275.216306156406,0,116,12,103
3979,SE CON MEN JAN/21,SE,2021-02-01,2020-10-09,19.0,179.42105263157896,3,80,69,10
7723,SE CON MEN NOV/20,SE,2020-12-01,2020-10-09,240.5,295.2577505197506,1,128,29,98
6889,SE CON MEN MAR/21,SE,2021-04-01,2020-10-09,5.0,178.0,5,85,84,0
2408,SE CON MEN DEZ/20,SE,2021-01-01,2020-10-09,173.7,177.28088658606796,2,192,50,141
8783,SE CON MEN OUT/20,SE,2020-11-01,2020-10-13,120.7,273.61640430820216,0,116,11,104
3980,SE CON MEN JAN/21,SE,2021-02-01,2020-10-13,13.0,160.26923076923077,3,80,68,11
7724,SE CON MEN NOV/20,SE,2020-12-01,2020-10-13,329.0,277.38389057750754,1,128,28,99
2409,SE CON MEN DEZ/20,SE,2021-01-01,2020-10-13,188.55,161.43277645186953,2,192,49,142
8784,SE CON MEN OUT/20,SE,2020-11-01,2020-10-14,141.76,282.0999576749436,0,116,10,105
3981,SE CON MEN JAN/21,SE,2021-02-01,2020-10-14,5.0,180.0,3,80,67,12
2410,SE CON MEN DEZ/20,SE,2021-01-01,2020-10-14,159.9,172.28373983739834,2,192,48,143
7725,SE CON MEN NOV/20,SE,2020-12-01,2020-10-14,427.7,290.28975683890576,1,128,27,100
3982,SE CON MEN JAN/21,SE,2021-02-01,2020-10-15,9.0,180.33333333333334,3,80,66,13
8785,SE CON MEN OUT/20,SE,2020-11-01,2020-10-15,108.9,285.80257116620754,0,116,9,106
2411,SE CON MEN DEZ/20,SE,2021-01-01,2020-10-15,185.9,172.77030661646046,2,192,47,144
7726,SE CON MEN NOV/20,SE,2020-12-01,2020-10-15,413.82,295.2268715866802,1,128,26,101
7727,SE CON MEN NOV/20,SE,2020-12-01,2020-10-16,183.6,270.91974400871453,1,128,25,102
8786,SE CON MEN OUT/20,SE,2020-11-01,2020-10-16,129.0,281.9802325581395,0,116,8,107
2412,SE CON MEN DEZ/20,SE,2021-01-01,2020-10-16,131.2,155.84893292682926,2,192,46,145
7728,SE CON MEN NOV/20,SE,2020-12-01,2020-10-19,225.7,254.7842002658396,1,128,24,103
2413,SE CON MEN DEZ/20,SE,2021-01-01,2020-10-19,90.4,143.54037610619469,2,192,45,146
8787,SE CON MEN OUT/20,SE,2020-11-01,2020-10-19,37.0,280.7837837837838,0,116,7,108
3983,SE CON MEN JAN/21,SE,2021-02-01,2020-10-19,3.0,158.0,3,80,65,14
2414,SE CON MEN DEZ/20,SE,2021-01-01,2020-10-20,95.8,167.2991649269311,2,192,44,147
7729,SE CON MEN NOV/20,SE,2020-12-01,2020-10-20,252.0,282.7398888888889,1,128,23,104
8788,SE CON MEN OUT/20,SE,2020-11-01,2020-10-20,36.8,284.6931793478261,0,116,6,109
7730,SE CON MEN NOV/20,SE,2020-12-01,2020-10-21,286.88,325.35845998326823,1,128,22,105
3984,SE CON MEN JAN/21,SE,2021-02-01,2020-10-21,11.0,205.0909090909091,3,80,64,15
8789,SE CON MEN OUT/20,SE,2020-11-01,2020-10-21,0.7,286.14285714285717,0,116,5,110
2415,SE CON MEN DEZ/20,SE,2021-01-01,2020-10-21,172.1,202.28407902382332,2,192,43,148
8790,SE CON MEN OUT/20,SE,2020-11-01,2020-10-22,46.2,286.04761904761904,0,116,4,111
7731,SE CON MEN NOV/20,SE,2020-12-01,2020-10-22,388.8,357.5924639917695,1,128,21,106
2416,SE CON MEN DEZ/20,SE,2021-01-01,2020-10-22,346.2,218.7911756210283,2,192,42,149
3985,SE CON MEN JAN/21,SE,2021-02-01,2020-10-22,4.6,212.3913043478261,3,80,63,16
6890,SE CON MEN MAR/21,SE,2021-04-01,2020-10-22,5.0,205.0,5,85,83,1
7732,SE CON MEN NOV/20,SE,2020-12-01,2020-10-23,284.6,392.1750527055516,1,128,20,107
3986,SE CON MEN JAN/21,SE,2021-02-01,2020-10-23,3.0,257.0,3,80,62,17
2417,SE CON MEN DEZ/20,SE,2021-01-01,2020-10-23,151.2,251.78564814814814,2,192,41,150
8791,SE CON MEN OUT/20,SE,2020-11-01,2020-10-23,7.1,286.0422535211268,0,116,3,112
3987,SE CON MEN JAN/21,SE,2021-02-01,2020-10-26,3.0,209.33333333333334,3,80,61,18
2418,SE CON MEN DEZ/20,SE,2021-01-01,2020-10-26,236.4,222.46522842639592,2,192,40,151
7733,SE CON MEN NOV/20,SE,2020-12-01,2020-10-26,376.1,363.10715235309755,1,128,19,108
8792,SE CON MEN OUT/20,SE,2020-11-01,2020-10-26,7.0,285.7142857142857,0,116,2,113
7734,SE CON MEN NOV/20,SE,2020-12-01,2020-10-27,275.5,344.73235208711435,1,128,18,109
2419,SE CON MEN DEZ/20,SE,2021-01-01,2020-10-27,147.0,215.67535374149662,2,192,39,152
8793,SE CON MEN OUT/20,SE,2020-11-01,2020-10-27,44.6,286.34753363228697,0,116,1,114
7735,SE CON MEN NOV/20,SE,2020-12-01,2020-10-28,212.1,362.84049976426223,1,128,17,110
2420,SE CON MEN DEZ/20,SE,2021-01-01,2020-10-28,209.78,228.78939841738966,2,192,38,153
3988,SE CON MEN JAN/21,SE,2021-02-01,2020-10-28,11.0,205.36363636363637,3,80,60,19
7736,SE CON MEN NOV/20,SE,2020-12-01,2020-10-29,233.2,380.8359562607204,1,128,16,111
8794,SE CON MEN OUT/20,SE,2020-11-01,2020-10-29,3.0,284.5,0,116,0,115
3989,SE CON MEN JAN/21,SE,2021-02-01,2020-10-29,21.0,227.38095238095238,3,80,59,20
2421,SE CON MEN DEZ/20,SE,2021-01-01,2020-10-29,186.8,237.48258029978584,2,192,37,154
7737,SE CON MEN NOV/20,SE,2020-12-01,2020-10-30,282.75,392.5224721485411,1,128,15,112
3990,SE CON MEN JAN/21,SE,2021-02-01,2020-10-30,129.0,241.1922480620155,3,80,58,21
2422,SE CON MEN DEZ/20,SE,2021-01-01,2020-10-30,250.5,250.32659880239518,2,192,36,155
3991,SE CON MEN JAN/21,SE,2021-02-01,2020-11-03,17.5,290.56571428571425,2,80,57,22
6891,SE CON MEN MAR/21,SE,2021-04-01,2020-11-03,15.0,238.33333333333334,4,85,82,2
2459,SE CON MEN DEZ/21,SE,2022-01-01,2020-11-03,10.0,192.5,13,192,191,0
2423,SE CON MEN DEZ/20,SE,2021-01-01,2020-11-03,293.5,314.98022827938667,1,192,35,156
7738,SE CON MEN NOV/20,SE,2020-12-01,2020-11-03,154.79,453.58772530525226,0,128,14,113
3392,SE CON MEN FEV/21,SE,2021-03-01,2020-11-04,6.0,250.41666666666666,3,68,66,1
7739,SE CON MEN NOV/20,SE,2020-12-01,2020-11-04,59.0,461.68305084745765,0,128,13,114
2424,SE CON MEN DEZ/20,SE,2021-01-01,2020-11-04,305.7,348.15558390578997,1,192,34,157
3992,SE CON MEN JAN/21,SE,2021-02-01,2020-11-04,26.5,305.07169811320756,2,80,56,23
2425,SE CON MEN DEZ/20,SE,2021-01-01,2020-11-05,339.4,323.56629345904537,1,192,33,158
3993,SE CON MEN JAN/21,SE,2021-02-01,2020-11-05,48.0,267.7895833333334,2,80,55,24
7740,SE CON MEN NOV/20,SE,2020-12-01,2020-11-05,35.2,457.24715909090907,0,128,12,115
3393,SE CON MEN FEV/21,SE,2021-03-01,2020-11-06,3.3,240.0,3,68,65,2
2426,SE CON MEN DEZ/20,SE,2021-01-01,2020-11-06,173.3,345.65862665897293,1,192,32,159
3994,SE CON MEN JAN/21,SE,2021-02-01,2020-11-06,48.5,282.1468041237113,2,80,54,25
7741,SE CON MEN NOV/20,SE,2020-12-01,2020-11-06,59.8,459.71906354515056,0,128,11,116
7742,SE CON MEN NOV/20,SE,2020-12-01,2020-11-07,0.5,458.0,0,128,10,117
2427,SE CON MEN DEZ/20,SE,2021-01-01,2020-11-09,172.4,342.4014791183295,1,192,31,160
7743,SE CON MEN NOV/20,SE,2020-12-01,2020-11-09,107.4,452.79050279329607,0,128,9,118
3995,SE CON MEN JAN/21,SE,2021-02-01,2020-11-09,73.6,264.8654891304348,2,80,53,26
2428,SE CON MEN DEZ/20,SE,2021-01-01,2020-11-10,138.3,344.7844179320318,1,192,30,161
7744,SE CON MEN NOV/20,SE,2020-12-01,2020-11-10,69.9,448.7825464949929,0,128,8,119
3996,SE CON MEN JAN/21,SE,2021-02-01,2020-11-10,197.9,269.5830722587165,2,80,52,27
7745,SE CON MEN NOV/20,SE,2020-12-01,2020-11-11,62.5,455.5072,0,128,7,120
2429,SE CON MEN DEZ/20,SE,2021-01-01,2020-11-11,203.8,371.4983807654563,1,192,29,162
8795,SE CON MEN OUT/21,SE,2021-11-01,2020-11-11,3.54,197.0,11,144,143,0
3997,SE CON MEN JAN/21,SE,2021-02-01,2020-11-11,59.0,292.6727966101695,2,80,51,28
5574,SE CON MEN JUN/21,SE,2021-07-01,2020-11-11,2.52,197.0,7,121,120,0
6249,SE CON MEN MAI/21,SE,2021-06-01,2020-11-11,4.37,197.0,6,105,104,0
4775,SE CON MEN JUL/21,SE,2021-08-01,2020-11-11,4.31,197.0,8,99,98,0
711,SE CON MEN ABR/21,SE,2021-05-01,2020-11-11,2.55,197.0,5,90,89,0
1373,SE CON MEN AGO/21,SE,2021-09-01,2020-11-11,4.84,197.0,9,107,106,0
9771,SE CON MEN SET/21,SE,2021-10-01,2020-11-11,5.92,197.0,10,143,142,0
3998,SE CON MEN JAN/21,SE,2021-02-01,2020-11-12,120.07,309.62963271425,2,80,50,29
6892,SE CON MEN MAR/21,SE,2021-04-01,2020-11-12,4.1,240.5,4,85,81,3
7746,SE CON MEN NOV/20,SE,2020-12-01,2020-11-12,70.8,464.7457627118644,0,128,6,121
2430,SE CON MEN DEZ/20,SE,2021-01-01,2020-11-12,248.5,401.1952515090543,1,192,28,163
3394,SE CON MEN FEV/21,SE,2021-03-01,2020-11-12,9.52,260.6155462184874,3,68,64,3
7747,SE CON MEN NOV/20,SE,2020-12-01,2020-11-13,40.84,471.25832517140054,0,128,5,122
2431,SE CON MEN DEZ/20,SE,2021-01-01,2020-11-13,418.7,430.74376880821603,1,192,27,164
3999,SE CON MEN JAN/21,SE,2021-02-01,2020-11-13,86.6,331.957494226328,2,80,49,30
3395,SE CON MEN FEV/21,SE,2021-03-01,2020-11-16,6.5,297.61538461538464,3,68,63,4
2432,SE CON MEN DEZ/20,SE,2021-01-01,2020-11-16,195.9,462.8480347115875,1,192,26,165
4000,SE CON MEN JAN/21,SE,2021-02-01,2020-11-16,91.0,379.6406593406594,2,80,48,31
2433,SE CON MEN DEZ/20,SE,2021-01-01,2020-11-17,174.8,452.94416475972537,1,192,25,166
4001,SE CON MEN JAN/21,SE,2021-02-01,2020-11-17,132.1,369.37093111279336,2,80,47,32
7748,SE CON MEN NOV/20,SE,2020-12-01,2020-11-17,0.07,472.00000000000006,0,128,4,123
2434,SE CON MEN DEZ/20,SE,2021-01-01,2020-11-18,141.4,454.5049504950495,1,192,24,167
3396,SE CON MEN FEV/21,SE,2021-03-01,2020-11-18,2.0,270.0,3,68,62,5
4002,SE CON MEN JAN/21,SE,2021-02-01,2020-11-18,98.1,357.2449541284403,2,80,46,33
7749,SE CON MEN NOV/20,SE,2020-12-01,2020-11-18,7.6,476.8947368421053,0,128,3,124
4003,SE CON MEN JAN/21,SE,2021-02-01,2020-11-19,85.0,373.7784705882353,2,80,45,34
2435,SE CON MEN DEZ/20,SE,2021-01-01,2020-11-19,108.0,468.22274074074073,1,192,23,168
6893,SE CON MEN MAR/21,SE,2021-04-01,2020-11-19,6.0,243.66666666666666,4,85,80,4
7750,SE CON MEN NOV/20,SE,2020-12-01,2020-11-19,22.0,486.97727272727275,0,128,2,125
7751,SE CON MEN NOV/20,SE,2020-12-01,2020-11-20,5.0,488.0,0,128,1,126
2436,SE CON MEN DEZ/20,SE,2021-01-01,2020-11-20,76.2,462.0459317585302,1,192,22,169
4004,SE CON MEN JAN/21,SE,2021-02-01,2020-11-20,62.3,379.15088282504007,2,80,44,35
7752,SE CON MEN NOV/20,SE,2020-12-01,2020-11-23,2.5,492.0,0,128,0,127
3397,SE CON MEN FEV/21,SE,2021-03-01,2020-11-23,21.0,300.1904761904762,3,68,61,6
2437,SE CON MEN DEZ/20,SE,2021-01-01,2020-11-23,66.8,483.53630239520965,1,192,21,170
4005,SE CON MEN JAN/21,SE,2021-02-01,2020-11-23,125.2,395.51845047923314,2,80,43,36
2438,SE CON MEN DEZ/20,SE,2021-01-01,2020-11-24,161.7,449.75961657390235,1,192,20,171
4006,SE CON MEN JAN/21,SE,2021-02-01,2020-11-24,208.6,363.5167785234899,2,80,42,37
6894,SE CON MEN MAR/21,SE,2021-04-01,2020-11-24,4.0,228.0,4,85,79,5
3398,SE CON MEN FEV/21,SE,2021-03-01,2020-11-24,42.0,271.26190476190476,3,68,60,7
5575,SE CON MEN JUN/21,SE,2021-07-01,2020-11-25,3.0,160.0,7,121,119,1
6895,SE CON MEN MAR/21,SE,2021-04-01,2020-11-25,9.0,208.88888888888889,4,85,78,6
2460,SE CON MEN DEZ/21,SE,2022-01-01,2020-11-25,3.0,160.0,13,192,190,1
4007,SE CON MEN JAN/21,SE,2021-02-01,2020-11-25,227.3,339.32182138143423,2,80,41,38
2439,SE CON MEN DEZ/20,SE,2021-01-01,2020-11-25,143.1,447.4745632424878,1,192,19,172
3399,SE CON MEN FEV/21,SE,2021-03-01,2020-11-25,34.7,257.31988472622476,3,68,59,8
3400,SE CON MEN FEV/21,SE,2021-03-01,2020-11-26,5.0,250.0,3,68,58,9
4008,SE CON MEN JAN/21,SE,2021-02-01,2020-11-26,189.5,360.149525065963,2,80,40,39
2440,SE CON MEN DEZ/20,SE,2021-01-01,2020-11-26,118.7,465.0871946082561,1,192,18,173
3401,SE CON MEN FEV/21,SE,2021-03-01,2020-11-27,18.0,230.0,3,68,57,10
4009,SE CON MEN JAN/21,SE,2021-02-01,2020-11-27,229.0,330.7116681222708,2,80,39,40
2441,SE CON MEN DEZ/20,SE,2021-01-01,2020-11-27,58.9,457.0254668930391,1,192,17,174
712,SE CON MEN ABR/21,SE,2021-05-01,2020-11-27,1.0,130.0,5,90,88,1
6896,SE CON MEN MAR/21,SE,2021-04-01,2020-11-27,20.0,207.65,4,85,77,7
3402,SE CON MEN FEV/21,SE,2021-03-01,2020-11-30,21.8,197.93577981651376,3,68,56,11
713,SE CON MEN ABR/21,SE,2021-05-01,2020-11-30,22.8,115.14824561403509,5,90,87,2
4010,SE CON MEN JAN/21,SE,2021-02-01,2020-11-30,419.0,257.036799522673,2,80,38,41
6897,SE CON MEN MAR/21,SE,2021-04-01,2020-11-30,2.0,165.55,4,85,76,8
2442,SE CON MEN DEZ/20,SE,2021-01-01,2020-11-30,233.9,373.266182129115,1,192,16,175
714,SE CON MEN ABR/21,SE,2021-05-01,2020-12-01,3.0,100.5,4,90,86,3
6898,SE CON MEN MAR/21,SE,2021-04-01,2020-12-01,31.5,154.03174603174602,3,85,75,9
2443,SE CON MEN DEZ/20,SE,2021-01-01,2020-12-01,124.7,335.55264635124297,0,192,15,176
3403,SE CON MEN FEV/21,SE,2021-03-01,2020-12-01,8.8,180.5681818181818,2,68,55,12
4011,SE CON MEN JAN/21,SE,2021-02-01,2020-12-01,261.8,211.4551527883881,1,80,37,42
4012,SE CON MEN JAN/21,SE,2021-02-01,2020-12-02,288.5,198.67530329289428,1,80,36,43
2444,SE CON MEN DEZ/20,SE,2021-01-01,2020-12-02,136.9,319.159130752374,0,192,14,177
3404,SE CON MEN FEV/21,SE,2021-03-01,2020-12-02,13.0,184.13423076923075,2,68,54,13
6899,SE CON MEN MAR/21,SE,2021-04-01,2020-12-02,6.0,164.16666666666666,3,85,74,10
4013,SE CON MEN JAN/21,SE,2021-02-01,2020-12-03,202.7,205.01484953132712,1,80,35,44
3405,SE CON MEN FEV/21,SE,2021-03-01,2020-12-03,16.0,187.8125,2,68,53,14
6900,SE CON MEN MAR/21,SE,2021-04-01,2020-12-03,17.0,162.05882352941177,3,85,73,11
2445,SE CON MEN DEZ/20,SE,2021-01-01,2020-12-03,97.8,311.583026584867,0,192,13,178
2446,SE CON MEN DEZ/20,SE,2021-01-01,2020-12-04,124.0,255.60112903225806,0,192,12,179
4014,SE CON MEN JAN/21,SE,2021-02-01,2020-12-04,374.0,179.32532352941178,1,80,34,45
4015,SE CON MEN JAN/21,SE,2021-02-01,2020-12-07,305.2,229.83017693315855,1,80,33,46
2447,SE CON MEN DEZ/20,SE,2021-01-01,2020-12-07,175.9,278.5090960773167,0,192,11,180
3406,SE CON MEN FEV/21,SE,2021-03-01,2020-12-07,13.0,210.6153846153846,2,68,52,15
2448,SE CON MEN DEZ/20,SE,2021-01-01,2020-12-08,63.1,290.0405705229794,0,192,10,181
3407,SE CON MEN FEV/21,SE,2021-03-01,2020-12-08,57.7,232.31369150779895,2,68,51,16
6901,SE CON MEN MAR/21,SE,2021-04-01,2020-12-08,2.0,212.0,3,85,72,12
4016,SE CON MEN JAN/21,SE,2021-02-01,2020-12-08,386.02,269.5113828299052,1,80,32,47
6902,SE CON MEN MAR/21,SE,2021-04-01,2020-12-09,29.1,203.78006872852234,3,85,71,13
3408,SE CON MEN FEV/21,SE,2021-03-01,2020-12-09,40.5,231.4069135802469,2,68,50,17
2449,SE CON MEN DEZ/20,SE,2021-01-01,2020-12-09,47.1,285.33333333333337,0,192,9,182
4017,SE CON MEN JAN/21,SE,2021-02-01,2020-12-09,360.6,282.4686827509706,1,80,31,48
3409,SE CON MEN FEV/21,SE,2021-03-01,2020-12-10,64.85,209.6538164996145,2,68,49,18
6903,SE CON MEN MAR/21,SE,2021-04-01,2020-12-10,30.25,182.58677685950414,3,85,70,14
2450,SE CON MEN DEZ/20,SE,2021-01-01,2020-12-10,30.5,276.37704918032784,0,192,8,183
4018,SE CON MEN JAN/21,SE,2021-02-01,2020-12-10,301.8,254.98160702451958,1,80,30,49
715,SE CON MEN ABR/21,SE,2021-05-01,2020-12-11,32.16,139.51088308457713,4,90,85,4
6250,SE CON MEN MAI/21,SE,2021-06-01,2020-12-11,21.439999999999998,140.0,5,105,103,1
3410,SE CON MEN FEV/21,SE,2021-03-01,2020-12-11,31.4,195.19745222929936,2,68,48,19
2451,SE CON MEN DEZ/20,SE,2021-01-01,2020-12-11,55.0,271.3636363636364,0,192,7,184
6904,SE CON MEN MAR/21,SE,2021-04-01,2020-12-11,44.7,174.71140939597316,3,85,69,15
4019,SE CON MEN JAN/21,SE,2021-02-01,2020-12-11,236.9,229.7507809202195,1,80,29,50
2452,SE CON MEN DEZ/20,SE,2021-01-01,2020-12-14,12.64,262.88053797468353,0,192,6,185
3411,SE CON MEN FEV/21,SE,2021-03-01,2020-12-14,23.4,174.8239316239316,2,68,47,20
6905,SE CON MEN MAR/21,SE,2021-04-01,2020-12-14,51.26,168.26375341396803,3,85,68,16
4020,SE CON MEN JAN/21,SE,2021-02-01,2020-12-14,296.3,194.34213634829564,1,80,28,51
716,SE CON MEN ABR/21,SE,2021-05-01,2020-12-14,10.0,113.9,4,90,84,5
6251,SE CON MEN MAI/21,SE,2021-06-01,2020-12-15,2.01,200.0,5,105,102,2
717,SE CON MEN ABR/21,SE,2021-05-01,2020-12-15,37.0,123.08108108108108,4,90,83,6
2461,SE CON MEN DEZ/21,SE,2022-01-01,2020-12-15,8.2,181.5,12,192,189,2
5576,SE CON MEN JUN/21,SE,2021-07-01,2020-12-15,1.89,200.0,6,121,118,2
4776,SE CON MEN JUL/21,SE,2021-08-01,2020-12-15,2.39,200.0,7,99,97,1
7753,SE CON MEN NOV/21,SE,2021-12-01,2020-12-15,1.47,200.0,11,147,146,0
6906,SE CON MEN MAR/21,SE,2021-04-01,2020-12-15,41.66,174.97815650504083,3,85,67,17
3412,SE CON MEN FEV/21,SE,2021-03-01,2020-12-15,42.980000000000004,182.7121917170777,2,68,46,21
8796,SE CON MEN OUT/21,SE,2021-11-01,2020-12-15,2.87,200.0,10,144,142,1
9772,SE CON MEN SET/21,SE,2021-10-01,2020-12-15,1.81,200.0,9,143,141,1
4021,SE CON MEN JAN/21,SE,2021-02-01,2020-12-15,115.98,198.5983790308674,1,80,27,52
2453,SE CON MEN DEZ/20,SE,2021-01-01,2020-12-15,37.0,264.1635135135135,0,192,5,186
1374,SE CON MEN AGO/21,SE,2021-09-01,2020-12-15,2.04,200.0,8,107,105,1
6907,SE CON MEN MAR/21,SE,2021-04-01,2020-12-16,12.0,173.0,3,85,66,18
4022,SE CON MEN JAN/21,SE,2021-02-01,2020-12-16,229.2,199.30645724258287,1,80,26,53
3413,SE CON MEN FEV/21,SE,2021-03-01,2020-12-16,45.7,184.13391684901532,2,68,45,22
9773,SE CON MEN SET/21,SE,2021-10-01,2020-12-16,20.0,220.0,9,143,140,2
2454,SE CON MEN DEZ/20,SE,2021-01-01,2020-12-16,66.6,264.1891891891892,0,192,4,187
6252,SE CON MEN MAI/21,SE,2021-06-01,2020-12-17,20.0,145.0,5,105,101,3
718,SE CON MEN ABR/21,SE,2021-05-01,2020-12-17,31.0,133.06451612903226,4,90,82,7
2455,SE CON MEN DEZ/20,SE,2021-01-01,2020-12-17,19.1,262.82722513089004,0,192,3,188
6908,SE CON MEN MAR/21,SE,2021-04-01,2020-12-17,16.0,170.86875,3,85,65,19
5577,SE CON MEN JUN/21,SE,2021-07-01,2020-12-17,15.17,174.659195781147,6,121,117,3
4023,SE CON MEN JAN/21,SE,2021-02-01,2020-12-17,92.4,190.67646103896104,1,80,25,54
3414,SE CON MEN FEV/21,SE,2021-03-01,2020-12-17,16.0,181.0,2,68,44,23
6909,SE CON MEN MAR/21,SE,2021-04-01,2020-12-18,51.0,175.5686274509804,3,85,64,20
4024,SE CON MEN JAN/21,SE,2021-02-01,2020-12-18,166.2,199.7320697954272,1,80,24,55
3415,SE CON MEN FEV/21,SE,2021-03-01,2020-12-18,35.2,186.05397727272728,2,68,43,24
6253,SE CON MEN MAI/21,SE,2021-06-01,2020-12-18,10.0,135.0,5,105,100,4
2462,SE CON MEN DEZ/21,SE,2022-01-01,2020-12-18,14.84,190.0,12,192,188,3
5578,SE CON MEN JUN/21,SE,2021-07-01,2020-12-18,15.33,177.28310502283105,6,121,116,4
719,SE CON MEN ABR/21,SE,2021-05-01,2020-12-18,37.0,130.94594594594594,4,90,81,8
2456,SE CON MEN DEZ/20,SE,2021-01-01,2020-12-18,36.11,264.11666020492936,0,192,2,189
6910,SE CON MEN MAR/21,SE,2021-04-01,2020-12-21,0.3,180.0,3,85,63,21
3416,SE CON MEN FEV/21,SE,2021-03-01,2020-12-21,56.3,192.21669626998224,2,68,42,25
4777,SE CON MEN JUL/21,SE,2021-08-01,2020-12-21,40.0,199.5,7,99,96,2
2457,SE CON MEN DEZ/20,SE,2021-01-01,2020-12-21,18.2,270.50549450549454,0,192,1,190
4025,SE CON MEN JAN/21,SE,2021-02-01,2020-12-21,102.0,204.77245098039216,1,80,23,56
5579,SE CON MEN JUN/21,SE,2021-07-01,2020-12-21,5.0,178.0,6,121,115,5
720,SE CON MEN ABR/21,SE,2021-05-01,2020-12-21,5.0,100.0,4,90,80,9
6911,SE CON MEN MAR/21,SE,2021-04-01,2020-12-22,40.5,196.8641975308642,3,85,62,22
6254,SE CON MEN MAI/21,SE,2021-06-01,2020-12-22,16.0,162.375,5,105,99,5
4026,SE CON MEN JAN/21,SE,2021-02-01,2020-12-22,296.4,234.5160222672065,1,80,22,57
2458,SE CON MEN DEZ/20,SE,2021-01-01,2020-12-22,1.0,265.0,0,192,0,191
3417,SE CON MEN FEV/21,SE,2021-03-01,2020-12-22,88.5,220.4209039548023,2,68,41,26
6255,SE CON MEN MAI/21,SE,2021-06-01,2020-12-23,4.0,174.75,5,105,98,6
3418,SE CON MEN FEV/21,SE,2021-03-01,2020-12-23,132.6,258.30501508295623,2,68,40,27
5580,SE CON MEN JUN/21,SE,2021-07-01,2020-12-23,3.0,200.0,6,121,114,6
721,SE CON MEN ABR/21,SE,2021-05-01,2020-12-23,1.0,169.0,4,90,79,10
