,produto,submercado,expiracao,data,volume,VWAP,M,H,h,h_cresc
552,SE CON MEN ABR/19,SE,2019-05-01,2019-01-04,10.0,226.875,3,101,72,28
3282,SE CON MEN FEV/19,SE,2019-03-01,2019-01-04,95.9,224.9030239833159,1,94,39,54
7480,SE CON MEN NOV/19,SE,2019-12-01,2019-01-04,11.53,187.5,10,147,144,2
3878,SE CON MEN JAN/19,SE,2019-02-01,2019-01-04,69.3,164.8008658008658,0,92,15,76
6752,SE CON MEN MAR/19,SE,2019-04-01,2019-01-04,182.6,231.5566265060241,2,107,57,49
3879,SE CON MEN JAN/19,SE,2019-02-01,2019-01-07,128.26,172.1673163885857,0,92,14,77
6753,SE CON MEN MAR/19,SE,2019-04-01,2019-01-07,150.8,271.52917771883284,2,107,56,50
3283,SE CON MEN FEV/19,SE,2019-03-01,2019-01-07,118.75,258.0084210526316,1,94,38,55
6071,SE CON MEN MAI/19,SE,2019-06-01,2019-01-07,5.0,281.0,4,79,74,4
3880,SE CON MEN JAN/19,SE,2019-02-01,2019-01-08,83.5,174.54730538922158,0,92,13,78
6754,SE CON MEN MAR/19,SE,2019-04-01,2019-01-08,120.11,268.6288402297894,2,107,55,51
3284,SE CON MEN FEV/19,SE,2019-03-01,2019-01-08,319.61,263.4604361565658,1,94,37,56
3285,SE CON MEN FEV/19,SE,2019-03-01,2019-01-09,441.14,235.30042616856326,1,94,36,57
553,SE CON MEN ABR/19,SE,2019-05-01,2019-01-09,32.0,236.96875,3,101,71,29
6755,SE CON MEN MAR/19,SE,2019-04-01,2019-01-09,121.7,235.83508627773213,2,107,54,52
6072,SE CON MEN MAI/19,SE,2019-06-01,2019-01-09,5.0,235.0,4,79,73,5
5354,SE CON MEN JUN/19,SE,2019-07-01,2019-01-09,5.0,250.0,5,102,100,1
3881,SE CON MEN JAN/19,SE,2019-02-01,2019-01-09,68.8,168.8388081395349,0,92,12,79
3286,SE CON MEN FEV/19,SE,2019-03-01,2019-01-10,174.25,234.70614060258248,1,94,35,58
6756,SE CON MEN MAR/19,SE,2019-04-01,2019-01-10,152.45,238.407018694654,2,107,53,53
5355,SE CON MEN JUN/19,SE,2019-07-01,2019-01-10,0.96,260.0,5,102,99,2
8537,SE CON MEN OUT/19,SE,2019-11-01,2019-01-10,1.78,250.0,9,142,141,0
6073,SE CON MEN MAI/19,SE,2019-06-01,2019-01-10,1.5,232.0,4,79,72,6
3882,SE CON MEN JAN/19,SE,2019-02-01,2019-01-10,63.54,169.16918476550202,0,92,11,80
7481,SE CON MEN NOV/19,SE,2019-12-01,2019-01-10,0.51,250.0,10,147,143,3
554,SE CON MEN ABR/19,SE,2019-05-01,2019-01-10,11.5,231.2173913043478,3,101,70,30
6757,SE CON MEN MAR/19,SE,2019-04-01,2019-01-11,59.0,233.9679661016949,2,107,52,54
3883,SE CON MEN JAN/19,SE,2019-02-01,2019-01-11,98.24,169.7760586319218,0,92,10,81
3287,SE CON MEN FEV/19,SE,2019-03-01,2019-01-11,65.5,232.6030534351145,1,94,34,59
6758,SE CON MEN MAR/19,SE,2019-04-01,2019-01-14,38.0,232.9105263157895,2,107,51,55
3884,SE CON MEN JAN/19,SE,2019-02-01,2019-01-14,39.2,170.41326530612244,0,92,9,82
3288,SE CON MEN FEV/19,SE,2019-03-01,2019-01-14,62.0,231.40806451612903,1,94,33,60
6759,SE CON MEN MAR/19,SE,2019-04-01,2019-01-15,100.6,235.9905566600398,2,107,50,56
555,SE CON MEN ABR/19,SE,2019-05-01,2019-01-15,25.0,234.92,3,101,69,31
3885,SE CON MEN JAN/19,SE,2019-02-01,2019-01-15,111.6,171.46236559139786,0,92,8,83
3289,SE CON MEN FEV/19,SE,2019-03-01,2019-01-15,196.52,235.19020964787302,1,94,32,61
556,SE CON MEN ABR/19,SE,2019-05-01,2019-01-16,20.0,245.625,3,101,68,32
3290,SE CON MEN FEV/19,SE,2019-03-01,2019-01-16,227.8,249.99179104477614,1,94,31,62
6760,SE CON MEN MAR/19,SE,2019-04-01,2019-01-16,276.9,254.620057782593,2,107,49,57
3886,SE CON MEN JAN/19,SE,2019-02-01,2019-01-16,42.0,172.20238095238096,0,92,7,84
6074,SE CON MEN MAI/19,SE,2019-06-01,2019-01-16,11.0,248.1818181818182,4,79,71,7
557,SE CON MEN ABR/19,SE,2019-05-01,2019-01-17,7.0,257.42857142857144,3,101,67,33
3887,SE CON MEN JAN/19,SE,2019-02-01,2019-01-17,144.57,173.53707546517256,0,92,6,85
3291,SE CON MEN FEV/19,SE,2019-03-01,2019-01-17,176.39,265.2265859742616,1,94,30,63
5356,SE CON MEN JUN/19,SE,2019-07-01,2019-01-17,4.0,265.0,5,102,98,3
6761,SE CON MEN MAR/19,SE,2019-04-01,2019-01-17,144.6,265.66640387275237,2,107,48,58
558,SE CON MEN ABR/19,SE,2019-05-01,2019-01-18,31.9,269.13097178683387,3,101,66,34
3888,SE CON MEN JAN/19,SE,2019-02-01,2019-01-18,48.8,175.09631147540986,0,92,5,86
3292,SE CON MEN FEV/19,SE,2019-03-01,2019-01-18,219.15,278.3441022130961,1,94,29,64
6762,SE CON MEN MAR/19,SE,2019-04-01,2019-01-18,286.8,278.4878312412832,2,107,47,59
5357,SE CON MEN JUN/19,SE,2019-07-01,2019-01-18,3.0,272.3333333333333,5,102,97,4
6075,SE CON MEN MAI/19,SE,2019-06-01,2019-01-18,10.0,272.1,4,79,70,8
3889,SE CON MEN JAN/19,SE,2019-02-01,2019-01-21,40.8,184.59803921568627,0,92,4,87
2087,SE CON MEN DEZ/19,SE,2020-01-01,2019-01-21,33.0,215.0,11,180,179,0
8538,SE CON MEN OUT/19,SE,2019-11-01,2019-01-21,48.0,234.0625,9,142,140,1
5358,SE CON MEN JUN/19,SE,2019-07-01,2019-01-21,17.0,306.1764705882353,5,102,96,5
6076,SE CON MEN MAI/19,SE,2019-06-01,2019-01-21,9.84,307.540650406504,4,79,69,9
7482,SE CON MEN NOV/19,SE,2019-12-01,2019-01-21,33.0,215.0,10,147,142,4
4576,SE CON MEN JUL/19,SE,2019-08-01,2019-01-21,15.0,300.0,6,86,85,0
6763,SE CON MEN MAR/19,SE,2019-04-01,2019-01-21,311.51,319.17593335687457,2,107,46,60
3293,SE CON MEN FEV/19,SE,2019-03-01,2019-01-21,364.5,313.404548696845,1,94,28,65
559,SE CON MEN ABR/19,SE,2019-05-01,2019-01-21,52.19,299.1542441080667,3,101,65,35
6764,SE CON MEN MAR/19,SE,2019-04-01,2019-01-22,337.9,333.1819325244155,2,107,45,61
8539,SE CON MEN OUT/19,SE,2019-11-01,2019-01-22,11.0,215.0,9,142,139,2
2088,SE CON MEN DEZ/19,SE,2020-01-01,2019-01-22,19.5,208.02564102564102,11,180,178,1
6077,SE CON MEN MAI/19,SE,2019-06-01,2019-01-22,5.0,315.0,4,79,68,10
7483,SE CON MEN NOV/19,SE,2019-12-01,2019-01-22,11.0,215.0,10,147,141,5
3294,SE CON MEN FEV/19,SE,2019-03-01,2019-01-22,294.35,330.873280108714,1,94,27,66
560,SE CON MEN ABR/19,SE,2019-05-01,2019-01-22,47.4,309.3354430379747,3,101,64,36
3890,SE CON MEN JAN/19,SE,2019-02-01,2019-01-22,30.8,185.49353896103898,0,92,3,88
3295,SE CON MEN FEV/19,SE,2019-03-01,2019-01-23,467.5,339.28407058823524,1,94,26,67
5359,SE CON MEN JUN/19,SE,2019-07-01,2019-01-23,33.5,316.4925373134328,5,102,95,6
6078,SE CON MEN MAI/19,SE,2019-06-01,2019-01-23,18.5,315.8378378378378,4,79,67,11
2089,SE CON MEN DEZ/19,SE,2020-01-01,2019-01-23,0.58,240.0,11,180,177,2
6765,SE CON MEN MAR/19,SE,2019-04-01,2019-01-23,256.5,343.09333333333336,2,107,44,62
4577,SE CON MEN JUL/19,SE,2019-08-01,2019-01-23,2.0,335.0,6,86,84,1
561,SE CON MEN ABR/19,SE,2019-05-01,2019-01-23,54.4,314.8180147058823,3,101,63,37
3891,SE CON MEN JAN/19,SE,2019-02-01,2019-01-23,40.5,190.7074074074074,0,92,2,89
562,SE CON MEN ABR/19,SE,2019-05-01,2019-01-24,14.0,320.42857142857144,3,101,62,38
3296,SE CON MEN FEV/19,SE,2019-03-01,2019-01-24,289.5,355.96279792746117,1,94,25,68
3892,SE CON MEN JAN/19,SE,2019-02-01,2019-01-24,200.5,192.2718204488778,0,92,1,90
5360,SE CON MEN JUN/19,SE,2019-07-01,2019-01-24,1.0,321.0,5,102,94,7
6079,SE CON MEN MAI/19,SE,2019-06-01,2019-01-24,2.0,320.5,4,79,66,12
6766,SE CON MEN MAR/19,SE,2019-04-01,2019-01-24,203.8,353.5618253189402,2,107,43,63
6767,SE CON MEN MAR/19,SE,2019-04-01,2019-01-25,51.68,349.91273219814235,2,107,42,64
563,SE CON MEN ABR/19,SE,2019-05-01,2019-01-25,20.9,314.71291866028713,3,101,61,39
3297,SE CON MEN FEV/19,SE,2019-03-01,2019-01-25,137.5,351.8289454545454,1,94,24,69
6768,SE CON MEN MAR/19,SE,2019-04-01,2019-01-28,432.9,368.85872025872027,2,107,41,65
3298,SE CON MEN FEV/19,SE,2019-03-01,2019-01-28,406.5,389.5277269372694,1,94,23,70
5361,SE CON MEN JUN/19,SE,2019-07-01,2019-01-28,30.6,331.0290849673202,5,102,93,8
6080,SE CON MEN MAI/19,SE,2019-06-01,2019-01-28,9.0,325.22222222222223,4,79,65,13
564,SE CON MEN ABR/19,SE,2019-05-01,2019-01-28,113.5,329.37533039647576,3,101,60,40
3299,SE CON MEN FEV/19,SE,2019-03-01,2019-01-29,256.1,409.33100351425225,1,94,22,71
6081,SE CON MEN MAI/19,SE,2019-06-01,2019-01-29,21.0,328.3333333333333,4,79,64,14
4578,SE CON MEN JUL/19,SE,2019-08-01,2019-01-29,5.04,365.0,6,86,83,2
7484,SE CON MEN NOV/19,SE,2019-12-01,2019-01-29,5.22,275.0,10,147,140,6
9566,SE CON MEN SET/19,SE,2019-10-01,2019-01-29,5.21,365.0,8,111,110,0
6769,SE CON MEN MAR/19,SE,2019-04-01,2019-01-29,305.04,372.51498164175194,2,107,40,66
8540,SE CON MEN OUT/19,SE,2019-11-01,2019-01-29,5.04,275.0,9,142,138,3
2090,SE CON MEN DEZ/19,SE,2020-01-01,2019-01-29,5.04,275.0,11,180,176,3
565,SE CON MEN ABR/19,SE,2019-05-01,2019-01-29,32.8,333.1310975609756,3,101,59,41
5362,SE CON MEN JUN/19,SE,2019-07-01,2019-01-29,27.5,330.27272727272725,5,102,92,9
3893,SE CON MEN JAN/19,SE,2019-02-01,2019-01-29,1.4,190.0,0,92,0,91
1205,SE CON MEN AGO/19,SE,2019-09-01,2019-01-29,5.04,365.0,7,88,87,0
3300,SE CON MEN FEV/19,SE,2019-03-01,2019-01-30,179.26,399.4936963070401,1,94,21,72
4579,SE CON MEN JUL/19,SE,2019-08-01,2019-01-30,33.0,225.0,6,86,82,3
6082,SE CON MEN MAI/19,SE,2019-06-01,2019-01-30,2.0,315.0,4,79,63,15
566,SE CON MEN ABR/19,SE,2019-05-01,2019-01-30,6.8,324.8529411764706,3,101,58,42
7485,SE CON MEN NOV/19,SE,2019-12-01,2019-01-30,33.0,225.0,10,147,139,7
1206,SE CON MEN AGO/19,SE,2019-09-01,2019-01-30,33.0,225.0,7,88,86,1
2091,SE CON MEN DEZ/19,SE,2020-01-01,2019-01-30,33.0,225.0,11,180,175,4
9567,SE CON MEN SET/19,SE,2019-10-01,2019-01-30,33.0,225.0,8,111,109,1
5363,SE CON MEN JUN/19,SE,2019-07-01,2019-01-30,13.0,309.53846153846155,5,102,91,10
8541,SE CON MEN OUT/19,SE,2019-11-01,2019-01-30,33.0,225.0,9,142,137,4
6770,SE CON MEN MAR/19,SE,2019-04-01,2019-01-30,267.6,351.15840807174885,2,107,39,67
7486,SE CON MEN NOV/19,SE,2019-12-01,2019-01-31,10.0,250.0,10,147,138,8
2092,SE CON MEN DEZ/19,SE,2020-01-01,2019-01-31,10.0,233.0,11,180,174,5
6771,SE CON MEN MAR/19,SE,2019-04-01,2019-01-31,241.0,322.44161825726144,2,107,38,68
3301,SE CON MEN FEV/19,SE,2019-03-01,2019-01-31,220.6,400.07953762465996,1,94,20,73
3302,SE CON MEN FEV/19,SE,2019-03-01,2019-02-01,206.2,405.2479631425801,0,94,19,74
6772,SE CON MEN MAR/19,SE,2019-04-01,2019-02-01,138.7,335.72242249459265,1,107,37,69
567,SE CON MEN ABR/19,SE,2019-05-01,2019-02-01,1.0,320.0,2,101,57,43
3303,SE CON MEN FEV/19,SE,2019-03-01,2019-02-04,281.65,419.60443813243387,0,94,18,75
5364,SE CON MEN JUN/19,SE,2019-07-01,2019-02-04,5.0,312.0,4,102,90,11
6773,SE CON MEN MAR/19,SE,2019-04-01,2019-02-04,230.6,344.0631830008673,1,107,36,70
5365,SE CON MEN JUN/19,SE,2019-07-01,2019-02-05,10.0,317.0,4,102,89,12
3304,SE CON MEN FEV/19,SE,2019-03-01,2019-02-05,306.5,445.8355628058726,0,94,17,76
6774,SE CON MEN MAR/19,SE,2019-04-01,2019-02-05,336.1,386.4725379351383,1,107,35,71
6083,SE CON MEN MAI/19,SE,2019-06-01,2019-02-05,1.8,335.0,3,79,62,16
568,SE CON MEN ABR/19,SE,2019-05-01,2019-02-05,42.2,338.13507109004735,2,101,56,44
4580,SE CON MEN JUL/19,SE,2019-08-01,2019-02-06,3.0,350.0,5,86,81,4
6084,SE CON MEN MAI/19,SE,2019-06-01,2019-02-06,1.0,330.0,3,79,61,17
6775,SE CON MEN MAR/19,SE,2019-04-01,2019-02-06,200.2,380.00579420579425,1,107,34,72
3305,SE CON MEN FEV/19,SE,2019-03-01,2019-02-06,88.29,438.8434703816967,0,94,16,77
2093,SE CON MEN DEZ/19,SE,2020-01-01,2019-02-06,10.9,246.65137614678898,10,180,173,6
569,SE CON MEN ABR/19,SE,2019-05-01,2019-02-06,26.0,331.6057692307692,2,101,55,45
5366,SE CON MEN JUN/19,SE,2019-07-01,2019-02-06,4.0,322.5,4,102,88,13
3306,SE CON MEN FEV/19,SE,2019-03-01,2019-02-07,110.3,439.3699002719855,0,94,15,78
6776,SE CON MEN MAR/19,SE,2019-04-01,2019-02-07,247.6,356.6375201938612,1,107,33,73
7487,SE CON MEN NOV/19,SE,2019-12-01,2019-02-07,23.0,267.0,9,147,137,9
2094,SE CON MEN DEZ/19,SE,2020-01-01,2019-02-07,13.0,245.0,10,180,172,7
570,SE CON MEN ABR/19,SE,2019-05-01,2019-02-07,39.0,317.2338461538462,2,101,54,46
5367,SE CON MEN JUN/19,SE,2019-07-01,2019-02-07,9.0,322.8888888888889,4,102,87,14
6085,SE CON MEN MAI/19,SE,2019-06-01,2019-02-07,21.0,324.62714285714287,3,79,60,18
2095,SE CON MEN DEZ/19,SE,2020-01-01,2019-02-08,22.0,225.25,10,180,171,8
3307,SE CON MEN FEV/19,SE,2019-03-01,2019-02-08,147.5,429.62793220338983,0,94,14,79
571,SE CON MEN ABR/19,SE,2019-05-01,2019-02-08,50.0,298.4402,2,101,53,47
6777,SE CON MEN MAR/19,SE,2019-04-01,2019-02-08,164.64000000000001,335.2397351797861,1,107,32,74
5368,SE CON MEN JUN/19,SE,2019-07-01,2019-02-08,5.0,301.0,4,102,86,15
6778,SE CON MEN MAR/19,SE,2019-04-01,2019-02-11,190.87,315.33195368575474,1,107,31,75
3308,SE CON MEN FEV/19,SE,2019-03-01,2019-02-11,126.45,418.22973507315146,0,94,13,80
572,SE CON MEN ABR/19,SE,2019-05-01,2019-02-11,19.1,285.0523560209424,2,101,52,48
8542,SE CON MEN OUT/19,SE,2019-11-01,2019-02-11,3.0,270.0,8,142,136,5
6779,SE CON MEN MAR/19,SE,2019-04-01,2019-02-12,348.2,356.67907811602527,1,107,30,76
573,SE CON MEN ABR/19,SE,2019-05-01,2019-02-12,109.0,319.1330275229358,2,101,51,49
3309,SE CON MEN FEV/19,SE,2019-03-01,2019-02-12,133.7,438.2949887808527,0,94,12,81
5369,SE CON MEN JUN/19,SE,2019-07-01,2019-02-12,4.0,300.0,4,102,85,16
6086,SE CON MEN MAI/19,SE,2019-06-01,2019-02-12,14.1,297.9078014184397,3,79,59,19
6780,SE CON MEN MAR/19,SE,2019-04-01,2019-02-13,186.8,388.6980728051392,1,107,29,77
5370,SE CON MEN JUN/19,SE,2019-07-01,2019-02-13,5.0,335.0,4,102,84,17
574,SE CON MEN ABR/19,SE,2019-05-01,2019-02-13,74.0,333.31756756756755,2,101,50,50
3310,SE CON MEN FEV/19,SE,2019-03-01,2019-02-13,125.2,428.1649361022364,0,94,11,82
575,SE CON MEN ABR/19,SE,2019-05-01,2019-02-14,18.0,328.3333333333333,2,101,49,51
4581,SE CON MEN JUL/19,SE,2019-08-01,2019-02-14,3.0,358.0,5,86,80,5
3311,SE CON MEN FEV/19,SE,2019-03-01,2019-02-14,105.2,434.9153992395437,0,94,10,83
6781,SE CON MEN MAR/19,SE,2019-04-01,2019-02-14,59.1,372.35702199661586,1,107,28,78
6087,SE CON MEN MAI/19,SE,2019-06-01,2019-02-15,1.0,318.0,3,79,58,20
3312,SE CON MEN FEV/19,SE,2019-03-01,2019-02-15,78.2,436.7333759590793,0,94,9,84
8543,SE CON MEN OUT/19,SE,2019-11-01,2019-02-15,1.5,270.0,8,142,135,6
6782,SE CON MEN MAR/19,SE,2019-04-01,2019-02-15,160.9,375.21379738968307,1,107,27,79
576,SE CON MEN ABR/19,SE,2019-05-01,2019-02-15,19.0,325.42105263157896,2,101,48,52
577,SE CON MEN ABR/19,SE,2019-05-01,2019-02-18,64.5,311.08527131782944,2,101,47,53
6783,SE CON MEN MAR/19,SE,2019-04-01,2019-02-18,152.5,348.5954098360656,1,107,26,80
3313,SE CON MEN FEV/19,SE,2019-03-01,2019-02-18,31.9,437.6253918495298,0,94,8,85
3314,SE CON MEN FEV/19,SE,2019-03-01,2019-02-19,87.7,439.32622576966935,0,94,7,86
578,SE CON MEN ABR/19,SE,2019-05-01,2019-02-19,54.25,313.4562211981567,2,101,46,54
6088,SE CON MEN MAI/19,SE,2019-06-01,2019-02-19,30.0,328.0,3,79,57,21
6784,SE CON MEN MAR/19,SE,2019-04-01,2019-02-19,145.4,371.5574896836314,1,107,25,81
3315,SE CON MEN FEV/19,SE,2019-03-01,2019-02-20,52.82,433.7796289284362,0,94,6,87
2096,SE CON MEN DEZ/19,SE,2020-01-01,2019-02-20,13.0,240.0,10,180,170,9
5371,SE CON MEN JUN/19,SE,2019-07-01,2019-02-20,15.0,312.6666666666667,4,102,83,18
579,SE CON MEN ABR/19,SE,2019-05-01,2019-02-20,43.6,293.23394495412845,2,101,45,55
6785,SE CON MEN MAR/19,SE,2019-04-01,2019-02-20,109.0,346.3761467889908,1,107,24,82
580,SE CON MEN ABR/19,SE,2019-05-01,2019-02-21,149.5,263.10200668896323,2,101,44,56
2097,SE CON MEN DEZ/19,SE,2020-01-01,2019-02-21,1.0,235.0,10,180,169,10
5372,SE CON MEN JUN/19,SE,2019-07-01,2019-02-21,15.0,304.3333333333333,4,102,82,19
6786,SE CON MEN MAR/19,SE,2019-04-01,2019-02-21,135.6,307.3956489675516,1,107,23,83
3316,SE CON MEN FEV/19,SE,2019-03-01,2019-02-21,12.1,433.4958677685951,0,94,5,88
6089,SE CON MEN MAI/19,SE,2019-06-01,2019-02-21,3.0,284.0,3,79,56,22
5373,SE CON MEN JUN/19,SE,2019-07-01,2019-02-22,5.0,284.4,4,102,81,20
6787,SE CON MEN MAR/19,SE,2019-04-01,2019-02-22,109.7,299.5013673655424,1,107,22,84
6090,SE CON MEN MAI/19,SE,2019-06-01,2019-02-22,15.0,267.8666666666667,3,79,55,23
581,SE CON MEN ABR/19,SE,2019-05-01,2019-02-22,77.18,259.7267297227261,2,101,43,57
3317,SE CON MEN FEV/19,SE,2019-03-01,2019-02-22,10.8,426.787037037037,0,94,4,89
5374,SE CON MEN JUN/19,SE,2019-07-01,2019-02-25,25.0,280.0,4,102,80,21
8544,SE CON MEN OUT/19,SE,2019-11-01,2019-02-25,10.0,295.0,8,142,134,7
6788,SE CON MEN MAR/19,SE,2019-04-01,2019-02-25,76.5,279.1375163398693,1,107,21,85
3318,SE CON MEN FEV/19,SE,2019-03-01,2019-02-25,50.65,425.68882527147093,0,94,3,90
582,SE CON MEN ABR/19,SE,2019-05-01,2019-02-25,62.2,253.0466237942122,2,101,42,58
7488,SE CON MEN NOV/19,SE,2019-12-01,2019-02-25,10.0,250.0,9,147,136,10
2098,SE CON MEN DEZ/19,SE,2020-01-01,2019-02-25,27.0,230.22222222222223,10,180,168,11
3319,SE CON MEN FEV/19,SE,2019-03-01,2019-02-26,3.0,434.0,0,94,2,91
6789,SE CON MEN MAR/19,SE,2019-04-01,2019-02-26,27.3,275.67765567765565,1,107,20,86
5375,SE CON MEN JUN/19,SE,2019-07-01,2019-02-26,2.7,260.0,4,102,79,22
6091,SE CON MEN MAI/19,SE,2019-06-01,2019-02-26,7.6,260.0,3,79,54,24
583,SE CON MEN ABR/19,SE,2019-05-01,2019-02-26,46.0,249.9217391304348,2,101,41,59
584,SE CON MEN ABR/19,SE,2019-05-01,2019-02-27,9.0,246.72222222222223,2,101,40,60
6790,SE CON MEN MAR/19,SE,2019-04-01,2019-02-27,17.5,265.52000000000004,1,107,19,87
7489,SE CON MEN NOV/19,SE,2019-12-01,2019-02-27,13.89,220.0,9,147,135,11
3320,SE CON MEN FEV/19,SE,2019-03-01,2019-02-27,5.0,430.0,0,94,1,92
6092,SE CON MEN MAI/19,SE,2019-06-01,2019-02-27,13.85,256.8050541516246,3,79,53,25
6791,SE CON MEN MAR/19,SE,2019-04-01,2019-02-28,90.12,256.5580337328007,1,107,18,88
3321,SE CON MEN FEV/19,SE,2019-03-01,2019-02-28,108.0,429.95875000000007,0,94,0,93
585,SE CON MEN ABR/19,SE,2019-05-01,2019-02-28,76.1,231.1386333771354,2,101,39,61
6093,SE CON MEN MAI/19,SE,2019-06-01,2019-02-28,6.0,256.0,3,79,52,26
6792,SE CON MEN MAR/19,SE,2019-04-01,2019-03-01,13.600000000000001,250.07352941176467,0,107,17,89
5376,SE CON MEN JUN/19,SE,2019-07-01,2019-03-01,30.0,279.8333333333333,3,102,78,23
2099,SE CON MEN DEZ/19,SE,2020-01-01,2019-03-01,2.0,235.0,9,180,167,12
586,SE CON MEN ABR/19,SE,2019-05-01,2019-03-01,54.0,228.08333333333334,1,101,38,62
587,SE CON MEN ABR/19,SE,2019-05-01,2019-03-06,45.0,204.97755555555554,1,101,37,63
5377,SE CON MEN JUN/19,SE,2019-07-01,2019-03-06,5.0,270.0,3,102,77,24
6793,SE CON MEN MAR/19,SE,2019-04-01,2019-03-06,18.2,249.9835164835165,0,107,16,90
5378,SE CON MEN JUN/19,SE,2019-07-01,2019-03-07,2.0,260.0,3,102,76,25
588,SE CON MEN ABR/19,SE,2019-05-01,2019-03-07,66.35,223.99623210248683,1,101,36,64
6794,SE CON MEN MAR/19,SE,2019-04-01,2019-03-07,49.0,254.99489795918367,0,107,15,91
6795,SE CON MEN MAR/19,SE,2019-04-01,2019-03-08,16.7,252.91017964071858,0,107,14,92
589,SE CON MEN ABR/19,SE,2019-05-01,2019-03-08,34.2,223.34502923976606,1,101,35,65
5379,SE CON MEN JUN/19,SE,2019-07-01,2019-03-08,14.0,276.42857142857144,3,102,75,26
590,SE CON MEN ABR/19,SE,2019-05-01,2019-03-11,72.0,210.70000000000002,1,101,34,66
6094,SE CON MEN MAI/19,SE,2019-06-01,2019-03-11,23.2,247.0086206896552,2,79,51,27
5380,SE CON MEN JUN/19,SE,2019-07-01,2019-03-11,58.4,273.7127910958904,3,102,74,27
6796,SE CON MEN MAR/19,SE,2019-04-01,2019-03-11,66.2,245.65483383685805,0,107,13,93
5381,SE CON MEN JUN/19,SE,2019-07-01,2019-03-12,17.05,273.09090909090907,3,102,73,28
6095,SE CON MEN MAI/19,SE,2019-06-01,2019-03-12,45.300000000000004,232.26313465783664,2,79,50,28
591,SE CON MEN ABR/19,SE,2019-05-01,2019-03-12,85.5,192.5,1,101,33,67
6797,SE CON MEN MAR/19,SE,2019-04-01,2019-03-12,60.3,231.9761194029851,0,107,12,94
6096,SE CON MEN MAI/19,SE,2019-06-01,2019-03-13,16.5,232.4848484848485,2,79,49,29
592,SE CON MEN ABR/19,SE,2019-05-01,2019-03-13,12.0,197.25,1,101,32,68
6798,SE CON MEN MAR/19,SE,2019-04-01,2019-03-13,30.5,231.10327868852457,0,107,11,95
8545,SE CON MEN OUT/19,SE,2019-11-01,2019-03-13,35.0,309.14285714285717,7,142,133,8
5382,SE CON MEN JUN/19,SE,2019-07-01,2019-03-13,8.0,264.375,3,102,72,29
2100,SE CON MEN DEZ/19,SE,2020-01-01,2019-03-13,10.0,233.0,9,180,166,13
1207,SE CON MEN AGO/19,SE,2019-09-01,2019-03-14,5.5,178.38,5,88,85,2
6799,SE CON MEN MAR/19,SE,2019-04-01,2019-03-14,82.5,226.03454545454542,0,107,10,96
9568,SE CON MEN SET/19,SE,2019-10-01,2019-03-14,5.5,178.38,6,111,108,2
7490,SE CON MEN NOV/19,SE,2019-12-01,2019-03-14,15.0,223.79333333333335,8,147,134,12
2101,SE CON MEN DEZ/19,SE,2020-01-01,2019-03-14,30.0,230.0,9,180,165,14
5383,SE CON MEN JUN/19,SE,2019-07-01,2019-03-14,97.0,260.1701030927835,3,102,71,30
4582,SE CON MEN JUL/19,SE,2019-08-01,2019-03-14,5.5,178.38,4,86,79,6
593,SE CON MEN ABR/19,SE,2019-05-01,2019-03-14,87.9,185.53071672354946,1,101,31,69
8546,SE CON MEN OUT/19,SE,2019-11-01,2019-03-14,1.6,295.0,7,142,132,9
6097,SE CON MEN MAI/19,SE,2019-06-01,2019-03-14,105.5,217.69573459715642,2,79,48,30
2102,SE CON MEN DEZ/19,SE,2020-01-01,2019-03-15,11.0,226.36363636363637,9,180,164,15
6800,SE CON MEN MAR/19,SE,2019-04-01,2019-03-15,11.5,220.8608695652174,0,107,9,97
594,SE CON MEN ABR/19,SE,2019-05-01,2019-03-15,150.2,171.27330226364845,1,101,30,70
5384,SE CON MEN JUN/19,SE,2019-07-01,2019-03-15,65.07,250.59612724757957,3,102,70,31
6098,SE CON MEN MAI/19,SE,2019-06-01,2019-03-15,79.1,201.28381795195955,2,79,47,31
8547,SE CON MEN OUT/19,SE,2019-11-01,2019-03-15,30.0,293.3333333333333,7,142,131,10
7491,SE CON MEN NOV/19,SE,2019-12-01,2019-03-15,10.0,240.0,8,147,133,13
6099,SE CON MEN MAI/19,SE,2019-06-01,2019-03-18,16.0,214.33875,2,79,46,32
595,SE CON MEN ABR/19,SE,2019-05-01,2019-03-18,87.5,177.47965714285712,1,101,29,71
5385,SE CON MEN JUN/19,SE,2019-07-01,2019-03-18,3.0,255.0,3,102,69,32
6801,SE CON MEN MAR/19,SE,2019-04-01,2019-03-18,1.0,224.0,0,107,8,98
2103,SE CON MEN DEZ/19,SE,2020-01-01,2019-03-18,5.0,221.6,9,180,163,16
7492,SE CON MEN NOV/19,SE,2019-12-01,2019-03-18,3.0,265.0,8,147,132,14
6100,SE CON MEN MAI/19,SE,2019-06-01,2019-03-19,74.6,224.02010723860593,2,79,45,33
6802,SE CON MEN MAR/19,SE,2019-04-01,2019-03-19,11.2,225.0357142857143,0,107,7,99
5386,SE CON MEN JUN/19,SE,2019-07-01,2019-03-19,11.0,260.0,3,102,68,33
596,SE CON MEN ABR/19,SE,2019-05-01,2019-03-19,84.0,182.2632142857143,1,101,28,72
8548,SE CON MEN OUT/19,SE,2019-11-01,2019-03-19,2.0,300.0,7,142,130,11
