init_cash,fast_period,slow_period,rtot,ravg,rnorm,rnorm100,drawdown,moneydown,maxdrawdown,maxdrawdownperiod,sharperatio,pnl,final_value,total,win_rate,won,lost,won_avg,won_avg_prcnt,lost_avg,lost_avg_prcnt,won_max,won_max_prcnt,lost_max,lost_max_prcnt,period,devfactor
100000,1.0,30.0,12.667737269608224,0.0035032459263297,1.4177031391888038,141.77031391888036,24.60174798657463,10354594171.312248,81.35832561187877,539,1.2275116141148437,31734161372.46,31734261372.459816,61,0.4918032786885246,30.0,31.0,1090890118.1391065,1090890.1181391063,-32017489.41010875,-32017.48941010875,24442747880.824886,24442747.880824886,-205914785.38417497,-205914.78538417496,,
100000,33.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,,0.0,100000.0,0,,,,,,,,,,,,,
100000,,,0.2483434468370198,6.867905056333512e-05,0.0174577567264016,1.745775672640161,87.3359392350238,884044.6454186288,91.31979921572363,1151,0.2603611329432168,28190.01,128190.01211409247,2,0.5,1.0,0.0,105421.0,105.421,0.0,0.0,105421.0,105.421,0.0,0.0,5.0,2.0
