,accuracy_train,accuracy_test,log_return_train,log_return_test,std_dev_train,std_dev_test,sharpe_train,sharpe_test,mse_train,mse_test,rmse_train,rmse_test,mae_train,mae_test,r2_train,r2_test,mape_train,mape_test
0,0.6189723320158103,0.6645381013197105,5.490878411575754,10.008717432335901,0.019859626367208477,0.020408488148177334,0.21856480403308323,0.20877792553044955,0.7272683990616815,0.8646235624400769,0.8528003277800036,0.929851365778465,0.7580718116446611,0.8896240331966386,0.15951957433473274,0.13283882311475448,33452802959350.19,348563201510.6895
