,model,accuracy_train,log_return_train,std_dev_train,sharpe_train,mse_train,rmse_train,mae_train,r2_train,mape_train,precision_train,f1_train,roc_auc_train
0,linear_regression,0.6189723320158103,5.490878411575754,0.0198596263672084,0.2185648040330832,0.7272683990616815,0.8528003277800036,0.7580718116446611,0.1595195743347327,33452802959350.19,,,
0,ridge_regression,0.6355731225296443,6.107680653750953,0.0216830483970876,0.2226719214925749,0.7564877375738615,0.8697630352997657,0.797031317740289,0.12575173552576,21539381990006.816,,,
0,logistic_regression,0.724901185770751,5.016939701431152,0.0180249636186142,0.2200259774277649,,,,,,0.7137330754352031,0.6795580110497238,0.7179312364907177
0,svc,0.5723320158102767,2.5839444617781524,0.0232752088900392,0.0877604945654021,,,,,,0.52046783625731,0.5682362330407024,0.577197341575258
0,xgboost_classifier,0.6719367588932806,6.815151104453308,0.0197784385096437,,,,,,,0.603494623655914,0.683929931454684,0.6826265579863846
0,lgbm_classifier,0.8055335968379447,10.208028074629508,0.0175896386599729,0.4587693679653304,,,,,,0.7215363511659808,0.810477657935285,0.8163810779144698
0,random_forest,0.999209486166008,10.454049842314916,0.0175033883047308,0.472141215044587,,,,,,1.0,0.9991204925241864,0.9991212653778558
