dt,portfolio_value_x,cash_x,size_x,return_x,portfolio_value_y,cash_y,size_y,return_y,portfolio_value,cash,size,return
2015-02-05,100000.0,100000.0,0.0,,,,,,,100000.0,0,0.0
2015-02-06,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2015-02-07,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2015-02-08,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2015-02-09,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2015-02-10,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2015-02-11,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2015-02-12,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2015-02-13,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2015-02-14,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2015-02-15,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2015-02-16,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2015-02-17,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2015-02-18,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2015-02-19,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2015-02-20,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2015-02-21,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2015-02-22,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2015-02-23,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2015-02-24,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2015-02-25,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2015-02-26,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2015-02-27,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2015-02-28,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2015-03-01,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2015-03-02,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2015-03-03,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2015-03-04,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2015-03-05,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2015-03-06,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2015-03-07,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2015-03-08,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2015-03-09,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2015-03-10,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2015-03-11,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2015-03-12,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2015-03-13,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2015-03-14,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2015-03-15,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2015-03-16,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2015-03-17,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
2015-03-18,,100000.0,0.0,0.0,,,,,,100000.0,0,0.0
