dt,SMA_1,SMA_30,CrossOver_x,EMA_33,EMA_88,CrossOver_y,BBands_mid_5_2.0,BBands_top_5_2.0,BBands_bot_5_2.0
2015-01-06,378.0,,,,,,,,
2015-01-07,378.0,,,,,,,,
2015-01-08,378.0,,,,,,,,
2015-01-09,379.5,,,,,,,,
2015-01-10,379.5,,,,,,378.6,380.06969384564144,377.1303061543586
2015-01-11,380.0,,,,,,379.0,380.6733200530821,377.3266799469179
2015-01-12,380.46153846153845,,,,,,379.4923076923077,381.1474234840505,377.8371919005649
2015-01-13,380.46153846153845,,,,,,379.9846153846154,380.8447791229319,379.1244516462989
2015-01-14,380.8571428571428,,,,,,380.256043956044,381.186822917198,379.32526499489
2015-01-15,382.0,,,,,,380.756043956044,382.11331093434825,379.3987769777397
2015-01-16,382.0,,,,,,381.156043956044,382.56417498374304,379.7479129283449
2015-01-17,386.0,,,,,,382.2637362637362,386.1956774911978,378.3317950362746
2015-01-18,386.0,,,,,,383.3714285714285,387.74425747880326,378.99859966405376
2015-01-19,386.0,,,,,,384.4,388.31918358846616,380.4808164115338
2015-01-20,393.0,,,,,,386.6,393.71055553384826,379.4894444661518
2015-01-21,393.1,,,,,,388.82,395.72785060637625,381.9121493936237
2015-01-22,393.4988888888888,,,,,,390.31977777777774,397.38184174357445,383.257713811981
2015-01-23,393.4988888888888,,,,,,391.8195555555555,397.6532874530569,385.9858236580541
2015-01-24,393.49888888888887,,,,,,393.3193333333333,393.7636768773689,392.8749897892977
2015-01-25,393.8979999999999,,,,,,393.4989333333333,394.0036328596404,392.9942338070262
2015-01-26,394.198,,,,,,393.7185333333333,394.2890261831694,393.1480404834972
2015-01-27,395.2260869565218,,,,,,394.0639729468599,395.3397971437692,392.7881487499505
2015-01-28,395.19259259259263,,,,,,394.4027136876006,395.7927914096482,393.01263596555305
2015-01-29,395.11034482758623,,,,,,394.7250048753401,395.84923958627166,393.6007701644086
2015-01-30,395.11034482758623,,,,,,394.9674738408574,395.7423149473729,394.19263273434194
2015-01-31,395.11851851851856,,,,,,395.15157754456106,395.24843645124406,395.05471863787807
2015-02-01,,,,,,,,,
2015-02-02,,,,,,,,,
2015-02-03,,,,,,,,,
2015-02-04,,,,,,,,,
2015-02-05,,,0.0,,,,,,
2015-02-06,,,0.0,,,,,,
2015-02-07,,,0.0,,,,,,
2015-02-08,,,0.0,,,,,,
2015-02-09,,,0.0,,,,,,
2015-02-10,,,0.0,,,,,,
2015-02-11,,,0.0,,,,,,
2015-02-12,,,0.0,,,,,,
2015-02-13,,,0.0,,,,,,
2015-02-14,,,0.0,,,,,,
2015-02-15,,,0.0,,,,,,
2015-02-16,,,0.0,,,,,,
2015-02-17,,,0.0,,,,,,
2015-02-18,,,0.0,,,,,,
2015-02-19,,,0.0,,,,,,
2015-02-20,,,0.0,,,,,,
2015-02-21,,,0.0,,,,,,
2015-02-22,,,0.0,,,,,,
