strat_id,strat_name,dt,BBands_mid_5_2.0,BBands_top_5_2.0,BBands_bot_5_2.0
0,period5_devfactor2.0,2016-08-05,,,
0,period5_devfactor2.0,2016-08-06,,,
0,period5_devfactor2.0,2016-08-07,,,
0,period5_devfactor2.0,2016-08-08,,,
0,period5_devfactor2.0,2016-08-09,199.03225806451613,199.4884559878824,198.57606014114987
0,period5_devfactor2.0,2016-08-10,198.87096774193546,199.32716566530172,198.4147698185692
0,period5_devfactor2.0,2016-08-11,198.70967741935482,199.16587534272108,198.25347949598856
0,period5_devfactor2.0,2016-08-12,198.5483870967742,199.0045850200767,198.09218917347172
0,period5_devfactor2.0,2016-08-13,198.38709677419354,198.8432946975279,197.93089885085917
0,period5_devfactor2.0,2016-08-14,198.22580645161287,198.68200437497913,197.7696085282466
0,period5_devfactor2.0,2016-08-15,198.06451612903226,198.52071405233474,197.60831820572977
0,period5_devfactor2.0,2016-08-16,197.9032258064516,198.35942372981785,197.44702788308533
0,period5_devfactor2.0,2016-08-17,197.74193548387095,198.1981334072372,197.28573756050469
0,period5_devfactor2.0,2016-08-18,197.5806451612903,198.03684308465657,197.12444723792404
0,period5_devfactor2.0,2016-08-19,197.4193548387097,197.87555276201218,196.9631569154072
0,period5_devfactor2.0,2016-08-20,197.25806451612902,197.7142624394953,196.80186659276276
0,period5_devfactor2.0,2016-08-21,197.09677419354838,197.55297211688276,196.640576270214
0,period5_devfactor2.0,2016-08-22,196.93548387096774,197.39168179430212,196.47928594763337
0,period5_devfactor2.0,2016-08-23,196.7741935483871,197.23039147172148,196.31799562505273
0,period5_devfactor2.0,2016-08-24,196.61290322580646,197.06910114914083,196.1567053024721
0,period5_devfactor2.0,2016-08-25,196.45161290322582,196.90781082659208,195.99541497985956
0,period5_devfactor2.0,2016-08-26,196.29032258064518,196.74652050397955,195.8341246573108
0,period5_devfactor2.0,2016-08-27,196.12903225806454,196.5852301813989,195.67283433473017
0,period5_devfactor2.0,2016-08-28,195.96774193548387,196.42393985885013,195.5115440121176
0,period5_devfactor2.0,2016-08-29,195.80645161290323,196.2626495362376,195.35025368956886
0,period5_devfactor2.0,2016-08-30,195.6451612903226,196.10135921362507,195.1889633670201
0,period5_devfactor2.0,2016-08-31,195.48387096774195,195.94006889107632,195.02767304440758
0,period5_devfactor2.0,2016-09-01,195.32258064516128,195.77877856852754,194.86638272179502
0,period5_devfactor2.0,2016-09-02,195.19354838709677,195.56973883196994,194.8173579422236
0,period5_devfactor2.0,2016-09-03,195.09677419354838,195.35483870970458,194.8387096773922
0,period5_devfactor2.0,2016-09-04,195.03225806451613,195.16129032250964,194.9032258065226
0,period5_devfactor2.0,2016-09-05,195.0,195.0,195.0
0,period5_devfactor2.0,2016-09-06,195.0,195.0,195.0
0,period5_devfactor2.0,2016-09-07,195.0,195.0,195.0
0,period5_devfactor2.0,2016-09-08,195.0,195.0,195.0
0,period5_devfactor2.0,2016-09-09,195.0,195.0,195.0
0,period5_devfactor2.0,2016-09-10,195.0,195.0,195.0
0,period5_devfactor2.0,2016-09-11,195.0,195.0,195.0
0,period5_devfactor2.0,2016-09-12,195.0,195.0,195.0
0,period5_devfactor2.0,2016-09-13,195.0,195.0,195.0
0,period5_devfactor2.0,2016-09-14,195.0,195.0,195.0
0,period5_devfactor2.0,2016-09-15,195.0,195.0,195.0
0,period5_devfactor2.0,2016-09-16,195.0,195.0,195.0
0,period5_devfactor2.0,2016-09-17,195.0,195.0,195.0
0,period5_devfactor2.0,2016-09-18,195.0,195.0,195.0
0,period5_devfactor2.0,2016-09-19,195.0,195.0,195.0
0,period5_devfactor2.0,2016-09-20,195.0,195.0,195.0
0,period5_devfactor2.0,2016-09-21,195.0,195.0,195.0
0,period5_devfactor2.0,2016-09-22,195.0,195.0,195.0
0,period5_devfactor2.0,2016-09-23,195.0,195.0,195.0
0,period5_devfactor2.0,2016-09-24,195.0,195.0,195.0
0,period5_devfactor2.0,2016-09-25,195.0,195.0,195.0
0,period5_devfactor2.0,2016-09-26,195.0,195.0,195.0
0,period5_devfactor2.0,2016-09-27,195.0,195.0,195.0
0,period5_devfactor2.0,2016-09-28,195.0,195.0,195.0
0,period5_devfactor2.0,2016-09-29,195.0,195.0,195.0
