epoch,loss,val_loss
0,0.41937902569770813,0.2549532651901245
1,0.18689708411693573,0.374187707901001
2,0.1874791532754898,0.19179430603981018
3,0.15920379757881165,0.19716274738311768
4,0.14712420105934143,0.1158393993973732
5,0.14848282933235168,0.23641811311244965
6,0.1487450897693634,0.08610381186008453
7,0.11912842094898224,0.17644363641738892
8,0.11901748180389404,0.09327561408281326
9,0.11595804989337921,0.07502318173646927
10,0.10835723578929901,0.11608489602804184
11,0.11004681885242462,0.09914476424455643
12,0.10893931984901428,0.08073563873767853
13,0.11006511002779007,0.08963184803724289
14,0.10533224046230316,0.07092530280351639
15,0.1093946024775505,0.08040016889572144
16,0.10212353616952896,0.1187189370393753
17,0.10701733827590942,0.06652546674013138
18,0.09856327623128891,0.09726421535015106
19,0.09830445051193237,0.09700161963701248
20,0.10138335824012756,0.07903864979743958
21,0.09524991363286972,0.13959431648254395
22,0.09861502796411514,0.06633265316486359
23,0.11974389851093292,0.09519431740045547
24,0.10185450315475464,0.09021369367837906
25,0.09379220008850098,0.07753074169158936
26,0.0964767336845398,0.08235655725002289
27,0.09856419265270233,0.0814921110868454
28,0.09328597038984299,0.05529831349849701
29,0.09311216324567795,0.05472247675061226
30,0.09258279204368591,0.07831844687461853
31,0.1029866486787796,0.07720647752285004
32,0.09638557583093643,0.06288618594408035
33,0.09415757656097412,0.08284974098205566
34,0.09034471213817596,0.12906645238399506
35,0.09800227731466293,0.05092187598347664
36,0.08718252927064896,0.06419927626848221
37,0.09353330731391907,0.07562627643346786
38,0.091728575527668,0.06479604542255402
39,0.09175894409418106,0.06656304746866226
40,0.08567521721124649,0.08528485894203186
41,0.09382294118404388,0.06203790009021759
42,0.09606106579303741,0.09787110239267349
43,0.0915621817111969,0.05725298821926117
44,0.09332353621721268,0.05126187950372696
45,0.09389352798461914,0.05258006602525711
46,0.08522683382034302,0.0582130067050457
47,0.08666542917490005,0.05281894654035568
48,0.09044545143842697,0.08655444532632828
49,0.09543602168560028,0.10079975426197052
50,0.09638865292072296,0.05382288247346878
51,0.09175193309783936,0.0908760279417038
52,0.1015251874923706,0.05192679166793823
53,0.08716239780187607,0.05146738141775131
54,0.09213440120220184,0.04260878264904022
55,0.09417390078306198,0.057106394320726395
56,0.09046266973018646,0.0463547520339489
57,0.08344665169715881,0.05283285304903984
58,0.08675950765609741,0.04130225256085396
59,0.08217476308345795,0.0899798646569252
60,0.0855012759566307,0.07503994554281235
61,0.08433103561401367,0.08708447962999344
62,0.08592374622821808,0.06482154875993729
63,0.10338995605707169,0.08581718057394028
64,0.09649528563022614,0.06983793526887894
65,0.09541048854589462,0.06078286096453667
66,0.08613638579845428,0.05848326534032822
67,0.08687937259674072,0.05631382390856743
68,0.0836678221821785,0.04034299775958061
69,0.0808102935552597,0.03128767013549805
70,0.08659131079912186,0.0745343342423439
71,0.08435177057981491,0.10295043140649796
72,0.09502817690372467,0.0528034009039402
73,0.08948982506990433,0.11560019105672836
74,0.09180016815662384,0.04197454825043678
75,0.10008575022220612,0.055763740092515945
76,0.09061989188194275,0.052965618669986725
77,0.08130161464214325,0.0675055980682373
78,0.08958244323730469,0.034483373165130615
79,0.08444910496473312,0.12238644808530807
80,0.08227439969778061,0.050034455955028534
81,0.08025266975164413,0.075147345662117
82,0.08390852808952332,0.06542464345693588
83,0.07862144708633423,0.04333920776844025
84,0.07598312199115753,0.04683966562151909
85,0.08946038037538528,0.04306758567690849
86,0.08165012300014496,0.06448028981685638
87,0.08709873259067535,0.030590059235692024
88,0.08427386730909348,0.05575181543827057
89,0.07573775202035904,0.05353023484349251
90,0.0740613341331482,0.04360606521368027
91,0.07397690415382385,0.12340527027845383
92,0.08743587136268616,0.07193418592214584
93,0.07156524062156677,0.05190051347017288
94,0.08225414156913757,0.08412747085094452
95,0.07583824545145035,0.06934073567390442
96,0.07794604450464249,0.06886541098356247
97,0.08118616789579391,0.05762217938899994
98,0.0718674510717392,0.06143275648355484
99,0.08198373019695282,0.09065684676170349
100,0.0754329189658165,0.06880258023738861
101,0.07433415949344635,0.06992671638727188
102,0.07571935653686523,0.053009647876024246
103,0.07512315362691879,0.07709244638681412
104,0.07769060879945755,0.0740404948592186
105,0.07387803494930267,0.0754290223121643
106,0.07354336231946945,0.0712067112326622
107,0.08245660364627838,0.0747118815779686
108,0.07624165713787079,0.09758660942316055
109,0.07528247684240341,0.07244323939085007
110,0.0709395632147789,0.06965000182390213
111,0.07683754712343216,0.07394702732563019
112,0.06877388805150986,0.06965918093919754
113,0.0687234103679657,0.083727166056633
114,0.0643470361828804,0.10226466506719589
115,0.06780517101287842,0.07605091482400894
116,0.07180903851985931,0.09016771614551544
117,0.07348504662513733,0.08046691864728928
118,0.07716976851224899,0.13097135722637177
119,0.08334926515817642,0.08935057371854782
120,0.06903671473264694,0.07391087710857391
121,0.06636966019868851,0.08402376621961594
122,0.06721389293670654,0.07020986825227737
123,0.0654606893658638,0.07893111556768417
124,0.06414280831813812,0.08405826985836029
125,0.06545211374759674,0.0920562669634819
126,0.06892406940460205,0.0759793147444725
127,0.10939411073923111,0.059488192200660706
128,0.1044592559337616,0.05486219748854637
129,0.08375626802444458,0.0737471655011177
130,0.08301737904548645,0.10479652136564255
131,0.0848851203918457,0.0653708353638649
132,0.08003051578998566,0.05583414435386658
133,0.0690021961927414,0.11540836840867996
134,0.09016012400388718,0.039325084537267685
135,0.07447144389152527,0.07505133748054504
136,0.07154157012701035,0.08240442723035812
137,0.07139033079147339,0.0709095224738121
138,0.07425118237733841,0.10936234146356583
139,0.08923428505659103,0.07827909290790558
140,0.07089235633611679,0.0894300639629364
141,0.07033513486385345,0.07582809776067734
142,0.0697045847773552,0.09779633581638336
143,0.06426072865724564,0.0844280868768692
144,0.06650549173355103,0.06732300668954849
145,0.06622092425823212,0.11866866797208786
146,0.09723936766386032,0.06505618989467621
147,0.07531877607107162,0.0784241259098053
148,0.06491740792989731,0.09316983073949814
149,0.07590051740407944,0.07906638830900192
150,0.0660543218255043,0.12353271245956421
