,log_return_train,log_return_test,std_dev_train,std_dev_test,sharpe_train,sharpe_test,accuracy_train,accuracy_test,precision_train,precision_test,f1_train,f1_test,roc_auc_train,roc_auc_test
0,10.57527535438838,8.451484734478072,0.024016430072046173,0.021247859474670075,0.3675584522186534,0.1788475696868597,1.0,0.6187050359712231,1.0,0.6239067055393586,1.0,0.6022514071294559,1.0,0.6184107409603037
