dt,SMA_fast,SMA_slow,SMA_crossover,EMA_10,EMA_88,CrossOver_y,BBANDS_mid,BBANDS_top,BBANDS_bot,close,return,return_shifted,BBANDS_signal,real_close,ideal_signal_(d+1)
2022-12-17,247.91949494002864,245.39794023694373,0.0,246.80625759492875,252.911263160302,0.0,5.503902313167828,5.527305989778117,5.4799377514919225,5.513104076288117,-0.0008538161326905,0.0018664637622043,-1,247.91949494002864,1
2022-12-18,248.3826597990308,245.42475724826224,0.0,247.0928761774928,252.80949679263293,0.0,5.505318421283549,5.528951273862961,5.481113510343373,5.514970540050322,0.0018664637622043,0.0009233274768485,-1,248.3826597990308,1
2022-12-19,248.6121042434752,245.45828412357216,0.0,247.3690994622168,252.715173364562,0.0,5.506790044018047,5.530163811732116,5.482856841099609,5.51589386752717,0.0009233274768485,0.0025239731558217,-1,248.6121042434752,1
2022-12-20,249.24038707175808,245.50457493166485,0.0,247.70933357304247,252.6370882793304,0.0,5.508427715883115,5.531397549590075,5.484917839933059,5.518417840682992,0.0025239731558217,0.0004922840487768,-1,249.24038707175808,1
2022-12-21,249.36311434448533,245.5530572981991,0.0,248.0100209860321,252.5635158313563,0.0,5.510112376001523,5.531657431168195,5.48809289106129,5.518910124731769,0.0004922840487768,0.0,-1,249.36311434448533,0
2022-12-22,249.36311434448533,245.6028605177201,0.0,248.25603796029628,252.4915966968199,0.0,5.511568313529036,5.531813424377764,5.4909048540692105,5.518910124731769,0.0,-6.370292165236435e-05,-1,249.36311434448533,-1
2022-12-23,249.347229691504,245.65221215361345,0.0,248.45443645687948,252.42093676411616,0.0,5.512928672245397,5.53136248196848,5.494148665463458,5.5188464218101165,-6.370292165236435e-05,0.0002403438693514,-1,249.347229691504,1
2022-12-24,249.4071659718703,245.70594097192523,0.0,248.6276600050596,252.35321157777355,0.0,5.514205935161859,5.530415215444972,5.497729579060746,5.519086765679468,0.0002403438693514,0.0003796457779827,-1,249.4071659718703,1
2022-12-25,249.50187032534657,245.76072847634208,0.0,248.7866073360209,252.2891364934493,0.0,5.515501563744139,5.528179769864047,5.502660554452958,5.519466411457451,0.0003796457779827,-0.0017418258030685,-1,249.50187032534657,-1
2022-12-26,249.0676597990308,245.8067152254848,0.0,248.83770778384087,252.2167437587433,0.0,5.516585673150292,5.523439798713287,5.509684244139828,5.517724585654382,-0.0017418258030685,0.0,-1,249.0676597990308,0
2022-12-27,249.0676597990308,245.86902749693124,0.0,248.8795172411481,252.1459778270644,0.0,5.516786817872207,5.523542374190264,5.5099853134319225,5.517724585654382,0.0,0.0,-1,249.0676597990308,0
2022-12-28,249.0676597990308,245.93451911620377,0.0,248.9137249789449,252.0768021410411,0.0,5.517051968749704,5.52342769838599,5.510635328208681,5.517724585654382,0.0,0.0,-1,249.0676597990308,0
2022-12-29,249.0676597990308,245.9928807240579,0.0,248.94171312805145,252.00918096481607,0.0,5.517320656776259,5.523168457698423,5.511438457827054,5.517724585654382,0.0,0.0,-1,249.0676597990308,0
2022-12-30,249.0676597990308,246.05092338257924,0.0,248.96461252277496,251.94307936558505,0.0,5.517589272628951,5.5227328966068185,5.512419054936454,5.517724585654382,0.0,0.0,-1,249.0676597990308,0
2022-12-31,249.0676597990308,246.10909902803465,0.0,248.9833483911851,251.8784631955501,0.0,5.517918538061541,5.521482359097199,5.514341970766582,5.517724585654382,0.0,0.0,-1,249.0676597990308,0
2023-01-01,249.0676597990308,246.16401843257225,0.0,248.9986777380661,251.81529907428,0.0,5.51811492758531,5.520728767668067,5.515494237433679,5.517724585654382,0.0,0.0,-1,249.0676597990308,0
2023-01-02,249.0676597990308,246.22087094079487,0.0,249.0112199309688,251.75355437146536,0.0,5.518245514027953,5.520148764637019,5.516338634147494,5.517724585654382,0.0,-0.0060748473545944,-1,249.0676597990308,-1
2023-01-03,247.55919826056927,246.27466408385428,0.0,248.7472159908961,251.6592991779621,0.0,5.517763511251213,5.523164779098352,5.512332911206968,5.511649738299788,-0.0060748473545944,0.000703372064434,1,247.55919826056927,1
2023-01-04,247.7333857370405,246.3341215621831,0.0,248.5628832174678,251.5710764040088,0.0,5.517296040423643,5.524002439185262,5.510544362043646,5.512353110364222,0.000703372064434,6.865385986998263e-05,-1,247.7333857370405,1
2023-01-05,247.7503941740308,246.3934473060268,0.0,248.4151579368429,251.48521837636883,0.0,5.51683323307083,5.524349847505229,5.5092596909705005,5.512421764224092,6.865385986998263e-05,0.0,-1,247.7503941740308,0
2023-01-06,247.7503941740308,246.45277304987053,0.0,248.2942917981497,251.4012897426084,0.0,5.516374773053007,5.524400992893998,5.50828361141852,5.512421764224092,0.0,0.0,-1,247.7503941740308,0
2023-01-07,247.7503941740308,246.51729264595173,0.0,248.1954013210372,251.3192471455617,0.0,5.515898882736628,5.52412523013574,5.507604300837289,5.512421764224092,0.0,0.0008517094652482,-1,247.7503941740308,1
2023-01-08,247.9614954154692,246.57924485371635,0.0,248.15287297457024,251.24379205050343,0.0,5.515456222948619,5.523345458429067,5.507504252170192,5.51327347368934,0.0008517094652482,-0.0014524851993042,-1,247.9614954154692,-1
2023-01-09,247.6015964506145,246.62516916529657,0.0,248.0526408793056,251.16194495837112,0.0,5.5150347361083805,5.523146695772419,5.506856434020915,5.511820988490036,-0.0014524851993042,-5.327152622758291e-05,-1,247.6015964506145,-1
2023-01-10,247.58840668699767,246.65772769328285,0.0,247.96823466252224,251.0816407275537,0.0,5.514609277136289,5.5227579200273365,5.506393687969501,5.511767716963808,-5.327152622758291e-05,-0.0002189523816635,-1,247.58840668699767,-1
2023-01-11,247.53420254996024,246.7041909524073,0.0,247.8893197329656,251.00192301569768,0.0,5.514168036940259,5.522197629060097,5.5060734482225975,5.511548764582145,-0.0002189523816635,-0.0002649854994825,-1,247.53420254996024,-1
2023-01-12,247.46861826548457,246.74722149426225,0.0,247.8128285570599,250.9225229089513,0.0,5.513707717929718,5.521444040815964,5.505911077411814,5.511283779082662,-0.0002649854994825,0.0,-1,247.46861826548457,0
2023-01-13,247.46861826548457,246.788135520705,0.0,247.75024486768257,250.84490707426664,0.0,5.513247186927996,5.520419262088077,5.506023301293506,5.511283779082662,0.0,-0.0010265139182434,-1,247.46861826548457,-1
2023-01-14,247.21471862256027,246.82465481032952,0.0,247.6528764594785,250.76332980568893,0.0,5.51271326629977,5.519178785970867,5.506205671498952,5.510257265164419,-0.0010265139182434,-0.000595039735538,-1,247.21471862256027,-1
2023-01-15,247.06765979903085,246.85854804953388,0.0,247.5464734303062,250.6802810414944,0.0,5.512136650932463,5.517494189321847,5.506750254648812,5.5096622254288805,-0.000595039735538,0.0,-1,247.06765979903085,0
2023-01-16,247.06765979903088,246.88947121642545,0.0,247.45941640643795,250.5990985416637,0.0,5.511559702888039,5.514655721801033,5.508454068865671,5.5096622254288805,0.0,0.0,-1,247.06765979903088,0
2023-01-17,247.06765979903088,246.92213334770813,0.0,247.388187932364,250.519740367672,0.0,5.511417855838797,5.514838700831825,5.507985268485017,5.5096622254288805,0.0,0.0,-1,247.06765979903088,0
2023-01-18,247.06765979903088,246.95717093962503,0.0,247.3299100899397,250.4421655234329,0.0,5.511225710079652,5.514801228069264,5.507637361872754,5.5096622254288805,0.0,0.002122239872965,-1,247.06765979903088,1
2023-01-19,247.59255341605217,247.001581631846,0.0,247.3776634219601,250.3781292963007,0.0,5.511180147731169,5.514651561900167,5.507696640854856,5.5117844653018455,0.002122239872965,-0.0015358926739033,-1,247.59255341605217,-1
2023-01-20,247.2125697089408,247.0392069007256,0.0,247.3476463832293,250.3069931257982,0.0,5.511024883611202,5.514402126256404,5.507636196536586,5.510248572627942,-0.0015358926739033,0.0,-1,247.2125697089408,0
2023-01-21,247.2125697089408,247.0862594112465,0.0,247.32308698790413,250.23745552092493,0.0,5.510869595380544,5.514083363884891,5.5076454652594125,5.510248572627942,0.0,0.0,-1,247.2125697089408,0
2023-01-22,247.2125697089408,247.13331192176744,0.0,247.30299293718352,250.1694805588579,0.0,5.510653314857975,5.513193205817811,5.50810695642188,5.510248572627942,0.0,0.0002192699352621,-1,247.2125697089408,1
2023-01-23,247.26678193643548,247.18133250777936,0.0,247.29640911886568,250.10425137633155,0.0,5.510556609416141,5.512905219115982,5.508202470760872,5.510467842563204,0.0002192699352621,-0.0002880508954357,-1,247.26678193643548,-1
2023-01-24,247.1955667757751,247.2235427040176,-1.0,247.27807414739465,250.0388876774426,0.0,5.510443132406722,5.512576567371402,5.50830513616437,5.510179791667769,-0.0002880508954357,0.0015041259067842,-1,247.1955667757751,1
2023-01-25,247.5676597990309,247.28162223326152,1.0,247.33072608405573,249.98335446669176,0.0,5.510452797477745,5.512633205915579,5.508267624468353,5.511683917574553,0.0015041259067842,-0.001738817794143,-1,247.5676597990309,-1
2023-01-26,247.13755878893,247.33471273178205,-1.0,247.29560475766925,249.91940400202293,0.0,5.510357157489641,5.512453630013211,5.508256280533639,5.50994509978041,-0.001738817794143,0.0,-1,247.13755878893,0
2023-01-27,247.13755878893,247.38814802402248,0.0,247.2668691269893,249.8568906264478,0.0,5.510261508353653,5.51222920412588,5.50828993311992,5.50994509978041,0.0,-0.0001530077854807,-1,247.13755878893,-1
2023-01-28,247.09974771111888,247.4487034841873,0.0,247.2364834150129,249.7949323586876,0.0,5.510228289014764,5.512229125420266,5.508223441235497,5.509792091994929,-0.0001530077854807,0.0,-1,247.09974771111888,0
2023-01-29,247.09974771111888,247.51282221174,0.0,247.21162237794127,249.7343664115512,0.0,5.510237560507667,5.512217242420503,5.508253951679026,5.509792091994929,0.0,6.399089686492943e-05,-1,247.09974771111888,1
2023-01-30,247.1155603515172,247.57666845117487,0.0,247.19415655495504,249.6755168371684,0.0,5.510251400750659,5.512200378245538,5.508298617323621,5.509856082891794,6.399089686492943e-05,3.884523117392291e-05,-1,247.1155603515172,1
2023-01-31,247.1251597990309,247.63984299479168,0.0,247.1816116902416,249.6182054430529,0.0,5.510268014376452,5.512179809931611,5.508352556857004,5.509894928122968,3.884523117392291e-05,0.0,-1,247.1251597990309,0
2023-02-01,247.1251597990309,247.70389499059,0.0,247.1713477100214,249.56218194543445,0.0,5.510284627726238,5.512157181764732,5.508408560649735,5.509894928122968,0.0,0.0,-1,247.1251597990309,0
2023-02-02,247.1251597990309,247.753966303206,0.0,247.1629499080231,249.50741740281865,0.0,5.510149576709063,5.51156234932855,5.508734805338989,5.509894928122968,0.0,0.0,-1,247.1251597990309,0
2023-02-03,247.1251597990309,247.79852924412307,0.0,247.15607897911545,249.45388352408185,0.0,5.510124318033991,5.511547553500073,5.508699054081361,5.509894928122968,0.0,0.0,-1,247.1251597990309,0
2023-02-04,247.1251597990309,247.8369804132715,0.0,247.1504573100092,249.401552653856,0.0,5.510099058720903,5.5115286790173705,5.508667391683833,5.509894928122968,0.0,0.0,-1,247.1251597990309,0
2023-02-05,247.1251597990309,247.8749826822484,0.0,247.1458577625585,249.35039775824188,0.0,5.510073798769766,5.511505779941871,5.508639764086644,5.509894928122968,0.0,-0.0036485270714496,-1,247.1251597990309,-1
2023-02-06,246.22515979903093,247.89161452822503,0.0,246.97845813282623,249.28016769174275,0.0,5.50977273888392,5.513011826257222,5.506523125720419,5.506246401051518,-0.0036485270714496,0.0,1,246.22515979903093,0
2023-02-07,246.22515979903093,247.8533672628576,0.0,246.8414947994089,249.2115158289852,0.0,5.509492180727864,5.513688919619312,5.505277754965847,5.506246401051518,0.0,0.0001990646650771,-1,246.22515979903093,1
2023-02-08,246.27417940687403,247.8199805231352,0.0,246.73834654622075,249.1455082689377,0.0,5.509118095127812,5.5135012458672765,5.504715647766913,5.506445465716595,0.0001990646650771,0.0,-1,246.27417940687403,0
2023-02-09,246.27417940687403,247.78681831616785,0.0,246.65395252088496,249.0809840248464,0.0,5.508868320520155,5.513640858179422,5.504072896475392,5.506445465716595,0.0,0.0,-1,246.27417940687403,0
2023-02-10,246.27417940687403,247.75365610920048,0.0,246.584902863792,249.0179097637684,0.0,5.508618483509555,5.513641280915409,5.50357033019877,5.506445465716595,0.0,8.293191647990028e-05,-1,246.27417940687403,1
2023-02-11,246.29460424347536,247.7246402039049,0.0,246.5321212964617,248.9567118869078,0.0,5.508385442028838,5.513548513627443,5.503195574713865,5.506528397633075,8.293191647990028e-05,0.0001240533077435,-1,246.29460424347536,1
2023-02-12,246.32515979903093,247.6878991324764,0.0,246.49449193329244,248.89757588493305,0.0,5.508161193309244,5.513344707503519,5.502950670233856,5.506652450940819,0.0001240533077435,0.0,-1,246.32515979903093,0
2023-02-13,246.32515979903093,247.64706083882555,0.0,246.4637042725176,248.83976878187903,0.0,5.50793231486796,5.5130340052406765,5.502804463729425,5.506652450940819,0.0,0.0,-1,246.32515979903093,0
2023-02-14,246.32515979903093,247.5950032089554,0.0,246.43851436824727,248.78326071484875,0.0,5.50770060333266,5.512613875783807,5.502763071392814,5.506652450940819,0.0,0.0002095096447165,-1,246.32515979903093,1
2023-02-15,246.3767727022568,247.5416756796299,0.0,246.42728861079445,248.7291823325433,0.0,5.507483792311745,5.512077026802785,5.5028693626256775,5.506861960585535,0.0002095096447165,0.0,-1,246.3767727022568,0
2023-02-16,246.3767727022568,247.4883481503044,0.0,246.41810390015124,248.67631919478404,0.0,5.507266934273616,5.511415408800094,5.503101178189251,5.506861960585535,0.0,0.0,-1,246.3767727022568,0
2023-02-17,246.3767727022568,247.4353042754964,0.0,246.4105891368977,248.6246439927048,0.0,5.507050029197878,5.510581779589942,5.503505761323302,5.506861960585535,0.0,4.028528451804903e-05,-1,246.3767727022568,1
2023-02-18,246.3866982605694,247.3813673520804,0.0,246.40624534120164,248.57435307737583,0.0,5.506835954721381,5.509460107585859,5.504204897556735,5.506902245870053,4.028528451804903e-05,0.0013727578685491,-1,246.3866982605694,1
2023-02-19,246.72515979903093,247.3317832355389,0.0,246.4642297880797,248.5327981722445,0.0,5.506719978575702,5.508162216388672,5.5052756577082,5.508275003738603,0.0013727578685491,0.0,-1,246.72515979903093,0
