dt,SMA_fast,SMA_slow,SMA_crossover,EMA_10,EMA_88,CrossOver_y,BBANDS_mid,BBANDS_top,BBANDS_bot,close,return,return_shifted,BBANDS_signal,real_close,ideal_signal_(d+1)
2022-10-16,246.9069941217188,265.0470603135581,0.0,248.19563869259213,275.88985086830223,0.0,5.517165712291129,5.537101103539761,5.496824803361661,5.5090117237008975,-3.626896643904587e-05,0.0011028069438827,-1,246.9069941217188,1
2022-10-17,247.1794350666007,264.2236400424262,0.0,248.0108743969573,275.2446729851179,0.0,5.515875372810967,5.5342773786779,5.497128374656152,5.51011453064478,0.0011028069438827,0.0003123879110802,-1,247.1794350666007,1
2022-10-18,247.256662995891,263.42348173188844,0.0,247.87374505130884,274.61572894041615,0.0,5.51471295600466,5.5312192574283765,5.497929617338456,5.5104269185558605,0.0003123879110802,0.0019970898261956,-1,247.256662995891,1
2022-10-19,247.75095016567485,262.65921869743823,0.0,247.85141870846627,274.01202604660176,0.0,5.513811623245325,5.528023409424571,5.49939494684543,5.512424008382056,0.0019970898261956,-0.0017637842459903,-1,247.75095016567485,-1
2022-10-20,247.31435608490887,261.88541194487226,0.0,247.75377095872847,273.41207840701315,0.0,5.512974384894813,5.525465058002511,5.500325719360587,5.510660224136066,-0.0017637842459903,0.0,-1,247.31435608490887,0
2022-10-21,247.31435608490887,261.10150826956163,0.0,247.6738773453068,272.82561273685354,0.0,5.512131991234656,5.52195573775146,5.50221078046653,5.510660224136066,0.0,-0.0007019380122672,-1,247.31435608490887,-1
2022-10-22,247.14081765113056,260.3260458555687,0.0,247.57695740091108,272.2484263304328,0.0,5.511342064131699,5.517969814588905,5.50467009335417,5.509958286123799,-0.0007019380122672,-0.0010522229969165,-1,247.14081765113056,-1
2022-10-23,246.88090716519707,259.54913942544806,0.0,247.45040281259944,271.67836971997804,0.0,5.510783305982848,5.515926405674319,5.505613618011857,5.508906063126882,-0.0010522229969165,-0.0005928012449745,-1,246.88090716519707,-1
2022-10-24,246.73459922611792,258.8040616456675,0.0,247.3202567059664,271.11783555157666,0.0,5.5103211492717925,5.5145900407034825,5.506033956250636,5.508313261881908,-0.0005928012449745,-0.0003506300818925,-1,246.73459922611792,-1
2022-10-25,246.64810181856828,258.0742454597562,0.0,247.1980467264395,270.5679538946551,0.0,5.509892338793074,5.513303758405656,5.506469241548052,5.507962631800015,-0.0003506300818925,0.0,-1,246.64810181856828,0
2022-10-26,246.64810181856828,257.40467464600664,0.0,247.09805674319017,270.0304291289003,0.0,5.50971151163911,5.513384882283516,5.506024597577536,5.507962631800015,0.0,-0.0002999368740272,-1,246.64810181856828,-1
2022-10-27,246.574134051309,256.7972326909448,0.0,247.00279807193905,269.50332137434765,0.0,5.509477939241048,5.513316457678759,5.505624629785715,5.507662694925988,-0.0002999368740272,3.813802643737319e-05,-1,246.574134051309,1
2022-10-28,246.5835380814765,256.19748129083774,0.0,246.926568982764,268.98827006439546,0.0,5.509344640958954,5.513417608625683,5.505255016360345,5.507700832952425,3.813802643737319e-05,-0.0007512890329142,-1,246.5835380814765,-1
2022-10-29,246.3983521464102,255.626707669482,0.0,246.8305295579724,268.4806314594969,0.0,5.509194942126986,5.513666393896615,5.50470340663944,5.506949543919511,-0.0007512890329142,0.0001437322368271,-1,246.3983521464102,1
2022-10-30,246.433770078003,255.0937325384853,0.0,246.7583914707052,267.9851963722723,0.0,5.509058057231928,5.513814649533876,5.504278731583325,5.507093276156338,0.0001437322368271,0.0002378927013966,-1,246.433770078003,1
2022-10-31,246.4924018470407,254.6342725370825,0.0,246.710029720948,267.5022122256379,0.0,5.508859292491106,5.5137037183818,5.503991283846956,5.507331168857735,0.0002378927013966,-0.0037158503207841,-1,246.4924018470407,-1
2022-11-01,245.5781725980288,254.18188036673527,0.0,246.50423751678085,267.0095371778264,0.0,5.50837352425637,5.514478541719063,5.5022310064983095,5.503615318536951,-0.0037158503207841,-0.0007252600998546,-1,245.5781725980288,-1
2022-11-02,245.400129119768,253.72826388647417,0.0,246.30349053550577,266.5239325023644,0.0,5.507692781354475,5.514154385044077,5.5011891536529545,5.502890058437096,-0.0007252600998546,0.0016257373868269,-1,245.400129119768,1
2022-11-03,245.7994097591995,253.27531892273063,0.0,246.21183948526823,266.0582128901584,0.0,5.507253842588495,5.513645567534312,5.50082100054483,5.504515795823923,0.0016257373868269,7.266296424024432e-05,-1,245.7994097591995,1
2022-11-04,245.8172709218358,252.8266723811581,0.0,246.1400997464624,265.60336026165675,0.0,5.506819889538975,5.512845201658373,5.500758052850341,5.504588458788163,7.266296424024432e-05,-3.0296411196673038e-05,-1,245.8172709218358,-1
2022-11-05,245.80982365352992,252.36515651467903,0.0,246.0800495477473,265.1585616861932,0.0,5.506433922356673,5.512086933356443,5.500748773059319,5.504558162376966,-3.0296411196673038e-05,0.0007415565651971,-1,245.80982365352992,1
2022-11-06,245.99217314492512,251.91751397430107,0.0,246.0640720199615,264.72785632571527,0.0,5.506176120594458,5.511495049518445,5.500828749315293,5.505299718942164,0.0007415565651971,-0.0004401669842026,-1,245.99217314492512,-1
2022-11-07,245.8839193385581,251.47840777906544,0.0,246.03131698697905,264.3043970675769,0.0,5.505929295211161,5.511022868464676,5.500809644585484,5.504859551957961,-0.0004401669842026,-0.0054529229031707,-1,245.8839193385581,-1
2022-11-08,244.5467822492471,251.02762267741045,0.0,245.76140158011867,263.8604057233447,0.0,5.505319334582636,5.512173128957926,5.498418241346913,5.49940662905479,-0.0054529229031707,-0.0005849888211937,-1,244.5467822492471,-1
2022-11-09,244.40376695062648,250.5949395366691,0.0,245.514558920211,263.4231778857555,0.0,5.504667449023643,5.51276012261939,5.49650874937136,5.498821640233596,-0.0005849888211937,9.977076866363176e-05,-1,244.40376695062648,1
2022-11-10,244.42815251878264,250.18260489554527,0.0,245.31703048358764,262.9963233831269,0.0,5.504043733321128,5.512833408914054,5.49517611372238,5.49892141100226,9.977076866363176e-05,0.0,-1,244.42815251878264,0
2022-11-11,244.42815251878264,249.80296260440613,0.0,245.15541630816853,262.57906111651243,0.0,5.503416892570592,5.512467692632907,5.494283426765941,5.49892141100226,0.0,-0.0011906521841407,-1,244.42815251878264,-1
2022-11-12,244.13729679348387,249.4297458521573,0.0,244.9703036691349,262.164639446332,0.0,5.502758897796138,5.512279245913172,5.4931470407562175,5.497730758818119,-0.0011906521841407,0.001452532327189,-1,244.13729679348387,1
2022-11-13,244.49217178065,249.08542215859143,0.0,244.88337059850133,261.7675053414852,0.0,5.502193523205904,5.511359276416168,5.492942981211571,5.499183291145308,0.001452532327189,0.0021966875042433,-1,244.49217178065,1
2022-11-14,245.029835002121,248.8074005582513,0.0,244.9100004900685,261.3913779181286,0.0,5.501767426746649,5.5098938394988535,5.493574433984175,5.501379978649552,0.0021966875042433,0.0029963415337341,-1,245.029835002121,1
2022-11-15,245.76512911976783,248.57130532901604,0.0,245.0654784227411,261.04022625973846,0.0,5.501821903788894,5.51007816074431,5.493496913178155,5.504376320183286,0.0029963415337341,-0.0033946375056492,-1,245.76512911976783,-1
2022-11-16,244.93226003898795,248.348811885167,0.0,245.04125689842232,260.6782494907328,0.0,5.501685566384452,5.509916095777526,5.493386732808921,5.5009816826776365,-0.0033946375056492,0.0005169394622788,-1,244.93226003898795,1
2022-11-17,245.0589079216112,248.13074562617305,0.0,245.04446617536573,260.3272530509773,0.0,5.501469745590285,5.509361169180735,5.493515551758648,5.501498622139915,0.0005169394622788,0.0004835417350612,-1,245.0589079216112,1
2022-11-18,245.17743278468933,247.92530880600907,0.0,245.06864192251544,259.98680765173486,0.0,5.501283225921567,5.508763370500605,5.493746706825226,5.501982163874977,0.0004835417350612,-3.1791282381732344e-05,-1,245.17743278468933,-1
2022-11-19,245.1696384035875,247.72322342363307,0.0,245.087004919074,259.65383755627084,0.0,5.501096570241352,5.508103803710565,5.494039888753678,5.501950372592595,-3.1791282381732344e-05,0.0,-1,245.1696384035875,0
2022-11-20,245.1696384035875,247.5252464743566,0.0,245.1020291889855,259.3283499348622,0.0,5.500856696661493,5.507003112567043,5.494672268568333,5.501950372592595,0.0,0.0006781739315426,-1,245.1696384035875,1
2022-11-21,245.3359624531012,247.34302019987496,0.0,245.14456250973384,259.0139142611148,0.0,5.500696865538762,5.506110909918392,5.49525334965015,5.502628546524138,0.0006781739315426,-0.0003970120691674,-1,245.3359624531012,-1
2022-11-22,245.23858044720149,247.1864580460763,0.0,245.1616566801825,258.7043561978808,0.0,5.500898648865562,5.506319024103084,5.49544873296613,5.50223153445497,-0.0003970120691674,-0.0005425813801371,-1,245.23858044720149,-1
2022-11-23,245.1055546516828,247.05577261025545,0.0,245.1514563113643,258.3987651518988,0.0,5.501103304331063,5.506265529625031,5.495914292127251,5.501688953074833,-0.0005425813801371,0.0,-1,245.1055546516828,0
2022-11-24,245.1055546516828,246.9262396644154,0.0,245.14311055505857,258.10004132043326,0.0,5.501300808754301,5.50614630814196,5.496431716134951,5.501688953074833,0.0,0.0,-1,245.1055546516828,0
2022-11-25,245.1055546516828,246.80172643819856,0.0,245.13628220899025,257.80803038405685,0.0,5.501498274177245,5.50592693797187,5.497049910041084,5.501688953074833,0.0,-0.0021561930405029,-1,245.1055546516828,-1
2022-11-26,244.5776291197678,246.6708514753912,0.0,245.03470892004069,257.5107179960953,0.0,5.501626611898224,5.505216919981654,5.4980233670417125,5.49953276003433,-0.0021561930405029,0.0,-1,244.5776291197678,0
2022-11-27,244.5776291197678,246.5431434305196,0.0,244.95160350180925,257.2200867853913,0.0,5.501651517087304,5.505097336448497,5.498193782987174,5.49953276003433,0.0,0.0,-1,244.5776291197678,0
2022-11-28,244.5776291197678,246.41643382698527,0.0,244.88360815961988,256.93598661313007,0.0,5.50151972179575,5.505332728545986,5.497692120357643,5.49953276003433,0.0,0.0010386669180544,-1,244.5776291197678,1
2022-11-29,244.83179578643447,246.3009282148904,0.0,244.87418772813163,256.6639823248897,0.0,5.501247647093468,5.504284461737777,5.49820158210727,5.500571426952384,0.0010386669180544,-0.002112206821538,-1,244.83179578643447,-1
2022-11-30,244.3152061613703,246.18364641039244,0.0,244.7725547159932,256.38648173694537,0.0,5.501067729919294,5.50478947742721,5.497332079246689,5.498459220130846,-0.002112206821538,-0.0006170790527741,-1,244.3152061613703,-1
2022-12-01,244.1644908717805,246.0754918933484,0.0,244.66199765340903,256.1118302568293,0.0,5.50080688323844,5.505252190276609,5.496341727177775,5.497842141078072,-0.0006170790527741,-7.908280085899833e-05,-1,244.1644908717805,-1
2022-12-02,244.1451824234652,245.96671680705563,0.0,244.56803124796468,255.84291682237168,0.0,5.500505754419991,5.505402548871109,5.495584863328294,5.497763058277213,-7.908280085899833e-05,-0.0017896368800949,-1,244.1451824234652,-1
2022-12-03,243.70864194188792,245.85653525613336,0.0,244.4117786468598,255.5702364879788,0.0,5.500079396425387,5.505918306784373,5.494206192859256,5.495973421397118,-0.0017896368800949,-0.0008191121468685,-1,243.70864194188792,-1
2022-12-04,243.50909896817024,245.7617632603676,0.0,244.24765506891623,255.29919968978083,0.0,5.499594585612551,5.506316176437125,5.492827509096142,5.49515430925025,-0.0008191121468685,0.0001275927383659,-1,243.50909896817024,1
2022-12-05,243.5401709431616,245.6761484863457,0.0,244.11902159150628,255.0349518527781,0.0,5.49907002195399,5.50604780947196,5.492043202583181,5.495281901988616,0.0001275927383659,0.0001938482554217,-1,243.5401709431616,1
2022-12-06,243.5873853564921,245.59499475839525,0.0,244.0223604578673,254.7777031674684,0.0,5.498587453007766,5.505549734979171,5.491576357614744,5.495475750244037,0.0001938482554217,-0.0002017439402308,-1,243.5873853564921,-1
2022-12-07,243.53824803432488,245.5282909592156,0.0,243.93434001722324,254.52513114200443,0.0,5.498129185305442,5.505019026643218,5.4911915445330886,5.495274006303807,-0.0002017439402308,0.0032096087820754,-1,243.53824803432488,1
2022-12-08,244.32116629253727,245.4736333194088,0.0,244.00467206728032,254.2958285611175,0.0,5.497899757655397,5.504145049295893,5.49161521709792,5.498483615085882,0.0032096087820754,0.0012617582594263,-1,244.32116629253727,1
2022-12-09,244.62963510767275,245.4305108370151,0.0,244.118301710988,254.07861073070305,0.0,5.497760529134291,5.503402430779169,5.49208661574272,5.499745373345308,0.0012617582594263,0.0013981135851128,-1,244.62963510767275,1
2022-12-10,244.9718943267181,245.3957955688208,0.0,244.27350036839343,253.8739654182539,0.0,5.497875871355452,5.503959970886916,5.491754528851341,5.501143486930421,0.0013981135851128,0.0001026122606555,-1,244.9718943267181,1
2022-12-11,244.9970327363245,245.3616891155102,0.0,244.40505170801725,253.6744837849521,0.0,5.497998553212695,5.504508405017032,5.491446045401937,5.501246099191077,0.0001026122606555,0.0012104804687584,-1,244.9970327363245,1
2022-12-12,245.293776424341,245.3280166397556,0.0,244.56663802007608,253.4861532824665,0.0,5.49820800227035,5.505499518663082,5.490862928915821,5.502456579659835,0.0012104804687584,0.0124509381461423,-1,245.293776424341,1
2022-12-13,248.36700665960728,245.34784420517903,1.0,245.25761413635448,253.3711162797056,0.0,5.499241290537043,5.5140368861221045,5.484223493587404,5.514907517805978,0.0124509381461423,-0.0008989525454685,-1,248.36700665960728,-1
2022-12-14,248.1438368313317,245.3548600384944,0.0,245.7823818990776,253.2536493258096,0.0,5.500359137962991,5.518947355194644,5.481418844105336,5.514008565260509,-0.0008989525454685,-5.067283970117131e-05,-1,248.1438368313317,-1
2022-12-15,248.13126299704368,245.3694476619253,0.0,246.20945118961689,253.1385395206687,0.0,5.501516002107527,5.522630425891906,5.479946125522568,5.513957892420808,-5.067283970117131e-05,0.0,-1,248.13126299704368,0
2022-12-16,248.13126299704368,245.3840352853563,0.0,246.5588715182399,253.02601645272205,0.0,5.502677150782815,5.525516313139495,5.479304144800343,5.513957892420808,0.0,-0.0008538161326905,-1,248.13126299704368,-1
