,log_return_train,log_return_test,std_dev_train,std_dev_test,sharpe_train,sharpe_test,accuracy_train,accuracy_test,precision_train,precision_test,f1_train,f1_test,roc_auc_train,roc_auc_test
0,3.5504056837120386,7.48281880394413,0.015348908802027274,0.017030809528181843,0.19308283035463633,0.19755824259363805,0.6786310517529215,0.591726618705036,0.6521739130434783,0.6857142857142857,0.48322147651006714,0.44226044226044225,0.6260540331850447,0.5895962920038853
