,accuracy_train,accuracy_test,log_return_train,log_return_test,std_dev_train,std_dev_test,sharpe_train,sharpe_test,mse_train,mse_test,rmse_train,rmse_test,mae_train,mae_test,r2_train,r2_test,mape_train,mape_test
0,0.4603960396039604,0.12727272727272726,0.05947220403002071,0.0303195812941222,0.0011056797160438792,0.00262446521710916,0.26627679549661004,0.07001618346788407,0.3703217004927447,0.6707737215265679,0.6085406317516889,0.8190077664629121,0.461290229384255,0.6618778085382754,0.2805843331315009,-1.7486174847322116,1249817242867541.5,1951879016321292.5
