,accuracy_train,accuracy_test,log_return_train,log_return_test,std_dev_train,std_dev_test,sharpe_train,sharpe_test,mse_train,mse_test,rmse_train,rmse_test,mae_train,mae_test,r2_train,r2_test,mape_train,mape_test
0,0.48831385642737896,0.6299460431654677,4.130975198062135,8.890348080890703,0.02894483049967759,0.023782881858691627,0.11913099217203287,0.16808134073980374,0.6943092657515394,0.9372495622961032,0.8332522221701778,0.9681165024397133,0.7277833307401343,0.9592366819457849,0.06678619517182494,0.05850491421395798,101160369416437.55,564235387041.9213
