,log_return_train,log_return_test,std_dev_train,std_dev_test,accuracy_train,accuracy_test,precision_train,precision_test,f1_train,f1_test,roc_auc_train,roc_auc_test
0,6.447103719284809,11.240306924503274,0.024958653428466676,0.021721300637406023,0.7353923205342237,0.6465827338129496,0.6583333333333333,0.6398940864960282,0.6659641728134879,0.648479427549195,0.7244041403798176,0.6466687640471248
