dt,SMA_fast,SMA_slow,CrossOver_x,EMA_fast,EMA_slow,CrossOver_y,BBands_mid,BBands_top,BBands_bot,Soma_Volumes,close,BBANDS_signal,BBANDS_signal_2,SMA_signal,EMA_signal,return_shifted,return,ideal_signal_(d+1),real_position_linear_regression,position_linear_regression,return_linear_regression,real_position_ridge_regression,position_ridge_regression,return_ridge_regression,position_logistic_regression,return_logistic_regression,position_lgbm_classifier,return_lgbm_classifier,position_xgboost_classifier,return_xgboost_classifier,position_random_forest,return_random_forest,position_svc,return_svc
2015-04-24,5.878979949902806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681096,5.878979949902806,-inf,0.0,0.0,0.0,-0.0021783111149646,0.0,-1,0.0,0,-0.0,0.0,0,-0.0,,,,,,,,,,
2015-04-25,5.876801638787842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681096,5.876801638787842,-inf,0.0,0.0,0.0,-0.0021830665149034,-0.0021783111149646,-1,0.018885766644998095,True,-0.0021830665149034,0.0479802423863911,True,-0.0021830665149034,False,-0.0,False,-0.0,1.0,-0.0021830665149034,False,-0.0,False,-0.0
2015-04-26,5.874618572272938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681096,5.874618572272938,-inf,0.0,0.0,0.0,-0.0021878427229928,-0.0021830665149034,-1,0.01886495450446193,True,-0.0021878427229928,0.04795758137829574,True,-0.0021878427229928,False,-0.0,False,-0.0,1.0,-0.0021878427229928,False,-0.0,False,-0.0
2015-04-27,5.872430729549945,0.0,0.0,0.0,0.0,0.0,5.875710701252698,5.8854263178064015,5.86589976464372,1.0986122886681096,5.872430729549945,-inf,-inf,0.0,0.0,-0.0021926398761076,-0.0021878427229928,-1,-0.082006706778714,False,-0.0,-0.06618247428118368,False,-0.0,False,-0.0,False,-0.0,0.0,-0.0,False,-0.0,False,-0.0
2015-04-28,5.870238089673838,0.0,0.0,0.0,0.0,0.0,5.873525249243295,5.883262018880569,5.863692741984083,1.0986122886681096,5.870238089673838,-inf,-inf,0.0,0.0,-0.0021974581123247,-0.0021926398761076,-1,-0.0819657906022482,False,-0.0,-0.06614646844243156,False,-0.0,False,-0.0,False,-0.0,0.0,-0.0,False,-0.0,False,-0.0
2015-04-29,5.868040631561513,0.0,0.0,0.0,0.0,0.0,5.8713350105704745,5.88109302560308,5.861480837599364,-inf,5.868040631561513,-inf,-inf,0.0,0.0,-0.0022022975709408,-0.0021974581123247,-1,-0.08192478918427105,False,-0.0,-0.06611038707135276,False,-0.0,False,-0.0,True,-0.0022022975709408,0.0,-0.0,False,-0.0,False,-0.0
2015-04-30,5.865838333990572,0.0,0.0,0.0,0.0,0.0,5.869139964220324,5.878919317565712,5.859264029845755,-inf,5.865838333990572,-inf,-inf,0.0,0.0,-0.0022071583924754,-0.0022022975709408,-1,-0.08188370217295894,False,-0.0,-0.06607422985290061,False,-0.0,False,-0.0,True,-0.0022071583924754,0.0,-0.0,False,-0.0,False,-0.0
2015-05-01,5.863631175598097,0.0,0.0,0.0,0.0,0.0,5.866940089040244,5.876740874226774,5.857042296935287,-inf,5.863631175598097,-inf,-32.43817483369517,0.0,0.0,0.0,-0.0022071583924754,0,-0.08184252921439959,False,0.0,-0.06603799647011264,False,0.0,False,0.0,True,0.0,0.0,0.0,False,0.0,False,0.0
2015-05-02,5.863631175598097,0.0,0.0,0.0,0.0,0.0,5.865287000932067,5.87257664303799,5.857943829495669,-inf,5.863631175598097,-inf,-inf,0.0,0.0,0.0,0.0,0,-0.07393152297090781,False,0.0,-0.06063296663518719,False,0.0,False,0.0,True,0.0,0.0,0.0,False,0.0,False,0.0
2015-05-03,5.863631175598097,0.0,0.0,0.0,0.0,0.0,5.864183422071838,5.868001144814932,5.860351068447313,-inf,5.863631175598097,-inf,0.0,0.0,0.0,0.0084866138773191,0.0,1,-0.07733419263059861,False,0.0,-0.06290756429592201,False,0.0,False,0.0,True,0.0084866138773191,0.0,0.0,True,0.0084866138773191,False,0.0
