dt,SMA_1,SMA_32,CrossOver_x,EMA_33,EMA_88,CrossOver_y,BBands_mid_7_7.0,BBands_top_7_7.0,BBands_bot_7_7.0
2015-04-24,357.44444444444446,,,,,,,,
2015-04-25,356.6666666666667,,,,,,,,
2015-04-26,355.8888888888889,,,,,,,,
2015-04-27,355.1111111111111,,,,,,,,
2015-04-28,354.3333333333333,,,,,,,,
2015-04-29,353.5555555555556,,,,,,,,
2015-04-30,352.77777777777777,,,,,,355.11111111111114,365.9999999999317,344.2222222222905
2015-05-01,352.0,,,,,,354.33333333333337,365.222222222154,343.4444444445128
2015-05-02,352.0,,,,,,353.66666666666663,363.5048638316841,343.8284695016491
2015-05-03,352.0,,,,,,353.11111111111114,361.2685132634717,344.9537089587505
2015-05-04,355.0,,,,,,353.0952380952381,361.0643141295144,345.1261620609618
2015-05-05,355.0,,,,,,353.1904761904762,362.0068470459689,344.3741053349835
2015-05-06,355.0,,,,,,353.3968253968254,363.2775960969692,343.51605469668164
2015-05-07,355.0,,,,,,353.7142857142857,364.1065905596871,343.32198086888434
2015-05-08,355.0,,,,,,354.1428571428572,363.6296901233201,344.6560241623942
2015-05-09,355.0,,,,,,354.57142857142856,361.91989779979394,347.2229593430632
2015-05-10,355.0,,,,,,355.0,355.0,355.0
2015-05-11,355.0,,,,,,355.0,355.0,355.0
2015-05-12,355.0,,,,,,355.0,355.0,355.0
2015-05-13,355.0,,,,,,355.0,355.0,355.0
2015-05-14,354.01,,,,,,354.85857142857145,357.28356627373563,352.4335765834073
2015-05-15,359.204,,,,,,355.45914285714287,366.4248264199408,344.4934592943449
2015-05-16,359.204,,,,,,356.0597142857143,370.175825648278,341.94360292315054
2015-05-17,359.204,,,,,,356.6602857142857,372.2466820906457,341.07388933792566
2015-05-18,360.0015384615385,,,,,,357.3747912087912,374.0112666135991,340.7383158039833
2015-05-19,361.0909090909091,,,,,,358.24492107892104,375.4746173078287,341.0152248500134
2015-05-20,360.5,,,,,,359.0306353646353,374.14696789155016,343.91430283772047
2015-05-21,360.3589285714285,,,,,,359.9376251605537,364.846565851603,355.0286844695044
2015-05-22,360.5174927113703,,,,,,360.1252669764638,364.7033363407429,355.5471976121848
2015-05-23,360.51980198019805,,,,,,360.3132386879207,364.1047897484418,356.5216876273995
2015-05-24,360.51980198019805,,,,,,360.5012103993776,362.58215491586566,358.42026588288945
2015-05-25,360.6114551083592,356.4849908025556,,,,,360.58834134892334,362.1034996639649,359.0731830338818
2015-05-26,348.08550947260625,356.19252408468566,-1.0,356.23046106528443,,,358.73042711773724,389.1546427959101,328.3062114395644
2015-05-27,347.5573916485256,355.90785924036874,0.0,355.72028051135743,,,356.8814830675266,397.00702508963815,316.755941045415
2015-05-28,346.99891872409444,355.63004767271894,0.0,355.2072592297537,,,354.9729102321931,400.0348277994048,309.9109926649814
2015-05-29,346.51138008918747,355.3613060782838,0.0,354.6957369273674,,,352.9720370004528,399.01973951095385,306.92433448995166
2015-05-30,346.00426503273866,355.10102269389023,0.0,354.1844738747422,,,350.89838886510137,393.9188226571517,307.877955073051
2015-05-31,345.4925353239136,354.8490533116514,0.0,353.6731833717523,,,348.7516364856322,383.12459992694136,314.3786730443231
2015-06-01,345.0,354.60599775609586,0.0,353.16299611459044,,,346.52142861300945,353.71305117210864,339.32980605391026
2015-06-02,352.1666666666667,354.6112060894292,0.0,353.1043885000067,,,347.10445106930376,362.6292743282089,331.5796278103986
2015-06-03,353.7236842105264,354.66507122100813,0.0,353.140817659449,,,347.98535000673246,370.5299861476347,325.4407138658302
2015-06-04,353.7236842105264,354.7189363525871,0.0,353.1751039271594,,,348.9460307905084,375.1514916182445,322.7405699627723
