,log_return_train,log_return_test,std_dev_train,std_dev_test,sharpe_train,sharpe_test,accuracy_train,accuracy_test,precision_train,precision_test,f1_train,f1_test,roc_auc_train,roc_auc_test
0,10.40471812920994,9.175502385171338,0.02382805348360832,0.022858984887967105,0.3558747625828986,0.17612807429546007,0.7595762021189894,0.6195699868363317,0.6274509803921569,0.6346938775510204,0.7523089840470193,0.5892941733775462,0.7922683438155136,0.6190545507198156
