,accuracy_train,accuracy_test,log_return_train,log_return_test,std_dev_train,std_dev_test,sharpe_train,sharpe_test,mse_train,mse_test,rmse_train,rmse_test,mae_train,mae_test,r2_train,r2_test,mape_train,mape_test
0,0.49144254278728605,0.604212373848179,4.388141336146839,7.84544634165819,0.029305514938758586,0.024843473167803925,0.1220356412384076,0.13856738470466048,0.694690870070824,0.9249069038166824,0.8334811755947605,0.9617208034646451,0.7290437672497816,0.9448822977465308,0.07466600818666547,0.0710080177446959,126639236989332.14,1193552201727.9822
