,log_return_train,log_return_test,std_dev_train,std_dev_test,sharpe_train,sharpe_test,accuracy_train,accuracy_test,precision_train,precision_test,f1_train,f1_test,roc_auc_train,roc_auc_test
0,1.7320232129572877,-1.0100318083574724,0.03500389726166837,0.03262949800420991,0.04032670562505264,-0.013582519382988743,0.5696821515892421,0.5010969723562966,0.4668400520156047,0.49859681945743684,0.5762439807383628,0.6521872132150505,0.6029769392033544,0.5043654131122591
