,log_return_train,log_return_test,std_dev_train,std_dev_test,accuracy_train,accuracy_test,precision_train,precision_test,f1_train,f1_test,roc_auc_train,roc_auc_test
0,6.531520949137759,11.238477615454126,0.023535743363723275,0.022244162743801157,0.7114914425427873,0.6384379113646336,0.6247464503042597,0.6396724294813467,0.6350515463917525,0.6304932735426009,0.6995178197064991,0.6383130466393712
