,log_return_train,log_return_test,std_dev_train,std_dev_test,sharpe_train,sharpe_test,accuracy_train,accuracy_test,precision_train,precision_test,f1_train,f1_test,roc_auc_train,roc_auc_test
0,3.6024723435339188,5.228140048228487,0.020119895128732808,0.020507077938471126,0.14592522780031306,0.1118662566156221,0.6976365118174409,0.5787626151820974,0.6743421052631579,0.6451612903225806,0.5249679897567221,0.4418604651162791,0.6488846960167715,0.5769650520491563
