,strat_id,init_cash,buy_prop,sell_prop,fractional,slippage,single_position,commission,stop_loss,stop_trail,take_profit,execution_type,channel,symbol,allow_short,short_max,add_cash_amount,add_cash_freq,invest_div,fast_period,slow_period,rtot,ravg,rnorm,rnorm100,len,drawdown,moneydown,max,maxdrawdown,maxdrawdownperiod,sharperatio,pnl,final_value,total,win_rate,won,lost,won_avg,won_avg_prcnt,lost_avg,lost_avg_prcnt,won_max,won_max_prcnt,lost_max,lost_max_prcnt
0,0,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,1,30,5.299650034459464,0.0015107326209975668,0.46331530821031913,46.33153082103191,62,27.75456899773529,7693657.825205408,"AutoOrderedDict([('len', 578), ('drawdown', 62.467142608951704), ('moneydown', 7693657.825205408)])",62.467142608951704,578,,19926671.13,20026671.126158215,60,0.48333333333333334,29,31,761900.7140832449,761.9007140832449,-69949.98652438346,-69.94998652438346,8416188.453339364,8416.188453339364,-503529.25380941946,-503.5292538094194
1,3,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,1,36,5.256361886881234,0.0014983927841736699,0.45877199372953653,45.877199372953655,62,27.760388350505504,7369857.609596383,"AutoOrderedDict([('len', 570), ('drawdown', 60.27113689442053), ('moneydown', 7369857.609596383)])",60.27113689442053,570,,19078249.41,19178249.414497826,49,0.46938775510204084,23,26,946329.8886736879,946.329888673688,-103359.15480757688,-103.35915480757687,7513702.065344963,7513.702065344964,-701728.3131458998,-701.7283131458998
2,1,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,1,32,5.154897027720149,0.001469468936066177,0.44817793816773266,44.81779381677327,62,27.754581731587628,6656833.750851538,"AutoOrderedDict([('len', 577), ('drawdown', 62.467142608951704), ('moneydown', 6656833.750851542)])",62.467142608951704,577,,17227796.3,17327796.301329587,56,0.44642857142857145,25,31,793933.3108383449,793.9333108383448,-84533.4345041623,-84.5334345041623,7261345.085700593,7261.345085700593,-745554.7492009694,-745.5547492009694
3,2,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,1,34,5.1512817861847315,0.001468438365503059,0.44780188971303453,44.78018897130345,62,27.754592377028654,6632814.6603259705,"AutoOrderedDict([('len', 568), ('drawdown', 62.470021223772456), ('moneydown', 6632814.6603259705)])",62.470021223772456,568,,17165265.23,17265265.232988123,52,0.4423076923076923,23,29,863730.1105546807,863.7301105546808,-93121.63137136315,-93.12163137136315,7119248.284283709,7119.24828428371,-709124.5984759482,-709.1245984759482
4,4,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,1,38,5.01548544148972,0.0014297278909605816,0.4337471885059251,43.37471885059251,62,27.76040345473653,5792260.868552493,"AutoOrderedDict([('len', 568), ('drawdown', 60.27113689442053), ('moneydown', 5792260.868552493)])",60.27113689442053,568,,14972928.93,15072928.925957525,46,0.45652173913043476,21,25,785390.4874480022,785.3904874480022,-60810.85241802071,-60.81085241802071,5887478.78773946,5887.47878773946,-524079.6462434317,-524.0796462434317
5,6,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,1,42,4.978574487695602,0.0014192059543031933,0.4299506032371825,42.99506032371825,62,27.760472189132805,5582379.768007617,"AutoOrderedDict([('len', 578), ('drawdown', 59.84114868654375), ('moneydown', 5582379.768007617)])",59.84114868654375,578,,14426715.39,14526715.387055743,46,0.41304347826086957,19,27,865596.0419506374,865.5960419506373,-74800.34851875414,-74.80034851875413,5559771.032255949,5559.77103225595,-631119.0550571765,-631.1190550571765
6,5,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,1,40,4.886494094293295,0.0013929572674724329,0.42052316725260885,42.05231672526089,62,27.76023012852243,5091246.555070441,"AutoOrderedDict([('len', 577), ('drawdown', 60.18477106542407), ('moneydown', 5091246.555070441)])",60.18477106542407,577,,13148826.75,13248826.749435082,45,0.4222222222222222,19,26,770213.781894406,770.213781894406,-57124.42717533203,-57.12442717533202,5135731.192856747,5135.731192856747,-519899.13714383944,-519.8991371438394
7,7,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,1,44,4.87239677642551,0.0013889386477837827,0.419085342735535,41.9085342735535,62,27.760281070083295,5019989.919844577,"AutoOrderedDict([('len', 596), ('drawdown', 59.79944718691652), ('moneydown', 5019989.919844577)])",59.79944718691652,596,,12963364.16,13063364.161373718,45,0.37777777777777777,17,28,870512.6950896695,870.5126950896695,-65548.27339823791,-65.54827339823791,4984996.198282706,4984.996198282705,-596067.0941452078,-596.0670941452078
8,31,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,3,32,4.744220450132664,0.0013524003563662097,0.40607887377287855,40.60788737728785,62,27.754589958013064,4414823.215221709,"AutoOrderedDict([('len', 573), ('drawdown', 61.43814795605573), ('moneydown', 4414823.215221709)])",61.43814795605573,573,,11391818.61,11491818.611951454,50,0.48,24,26,593549.9819483826,593.5499819483825,-109745.42133883551,-109.74542133883551,5172013.512106145,5172.013512106145,-624323.6368100904,-624.3236368100904
9,32,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,3,34,4.662084748577765,0.001328986530381347,0.39780703597708966,39.780703597708964,62,29.947710474090247,4525420.838761073,"AutoOrderedDict([('len', 577), ('drawdown', 61.525921594102336), ('moneydown', 4525420.838761073)])",61.525921594102336,577,,10485653.65,10585653.654483795,45,0.4444444444444444,20,25,615472.9514197857,615.4729514197858,-72952.2149564768,-72.95221495647681,4274010.020804562,4274.0100208045615,-428741.0055317626,-428.74100553176265
10,9,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,1,48,4.559555319560159,0.0012997592131015277,0.38754961103701385,38.75496110370138,62,29.947721852047312,4084427.980277814,"AutoOrderedDict([('len', 596), ('drawdown', 60.289738495092124), ('moneydown', 4084427.980277814)])",60.289738495092124,596,,9454098.52,9554098.517518513,43,0.4186046511627907,18,25,583937.8746775023,583.9378746775024,-42271.32906706112,-42.27132906706112,3598428.1983203404,3598.42819832034,-325623.9825002347,-325.62398250023466
11,8,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,1,46,4.534431170867348,0.0012925972550933149,0.3850476013902287,38.50476013902287,62,29.94791626601469,3983125.4797700457,"AutoOrderedDict([('len', 598), ('drawdown', 60.289738495092124), ('moneydown', 3983125.4797700457)])",60.289738495092124,598,,9217050.21,9317050.21322183,44,0.38636363636363635,17,27,606653.5521270586,606.6535521270586,-40594.82121993214,-40.59482121993214,3651067.4110522056,3651.0674110522054,-302856.2154479641,-302.85621544796413
12,33,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,3,36,4.333023164057722,0.001235183342091711,0.36515257945032287,36.51525794503229,62,29.946914057903964,3256363.3263099445,"AutoOrderedDict([('len', 607), ('drawdown', 61.525921594102336), ('moneydown', 3256363.3263099445)])",61.525921594102336,607,,7517422.6,7617422.60039219,45,0.4222222222222222,19,26,472854.458495547,472.854458495547,-56415.85042396934,-56.41585042396934,3172428.3690737034,3172.4283690737034,-326315.9659137367,-326.3159659137367
13,30,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,3,30,4.325403450261386,0.0012330112457985707,0.36440554272101067,36.44055427210107,62,27.752717993120307,2903908.044541672,"AutoOrderedDict([('len', 572), ('drawdown', 67.98916637951315), ('moneydown', 2903908.044541672)])",67.98916637951315,572,,7459600.59,7559600.59364479,51,0.45098039215686275,23,28,415967.42010285537,415.9674201028554,-75273.21674003152,-75.27321674003153,3675005.2301359447,3675.0052301359447,-441998.9041037013,-441.9989041037013
14,17,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,1,64,4.297455617786327,0.0012250443608284856,0.36166903499502817,36.166903499502816,62,35.29207103388542,4009414.0289273057,"AutoOrderedDict([('len', 660), ('drawdown', 35.37779841395228), ('moneydown', 4009414.0289273057)])",35.37779841395228,660,,7251251.16,7351251.161499454,38,0.42105263157894735,16,22,496953.49612545397,496.95349612545397,-31818.398932173255,-31.818398932173253,2563264.088128262,2563.2640881282623,-293597.0931869495,-293.5970931869495
15,18,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,1,66,4.2435139758534755,0.001209667609992439,0.3564028571900912,35.64028571900912,62,35.292055716074074,3798866.71936443,"AutoOrderedDict([('len', 661), ('drawdown', 35.292055716074074), ('moneydown', 3798866.71936443)])",35.292055716074074,661,,6865217.84,6965217.838153151,37,0.43243243243243246,16,21,471155.1238513171,471.1551238513171,-32060.197307996325,-32.060197307996326,2428646.4973069914,2428.6464973069915,-285270.79294476815,-285.2707929447682
16,16,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,1,62,4.219984965123939,0.0012029603663409178,0.354112167064653,35.4112167064653,62,35.29254205893307,3710605.5198446335,"AutoOrderedDict([('len', 659), ('drawdown', 36.638809430601164), ('moneydown', 3710605.5198446335)])",36.638809430601164,711,,6703246.14,6803246.142210475,38,0.3684210526315789,14,24,520823.462967439,520.823462967439,-24511.76413890289,-24.51176413890289,2372138.2146387557,2372.138214638756,-259842.75569063818,-259.84275569063817
17,34,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,3,38,4.212033074933713,0.001200693578943476,0.35333887788128815,35.33388778812881,62,29.947314207753006,2885332.1216487326,"AutoOrderedDict([('len', 608), ('drawdown', 61.32389689504155), ('moneydown', 2885332.1216487326)])",61.32389689504155,608,,6649362.0,6749362.000276078,42,0.40476190476190477,17,25,461494.1295176863,461.49412951768636,-47841.528060983575,-47.84152806098357,2802248.9979655175,2802.2489979655174,-312564.2430373157,-312.5642430373157
18,14,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,1,58,4.148696419896324,0.001182638660175691,0.3471953896986562,34.719538969865624,62,35.29146732746155,3455127.8797189603,"AutoOrderedDict([('len', 598), ('drawdown', 36.927978284471905), ('moneydown', 3455127.8797189603)])",36.927978284471905,713,,6235136.29,6335136.287139307,41,0.36585365853658536,15,26,464667.4526397799,464.6674526397799,-28264.442402207413,-28.26444240220741,2472603.314830687,2472.603314830687,-260188.24532724344,-260.18824532724346
19,10,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,1,50,4.132848607619331,0.0011781210398002654,0.3456625608110936,34.56625608110936,62,29.947543344730743,2665699.416528363,"AutoOrderedDict([('len', 607), ('drawdown', 58.189092692324515), ('moneydown', 2665699.416528363)])",58.189092692324515,607,,6135529.6,6235529.595291037,42,0.38095238095238093,16,26,431615.8125464587,431.6158125464587,-29627.823286626928,-29.62782328662693,2348542.756766267,2348.5427567662673,-222357.13011899331,-222.35713011899333
20,11,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,1,52,4.128721074185114,0.0011769444339182194,0.3452636247071842,34.52636247071842,62,30.070226810349453,2670271.1527398117,"AutoOrderedDict([('len', 600), ('drawdown', 41.149202043283445), ('moneydown', 2670271.1527398117)])",41.149202043283445,718,,6109845.28,6209845.281303074,43,0.3953488372093023,17,26,409270.1725105914,409.2701725105914,-32605.67889911456,-32.60567889911456,2342934.2964516017,2342.9342964516018,-231892.64408929218,-231.8926440892922
21,13,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,1,56,4.116938086653944,0.0011735855435159475,0.3441254210303742,34.41254210303742,62,35.29125332766218,3347091.5185275143,"AutoOrderedDict([('len', 600), ('drawdown', 39.75747904553971), ('moneydown', 3347091.5185275143)])",39.75747904553971,714,,6037104.15,6137104.1473259805,42,0.42857142857142855,18,24,376580.1086548344,376.58010865483436,-30889.075352543296,-30.889075352543294,2395331.4652803196,2395.3314652803197,-243777.4875885048,-243.7774875885048
22,15,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,1,60,4.116589556177666,0.0011734861904725388,0.3440917686279248,34.40917686279248,62,35.291274590323894,3345928.2737232978,"AutoOrderedDict([('len', 659), ('drawdown', 35.291274590323894), ('moneydown', 3345928.2737232978)])",35.291274590323894,711,,6034965.55,6134965.5521989865,41,0.34146341463414637,14,27,481338.0856801984,481.33808568019833,-26065.468419399698,-26.065468419399696,2284178.8388646515,2284.1788388646514,-271762.14815351175,-271.76214815351176
23,12,100000,1,1,False,0.001,,0,0,0,0,close,,,False,1.5,0,M,True,1,54,4.102323197069317,0.0011694193834291095,0.3427150014366241,34.27150014366241,62,35.291226856406816,3298526.0479515465,"AutoOrderedDict([('len', 598), ('drawdown', 39.76107220960336), ('moneydown', 3298526.0479515465)])",39.76107220960336,716,,5948063.29,6048063.293848929,44,0.4090909090909091,18,26,378825.1400000639,378.8251400000639,-33491.893313547,-33.491893313547,2466019.9701431044,2466.0199701431043,-247370.57980919705,-247.37057980919707
