strat_id,strat_name,dt,SMA_1,SMA_30,CrossOver
0,fast_period1_slow_period30,2015-04-24,352.0,,
0,fast_period1_slow_period30,2015-04-25,352.0,,
0,fast_period1_slow_period30,2015-04-26,352.0,,
0,fast_period1_slow_period30,2015-04-27,352.0,,
0,fast_period1_slow_period30,2015-04-28,352.0,,
0,fast_period1_slow_period30,2015-04-29,352.0,,
0,fast_period1_slow_period30,2015-04-30,352.0,,
0,fast_period1_slow_period30,2015-05-01,,,
0,fast_period1_slow_period30,2015-05-02,,,
0,fast_period1_slow_period30,2015-05-03,,,
0,fast_period1_slow_period30,2015-05-04,,,
0,fast_period1_slow_period30,2015-05-05,,,
0,fast_period1_slow_period30,2015-05-06,,,
0,fast_period1_slow_period30,2015-05-07,,,
0,fast_period1_slow_period30,2015-05-08,,,
0,fast_period1_slow_period30,2015-05-09,,,
0,fast_period1_slow_period30,2015-05-10,,,
0,fast_period1_slow_period30,2015-05-11,,,
0,fast_period1_slow_period30,2015-05-12,,,
0,fast_period1_slow_period30,2015-05-13,,,
0,fast_period1_slow_period30,2015-05-14,,,
0,fast_period1_slow_period30,2015-05-15,,,
0,fast_period1_slow_period30,2015-05-16,,,
0,fast_period1_slow_period30,2015-05-17,,,
0,fast_period1_slow_period30,2015-05-18,,,
0,fast_period1_slow_period30,2015-05-19,,,
0,fast_period1_slow_period30,2015-05-20,,,
0,fast_period1_slow_period30,2015-05-21,,,
0,fast_period1_slow_period30,2015-05-22,,,
0,fast_period1_slow_period30,2015-05-23,,,
0,fast_period1_slow_period30,2015-05-24,,,0.0
0,fast_period1_slow_period30,2015-05-25,,,0.0
0,fast_period1_slow_period30,2015-05-26,345.0,,0.0
0,fast_period1_slow_period30,2015-05-27,345.0,,0.0
0,fast_period1_slow_period30,2015-05-28,345.0,,0.0
0,fast_period1_slow_period30,2015-05-29,345.0,,0.0
0,fast_period1_slow_period30,2015-05-30,345.0,,0.0
0,fast_period1_slow_period30,2015-05-31,345.0,,0.0
0,fast_period1_slow_period30,2015-06-01,,,0.0
0,fast_period1_slow_period30,2015-06-02,,,0.0
0,fast_period1_slow_period30,2015-06-03,,,0.0
0,fast_period1_slow_period30,2015-06-04,,,0.0
0,fast_period1_slow_period30,2015-06-05,,,0.0
0,fast_period1_slow_period30,2015-06-06,,,0.0
0,fast_period1_slow_period30,2015-06-07,,,0.0
0,fast_period1_slow_period30,2015-06-08,,,0.0
0,fast_period1_slow_period30,2015-06-09,,,0.0
0,fast_period1_slow_period30,2015-06-10,,,0.0
0,fast_period1_slow_period30,2015-06-11,,,0.0
0,fast_period1_slow_period30,2015-06-12,,,0.0
0,fast_period1_slow_period30,2015-06-13,,,0.0
0,fast_period1_slow_period30,2015-06-14,,,0.0
0,fast_period1_slow_period30,2015-06-15,,,0.0
0,fast_period1_slow_period30,2015-06-16,,,0.0
0,fast_period1_slow_period30,2015-06-17,,,0.0
0,fast_period1_slow_period30,2015-06-18,,,0.0
0,fast_period1_slow_period30,2015-06-19,,,0.0
0,fast_period1_slow_period30,2015-06-20,,,0.0
0,fast_period1_slow_period30,2015-06-21,,,0.0
0,fast_period1_slow_period30,2015-06-22,,,0.0
0,fast_period1_slow_period30,2015-06-23,,,0.0
0,fast_period1_slow_period30,2015-06-24,315.0,,0.0
0,fast_period1_slow_period30,2015-06-25,315.0,,0.0
0,fast_period1_slow_period30,2015-06-26,315.0,,0.0
0,fast_period1_slow_period30,2015-06-27,315.0,,0.0
0,fast_period1_slow_period30,2015-06-28,315.0,,0.0
0,fast_period1_slow_period30,2015-06-29,315.0,,0.0
0,fast_period1_slow_period30,2015-06-30,300.0,,0.0
0,fast_period1_slow_period30,2015-07-01,,,0.0
0,fast_period1_slow_period30,2015-07-02,,,0.0
0,fast_period1_slow_period30,2015-07-03,,,0.0
0,fast_period1_slow_period30,2015-07-04,,,0.0
0,fast_period1_slow_period30,2015-07-05,,,0.0
0,fast_period1_slow_period30,2015-07-06,,,0.0
0,fast_period1_slow_period30,2015-07-07,,,0.0
0,fast_period1_slow_period30,2015-07-08,,,0.0
0,fast_period1_slow_period30,2015-07-09,,,0.0
0,fast_period1_slow_period30,2015-07-10,,,0.0
0,fast_period1_slow_period30,2015-07-11,,,0.0
0,fast_period1_slow_period30,2015-07-12,,,0.0
0,fast_period1_slow_period30,2015-07-13,,,0.0
0,fast_period1_slow_period30,2015-07-14,,,0.0
0,fast_period1_slow_period30,2015-07-15,,,0.0
0,fast_period1_slow_period30,2015-07-16,,,0.0
0,fast_period1_slow_period30,2015-07-17,,,0.0
0,fast_period1_slow_period30,2015-07-18,,,0.0
0,fast_period1_slow_period30,2015-07-19,,,0.0
0,fast_period1_slow_period30,2015-07-20,,,0.0
0,fast_period1_slow_period30,2015-07-21,,,0.0
0,fast_period1_slow_period30,2015-07-22,,,0.0
0,fast_period1_slow_period30,2015-07-23,,,0.0
0,fast_period1_slow_period30,2015-07-24,,,0.0
0,fast_period1_slow_period30,2015-07-25,,,0.0
0,fast_period1_slow_period30,2015-07-26,,,0.0
0,fast_period1_slow_period30,2015-07-27,,,0.0
0,fast_period1_slow_period30,2015-07-28,155.0,,0.0
0,fast_period1_slow_period30,2015-07-29,155.0,,0.0
0,fast_period1_slow_period30,2015-07-30,159.53846153846155,,0.0
0,fast_period1_slow_period30,2015-07-31,159.6279069767442,,0.0
0,fast_period1_slow_period30,2015-08-01,,,0.0
0,fast_period1_slow_period30,2015-08-02,,,0.0
0,fast_period1_slow_period30,2015-08-03,,,0.0
0,fast_period1_slow_period30,2015-08-04,,,0.0
0,fast_period1_slow_period30,2015-08-05,,,0.0
0,fast_period1_slow_period30,2015-08-06,,,0.0
0,fast_period1_slow_period30,2015-08-07,,,0.0
0,fast_period1_slow_period30,2015-08-08,,,0.0
