,model,accuracy_train,log_return_train,std_dev_train,sharpe_train,mse_train,rmse_train,mae_train,r2_train,mape_train,precision_train,f1_train,roc_auc_train
0,linear_regression,0.3508936970837253,1.0005914707662555,0.008671874944223,0.1085451756306348,0.4729290211613401,0.6876983504134209,0.5260455520635714,0.0692866443634929,217888495161967.6,,,
0,ridge_regression,0.3254938852304798,0.4674033952541098,0.0054263615990346,0.0810307516736956,0.4803564334103951,0.6930775089485989,0.5216047934067601,0.0546696691543201,156465633412910.9,,,
0,logistic_regression,0.8250235183443085,0.2374920635243193,0.0112180938857678,0.0199157545921472,,,,,,0.6724137931034483,0.4561403508771929,0.6498662522071028
0,svc,0.6171213546566322,0.6736681667772043,0.0163566922625414,0.0387451439244022,,,,,,0.1394422310756972,0.1467505241090146,0.4484013702540679
0,xgboost_classifier,0.2869238005644403,1.747245816910256,0.0225200272366786,,,,,,,0.1453333333333333,0.2233606557377049,0.3582352692401222
0,lgbm_classifier,0.5898400752587017,4.791157111576742,0.0215821992029865,0.2088389260550952,,,,,,0.334384858044164,0.4930232558139535,0.7169357481946692
0,random_forest,0.9971777986829728,4.301727629250325,0.0179728371386121,0.2251609152769966,,,,,,1.0,0.9933184855233852,0.9933628318584072
