dt,SMA_fast,SMA_slow,CrossOver_x,EMA_fast,EMA_slow,CrossOver_y,BBands_mid,BBands_top,BBands_bot,Soma_Volumes,close,BBANDS_signal,BBANDS_signal_2,SMA_signal,EMA_signal,return_shifted,return,ideal_signal_(d+1),real_position_linear_regression,position_linear_regression,return_linear_regression,real_position_ridge_regression,position_ridge_regression,return_ridge_regression,position_logistic_regression,return_logistic_regression,position_lgbm_classifier,return_lgbm_classifier,position_xgboost_classifier,return_xgboost_classifier,position_random_forest,return_random_forest,position_svc,return_svc
2016-08-05,5.29508634596659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.29508634596659,-inf,0.0,0.0,0.0,-0.0008093889555587,0.0,-1,0.0,0,-0.0,0.0,0,-0.0,,,,,,,,,,
2016-08-06,5.294276957011031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.294276957011031,-inf,0.0,0.0,0.0,-0.0008100445967444,-0.0008093889555587,-1,-0.2337162086189537,False,-0.0,-0.25590370302513576,False,-0.0,False,-0.0,False,-0.0,1.0,-0.0008100445967444,False,-0.0,False,-0.0
2016-08-07,5.293466912414287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.293466912414287,-inf,0.0,0.0,0.0,-0.0008107013009883,-0.0008100445967444,-1,-0.2337162086189537,False,-0.0,-0.2558670772380113,False,-0.0,False,-0.0,False,-0.0,1.0,-0.0008107013009883,False,-0.0,False,-0.0
2016-08-08,5.292656211113298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.292656211113298,-inf,0.0,0.0,0.0,-0.0008113590708793,-0.0008107013009883,-1,-0.2298099586189537,False,-0.0,-0.2558304230925713,False,-0.0,False,-0.0,False,-0.0,1.0,-0.0008113590708793,False,-0.0,False,-0.0
2016-08-09,5.291844852042419,0.0,0.0,0.0,0.0,0.0,5.293466912414287,5.295756369933296,5.291172201249247,0.0,5.291844852042419,-inf,-inf,0.0,0.0,-0.0008120179090118,-0.0008113590708793,-1,-0.2610599586189537,False,-0.0,-0.2672667419887762,False,-0.0,False,-0.0,False,-0.0,1.0,-0.0008120179090118,False,-0.0,True,-0.0008120179090118
2016-08-10,5.291032834133407,0.0,0.0,0.0,0.0,0.0,5.292656211113298,5.294947523325405,5.290359636729953,-inf,5.291032834133407,-inf,0.0,0.0,0.0,-0.0008126778179899,-0.0008120179090118,-1,-0.2610599586189537,False,-0.0,-0.2672264031221676,False,-0.0,False,-0.0,False,-0.0,1.0,-0.0008126778179899,False,-0.0,True,-0.0008126778179899
2016-08-11,5.290220156315417,0.0,0.0,0.0,0.0,0.0,5.291844852042419,5.294138021955041,5.289546411412584,-inf,5.290220156315417,-inf,0.0,0.0,0.0,-0.0008133388004285,-0.0008126778179899,-1,-0.2610599586189537,False,-0.0,-0.2671860315439525,False,-0.0,False,-0.0,False,-0.0,1.0,-0.0008133388004285,False,-0.0,True,-0.0008133388004285
2016-08-12,5.289406817514989,0.0,0.0,0.0,0.0,0.0,5.291032834133407,5.293327864760961,5.288732524221831,-inf,5.289406817514989,-inf,-30.40679460389073,0.0,0.0,-0.0008140008589467,-0.0008133388004285,-1,-0.2649662086189537,False,-0.0,-0.2671456272013176,False,-0.0,False,-0.0,False,-0.0,1.0,-0.0008140008589467,False,-0.0,True,-0.0008140008589467
2016-08-13,5.288592816656042,0.0,0.0,0.0,0.0,0.0,5.290220156315417,5.292517050680466,5.28791797407863,-inf,5.288592816656042,-inf,-30.00132949585237,0.0,0.0,-0.0008146639961763,-0.0008140008589467,-1,-0.2610599586189537,False,-0.0,-0.2671051900403564,False,-0.0,False,-0.0,False,-0.0,1.0,-0.0008146639961763,False,-0.0,True,-0.0008146639961763
2016-08-14,5.2877781526598655,0.0,0.0,0.0,0.0,0.0,5.289406817514989,5.291705578646985,5.287102759902569,-inf,5.2877781526598655,-inf,0.0,0.0,0.0,-0.0008153282147551,-0.0008146639961763,-1,-0.2610599586189537,False,-0.0,-0.26706472000813075,False,-0.0,False,-0.0,False,-0.0,1.0,-0.0008153282147551,False,-0.0,True,-0.0008153282147551
2016-08-15,5.28696282444511,0.0,0.0,0.0,0.0,0.0,5.288592816656042,5.290893447591347,5.286286880610591,-inf,5.28696282444511,-inf,0.0,0.0,0.0,-0.000815993517329,-0.0008153282147551,-1,-0.2610599586189537,False,-0.0,-0.26702421705156765,False,-0.0,False,-0.0,False,-0.0,1.0,-0.000815993517329,False,-0.0,True,-0.000815993517329
2016-08-16,5.286146830927781,0.0,0.0,0.0,0.0,0.0,5.2877781526598655,5.290080656443381,5.2854703351153685,-inf,5.286146830927781,-inf,-inf,0.0,0.0,-0.0008166599065555,-0.000815993517329,-1,-0.2649662086189537,False,-0.0,-0.2669836811160995,False,-0.0,False,-0.0,False,-0.0,1.0,-0.0008166599065555,False,-0.0,True,-0.0008166599065555
2016-08-17,5.285330171021226,0.0,0.0,0.0,0.0,0.0,5.28696282444511,5.289267204128216,5.284653122329013,-inf,5.285330171021226,-inf,0.0,0.0,0.0,-0.000817327385099,-0.0008166599065555,-1,-0.2610599586189537,False,-0.0,-0.26694311214880595,False,-0.0,False,-0.0,False,-0.0,1.0,-0.000817327385099,False,-0.0,True,-0.000817327385099
