,log_return_train,log_return_test,std_dev_train,std_dev_test,accuracy_train,accuracy_test,precision_train,precision_test,f1_train,f1_test,roc_auc_train,roc_auc_test
0,1.747245816910256,1.1511862291574657,0.022520027236678654,0.02830808413132217,0.2869238005644403,0.5146909827760892,0.14533333333333334,0.4963768115942029,0.22336065573770492,0.6318216756341276,0.3582352692401222,0.5288188646029566
