,accuracy_train,accuracy_test,log_return_train,log_return_test,std_dev_train,std_dev_test,sharpe_train,sharpe_test,mse_train,mse_test,rmse_train,rmse_test,mae_train,mae_test,r2_train,r2_test,mape_train,mape_test
0,0.3508936970837253,0.5668693009118541,1.0005914707662555,4.1829318098554396,0.00867187494422309,0.013581387119409755,0.10854517563063483,0.15602331752056933,0.47292902116134017,0.9370601341650879,0.6876983504134209,0.9680186641615377,0.5260455520635714,0.9424023576845035,0.06928664436349297,0.037844456658603254,217888495161967.6,11013685826808.584
