,log_return_train,log_return_test,std_dev_train,std_dev_test,sharpe_train,sharpe_test,accuracy_train,accuracy_test,precision_train,precision_test,f1_train,f1_test,roc_auc_train,roc_auc_test
0,4.791157111576742,2.451268401770204,0.021582199202986513,0.022013153316603543,0.2088389260550952,0.05641069627787862,0.5898400752587017,0.57193515704154,0.334384858044164,0.5392385392385393,0.4930232558139535,0.6215853112404837,0.7169357481946692,0.5783834864800388
