dt,type_sma,price_sma,portfolio_value_sma,dt_sma,type_ema,price_ema,portfolio_value_ema,dt_ema,type_bbands,price_bbands,portfolio_value_bbands,dt_bbands
2023-02-28,sell,69.09571428571428,134087490.15817653,2023-02-28,,,,,,,,
2023-03-01,buy,69.1625997081712,134087297.04428792,2023-03-01,,,,,,,,
2023-03-03,sell,69.12499999999999,134014667.3817879,2023-03-03,,,,,,,,
2023-03-04,buy,69.15459677419355,134043446.61670724,2023-03-04,,,,,,,,
2023-03-10,sell,69.0747311827957,133860050.55186854,2023-03-10,,,,,,,,
2023-03-15,buy,69.15,133862355.992682,2023-03-15,,,,,,,,
2023-03-18,sell,69.08187015108207,133728297.0984998,2023-03-18,,,,,,,,
2023-03-26,buy,69.19032258064516,133703383.17591916,2023-03-26,,,,,,,,
2023-04-17,sell,69.35,134036606.89043528,2023-04-17,,,,,,,,
2023-04-20,buy,69.42486772486774,134032609.93831883,2023-04-20,,,,,,,,
2023-04-22,sell,69.42072310405644,134028612.98620243,2023-04-22,,,,,,,,
2023-04-23,buy,69.45596153846154,134016626.24851017,2023-04-23,,,,,,,,
2023-04-24,sell,69.44974358974359,134016626.24851017,2023-04-24,,,,,,,,
2023-05-09,buy,69.5,133996208.50196636,2023-05-09,,,,,,,,
2023-06-10,sell,70.61066666666667,136156181.19517684,2023-06-10,,,,,,,,
2023-06-20,buy,71.71,136156181.19517684,2023-06-20,,,,,,,,
2023-06-28,sell,69.328,131637984.53917684,2023-06-28,,,,,,,,
2023-07-01,buy,70.94445918066609,131614509.3050448,2023-07-01,,,,,,,,
2023-07-21,sell,71.17052498418722,132057032.09407122,2023-07-21,,,,,,,,
2023-08-15,buy,71.21612903225807,132230326.8327809,2023-08-15,,,,,,,,
2023-08-18,sell,69.60631476050831,129074913.9384114,2023-08-18,,,,,,,,
2023-09-27,buy,69.91831188331187,138748692.69480893,2023-09-27,,,,,,,,
2023-10-19,sell,76.37068925889079,140974627.03241694,2023-10-19,,,,,,,,
2023-10-24,buy,79.81953819123235,144150253.76624957,2023-10-24,,,,,,,,
2023-10-30,sell,78.97604528021287,139486366.45322835,2023-10-30,,,,,,,,
2023-11-10,buy,79.32933040935671,139727979.54952544,2023-11-10,,,,,,,,
2023-11-23,sell,78.58761956465847,138183504.62673268,2023-11-23,,,,,,,,
2023-12-19,buy,75.42722700110696,133634144.613415,2023-12-19,,,,,,,,
2023-12-20,sell,72.94148242225808,133634144.61341503,2023-12-20,,,,,,,,
2024-02-07,buy,67.89897586268111,134744993.5804235,2024-02-07,,,,,,,,
2024-02-16,sell,66.40934371523915,130705282.0222398,2024-02-16,,,,,,,,
2024-02-18,buy,66.68809627735861,130911861.85462742,2024-02-18,,,,,,,,
2024-02-21,sell,66.35857818953771,130060088.57194927,2024-02-21,,,,,,,,
2024-03-01,buy,66.71683918369266,131782738.91683124,2024-03-01,,,,,,,,
2024-03-21,sell,68.53405295983465,133599086.95999296,2024-03-21,,,,,,,,
2024-03-27,buy,73.24252745489143,135201038.27660465,2024-03-27,,,,,,,,
2024-04-02,sell,68.09113680154144,124212006.55305114,2024-04-02,,,,,,,,
2024-05-07,buy,63.83994872890408,124364535.98434986,2024-05-07,,,,,,,,
2024-07-19,sell,145.7812269573051,283484055.049054,2024-07-19,,,,,,,,
2024-08-04,buy,142.2103158022689,290431751.71437967,2024-08-04,,,,,,,,
2024-10-06,sell,391.5942206096638,780112649.528406,2024-10-06,,,,,,,,
