dt,SMA_fast,SMA_slow,CrossOver_x,EMA_fast,EMA_slow,CrossOver_y,BBands_mid,BBands_top,BBands_bot,Soma_Volumes,close,BBANDS_signal,BBANDS_signal_2,SMA_signal,EMA_signal,return_shifted,return,ideal_signal_(d+1),real_position_linear_regression,position_linear_regression,return_linear_regression,real_position_ridge_regression,position_ridge_regression,return_ridge_regression,position_logistic_regression,return_logistic_regression,position_lgbm_classifier,return_lgbm_classifier,position_xgboost_classifier,return_xgboost_classifier,position_random_forest,return_random_forest,position_svc,return_svc
2015-04-24,5.878979949902806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681096,5.878979949902806,-inf,0.0,0.0,0.0,-0.0021783111149646,0.0,-1,0.0,0,-0.0,0.0,0,-0.0,,,,,,,,,,
2015-04-25,5.876801638787842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681096,5.876801638787842,-inf,0.0,0.0,0.0,-0.0021830665149034,-0.0021783111149646,-1,-0.05369800504861861,False,-0.0,-0.03961964595601759,False,-0.0,False,-0.0,False,-0.0,1.0,-0.0021830665149034,False,-0.0,False,-0.0
2015-04-26,5.874618572272938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681096,5.874618572272938,-inf,0.0,0.0,0.0,-0.0021878427229928,-0.0021830665149034,-1,-0.05369128187133349,False,-0.0,-0.03960996931452464,False,-0.0,False,-0.0,False,-0.0,1.0,-0.0021878427229928,False,-0.0,False,-0.0
2015-04-27,5.872430729549945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681096,5.872430729549945,-inf,0.0,0.0,0.0,-0.0021926398761076,-0.0021878427229928,-1,-0.053684590451004884,False,-0.0,-0.039600303417200264,False,-0.0,False,-0.0,False,-0.0,1.0,-0.0021926398761076,False,-0.0,False,-0.0
2015-04-28,5.870238089673838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681096,5.870238089673838,-inf,0.0,0.0,0.0,-0.0021974581123247,-0.0021926398761076,-1,-0.053677931130665026,False,-0.0,-0.03959064845111872,False,-0.0,False,-0.0,False,-0.0,1.0,-0.0021974581123247,False,-0.0,False,-0.0
2015-04-29,5.868040631561513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,5.868040631561513,-inf,0.0,0.0,0.0,-0.0022022975709408,-0.0021974581123247,-1,-0.05367130425694636,False,-0.0,-0.03958100460550697,False,-0.0,False,-0.0,False,-0.0,1.0,-0.0022022975709408,False,-0.0,False,-0.0
2015-04-30,5.865838333990572,0.0,0.0,0.0,0.0,0.0,5.872430729549945,5.902633333401179,5.841287443640793,-inf,5.865838333990572,-inf,-32.88621884596567,0.0,0.0,-0.0022071583924754,-0.0022022975709408,-1,-0.1211392461337662,False,-0.0,-0.11078322193704641,False,-0.0,False,-0.0,False,-0.0,0.0,-0.0,False,-0.0,False,-0.0
2015-05-01,5.863631175598097,0.0,0.0,0.0,0.0,0.0,5.870238089673838,5.900505996327813,5.839025364796096,-inf,5.863631175598097,-inf,0.0,0.0,0.0,0.0,-0.0022071583924754,0,-0.12104926127407492,False,0.0,-0.11069533052715276,False,0.0,False,0.0,True,0.0,0.0,0.0,False,0.0,False,0.0
2015-05-02,5.863631175598097,0.0,0.0,0.0,0.0,0.0,5.868354849945873,5.895792677438895,5.840142897843916,-inf,5.863631175598097,-inf,-33.477895604538546,0.0,0.0,0.0,0.0,0,-0.11331417971031418,False,0.0,-0.10580480634944438,False,0.0,False,0.0,True,0.0,0.0,0.0,False,0.0,False,0.0
2015-05-03,5.863631175598097,0.0,0.0,0.0,0.0,0.0,5.866782769760442,5.889621485901675,5.843410231097672,-inf,5.863631175598097,-inf,-32.59740169924383,0.0,0.0,0.0084866138773191,0.0,1,-0.11679006765318128,False,0.0,-0.10888687427817158,False,0.0,False,0.0,True,0.0084866138773191,0.0,0.0,True,0.0084866138773191,False,0.0
